P15056,Serine/threonine-protein kinase B-raf,Homo sapiens,IPR046349|IPR020454|IPR011009|IPR002219|IPR000719|IPR017441|IPR003116|IPR001245|IPR008271|IPR051681|IPR029071,doi:10.1016/j.cell.2022.04.014|imex:IM-29493|pubmed:35512704
P15172,Myoblast determination protein 1,Homo sapiens,IPR011598|IPR036638|IPR022032|IPR002546|IPR039704,imex:IM-28767|pubmed:35140242
P16220,Cyclic AMP-responsive element-binding protein 1,Homo sapiens,IPR004827|IPR046347|IPR003102|IPR001630,imex:IM-30532|pubmed:38884001
P18846,Cyclic AMP-dependent transcription factor ATF-1,Homo sapiens,IPR004827|IPR046347|IPR003102|IPR001630,imex:IM-30532|pubmed:38884001
P22314,Ubiquitin-like modifier-activating enzyme 1,Homo sapiens,IPR032420|IPR032418|IPR042302|IPR045886|IPR000594|IPR018965|IPR042449|IPR038252|IPR019572|IPR042063|IPR035985|IPR018075|IPR018074|IPR033127|IPR000011,imex:IM-22822|pubmed:25260751
P23769,Endothelial transcription factor GATA-2,Homo sapiens,IPR016374|IPR039355|IPR000679|IPR013088,imex:IM-28767|pubmed:35140242
P25490,Transcriptional repressor protein YY1,Homo sapiens,IPR017114|IPR036236|IPR013087,imex:IM-28767|pubmed:35140242
P26367,Paired box protein Pax-6,Homo sapiens,IPR001356|IPR017970|IPR009057|IPR043182|IPR001523|IPR043565|IPR036388,imex:IM-28767|pubmed:35140242
P31314,T-cell leukemia homeobox protein 1,Homo sapiens,IPR001356|IPR020479|IPR017970|IPR009057|IPR042247,imex:IM-28767|pubmed:35140242
P31749,RAC-alpha serine/threonine-protein kinase,Homo sapiens,IPR000961|IPR034676|IPR011009|IPR011993|IPR001849|IPR039026|IPR017892|IPR000719|IPR017441|IPR008271,doi:10.1016/j.cell.2022.04.014|imex:IM-29493|pubmed:35512704
P32519,ETS-related transcription factor Elf-1,Homo sapiens,IPR000418|IPR046328|IPR022084|IPR036388|IPR036390,imex:IM-28767|pubmed:35140242
P33151,Cadherin-5,Homo sapiens,IPR039808|IPR002126|IPR015919|IPR020894|IPR000233|IPR027397,imex:IM-30239|pubmed:39232006
P35680,Hepatocyte nuclear factor 1-beta,Homo sapiens,IPR001356|IPR039066|IPR006899|IPR044869|IPR023219|IPR006897|IPR044866|IPR009057|IPR010982,imex:IM-28767|pubmed:35140242
P35998,26S proteasome regulatory subunit 7,Homo sapiens,IPR050221|IPR003593|IPR041569|IPR003959|IPR003960|IPR012340|IPR048723|IPR027417,imex:IM-21659|pubmed:27705803
P41235,Hepatocyte nuclear factor 4-alpha,Homo sapiens,IPR049636|IPR049635|IPR035500|IPR000536|IPR050274|IPR001723|IPR001628|IPR013088,imex:IM-28767|pubmed:35140242
P41970,ETS domain-containing protein Elk-3,Homo sapiens,IPR000418|IPR046328|IPR036388|IPR036390,imex:IM-28767|pubmed:35140242
P43686,26S proteasome regulatory subunit 6B,Homo sapiens,IPR050221|IPR003593|IPR041569|IPR003959|IPR003960|IPR012340|IPR027417|IPR032501,imex:IM-21659|pubmed:27705803
P45973,Chromobox protein homolog 5,Homo sapiens,IPR016197|IPR000953|IPR017984|IPR023780|IPR008251|IPR023779|IPR051219,doi:10.15252/msb.20156660|imex:IM-25015|pubmed:27107012
P48556,26S proteasome non-ATPase regulatory subunit 8,Homo sapiens,IPR006746|IPR033464|IPR000717,imex:IM-21659|pubmed:27705803
P49674,Casein kinase I isoform epsilon,Homo sapiens,IPR050235|IPR011009|IPR000719|IPR017441|IPR008271,imex:IM-24272|pubmed:26496610
P49716,CCAAT/enhancer-binding protein delta,Homo sapiens,IPR004827|IPR046347|IPR031106|IPR016468,imex:IM-30532|pubmed:38884001
P51571,Translocon-associated protein subunit delta,Homo sapiens,IPR008855,imex:IM-21659|pubmed:27705803
P51610,Host cell factor 1,Homo sapiens,IPR003961|IPR036116|IPR043536|IPR013783|IPR015915|IPR059124,doi:10.1016/j.cell.2021.04.011|imex:IM-11719|imex:IM-12079|imex:IM-21659|imex:IM-29278|pubmed:19615732|pubmed:20360068|pubmed:27705803|pubmed:33961781
P51665,26S proteasome non-ATPase regulatory subunit 7,Homo sapiens,IPR024969|IPR000555|IPR037518|IPR033858,imex:IM-21659|pubmed:27705803
P52788,Spermine synthase,Homo sapiens,IPR030374|IPR030373|IPR029063|IPR035246|IPR037163|IPR015576|IPR040900,imex:IM-24272|pubmed:26496610
P55036,26S proteasome non-ATPase regulatory subunit 4,Homo sapiens,IPR027040|IPR049590|IPR003903|IPR002035|IPR036465,imex:IM-21659|pubmed:27705803
P60484,Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN,Homo sapiens,IPR017361|IPR035892|IPR051281|IPR029021|IPR045101|IPR014020|IPR029023|IPR016130|IPR003595|IPR000387,doi:10.1016/j.cell.2022.04.014|imex:IM-29493|pubmed:35512704
P61088,Ubiquitin-conjugating enzyme E2 N,Homo sapiens,IPR000608|IPR023313|IPR016135,imex:IM-22822|pubmed:25260751
P61289,Proteasome activator complex subunit 3,Homo sapiens,IPR003186|IPR036997|IPR036996|IPR009077|IPR003185|IPR036252,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-29278|pubmed:19615732|pubmed:33961781
P61289-2,Isoform 2 of Proteasome activator complex subunit 3,Homo sapiens,Brak InterPro kodów dla tego białka.,doi:10.1038/nature22366|imex:IM-25778|pubmed:28514442
P61759,Prefoldin subunit 3,Mus musculus,IPR016655|IPR009053|IPR004127,imex:IM-24272|pubmed:26496610
P62193,26S proteasome regulatory subunit 4,Rattus norvegicus,IPR050221|IPR003593|IPR041569|IPR003959|IPR003960|IPR012340|IPR027417|IPR032501,imex:IM-29994|pubmed:37228199
P62195,26S proteasome regulatory subunit 8,Homo sapiens,IPR050221|IPR003593|IPR041569|IPR003959|IPR003960|IPR012340|IPR027417|IPR032501,imex:IM-21659|pubmed:27705803
P62333,26S proteasome regulatory subunit 10B,Homo sapiens,IPR050221|IPR003593|IPR041569|IPR003959|IPR003960|IPR012340|IPR027417|IPR032501,imex:IM-21659|pubmed:27705803
P83916,Chromobox protein homolog 1,Homo sapiens,IPR016197|IPR000953|IPR017984|IPR023780|IPR008251|IPR023779|IPR051219,imex:IM-12079|pubmed:19615732
P85037,Forkhead box protein K1,Homo sapiens,IPR047394|IPR000253|IPR001766|IPR008984|IPR018122|IPR030456|IPR036388|IPR036390,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-21659|imex:IM-24272|imex:IM-29278|pubmed:19615732|pubmed:26496610|pubmed:27705803|pubmed:33961781
Q01094,Transcription factor E2F1,Homo sapiens,IPR015633|IPR037241|IPR032198|IPR003316|IPR036388|IPR036390,imex:IM-28767|pubmed:35140242
Q01167,Forkhead box protein K2,Homo sapiens,IPR047397|IPR000253|IPR047398|IPR001766|IPR008984|IPR018122|IPR030456|IPR036388|IPR036390,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-21659|imex:IM-29278|pubmed:19615732|pubmed:27705803|pubmed:33961781
Q05925,Homeobox protein engrailed-1,Homo sapiens,IPR050720|IPR001356|IPR000747|IPR020479|IPR019549|IPR019737|IPR017970|IPR009057,imex:IM-28767|pubmed:35140242
Q06124,Tyrosine-protein phosphatase non-receptor type 11,Homo sapiens,IPR029021|IPR000242|IPR000980|IPR036860|IPR016130|IPR003595|IPR000387|IPR012152,doi:10.1016/j.cell.2022.04.014|imex:IM-29493|pubmed:35512704
Q13185,Chromobox protein homolog 3,Homo sapiens,IPR038033|IPR016197|IPR000953|IPR017984|IPR023780|IPR008251|IPR023779|IPR051219,imex:IM-12079|pubmed:19615732
Q13200,26S proteasome non-ATPase regulatory subunit 2,Homo sapiens,IPR016643|IPR011989|IPR016024|IPR002015|IPR041433|IPR040892,imex:IM-21659|pubmed:27705803
Q13330,Metastasis-associated protein MTA1,Homo sapiens,IPR001025|IPR043151|IPR000949|IPR009057|IPR040138|IPR035170|IPR001005|IPR017884|IPR000679,imex:IM-24279|pubmed:26028330
Q13404,Ubiquitin-conjugating enzyme E2 variant 1,Homo sapiens,IPR000608|IPR016135,imex:IM-22822|pubmed:25260751
Q13485,SMAD family member 4,Homo sapiens,IPR013790|IPR003619|IPR013019|IPR017855|IPR001132|IPR008984|IPR036578,doi:10.1016/j.cell.2022.04.014|imex:IM-29493|pubmed:35512704
Q13557,Calcium/calmodulin-dependent protein kinase type II subunit delta,Homo sapiens,IPR013543|IPR011009|IPR032710|IPR000719|IPR017441|IPR008271,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q13557-10,Isoform Delta 10 of Calcium/calmodulin-dependent protein kinase type II subunit delta,Homo sapiens,Brak InterPro kodów dla tego białka.,doi:10.1038/nature22366|imex:IM-25778|pubmed:28514442
Q13952,Nuclear transcription factor Y subunit gamma,Homo sapiens,IPR007125|IPR009072|IPR050568,imex:IM-28767|pubmed:35140242
Q14192,Four and a half LIM domains protein 2,Homo sapiens,IPR056807|IPR001781,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q14938,Nuclear factor 1 X-type,Homo sapiens,IPR000647|IPR020604|IPR019739|IPR019548|IPR003619,imex:IM-28767|pubmed:35140242
Q14978,Nucleolar and coiled-body phosphoprotein 1,Homo sapiens,IPR006594|IPR039191|IPR007718,imex:IM-30059|pubmed:39251607
Q15723,ETS-related transcription factor Elf-2,Homo sapiens,IPR000418|IPR046328|IPR022084|IPR036388|IPR036390,imex:IM-28767|pubmed:35140242
Q16576,Histone-binding protein RBBP7,Homo sapiens,IPR022052|IPR015943|IPR020472|IPR019775|IPR036322|IPR001680|IPR050459,imex:IM-12079|pubmed:19615732
Q16629,Serine/arginine-rich splicing factor 7,Homo sapiens,IPR012677|IPR035979|IPR000504|IPR034651|IPR001878|IPR036875,imex:IM-30059|pubmed:39251607
Q16650,T-box brain protein 1,Homo sapiens,IPR008967|IPR032385|IPR046360|IPR036960|IPR001699|IPR018186,imex:IM-28767|pubmed:35140242
Q5S007,Leucine-rich repeat serine/threonine-protein kinase 2,Homo sapiens,IPR056593|IPR036770|IPR011989|IPR016024|IPR056597|IPR056602|IPR032171|IPR057263|IPR011009|IPR001611|IPR003591|IPR032675|IPR027417|IPR000719|IPR017441|IPR020859|IPR008271|IPR051420|IPR005225|IPR015943|IPR036322,imex:IM-26684|pubmed:31046837
Q5THK1-4,Isoform 4 of Protein PRR14L,Homo sapiens,Brak InterPro kodów dla tego białka.,imex:IM-24272|pubmed:26496610
Q5U651,Ras-interacting protein 1,Homo sapiens,IPR037983|IPR002710|IPR000159|IPR008984|IPR029071|IPR052072,imex:IM-24272|pubmed:26496610
Q5XKL5,BTB/POZ domain-containing protein 8,Homo sapiens,IPR043225|IPR000210|IPR040121|IPR027907|IPR011333,imex:IM-24272|pubmed:26496610
Q62925,Mitogen-activated protein kinase kinase kinase 1,Rattus norvegicus,IPR011989|IPR016024|IPR011009|IPR000719|IPR017441|IPR008271|IPR001841|IPR013083|IPR007527,imex:IM-22822|pubmed:25260751
Q6PCT9,26S proteasome non-ATPase regulatory subunit 6,Rattus norvegicus,IPR000717|IPR019585|IPR045135|IPR049549|IPR011990|IPR036390,imex:IM-29994|pubmed:37228199
Q76L83,Putative Polycomb group protein ASXL2,Homo sapiens,IPR026905|IPR024811|IPR028020|IPR007759|IPR044867,doi:10.1016/j.cell.2021.04.011|imex:IM-11719|imex:IM-12079|imex:IM-21659|imex:IM-29278|pubmed:19615732|pubmed:20360068|pubmed:27705803|pubmed:33961781
Q76L83-2,Isoform 2 of Putative Polycomb group protein ASXL2,Homo sapiens,Brak InterPro kodów dla tego białka.,doi:10.1038/nature22366|imex:IM-25778|pubmed:28514442
Q7Z494,Nephrocystin-3,Homo sapiens,IPR056884|IPR056886|IPR056883|IPR027417|IPR011990|IPR056885|IPR019734,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q86XP3,ATP-dependent RNA helicase DDX42,Homo sapiens,IPR011545|IPR014001|IPR001650|IPR027417|IPR000629|IPR014014,imex:IM-24272|pubmed:26496610
Q86Y56,Dynein axonemal assembly factor 5,Homo sapiens,IPR011989|IPR016024|IPR052623|IPR000357|IPR056497|IPR021133|IPR034085|IPR057978,imex:IM-24272|pubmed:26496610
Q8IWZ3,Ankyrin repeat and KH domain-containing protein 1,Homo sapiens,IPR051631|IPR002110|IPR036770|IPR047374|IPR004087|IPR004088|IPR036612,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-29278|pubmed:19615732|pubmed:33961781
Q8IX15,Homeobox and leucine zipper protein Homez,Homo sapiens,IPR001356|IPR009057|IPR024578,imex:IM-24272|pubmed:26496610
Q8IXJ9,Polycomb group protein ASXL1,Homo sapiens,IPR026905|IPR024811|IPR028020|IPR007759|IPR044867,doi:10.1016/j.cell.2021.04.011|imex:IM-11719|imex:IM-12079|imex:IM-17716|imex:IM-21659|imex:IM-24272|imex:IM-29278|pubmed:19615732|pubmed:20360068|pubmed:22897849|pubmed:26496610|pubmed:27705803|pubmed:33961781
Q8N302,Angiogenic factor with G patch and FHA domains 1,Homo sapiens,IPR053027|IPR035624|IPR000253|IPR000467|IPR041591|IPR008984,imex:IM-30059|pubmed:39251607
Q8N5P1,Zinc finger CCCH domain-containing protein 8,Homo sapiens,IPR045124|IPR054361|IPR000571|IPR036855,imex:IM-30059|pubmed:39251607
Q8NB78,Lysine-specific histone demethylase 2,Homo sapiens,IPR002937|IPR036188|IPR050281|IPR009057|IPR007526|IPR036388|IPR011124,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-21659|imex:IM-24272|imex:IM-29278|pubmed:19615732|pubmed:26496610|pubmed:27705803|pubmed:33961781
Q8TEX9,Importin-4,Homo sapiens,IPR011989|IPR016024|IPR021133|IPR058584|IPR001494|IPR040122|IPR034085|IPR057672,imex:IM-12079|pubmed:19615732
Q8WTW3,Conserved oligomeric Golgi complex subunit 1,Homo sapiens,IPR033370,imex:IM-24272|pubmed:26496610
Q8ZA28,C4-dicarboxylate transport protein,Yersinia pestis,IPR023954|IPR001991|IPR018107|IPR036458,imex:IM-13779|pubmed:20711500
Q969H0,F-box/WD repeat-containing protein 7,Homo sapiens,IPR036047|IPR001810|IPR056153|IPR015943|IPR020472|IPR019775|IPR036322|IPR001680,doi:10.1016/j.cell.2022.04.014|imex:IM-29493|pubmed:35512704
Q96DN6,Methyl-CpG-binding domain protein 6,Homo sapiens,IPR016177|IPR001739,imex:IM-21659|pubmed:27705803
Q96HS1,Serine/threonine-protein phosphatase PGAM5, mitochondrial,Homo sapiens,IPR013078|IPR029033|IPR051021,imex:IM-21659|pubmed:27705803
Q96K37,Solute carrier family 35 member E1,Homo sapiens,IPR037185|IPR004853|IPR050186,imex:IM-24272|pubmed:26496610
Q96N21,AP-4 complex accessory subunit Tepsin,Homo sapiens,IPR013809|IPR035802|IPR008942|IPR039273|IPR058028,imex:IM-24272|pubmed:26496610
Q99581,Protein FEV,Homo sapiens,IPR000418|IPR046328|IPR036388|IPR036390,imex:IM-28767|pubmed:35140242
Q99598,Translin-associated protein X,Homo sapiens,IPR016069|IPR002848|IPR016068|IPR036081,imex:IM-24272|pubmed:26496610
Q99607,ETS-related transcription factor Elf-4,Homo sapiens,IPR000418|IPR046328|IPR022084|IPR036388|IPR036390,imex:IM-28767|pubmed:35140242
Q9BQE3,Tubulin alpha-1C chain,Homo sapiens,IPR002452|IPR008280|IPR000217|IPR037103|IPR018316|IPR036525|IPR023123|IPR017975|IPR003008,imex:IM-21659|pubmed:27705803
Q9BRG1,Vacuolar protein-sorting-associated protein 25,Homo sapiens,IPR008570|IPR014041|IPR036388|IPR036390,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9BXK1,Krueppel-like factor 16,Homo sapiens,IPR036236|IPR013087,imex:IM-28767|pubmed:35140242
Q9C0C9,(E3-independent) E2 ubiquitin-conjugating enzyme,Homo sapiens,IPR057732|IPR000608|IPR057733|IPR057734|IPR057735|IPR016135,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-21659|imex:IM-29278|pubmed:19615732|pubmed:27705803|pubmed:33961781
Q9C0F0,Putative Polycomb group protein ASXL3,Homo sapiens,IPR026905|IPR024811|IPR028020|IPR007759|IPR044867,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9H0Y0,Ubiquitin-like-conjugating enzyme ATG10,Homo sapiens,IPR007135,imex:IM-30012|pubmed:34524948
Q9H773,dCTP pyrophosphatase 1,Homo sapiens,IPR052555|IPR025984,imex:IM-24272|pubmed:26496610
Q9HC77,Centrosomal P4.1-associated protein,Homo sapiens,IPR009852|IPR047002|IPR026581|IPR058029,imex:IM-24272|pubmed:26496610
Q9HD26,Golgi-associated PDZ and coiled-coil motif-containing protein,Homo sapiens,IPR038879|IPR001478|IPR036034,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9HD26-2,Isoform 2 of Golgi-associated PDZ and coiled-coil motif-containing protein,Homo sapiens,Brak InterPro kodów dla tego białka.,doi:10.1038/nature22366|imex:IM-25778|pubmed:28514442
Q9P035,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3,Homo sapiens,IPR007052|IPR008978|IPR007482,imex:IM-21659|pubmed:27705803
Q9P267,Methyl-CpG-binding domain protein 5,Homo sapiens,IPR016177|IPR001739|IPR000313,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9R1T4,Septin-6,Mus musculus,IPR030379|IPR027417|IPR016491,imex:IM-24272|pubmed:26496610
Q9UJX3,Anaphase-promoting complex subunit 7,Homo sapiens,IPR011990|IPR019734,imex:IM-12079|pubmed:19615732
Q9ULV8,E3 ubiquitin-protein ligase CBL-C,Homo sapiens,IPR024162|IPR014741|IPR036537|IPR003153|IPR014742|IPR024159|IPR011992|IPR036860|IPR001841|IPR013083|IPR017907,doi:10.15252/msb.20156660|imex:IM-25015|pubmed:27107012
Q9UQM7,Calcium/calmodulin-dependent protein kinase type II subunit alpha,Homo sapiens,IPR013543|IPR011009|IPR032710|IPR000719|IPR017441|IPR008271,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9Y5Z7,Host cell factor 2,Homo sapiens,IPR003961|IPR036116|IPR011043|IPR043536|IPR013783|IPR015915|IPR059124,doi:10.1016/j.cell.2021.04.011|imex:IM-21659|imex:IM-29278|pubmed:27705803|pubmed:33961781
intact:EBI-8762634
