protein_accession	protein_name	protein_length	gene	organism_taxid	organism_name	organism_fullname	in_alphafold	interpro_accession	entry_type	entry_integrated	interpro_protein_length	fragment_start	fragment_end	fragment_status	protein_group
A0A128EKZ4	DUF4253 domain-containing protein	237	ERS672216_01938	1780362	Campylobacter geochelonis	Campylobacter geochelonis	True	IPR025349	domain		237	127	237	CONTINUOUS	DUF4253
A0A133P6B5	DUF4253 domain-containing protein	248	HMPREF3221_00664	851	Fusobacterium nucleatum	Fusobacterium nucleatum	True	IPR025349	domain		248	142	248	CONTINUOUS	DUF4253
A0A133QN29	DUF4253 domain-containing protein	369	HMPREF3226_00202	28128	Prevotella corporis	Prevotella corporis	True	IPR025349	domain		369	264	369	CONTINUOUS	DUF4253
A0A136PY42	DUF4253 domain-containing protein	264	AWW66_04010	47874	Micromonospora rosaria	Micromonospora rosaria	True	IPR025349	domain		264	156	264	CONTINUOUS	DUF4253
A0A138AI90	DUF4253 domain-containing protein	277	AXK61_03105	239498	Tsukamurella pseudospumae	Tsukamurella pseudospumae	True	IPR025349	domain		277	171	277	CONTINUOUS	DUF4253
A0A143C3Z1	DUF4253 domain-containing protein	263	A4E84_23135	1783515	Streptomyces qaidamensis	Streptomyces qaidamensis	True	IPR025349	domain		263	153	263	CONTINUOUS	DUF4253
A0A154MWC0	DUF4253 domain-containing protein	251	ATP06_0212180	546365	Amycolatopsis regifaucium	Amycolatopsis regifaucium	True	IPR025349	domain		251	143	250	CONTINUOUS	DUF4253
A0A171DNZ2	DUF4253 domain-containing protein	296	PS9374_06465	161355	Planomonospora sphaerica	Planomonospora sphaerica	True	IPR025349	domain		296	189	296	CONTINUOUS	DUF4253
A0A172ZFA7	DUF4253 domain-containing protein	256	AR543_08015	1616788	Paenibacillus bovis	Paenibacillus bovis	True	IPR025349	domain		256	154	256	CONTINUOUS	DUF4253
A0A172ZHJ6	DUF4253 domain-containing protein	253	AR543_11790	1616788	Paenibacillus bovis	Paenibacillus bovis	True	IPR025349	domain		253	144	253	CONTINUOUS	DUF4253
A0A173ME80	DUF4253 domain-containing protein	226	SAMN05421788_10832	477680	Filimonas lacunae	Filimonas lacunae	True	IPR025349	domain		226	123	226	CONTINUOUS	DUF4253
A0A174BJ85	DUF4253 domain-containing protein	37	NCTC11224_02213	1531	Enterocloster clostridioformis	Enterocloster clostridioformis	True	IPR025349	domain		37	2	37	CONTINUOUS	DUF4253
A0A193CB00	DUF4253 domain-containing protein	251	SD37_03810	31958	Amycolatopsis orientalis	Amycolatopsis orientalis	True	IPR025349	domain		251	143	250	CONTINUOUS	DUF4253
A0A1A5YJH0	DUF4253 domain-containing protein	191	A7K91_13870	1844972	Paenibacillus oryzae	Paenibacillus oryzae	True	IPR025349	domain		191	87	191	CONTINUOUS	DUF4253
A0A1A8Z572	DUF4253 domain-containing protein	315	GA0070611_0785	261654	Micromonospora auratinigra	Micromonospora auratinigra	True	IPR025349	domain		315	212	284	CONTINUOUS	DUF4253
A0A1A9A479	DUF4253 domain-containing protein	279	GA0070611_4986	261654	Micromonospora auratinigra	Micromonospora auratinigra	True	IPR025349	domain		279	164	279	CONTINUOUS	DUF4253
A0A1B1AQ85	DUF4253 domain-containing protein	271	J2Z21_007140	68214	Streptomyces griseochromogenes	Streptomyces griseochromogenes	True	IPR025349	domain		271	162	271	CONTINUOUS	DUF4253
A0A1B1AYM2	DUF4253 domain-containing protein	83	J2Z21_007206	68214	Streptomyces griseochromogenes	Streptomyces griseochromogenes	True	IPR025349	domain		83	40	81	CONTINUOUS	DUF4253
A0A1B1MEM9	Uncharacterized protein	265	SLINC_4842	1915	Streptomyces lincolnensis	Streptomyces lincolnensis	True	IPR025349	domain		265	155	265	CONTINUOUS	DUF4253
A0A1C4W3D5	DUF4253 domain-containing protein	265	GA0070563_10394	47853	Micromonospora carbonacea	Micromonospora carbonacea	True	IPR025349	domain		265	157	265	CONTINUOUS	DUF4253
A0A1C4WA32	DUF4253 domain-containing protein	260	GA0070214_103372	307119	Micromonospora chaiyaphumensis	Micromonospora chaiyaphumensis	True	IPR025349	domain		260	151	260	CONTINUOUS	DUF4253
A0A1C4WD02	DUF4253 domain-containing protein	291	GA0070214_103453	307119	Micromonospora chaiyaphumensis	Micromonospora chaiyaphumensis	True	IPR025349	domain		291	188	268	CONTINUOUS	DUF4253
A0A1C4XF62	DUF4253 domain-containing protein	257	GA0070618_2999	1877	Micromonospora echinospora	Micromonospora echinospora	True	IPR025349	domain		257	149	257	CONTINUOUS	DUF4253
A0A1C4YKJ5	DUF4253 domain-containing protein	260	GA0074695_4380	1881	Micromonospora viridifaciens	Micromonospora viridifaciens	True	IPR025349	domain		260	145	260	CONTINUOUS	DUF4253
A0A1C4Z926	DUF4253 domain-containing protein	276	GA0074695_5250	1881	Micromonospora viridifaciens	Micromonospora viridifaciens	True	IPR025349	domain		276	173	273	CONTINUOUS	DUF4253
A0A1C5AC41	DUF4253 domain-containing protein	293	GA0070216_115103	121616	Micromonospora matsumotoense	Micromonospora matsumotoense	True	IPR025349	domain		293	190	290	CONTINUOUS	DUF4253
A0A1C5GH98	DUF4253 domain-containing protein	259	GA0070610_5573	47858	Micromonospora echinofusca	Micromonospora echinofusca	True	IPR025349	domain		259	151	259	CONTINUOUS	DUF4253
A0A1C5IF21	DUF4253 domain-containing protein	297	GA0074704_3289	299152	Micromonospora siamensis	Micromonospora siamensis	True	IPR025349	domain		297	190	293	CONTINUOUS	DUF4253
A0A1C5JZU3	DUF4253 domain-containing protein	298	GA0070614_5835	356852	Micromonospora coxensis	Micromonospora coxensis	True	IPR025349	domain		298	191	294	CONTINUOUS	DUF4253
A0A1C6R8Y4	DUF4253 domain-containing protein	260	GA0074694_0385	47866	Micromonospora inyonensis	Micromonospora inyonensis	True	IPR025349	domain		260	152	260	CONTINUOUS	DUF4253
A0A1C6TH59	DUF4253 domain-containing protein	260	GA0074692_6124	145854	Micromonospora pallida	Micromonospora pallida	True	IPR025349	domain		260	152	260	CONTINUOUS	DUF4253
A0A1C6U7X1	DUF4253 domain-containing protein	315	GA0070604_2068	227316	Micromonospora eburnea	Micromonospora eburnea	True	IPR025349	domain		315	188	267	CONTINUOUS	DUF4253
A0A1C6URC2	DUF4253 domain-containing protein	265	GA0070604_3448	227316	Micromonospora eburnea	Micromonospora eburnea	True	IPR025349	domain		265	158	265	CONTINUOUS	DUF4253
A0A1C6W049	DUF4253 domain-containing protein	291	GA0070603_6136	47854	Micromonospora chersina	Micromonospora chersina	True	IPR025349	domain		291	188	268	CONTINUOUS	DUF4253
A0A1D7YB83	DUF4253 domain-containing protein	272	BFF78_18690	1904616	Streptomyces fodineus	Streptomyces fodineus	True	IPR025349	domain		272	163	272	CONTINUOUS	DUF4253
A0A1D8FZE1	DUF4253 domain-containing protein	122	A4G23_01394	285473	Streptomyces rubrolavendulae	Streptomyces rubrolavendulae	True	IPR025349	domain		122	17	122	CONTINUOUS	DUF4253
A0A1E3L9V9	DUF4253 domain-containing protein	251	PTI45_00135	1886670	Paenibacillus nuruki	Paenibacillus nuruki	True	IPR025349	domain		251	149	251	CONTINUOUS	DUF4253
A0A1E5P0P9	DUF4253 domain-containing protein	273	BGK67_33530	36818	Streptomyces subrutilus	Streptomyces subrutilus	True	IPR025349	domain		273	163	273	CONTINUOUS	DUF4253
A0A1E7LEI1	DUF4253 domain-containing protein	244	AN221_42915	518642	Streptomyces nanshensis	Streptomyces nanshensis	True	IPR025349	domain		244	134	244	CONTINUOUS	DUF4253
A0A1E7LL56	DUF4253 domain-containing protein	286	AN221_29640	518642	Streptomyces nanshensis	Streptomyces nanshensis	True	IPR025349	domain		286	176	286	CONTINUOUS	DUF4253
A0A1G4T3A5	DUF4253 domain-containing protein	245	SAMN04487970_104028	624147	Paenibacillus tianmuensis	Paenibacillus tianmuensis	True	IPR025349	domain		245	139	245	CONTINUOUS	DUF4253
A0A1G6H4E8	DUF4253 domain-containing protein	301	GA0111570_106126	1577474	Raineyella antarctica	Raineyella antarctica	True	IPR025349	domain		301	195	301	CONTINUOUS	DUF4253
A0A1G6Q5K0	DUF4253 domain-containing protein	185	SAMN04488112_11975	1236220	Melghirimyces thermohalophilus	Melghirimyces thermohalophilus	True	IPR025349	domain		185	85	185	CONTINUOUS	DUF4253
A0A1G6YJS7	DUF4253 domain-containing protein	316	SAMN05216270_1094	58114	Glycomyces harbinensis	Glycomyces harbinensis	True	IPR025349	domain		316	210	315	CONTINUOUS	DUF4253
A0A1G7AC82	DUF4253 domain-containing protein	244	SAMN04487894_12241	1285928	Niabella drilacis (strain DSM 25811 / CCM 8410 / CCUG 62505 / LMG 26954 / E90)	Niabella drilacis (strain DSM 25811 / CCM 8410 / CCUG 62505 / LMG 26954 / E90)	True	IPR025349	domain		244	141	244	CONTINUOUS	DUF4253
A0A1G7EWQ6	DUF4253 domain-containing protein	264	SAMN04489747_4069	675864	Auraticoccus monumenti	Auraticoccus monumenti	True	IPR025349	domain		264	154	264	CONTINUOUS	DUF4253
A0A1G7FEY2	DUF4253 domain-containing protein	208	SAMN05216557_101374	1166323	Sphingomonas carotinifaciens	Sphingomonas carotinifaciens	True	IPR025349	domain		208	102	208	CONTINUOUS	DUF4253
A0A1G8C5D9	DUF4253 domain-containing protein	280	SAMN05421505_11566	504805	Sinosporangium album	Sinosporangium album	True	IPR025349	domain		280	173	280	CONTINUOUS	DUF4253
A0A1G8TAK0	DUF4253 domain-containing protein	238	SAMN05421806_101153	417292	Streptomyces indicus	Streptomyces indicus	True	IPR025349	domain		238	133	238	CONTINUOUS	DUF4253
A0A1G8VHJ5	DUF4253 domain-containing protein	281	SAMN04487820_10196	995066	Actinopolyspora mzabensis	Actinopolyspora mzabensis	True	IPR025349	domain		281	173	281	CONTINUOUS	DUF4253
A0A1G9FBR0	DUF4253 domain-containing protein	272	SAMN05421874_11231	683260	Nonomuraea maritima	Nonomuraea maritima	True	IPR025349	domain		272	165	272	CONTINUOUS	DUF4253
A0A1G9HAD6	DUF4253 domain-containing protein	299	SAMN05216298_2730	380244	Glycomyces sambucus	Glycomyces sambucus	True	IPR025349	domain		299	193	298	CONTINUOUS	DUF4253
A0A1G9SA30	DUF4253 domain-containing protein	291	SAMN04489726_0996	211114	Allokutzneria albata	Allokutzneria albata	True	IPR025349	domain		291	188	267	CONTINUOUS	DUF4253
A0A1G9U6F7	DUF4253 domain-containing protein	272	SAMN05421869_14723	633440	Nonomuraea jiangxiensis	Nonomuraea jiangxiensis	True	IPR025349	domain		272	165	272	CONTINUOUS	DUF4253
A0A1G9VMG5	DUF4253 domain-containing protein	222	SAMN05444921_112196	1196353	Streptomyces wuyuanensis	Streptomyces wuyuanensis	True	IPR025349	domain		222	115	222	CONTINUOUS	DUF4253
A0A1H0BIA4	DUF4253 domain-containing protein	202	SAMN05216259_104196	310781	Actinacidiphila guanduensis	Actinacidiphila guanduensis	True	IPR025349	domain		202	111	202	CONTINUOUS	DUF4253
A0A1H0CH40	DUF4253 domain-containing protein	262	SAMN05444921_13020	1196353	Streptomyces wuyuanensis	Streptomyces wuyuanensis	True	IPR025349	domain		262	155	262	CONTINUOUS	DUF4253
A0A1H0QBW5	DUF4253 domain-containing protein	281	SAMN04487905_102167	405564	Actinopolyspora xinjiangensis	Actinopolyspora xinjiangensis	True	IPR025349	domain		281	173	281	CONTINUOUS	DUF4253
A0A1H0RFX4	DUF4253 domain-containing protein	290	SAMN05216259_1228	310781	Actinacidiphila guanduensis	Actinacidiphila guanduensis	True	IPR025349	domain		290	184	290	CONTINUOUS	DUF4253
A0A1H1A5A7	DUF4253 domain-containing protein	275	SAMN04489764_0313	35622	Thermostaphylospora chromogena	Thermostaphylospora chromogena	True	IPR025349	domain		275	168	275	CONTINUOUS	DUF4253
A0A1H1GR84	DUF4253 domain-containing protein	281	SAMN04489718_3815	995062	Actinopolyspora saharensis	Actinopolyspora saharensis	True	IPR025349	domain		281	173	281	CONTINUOUS	DUF4253
A0A1H2A671	DUF4253 domain-containing protein	304	SAMN04489716_3681	113562	Actinoplanes derwentensis	Actinoplanes derwentensis	True	IPR025349	domain		304	204	281	CONTINUOUS	DUF4253
A0A1H2YMA7	DUF4253 domain-containing protein	251	SAMN05421504_102176	589385	Amycolatopsis xylanica	Amycolatopsis xylanica	True	IPR025349	domain		251	143	250	CONTINUOUS	DUF4253
A0A1H3EZ56	DUF4253 domain-containing protein	253	SAMN05421504_1031041	589385	Amycolatopsis xylanica	Amycolatopsis xylanica	True	IPR025349	domain		253	143	252	CONTINUOUS	DUF4253
A0A1H3NZE2	DUF4253 domain-containing protein	288	SAMN05421684_2463	137265	Asanoa ishikariensis	Asanoa ishikariensis	True	IPR025349	domain		288	179	285	CONTINUOUS	DUF4253
A0A1H3PWJ6	DUF4253 domain-containing protein	278	SAMN05216215_104433	418495	Saccharopolyspora shandongensis	Saccharopolyspora shandongensis	True	IPR025349	domain		278	170	278	CONTINUOUS	DUF4253
A0A1H3SZX1	DUF4253 domain-containing protein	253	SAMN05444365_1161	405436	Micromonospora pattaloongensis	Micromonospora pattaloongensis	True	IPR025349	domain		253	145	253	CONTINUOUS	DUF4253
A0A1H3UMK2	DUF4253 domain-containing protein	288	SAMN05421684_7559	137265	Asanoa ishikariensis	Asanoa ishikariensis	True	IPR025349	domain		288	179	285	CONTINUOUS	DUF4253
A0A1H4TT91	DUF4253 domain-containing protein	153	SAMN04489793_2687	57704	Tsukamurella tyrosinosolvens	Tsukamurella tyrosinosolvens	True	IPR025349	domain		153	48	153	CONTINUOUS	DUF4253
A0A1H5D0E2	DUF4253 domain-containing protein	253	SAMN04489727_9088	208445	Amycolatopsis tolypomycina	Amycolatopsis tolypomycina	True	IPR025349	domain		253	145	252	CONTINUOUS	DUF4253
A0A1H5RF00	DUF4253 domain-containing protein	253	SAMN05421837_11145	218821	Amycolatopsis pretoriensis	Amycolatopsis pretoriensis	True	IPR025349	domain		253	145	252	CONTINUOUS	DUF4253
A0A1H5VJI5	DUF4253 domain-containing protein	274	SAMN04489712_102347	1992	Thermomonospora echinospora	Thermomonospora echinospora	True	IPR025349	domain		274	167	274	CONTINUOUS	DUF4253
A0A1H5ZTM9	DUF4253 domain-containing protein	272	SAMN05444920_102859	1144553	Nonomuraea solani	Nonomuraea solani	True	IPR025349	domain		272	165	272	CONTINUOUS	DUF4253
A0A1H6AIA9	DUF4253 domain-containing protein	243	SAMN05216223_105433	310779	Actinacidiphila yanglinensis	Actinacidiphila yanglinensis	True	IPR025349	domain		243	114	198	CONTINUOUS	DUF4253
A0A1H6AWF6	DUF4253 domain-containing protein	280	SAMN04489712_10639	1992	Thermomonospora echinospora	Thermomonospora echinospora	True	IPR025349	domain		280	170	280	CONTINUOUS	DUF4253
A0A1H6BYM8	DUF4253 domain-containing protein	306	SAMN05216223_107372	310779	Actinacidiphila yanglinensis	Actinacidiphila yanglinensis	True	IPR025349	domain		306	199	306	CONTINUOUS	DUF4253
A0A1H6DS97	DUF4253 domain-containing protein	192	SAMN05216223_118126	310779	Actinacidiphila yanglinensis	Actinacidiphila yanglinensis	True	IPR025349	domain		192	87	192	CONTINUOUS	DUF4253
A0A1H6DUQ3	DUF4253 domain-containing protein	281	SAMN04489712_12323	1992	Thermomonospora echinospora	Thermomonospora echinospora	True	IPR025349	domain		281	174	281	CONTINUOUS	DUF4253
A0A1H6ECL9	DUF4253 domain-containing protein	276	SAMN05216506_105232	146035	Saccharopolyspora kobensis	Saccharopolyspora kobensis	True	IPR025349	domain		276	168	276	CONTINUOUS	DUF4253
A0A1H6UUY7	DUF4253 domain-containing protein	278	SAMN05443287_102381	1144548	Micromonospora phaseoli	Micromonospora phaseoli	True	IPR025349	domain		278	168	278	CONTINUOUS	DUF4253
A0A1H7M3F6	DUF4253 domain-containing protein	272	SAMN05660976_01750	46177	Nonomuraea pusilla	Nonomuraea pusilla	True	IPR025349	domain		272	165	272	CONTINUOUS	DUF4253
A0A1H8DSI9	DUF4253 domain-containing protein	223	SAMN05216267_1001275	310780	Actinacidiphila rubida	Actinacidiphila rubida	True	IPR025349	domain		223	135	223	CONTINUOUS	DUF4253
A0A1H8WI63	DUF4253 domain-containing protein	253	SAMN04489732_105203	394193	Amycolatopsis saalfeldensis	Amycolatopsis saalfeldensis	True	IPR025349	domain		253	145	252	CONTINUOUS	DUF4253
A0A1H8ZMF7	DUF4253 domain-containing protein	276	SAMN05216481_101614	403935	Streptomyces radiopugnans	Streptomyces radiopugnans	True	IPR025349	domain		276	167	276	CONTINUOUS	DUF4253
A0A1H9KXU7	DUF4253 domain-containing protein	283	SAMN04487818_101368	155974	Actinokineospora terrae	Actinokineospora terrae	True	IPR025349	domain		283	173	283	CONTINUOUS	DUF4253
A0A1I0DW15	DUF4253 domain-containing protein	262	SAMN05216313_10567	460384	Enterocloster lavalensis	Enterocloster lavalensis	True	IPR025349	domain		262	155	262	CONTINUOUS	DUF4253
A0A1I0H0Z6	Uncharacterized protein	363	SAMN05216313_11420	460384	Enterocloster lavalensis	Enterocloster lavalensis	True	IPR025349	domain		363	259	363	CONTINUOUS	DUF4253
