protein_accession,protein_name,protein_length,gene,organism_taxid,organism_name,organism_fullname,in_alphafold,interpro_accession,entry_type,entry_integrated,interpro_protein_length,fragment_start,fragment_end,fragment_status
A0A023FEL5,tRNA-uridine aminocarboxypropyltransferase 1,268,,34607,Amblyomma cajennense,Amblyomma cajennense (Cayenne tick),True,IPR005636,domain,,268,66,268,CONTINUOUS
A0A023GKG0,tRNA-uridine aminocarboxypropyltransferase,261,,251400,Amblyomma triste,Amblyomma triste (Neotropical tick),True,IPR005636,domain,,261,24,223,CONTINUOUS
A0A024G6L1,tRNA-uridine aminocarboxypropyltransferase 1,285,BN9_032800,65357,Albugo candida,Albugo candida,True,IPR005636,domain,,285,1,186,CONTINUOUS
A0A024HE06,tRNA-uridine aminocarboxypropyltransferase,238,yfiP,1301098,Pseudomonas knackmussii (strain DSM 6978 / CCUG 54928 / LMG 23759 / B13),Pseudomonas knackmussii (strain DSM 6978 / CCUG 54928 / LMG 23759 / B13),True,IPR005636,domain,,238,26,218,CONTINUOUS
A0A024HKC0,tRNA-uridine aminocarboxypropyltransferase,199,PKB_3992,1301098,Pseudomonas knackmussii (strain DSM 6978 / CCUG 54928 / LMG 23759 / B13),Pseudomonas knackmussii (strain DSM 6978 / CCUG 54928 / LMG 23759 / B13),True,IPR005636,domain,,199,2,187,CONTINUOUS
A0A026VRW7,tRNA-uridine aminocarboxypropyltransferase,182,X777_00124,2015173,Ooceraea biroi,Ooceraea biroi (Clonal raider ant),True,IPR005636,domain,,182,1,182,CONTINUOUS
A0A026WKY5,tRNA-uridine aminocarboxypropyltransferase 1,302,X777_02294,2015173,Ooceraea biroi,Ooceraea biroi (Clonal raider ant),True,IPR005636,domain,,302,56,290,CONTINUOUS
A0A026WVL1,tRNA-uridine aminocarboxypropyltransferase,227,X777_15334,2015173,Ooceraea biroi,Ooceraea biroi (Clonal raider ant),True,IPR005636,domain,,227,21,218,CONTINUOUS
A0A034WJ60,tRNA-uridine aminocarboxypropyltransferase 1,322,LOC105227751,27457,Bactrocera dorsalis,Bactrocera dorsalis (Oriental fruit fly),True,IPR005636,domain,,322,44,311,CONTINUOUS
A0A058Z8N1,tRNA-uridine aminocarboxypropyltransferase 1,988,H696_03014,691883,Fonticula alba,Fonticula alba (Slime mold),True,IPR005636,domain,,988,504,894,CONTINUOUS
A0A058Z8T5,tRNA-uridine aminocarboxypropyltransferase,534,H696_03035,691883,Fonticula alba,Fonticula alba (Slime mold),True,IPR005636,domain,,534,163,418,CONTINUOUS
A0A058Z997,tRNA-uridine aminocarboxypropyltransferase,390,H696_03035,691883,Fonticula alba,Fonticula alba (Slime mold),True,IPR005636,domain,,390,190,363,CONTINUOUS
A0A058ZTE5,tRNA-uridine aminocarboxypropyltransferase,321,EUGRSUZ_L01323,71139,Eucalyptus grandis,Eucalyptus grandis (Flooded gum),True,IPR005636,domain,,321,11,317,CONTINUOUS
A0A059KJG4,tRNA-uridine aminocarboxypropyltransferase,176,X805_27920,1286631,Sphaerotilus natans subsp. natans DSM 6575,Sphaerotilus natans subsp. natans DSM 6575,True,IPR005636,domain,,176,1,175,CONTINUOUS
A0A060DDL3,tRNA-uridine aminocarboxypropyltransferase,225,ACJ41P_05030,2970906,Azospirillum argentinense,Azospirillum argentinense,True,IPR005636,domain,,225,1,196,CONTINUOUS
A0A061E383,tRNA-uridine aminocarboxypropyltransferase,329,TCM_008099,3641,Theobroma cacao,Theobroma cacao (Cacao),True,IPR005636,domain,,329,158,329,CONTINUOUS
A0A061EAV4,tRNA-uridine aminocarboxypropyltransferase,401,TCM_008099,3641,Theobroma cacao,Theobroma cacao (Cacao),True,IPR005636,domain,,401,158,388,CONTINUOUS
A0A061F400,tRNA-uridine aminocarboxypropyltransferase,255,TCM_024632,3641,Theobroma cacao,Theobroma cacao (Cacao),True,IPR005636,domain,,255,25,232,CONTINUOUS
A0A061F6U0,tRNA-uridine aminocarboxypropyltransferase,475,TCM_030946,3641,Theobroma cacao,Theobroma cacao (Cacao),True,IPR005636,domain,,475,46,463,CONTINUOUS
A0A061IJ26,tRNA-uridine aminocarboxypropyltransferase,298,Dtwd2,10029,Cricetulus griseus,Cricetulus griseus (Chinese hamster),True,IPR005636,domain,,298,65,260,CONTINUOUS
A0A061J0P4,tRNA-uridine aminocarboxypropyltransferase 1,282,TRSC58_05457,429131,Trypanosoma rangeli SC58,Trypanosoma rangeli SC58,True,IPR005636,domain,,282,51,241,CONTINUOUS
A0A063XZF0,tRNA-uridine aminocarboxypropyltransferase,223,ADINL_2640,267850,Nitrincola lacisaponensis,Nitrincola lacisaponensis,True,IPR005636,domain,,223,21,212,CONTINUOUS
A0A066RPH9,tRNA-uridine aminocarboxypropyltransferase,195,EA58_06530,1654360,Photobacterium galatheae,Photobacterium galatheae,True,IPR005636,domain,,195,3,191,CONTINUOUS
A0A066RVS0,tRNA-uridine aminocarboxypropyltransferase,242,EA58_10705,1654360,Photobacterium galatheae,Photobacterium galatheae,True,IPR005636,domain,,242,27,219,CONTINUOUS
A0A066UQZ0,tRNA-uridine aminocarboxypropyltransferase,199,VFDL14_08260,212667,Vibrio fortis,Vibrio fortis,True,IPR005636,domain,,199,3,194,CONTINUOUS
A0A066URF7,tRNA-uridine aminocarboxypropyltransferase,191,VFDL14_04695,212667,Vibrio fortis,Vibrio fortis,True,IPR005636,domain,,191,1,167,CONTINUOUS
A0A066USW2,tRNA-uridine aminocarboxypropyltransferase,205,VFDL14_07400,212667,Vibrio fortis,Vibrio fortis,True,IPR005636,domain,,205,1,195,CONTINUOUS
A0A066ZPA5,tRNA-uridine aminocarboxypropyltransferase,181,EI16_04855,28885,Hydrogenovibrio marinus,Hydrogenovibrio marinus,True,IPR005636,domain,,181,1,174,CONTINUOUS
A0A067BWW9,tRNA-uridine aminocarboxypropyltransferase,295,SPRG_21097,695850,Saprolegnia parasitica (strain CBS 223.65),Saprolegnia parasitica (strain CBS 223.65),True,IPR005636,domain,,295,3,188,CONTINUOUS
A0A067D5L9,tRNA-uridine aminocarboxypropyltransferase 1,321,SPRG_19115,695850,Saprolegnia parasitica (strain CBS 223.65),Saprolegnia parasitica (strain CBS 223.65),True,IPR005636,domain,,321,19,211,CONTINUOUS
A0A067E9H8,tRNA-uridine aminocarboxypropyltransferase,274,CISIN_1g016430mg,2711,Citrus sinensis,Citrus sinensis (Sweet orange),True,IPR005636,domain,,274,148,238,CONTINUOUS
A0A067E9V2,tRNA-uridine aminocarboxypropyltransferase,389,CISIN_1g016430mg,2711,Citrus sinensis,Citrus sinensis (Sweet orange),True,IPR005636,domain,,389,146,376,CONTINUOUS
A0A067E9V4,tRNA-uridine aminocarboxypropyltransferase,279,CISIN_1g016430mg,2711,Citrus sinensis,Citrus sinensis (Sweet orange),True,IPR005636,domain,,279,148,243,CONTINUOUS
A0A067FHF1,tRNA-uridine aminocarboxypropyltransferase,400,CISIN_1g048101mg,2711,Citrus sinensis,Citrus sinensis (Sweet orange),True,IPR005636,domain,,400,9,387,CONTINUOUS
A0A067G360,tRNA-uridine aminocarboxypropyltransferase,72,CISIN_1g047765mg,2711,Citrus sinensis,Citrus sinensis (Sweet orange),True,IPR005636,domain,,72,18,70,CONTINUOUS
A0A067JVX7,tRNA-uridine aminocarboxypropyltransferase,359,JCGZ_25792,180498,Jatropha curcas,Jatropha curcas (Barbados nut),True,IPR005636,domain,,359,115,346,CONTINUOUS
A0A067K2L9,tRNA-uridine aminocarboxypropyltransferase,253,JCGZ_21082,180498,Jatropha curcas,Jatropha curcas (Barbados nut),True,IPR005636,domain,,253,15,229,CONTINUOUS
A0A067R4K4,tRNA-uridine aminocarboxypropyltransferase 1,343,L798_08400,136037,Zootermopsis nevadensis,Zootermopsis nevadensis (Dampwood termite),True,IPR005636,domain,,343,41,331,CONTINUOUS
A0A067RE43,tRNA-uridine aminocarboxypropyltransferase,247,L798_07189,136037,Zootermopsis nevadensis,Zootermopsis nevadensis (Dampwood termite),True,IPR005636,domain,,247,21,217,CONTINUOUS
A0A068QPG9,tRNA-uridine aminocarboxypropyltransferase,223,LY16_02563,351671,Xenorhabdus doucetiae,Xenorhabdus doucetiae,True,IPR005636,domain,,223,28,220,CONTINUOUS
A0A068R7K9,tRNA-uridine aminocarboxypropyltransferase,223,yfiP,1354304,Xenorhabdus poinarii G6,Xenorhabdus poinarii G6,True,IPR005636,domain,,223,28,220,CONTINUOUS
A0A068RN22,tRNA-uridine aminocarboxypropyltransferase 1,291,LCOR_03138.1,1263082,Lichtheimia corymbifera JMRC:FSU:9682,Lichtheimia corymbifera JMRC:FSU:9682,True,IPR005636,domain,,291,57,241,CONTINUOUS
A0A068UC44,tRNA-uridine aminocarboxypropyltransferase,304,GSCOC_T00021016001,49390,Coffea canephora,Coffea canephora (Robusta coffee),True,IPR005636,domain,,304,9,291,CONTINUOUS
A0A068V2J9,tRNA-uridine aminocarboxypropyltransferase,340,GSCOC_T00040338001,49390,Coffea canephora,Coffea canephora (Robusta coffee),True,IPR005636,domain,,340,101,320,CONTINUOUS
A0A068V4J6,tRNA-uridine aminocarboxypropyltransferase,385,GSCOC_T00042233001,49390,Coffea canephora,Coffea canephora (Robusta coffee),True,IPR005636,domain,,385,141,372,CONTINUOUS
A0A069DRA0,tRNA-uridine aminocarboxypropyltransferase,249,,65343,Panstrongylus megistus,Panstrongylus megistus,True,IPR005636,domain,,249,21,216,CONTINUOUS
A0A069DYE1,tRNA-uridine aminocarboxypropyltransferase 1,281,,65343,Panstrongylus megistus,Panstrongylus megistus,True,IPR005636,domain,,281,41,269,CONTINUOUS
A0A072U2H8,tRNA-uridine aminocarboxypropyltransferase,258,MTR_7g091490,3880,Medicago truncatula,Medicago truncatula (Barrel medic),True,IPR005636,domain,,258,23,232,CONTINUOUS
A0A072VBY4,tRNA-uridine aminocarboxypropyltransferase,383,MTR_2g090335,3880,Medicago truncatula,Medicago truncatula (Barrel medic),True,IPR005636,domain,,383,140,370,CONTINUOUS
A0A074ZSQ9,tRNA-uridine aminocarboxypropyltransferase,247,T265_13238,6198,Opisthorchis viverrini,Opisthorchis viverrini (Southeast Asian liver fluke),True,IPR005636,domain,,247,20,230,CONTINUOUS
A0A075AY77,tRNA-uridine aminocarboxypropyltransferase 1,238,O9G_000422,988480,Rozella allomycis (strain CSF55),Rozella allomycis (strain CSF55),True,IPR005636,domain,,238,37,219,CONTINUOUS
A0A075NZS1,tRNA-uridine aminocarboxypropyltransferase,228,EP13_10255,589873,Alteromonas australica,Alteromonas australica,True,IPR005636,domain,,228,21,213,CONTINUOUS
A0A075P466,tRNA-uridine aminocarboxypropyltransferase,196,EP13_19105,589873,Alteromonas australica,Alteromonas australica,True,IPR005636,domain,,196,1,189,CONTINUOUS
A0A077PD11,tRNA-uridine aminocarboxypropyltransferase,235,yfiP,1398203,Xenorhabdus bovienii str. kraussei Quebec,Xenorhabdus bovienii str. kraussei Quebec,True,IPR005636,domain,,235,28,220,CONTINUOUS
A0A078A0U2,tRNA-uridine aminocarboxypropyltransferase 1,327,Contig1879.g2031,5949,Stylonychia lemnae,Stylonychia lemnae (Ciliate),True,IPR005636,domain,,327,81,286,CONTINUOUS
A0A078G5X1,tRNA-uridine aminocarboxypropyltransferase,148,BnaA02g09390D,3708,Brassica napus,Brassica napus (Rape),True,IPR005636,domain,,148,1,141,CONTINUOUS
A0A078GBJ2,tRNA-uridine aminocarboxypropyltransferase,244,BnaC04g02120D,3708,Brassica napus,Brassica napus (Rape),True,IPR005636,domain,,244,6,222,CONTINUOUS
A0A078H6T9,tRNA-uridine aminocarboxypropyltransferase,387,BnaA09g50880D,3708,Brassica napus,Brassica napus (Rape),True,IPR005636,domain,,387,145,374,CONTINUOUS
A0A078HGE4,tRNA-uridine aminocarboxypropyltransferase,388,BnaC08g45530D,3708,Brassica napus,Brassica napus (Rape),True,IPR005636,domain,,388,146,375,CONTINUOUS
A0A078LP32,tRNA-uridine aminocarboxypropyltransferase,197,BN1079_00380,1499686,Pseudomonas saudiphocaensis,Pseudomonas saudiphocaensis,True,IPR005636,domain,,197,2,183,CONTINUOUS
A0A078LWG7,tRNA-uridine aminocarboxypropyltransferase,237,BN1079_01524,1499686,Pseudomonas saudiphocaensis,Pseudomonas saudiphocaensis,True,IPR005636,domain,,237,26,218,CONTINUOUS
A0A081FYL0,tRNA-uridine aminocarboxypropyltransferase,179,ADIMK_2394,1232683,Marinobacterium lacunae,Marinobacterium lacunae,True,IPR005636,domain,,179,1,171,CONTINUOUS
A0A081KFL1,tRNA-uridine aminocarboxypropyltransferase,202,GV64_21395,305900,Endozoicomonas elysicola,Endozoicomonas elysicola,True,IPR005636,domain,,202,2,189,CONTINUOUS
A0A081N2M8,tRNA-uridine aminocarboxypropyltransferase,203,GZ77_19665,1027273,Endozoicomonas montiporae,Endozoicomonas montiporae,True,IPR005636,domain,,203,2,190,CONTINUOUS
A0A081NKI7,tRNA-uridine aminocarboxypropyltransferase,203,GZ78_02605,1137799,Endozoicomonas numazuensis,Endozoicomonas numazuensis,True,IPR005636,domain,,203,2,190,CONTINUOUS
A0A084VEN6,tRNA-uridine aminocarboxypropyltransferase 1,329,,74873,Anopheles sinensis,Anopheles sinensis (Mosquito),True,IPR005636,domain,,329,40,317,CONTINUOUS
A0A084VWP6,tRNA-uridine aminocarboxypropyltransferase,242,,74873,Anopheles sinensis,Anopheles sinensis (Mosquito),True,IPR005636,domain,,242,1,193,CONTINUOUS
A0A085A8Z5,tRNA-uridine aminocarboxypropyltransferase,232,GTGU_02438,1005994,Trabulsiella guamensis ATCC 49490,Trabulsiella guamensis ATCC 49490,True,IPR005636,domain,,232,27,218,CONTINUOUS
A0A085G5T7,tRNA-uridine aminocarboxypropyltransferase,233,GBAG_3129,1006004,Buttiauxella agrestis ATCC 33320,Buttiauxella agrestis ATCC 33320,True,IPR005636,domain,,233,27,219,CONTINUOUS
A0A085G7N9,tRNA-uridine aminocarboxypropyltransferase,234,GEAM_2886,910964,Ewingella americana (strain ATCC 33852 / DSM 4580 / CCUG 14506 / JCM 5911 / LMG 7869 / NCTC 12157 / CDC 1468-78),Ewingella americana (strain ATCC 33852 / DSM 4580 / CCUG 14506 / JCM 5911 / LMG 7869 / NCTC 12157 / CDC 1468-78),True,IPR005636,domain,,234,27,219,CONTINUOUS
A0A085JJ30,tRNA-uridine aminocarboxypropyltransferase,233,GTPT_1272,1005995,Tatumella ptyseos ATCC 33301,Tatumella ptyseos ATCC 33301,True,IPR005636,domain,,233,27,219,CONTINUOUS
A0A085U5U8,tRNA-uridine aminocarboxypropyltransferase,249,NCTC10476_02908,29486,Yersinia ruckeri,Yersinia ruckeri,True,IPR005636,domain,,249,42,234,CONTINUOUS
A0A085VBZ7,tRNA-uridine aminocarboxypropyltransferase,236,IV01_21045,317,Pseudomonas syringae,Pseudomonas syringae,True,IPR005636,domain,,236,26,218,CONTINUOUS
A0A085VL36,tRNA-uridine aminocarboxypropyltransferase,209,IV01_10100,317,Pseudomonas syringae,Pseudomonas syringae,True,IPR005636,domain,,209,7,192,CONTINUOUS
A0A085W8P3,tRNA-uridine aminocarboxypropyltransferase,345,DB31_2469,394096,Hyalangium minutum,Hyalangium minutum,True,IPR005636,domain,,345,1,143,CONTINUOUS
A0A085WHR5,tRNA-uridine aminocarboxypropyltransferase,163,DB31_8581,394096,Hyalangium minutum,Hyalangium minutum,True,IPR005636,domain,,163,1,160,CONTINUOUS
A0A086TLD4,tRNA-uridine aminocarboxypropyltransferase 1,338,MVEG_11287,1069443,Podila verticillata NRRL 6337,Podila verticillata NRRL 6337,True,IPR005636,domain,,338,49,274,CONTINUOUS
A0A087H4G5,tRNA-uridine aminocarboxypropyltransferase,251,AALP_Aa4g201400,50452,Arabis alpina,Arabis alpina (Alpine rock-cress),True,IPR005636,domain,,251,11,228,CONTINUOUS
A0A087HKR2,tRNA-uridine aminocarboxypropyltransferase,377,AALP_Aa1g030400,50452,Arabis alpina,Arabis alpina (Alpine rock-cress),True,IPR005636,domain,,377,135,364,CONTINUOUS
A0A087QWP5,tRNA-uridine aminocarboxypropyltransferase 1,307,AS27_00115,9233,Aptenodytes forsteri,Aptenodytes forsteri (Emperor penguin),True,IPR005636,domain,,307,69,302,CONTINUOUS
A0A087QZT1,tRNA-uridine aminocarboxypropyltransferase,225,AS27_15943,9233,Aptenodytes forsteri,Aptenodytes forsteri (Emperor penguin),True,IPR005636,domain,,225,1,187,CONTINUOUS
A0A087SKJ8,tRNA-uridine aminocarboxypropyltransferase,229,F751_4745,3075,Auxenochlorella protothecoides,Auxenochlorella protothecoides (Green microalga),True,IPR005636,domain,,229,1,202,CONTINUOUS
A0A087UI64,tRNA-uridine aminocarboxypropyltransferase,249,X975_23582,407821,Stegodyphus mimosarum,Stegodyphus mimosarum (African social velvet spider),True,IPR005636,domain,,249,23,219,CONTINUOUS
A0A087V4G6,tRNA-uridine aminocarboxypropyltransferase 1,308,N312_10361,100784,Balearica regulorum gibbericeps,Balearica regulorum gibbericeps (East African grey crowned-crane),True,IPR005636,domain,,308,69,303,CONTINUOUS
A0A087XGH9,tRNA-uridine aminocarboxypropyltransferase 1,300,,48698,Poecilia formosa,Poecilia formosa (Amazon molly),True,IPR005636,domain,,300,69,288,CONTINUOUS
A0A087XM71,tRNA-uridine aminocarboxypropyltransferase,285,,48698,Poecilia formosa,Poecilia formosa (Amazon molly),True,IPR005636,domain,,285,47,244,CONTINUOUS
A0A088SEI0,tRNA-uridine aminocarboxypropyltransferase,611,LPMP_292200,5679,Leishmania panamensis,Leishmania panamensis,True,IPR005636,domain,,611,179,463,CONTINUOUS
A0A088SIZ3,tRNA-uridine aminocarboxypropyltransferase 1,332,LPMP_341650,5679,Leishmania panamensis,Leishmania panamensis,True,IPR005636,domain,,332,51,216,CONTINUOUS
A0A089RIK8,tRNA-uridine aminocarboxypropyltransferase,233,JT31_17335,158822,Cedecea neteri,Cedecea neteri,True,IPR005636,domain,,233,27,219,CONTINUOUS
A0A089WMI8,tRNA-uridine aminocarboxypropyltransferase,236,LK03_11125,157783,Pseudomonas cremoricolorata,Pseudomonas cremoricolorata,True,IPR005636,domain,,236,26,218,CONTINUOUS
A0A089YJ99,tRNA-uridine aminocarboxypropyltransferase,198,LK03_21880,157783,Pseudomonas cremoricolorata,Pseudomonas cremoricolorata,True,IPR005636,domain,,198,2,188,CONTINUOUS
A0A089YK89,tRNA-uridine aminocarboxypropyltransferase,236,LT40_00600,216142,Pseudomonas rhizosphaerae,Pseudomonas rhizosphaerae,True,IPR005636,domain,,236,26,218,CONTINUOUS
A0A089YKP1,tRNA-uridine aminocarboxypropyltransferase,198,LT40_05670,216142,Pseudomonas rhizosphaerae,Pseudomonas rhizosphaerae,True,IPR005636,domain,,198,2,187,CONTINUOUS
A0A090CYZ2,tRNA-uridine aminocarboxypropyltransferase,152,CSEC_1030,1437425,Candidatus Criblamydia sequanensis CRIB-18,Candidatus Criblamydia sequanensis CRIB-18,True,IPR005636,domain,,152,16,130,CONTINUOUS
A0A090IJ63,tRNA-uridine aminocarboxypropyltransferase,205,AWOD_I_0089,80852,Aliivibrio wodanis,Aliivibrio wodanis,True,IPR005636,domain,,205,3,193,CONTINUOUS
A0A090IPR8,tRNA-uridine aminocarboxypropyltransferase,247,AWOD_I_1234,80852,Aliivibrio wodanis,Aliivibrio wodanis,True,IPR005636,domain,,247,27,220,CONTINUOUS
A0A090ITZ5,tRNA-uridine aminocarboxypropyltransferase,208,AWOD_I_1800,80852,Aliivibrio wodanis,Aliivibrio wodanis,True,IPR005636,domain,,208,1,197,CONTINUOUS
A0A090K973,tRNA-uridine aminocarboxypropyltransferase,239,MT2528_3526,80854,Moritella viscosa,Moritella viscosa,True,IPR005636,domain,,239,27,221,CONTINUOUS
A0A090LGN7,tRNA-uridine aminocarboxypropyltransferase 1,201,SRAE_2000361400,34506,Strongyloides ratti,Strongyloides ratti (Parasitic roundworm),True,IPR005636,domain,,201,29,201,CONTINUOUS
A0A090M8J4,tRNA-uridine aminocarboxypropyltransferase,246,OT_ostta08g01700,70448,Ostreococcus tauri,Ostreococcus tauri (Marine green alga),True,IPR005636,domain,,246,18,218,CONTINUOUS
A0A090MKW7,tRNA-uridine aminocarboxypropyltransferase,87,BN961_01521,1035,Afipia felis,Afipia felis (Cat scratch disease bacillus),True,IPR005636,domain,,87,3,57,CONTINUOUS
A0A090ML14,tRNA-uridine aminocarboxypropyltransferase,173,BN961_01522,1035,Afipia felis,Afipia felis (Cat scratch disease bacillus),True,IPR005636,domain,,173,12,160,CONTINUOUS
A0A090S0C3,tRNA-uridine aminocarboxypropyltransferase,256,JCM19235_4154,990268,Vibrio maritimus,Vibrio maritimus,True,IPR005636,domain,,256,60,244,CONTINUOUS
A0A090S0D2,tRNA-uridine aminocarboxypropyltransferase,236,JCM19235_475,990268,Vibrio maritimus,Vibrio maritimus,True,IPR005636,domain,,236,19,214,CONTINUOUS
A0A090SVL0,tRNA-uridine aminocarboxypropyltransferase,194,JCM19235_6998,990268,Vibrio maritimus,Vibrio maritimus,True,IPR005636,domain,,194,1,188,CONTINUOUS
A0A090T3N7,tRNA-uridine aminocarboxypropyltransferase,175,JCM19240_4076,990268,Vibrio maritimus,Vibrio maritimus,True,IPR005636,domain,,175,1,163,CONTINUOUS
A0A090T574,tRNA-uridine aminocarboxypropyltransferase,253,JCM19240_1281,990268,Vibrio maritimus,Vibrio maritimus,True,IPR005636,domain,,253,29,229,CONTINUOUS
A0A090TF16,tRNA-uridine aminocarboxypropyltransferase,191,JCM19240_113,990268,Vibrio maritimus,Vibrio maritimus,True,IPR005636,domain,,191,1,185,CONTINUOUS
A0A090VAA6,tRNA-uridine aminocarboxypropyltransferase,234,yfiP,1115515,Pseudescherichia vulneris NBRC 102420,Pseudescherichia vulneris NBRC 102420,True,IPR005636,domain,,234,29,220,CONTINUOUS
A0A091E270,tRNA-uridine aminocarboxypropyltransferase,250,H920_09453,885580,Fukomys damarensis,Fukomys damarensis (Damaraland mole rat),True,IPR005636,domain,,250,25,212,CONTINUOUS
A0A091E4F2,tRNA-uridine aminocarboxypropyltransferase 1,302,H920_01126,885580,Fukomys damarensis,Fukomys damarensis (Damaraland mole rat),True,IPR005636,domain,,302,65,291,CONTINUOUS
A0A091ECE8,tRNA-uridine aminocarboxypropyltransferase,225,N302_15682,85066,Corvus brachyrhynchos,Corvus brachyrhynchos (American crow),True,IPR005636,domain,,225,1,187,CONTINUOUS
A0A091F3X5,tRNA-uridine aminocarboxypropyltransferase 1,307,N302_16248,85066,Corvus brachyrhynchos,Corvus brachyrhynchos (American crow),True,IPR005636,domain,,307,69,302,CONTINUOUS
A0A091G5M2,tRNA-uridine aminocarboxypropyltransferase,226,N303_04805,55661,Cuculus canorus,Cuculus canorus (Common cuckoo),True,IPR005636,domain,,226,1,188,CONTINUOUS
A0A091GGG6,tRNA-uridine aminocarboxypropyltransferase 1,307,N303_08814,55661,Cuculus canorus,Cuculus canorus (Common cuckoo),True,IPR005636,domain,,307,69,302,CONTINUOUS
A0A091HAH8,tRNA-uridine aminocarboxypropyltransferase,163,N320_12184,175836,Buceros rhinoceros silvestris,Buceros rhinoceros silvestris,True,IPR005636,domain,,163,1,125,CONTINUOUS
A0A091HFX7,tRNA-uridine aminocarboxypropyltransferase 1,306,N320_06948,175836,Buceros rhinoceros silvestris,Buceros rhinoceros silvestris,True,IPR005636,domain,,306,69,301,CONTINUOUS
A0A091I1Q5,tRNA-uridine aminocarboxypropyltransferase,226,N300_12765,9244,Calypte anna,Calypte anna (Anna's hummingbird),True,IPR005636,domain,,226,1,188,CONTINUOUS
A0A091III2,tRNA-uridine aminocarboxypropyltransferase 1,306,N300_13822,9244,Calypte anna,Calypte anna (Anna's hummingbird),True,IPR005636,domain,,306,69,301,CONTINUOUS
A0A091IYH8,tRNA-uridine aminocarboxypropyltransferase,226,Z169_06282,188379,Egretta garzetta,Egretta garzetta (Little egret),True,IPR005636,domain,,226,1,188,CONTINUOUS
A0A091JJZ2,tRNA-uridine aminocarboxypropyltransferase 1,307,Z169_06723,188379,Egretta garzetta,Egretta garzetta (Little egret),True,IPR005636,domain,,307,69,302,CONTINUOUS
A0A091LAE9,tRNA-uridine aminocarboxypropyltransferase,163,N323_01852,43455,Cathartes aura,Cathartes aura (Turkey vulture),True,IPR005636,domain,,163,1,125,CONTINUOUS
A0A091LFD4,tRNA-uridine aminocarboxypropyltransferase 1,308,N323_10217,43455,Cathartes aura,Cathartes aura (Turkey vulture),True,IPR005636,domain,,308,69,303,CONTINUOUS
A0A091M9E0,tRNA-uridine aminocarboxypropyltransferase 1,308,N322_10948,54380,Cariama cristata,Cariama cristata (Red-legged seriema),True,IPR005636,domain,,308,69,303,CONTINUOUS
