protein_accession,protein_name,protein_length,gene,organism_taxid,organism_name,organism_fullname,in_alphafold,interpro_accession,entry_type,entry_integrated,interpro_protein_length,fragment_start,fragment_end,fragment_status
A0A067CZN8,BK channel,992,SPRG_19472,695850,Saprolegnia parasitica (strain CBS 223.65),Saprolegnia parasitica (strain CBS 223.65),True,IPR003929,domain,,992,431,516,CONTINUOUS
A0A067CZT5,BK channel,1044,SPRG_00826,695850,Saprolegnia parasitica (strain CBS 223.65),Saprolegnia parasitica (strain CBS 223.65),True,IPR003929,domain,,1044,428,517,CONTINUOUS
A0A067D512,Calcium-activated potassium channel BK alpha subunit domain-containing protein,1028,SPRG_01366,695850,Saprolegnia parasitica (strain CBS 223.65),Saprolegnia parasitica (strain CBS 223.65),True,IPR003929,domain,,1028,489,577,CONTINUOUS
A0A067R689,BK channel,1126,L798_06652,136037,Zootermopsis nevadensis,Zootermopsis nevadensis (Dampwood termite),True,IPR003929,domain,,1126,456,544,CONTINUOUS
A0A068Y5E2,Calcium activated potassium channel variant,1295,,6211,Echinococcus multilocularis,Echinococcus multilocularis (Fox tapeworm),False,IPR003929,domain,,1295,624,714,CONTINUOUS
A0A068YK66,BK channel,1300,EmuJ_001146200,6211,Echinococcus multilocularis,Echinococcus multilocularis (Fox tapeworm),False,IPR003929,domain,,1300,516,551,CONTINUOUS
A0A068YK66,BK channel,1300,EmuJ_001146200,6211,Echinococcus multilocularis,Echinococcus multilocularis (Fox tapeworm),False,IPR003929,domain,,1300,664,714,CONTINUOUS
A0A074ZE43,Uncharacterized protein,608,T265_08288,6198,Opisthorchis viverrini,Opisthorchis viverrini (Southeast Asian liver fluke),True,IPR003929,domain,,608,383,446,CONTINUOUS
A0A074ZSY5,Ion channel,766,T265_03018,6198,Opisthorchis viverrini,Opisthorchis viverrini (Southeast Asian liver fluke),True,IPR003929,domain,,766,675,751,CONTINUOUS
A0A074ZTV4,BK channel,1388,T265_13931,6198,Opisthorchis viverrini,Opisthorchis viverrini (Southeast Asian liver fluke),False,IPR003929,domain,,1388,532,577,CONTINUOUS
A0A074ZTV4,BK channel,1388,T265_13931,6198,Opisthorchis viverrini,Opisthorchis viverrini (Southeast Asian liver fluke),False,IPR003929,domain,,1388,675,731,CONTINUOUS
A0A075ATP9,RCK N-terminal domain-containing protein,768,O9G_000436,988480,Rozella allomycis (strain CSF55),Rozella allomycis (strain CSF55),True,IPR003929,domain,,768,273,370,CONTINUOUS
A0A077YZ43,BK channel,1206,TTRE_0000160601,36087,Trichuris trichiura,Trichuris trichiura (Whipworm),True,IPR003929,domain,,1206,574,662,CONTINUOUS
A0A077Z040,BK channel,1155,TTRE_0000160801,36087,Trichuris trichiura,Trichuris trichiura (Whipworm),True,IPR003929,domain,,1155,553,641,CONTINUOUS
A0A078AK11,RCK N-terminal domain-containing protein,1187,Contig17289.g18413,5949,Stylonychia lemnae,Stylonychia lemnae (Ciliate),True,IPR003929,domain,,1187,439,530,CONTINUOUS
A0A078AQK5,BK channel,1104,Contig18251.g19394,5949,Stylonychia lemnae,Stylonychia lemnae (Ciliate),True,IPR003929,domain,,1104,447,546,CONTINUOUS
A0A078AT23,RCK N-terminal domain-containing protein,1081,Contig14831.g15800,5949,Stylonychia lemnae,Stylonychia lemnae (Ciliate),True,IPR003929,domain,,1081,366,453,CONTINUOUS
A0A078AUI6,Cation channel family protein,1127,Contig19633.g20816,5949,Stylonychia lemnae,Stylonychia lemnae (Ciliate),True,IPR003929,domain,,1127,448,489,CONTINUOUS
A0A078AX97,Cation channel family protein,1181,Contig576.g634,5949,Stylonychia lemnae,Stylonychia lemnae (Ciliate),True,IPR003929,domain,,1181,446,535,CONTINUOUS
A0A084VX01,RCK N-terminal domain-containing protein,1653,,74873,Anopheles sinensis,Anopheles sinensis (Mosquito),False,IPR003929,domain,,1653,548,642,CONTINUOUS
A0A084WR30,BK channel,1156,,74873,Anopheles sinensis,Anopheles sinensis (Mosquito),True,IPR003929,domain,,1156,476,564,CONTINUOUS
A0A085MB25,BK channel,1132,M513_04764,68888,Trichuris suis,Trichuris suis (pig whipworm),True,IPR003929,domain,,1132,533,621,CONTINUOUS
A0A085MUA3,BK channel,1124,M513_04766,68888,Trichuris suis,Trichuris suis (pig whipworm),True,IPR003929,domain,,1124,492,580,CONTINUOUS
A0A087QYT5,Calcium-activated potassium channel subunit alpha-1,1060,AS27_02506,9233,Aptenodytes forsteri,Aptenodytes forsteri (Emperor penguin),True,IPR003929,domain,,1060,422,509,CONTINUOUS
A0A087SHU6,Potassium channel subfamily T member 2,890,F751_3980,3075,Auxenochlorella protothecoides,Auxenochlorella protothecoides (Green microalga),True,IPR003929,domain,,890,373,465,CONTINUOUS
A0A087T4Z5,BK channel,681,X975_03571,407821,Stegodyphus mimosarum,Stegodyphus mimosarum (African social velvet spider),True,IPR003929,domain,,681,487,575,CONTINUOUS
A0A087T8D6,RCK N-terminal domain-containing protein,679,X975_10463,407821,Stegodyphus mimosarum,Stegodyphus mimosarum (African social velvet spider),True,IPR003929,domain,,679,76,164,CONTINUOUS
A0A087TQE3,RCK N-terminal domain-containing protein,535,X975_04939,407821,Stegodyphus mimosarum,Stegodyphus mimosarum (African social velvet spider),True,IPR003929,domain,,535,89,183,CONTINUOUS
A0A087VRW5,RCK N-terminal domain-containing protein,739,N312_13283,100784,Balearica regulorum gibbericeps,Balearica regulorum gibbericeps (East African grey crowned-crane),True,IPR003929,domain,,739,37,131,CONTINUOUS
A0A087VZ28,non-specific serine/threonine protein kinase,2054,EmuJ_000135700,6211,Echinococcus multilocularis,Echinococcus multilocularis (Fox tapeworm),False,IPR003929,domain,,2054,483,572,CONTINUOUS
A0A087WQ41,Calcium-activated potassium channel subunit alpha-1,1178,Kcnma1,10090,Mus musculus,Mus musculus (Mouse),True,IPR003929,domain,,1178,546,633,CONTINUOUS
A0A087WQE1,Calcium-activated potassium channel subunit alpha-1,634,Kcnma1,10090,Mus musculus,Mus musculus (Mouse),True,IPR003929,domain,,634,481,568,CONTINUOUS
A0A087WQN5,Calcium-activated potassium channel subunit alpha-1,1239,Kcnma1,10090,Mus musculus,Mus musculus (Mouse),True,IPR003929,domain,,1239,546,633,CONTINUOUS
A0A087WRS4,Calcium-activated potassium channel subunit alpha-1,1236,Kcnma1,10090,Mus musculus,Mus musculus (Mouse),True,IPR003929,domain,,1236,546,633,CONTINUOUS
A0A087XCD5,RCK N-terminal domain-containing protein,1155,,48698,Poecilia formosa,Poecilia formosa (Amazon molly),True,IPR003929,domain,,1155,419,513,CONTINUOUS
A0A087XD67,RCK N-terminal domain-containing protein,1248,,48698,Poecilia formosa,Poecilia formosa (Amazon molly),True,IPR003929,domain,,1248,501,607,CONTINUOUS
A0A087XDS9,RCK N-terminal domain-containing protein,1176,,48698,Poecilia formosa,Poecilia formosa (Amazon molly),True,IPR003929,domain,,1176,391,505,CONTINUOUS
A0A087XRC2,Calcium-activated potassium channel subunit alpha-1,1236,,48698,Poecilia formosa,Poecilia formosa (Amazon molly),True,IPR003929,domain,,1236,496,583,CONTINUOUS
A0A087Y9N9,Calcium-activated potassium channel subunit alpha-1,1204,,48698,Poecilia formosa,Poecilia formosa (Amazon molly),True,IPR003929,domain,,1204,519,606,CONTINUOUS
A0A088RH53,"Calcium/potassium channel (CAKC), putative",984,LPMP_010790,5679,Leishmania panamensis,Leishmania panamensis,True,IPR003929,domain,,984,428,516,CONTINUOUS
A0A088RPZ8,Calcium/potassium channel (CAKC),1110,LPMP_204310,5679,Leishmania panamensis,Leishmania panamensis,True,IPR003929,domain,,1110,479,573,CONTINUOUS
A0A090L9P4,RCK N-terminal domain-containing protein,1203,SRAE_1000244000,34506,Strongyloides ratti,Strongyloides ratti (Parasitic roundworm),True,IPR003929,domain,,1203,543,635,CONTINUOUS
A0A090MQG2,BK channel,1120,SRAE_X000214600,34506,Strongyloides ratti,Strongyloides ratti (Parasitic roundworm),True,IPR003929,domain,,1120,516,604,CONTINUOUS
A0A091CU39,RCK N-terminal domain-containing protein,1244,H920_17139,885580,Fukomys damarensis,Fukomys damarensis (Damaraland mole rat),True,IPR003929,domain,,1244,540,634,CONTINUOUS
A0A091CUF6,RCK N-terminal domain-containing protein,1097,H920_16967,885580,Fukomys damarensis,Fukomys damarensis (Damaraland mole rat),True,IPR003929,domain,,1097,394,488,CONTINUOUS
A0A091E2X6,Potassium channel subfamily U member 1,1014,H920_01534,885580,Fukomys damarensis,Fukomys damarensis (Damaraland mole rat),True,IPR003929,domain,,1014,469,556,CONTINUOUS
A0A091EJC8,RCK N-terminal domain-containing protein,1105,N302_00569,85066,Corvus brachyrhynchos,Corvus brachyrhynchos (American crow),True,IPR003929,domain,,1105,401,495,CONTINUOUS
A0A091EN06,Calcium-activated potassium channel subunit alpha-1,1162,H920_01668,885580,Fukomys damarensis,Fukomys damarensis (Damaraland mole rat),True,IPR003929,domain,,1162,416,503,CONTINUOUS
A0A091F5W5,RCK N-terminal domain-containing protein,1170,N302_13058,85066,Corvus brachyrhynchos,Corvus brachyrhynchos (American crow),True,IPR003929,domain,,1170,483,577,CONTINUOUS
A0A091F9V3,Calcium-activated potassium channel subunit alpha-1,1054,N302_07429,85066,Corvus brachyrhynchos,Corvus brachyrhynchos (American crow),True,IPR003929,domain,,1054,422,509,CONTINUOUS
A0A091FKR5,Calcium-activated potassium channel subunit alpha-1,987,N303_09281,55661,Cuculus canorus,Cuculus canorus (Common cuckoo),True,IPR003929,domain,,987,355,442,CONTINUOUS
A0A091FT86,RCK N-terminal domain-containing protein,1113,N303_03613,55661,Cuculus canorus,Cuculus canorus (Common cuckoo),True,IPR003929,domain,,1113,409,503,CONTINUOUS
A0A091GU06,RCK N-terminal domain-containing protein,1119,N320_03736,175836,Buceros rhinoceros silvestris,Buceros rhinoceros silvestris,True,IPR003929,domain,,1119,483,571,CONTINUOUS
A0A091GXY5,RCK N-terminal domain-containing protein,595,N320_12307,175836,Buceros rhinoceros silvestris,Buceros rhinoceros silvestris,True,IPR003929,domain,,595,3,50,CONTINUOUS
A0A091HDC8,RCK N-terminal domain-containing protein,927,N320_10579,175836,Buceros rhinoceros silvestris,Buceros rhinoceros silvestris,True,IPR003929,domain,,927,223,317,CONTINUOUS
A0A091IKS3,RCK N-terminal domain-containing protein,1105,N300_14695,9244,Calypte anna,Calypte anna (Anna's hummingbird),True,IPR003929,domain,,1105,401,495,CONTINUOUS
A0A091J9C6,RCK N-terminal domain-containing protein,1105,Z169_15878,188379,Egretta garzetta,Egretta garzetta (Little egret),True,IPR003929,domain,,1105,401,495,CONTINUOUS
A0A091JA57,Calcium-activated potassium channel subunit alpha-1,1054,N300_11821,9244,Calypte anna,Calypte anna (Anna's hummingbird),True,IPR003929,domain,,1054,422,509,CONTINUOUS
A0A091JD96,Calcium-activated potassium channel subunit alpha-1,1054,Z169_12713,188379,Egretta garzetta,Egretta garzetta (Little egret),True,IPR003929,domain,,1054,422,509,CONTINUOUS
A0A091JL84,RCK N-terminal domain-containing protein,1133,Z169_13606,188379,Egretta garzetta,Egretta garzetta (Little egret),True,IPR003929,domain,,1133,392,495,CONTINUOUS
A0A091KA91,RCK N-terminal domain-containing protein,1105,N325_03043,57412,Colius striatus,Colius striatus (Speckled mousebird),True,IPR003929,domain,,1105,401,495,CONTINUOUS
A0A091KGT4,Calcium-activated potassium channel subunit alpha-1,979,N324_04778,187382,Chlamydotis macqueenii,Chlamydotis macqueenii (Macqueen's bustard),True,IPR003929,domain,,979,347,434,CONTINUOUS
A0A091MBZ5,RCK N-terminal domain-containing protein,676,N322_13680,54380,Cariama cristata,Cariama cristata (Red-legged seriema),True,IPR003929,domain,,676,37,131,CONTINUOUS
A0A091MDM3,BK channel,1001,N323_06366,43455,Cathartes aura,Cathartes aura (Turkey vulture),True,IPR003929,domain,,1001,378,459,CONTINUOUS
A0A091MQC4,RCK N-terminal domain-containing protein,940,N310_11822,57068,Acanthisitta chloris,Acanthisitta chloris (rifleman),True,IPR003929,domain,,940,401,495,CONTINUOUS
A0A091NSA1,RCK N-terminal domain-containing protein,729,N311_05177,57397,Apaloderma vittatum,Apaloderma vittatum (Bar-tailed trogon),True,IPR003929,domain,,729,401,495,CONTINUOUS
A0A091PT82,Calcium-activated potassium channel subunit alpha-1,909,N330_13110,188344,Leptosomus discolor,Leptosomus discolor (Madagascar cuckoo roller),True,IPR003929,domain,,909,277,364,CONTINUOUS
A0A091QJW1,RCK N-terminal domain-containing protein,1043,N330_01949,188344,Leptosomus discolor,Leptosomus discolor (Madagascar cuckoo roller),True,IPR003929,domain,,1043,420,514,CONTINUOUS
A0A091R039,RCK N-terminal domain-containing protein,741,N330_13292,188344,Leptosomus discolor,Leptosomus discolor (Madagascar cuckoo roller),True,IPR003929,domain,,741,37,131,CONTINUOUS
A0A091RIE7,RCK N-terminal domain-containing protein,1201,N332_01844,54374,Mesitornis unicolor,Mesitornis unicolor (brown roatelo),True,IPR003929,domain,,1201,482,576,CONTINUOUS
A0A091RSG3,Calcium-activated potassium channel subunit alpha-1,987,N332_00591,54374,Mesitornis unicolor,Mesitornis unicolor (brown roatelo),True,IPR003929,domain,,987,355,442,CONTINUOUS
A0A091SEI7,RCK N-terminal domain-containing protein,654,N333_10737,176057,Nestor notabilis,Nestor notabilis (Kea),True,IPR003929,domain,,654,4,55,CONTINUOUS
A0A091SI10,RCK N-terminal domain-containing protein,1105,N332_13497,54374,Mesitornis unicolor,Mesitornis unicolor (brown roatelo),True,IPR003929,domain,,1105,401,495,CONTINUOUS
A0A091SRM1,RCK N-terminal domain-containing protein,923,N333_13346,176057,Nestor notabilis,Nestor notabilis (Kea),True,IPR003929,domain,,923,219,313,CONTINUOUS
A0A091T5U5,RCK N-terminal domain-containing protein,1075,N335_12864,97097,Phaethon lepturus,Phaethon lepturus (White-tailed tropicbird),True,IPR003929,domain,,1075,373,467,CONTINUOUS
A0A091TNS0,BK channel,1000,N335_02190,97097,Phaethon lepturus,Phaethon lepturus (White-tailed tropicbird),True,IPR003929,domain,,1000,378,459,CONTINUOUS
A0A091U3V6,RCK N-terminal domain-containing protein,752,N337_01167,9218,Phoenicopterus ruber ruber,Phoenicopterus ruber ruber,True,IPR003929,domain,,752,401,495,CONTINUOUS
A0A091UM38,Calcium-activated potassium channel subunit alpha-1,1054,Y956_09323,128390,Nipponia nippon,Nipponia nippon (Crested ibis),True,IPR003929,domain,,1054,422,509,CONTINUOUS
A0A091UWF7,RCK N-terminal domain-containing protein,1105,Y956_03505,128390,Nipponia nippon,Nipponia nippon (Crested ibis),True,IPR003929,domain,,1105,401,495,CONTINUOUS
A0A091W682,RCK N-terminal domain-containing protein,1105,N306_09584,30419,Opisthocomus hoazin,Opisthocomus hoazin (Hoatzin),True,IPR003929,domain,,1105,401,495,CONTINUOUS
A0A091WBN5,BK channel,1003,N306_12895,30419,Opisthocomus hoazin,Opisthocomus hoazin (Hoatzin),True,IPR003929,domain,,1003,378,459,CONTINUOUS
A0A091WGX6,Calcium-activated potassium channel subunit alpha-1,1054,N306_13715,30419,Opisthocomus hoazin,Opisthocomus hoazin (Hoatzin),True,IPR003929,domain,,1054,422,509,CONTINUOUS
A0A093D3Z0,RCK N-terminal domain-containing protein,979,N340_05423,121530,Tauraco erythrolophus,Tauraco erythrolophus (Red-crested turaco),True,IPR003929,domain,,979,434,528,CONTINUOUS
A0A093D5J5,RCK N-terminal domain-containing protein,1105,N340_05521,121530,Tauraco erythrolophus,Tauraco erythrolophus (Red-crested turaco),True,IPR003929,domain,,1105,401,495,CONTINUOUS
A0A093E932,Calcium-activated potassium channel subunit alpha-1,909,N340_14513,121530,Tauraco erythrolophus,Tauraco erythrolophus (Red-crested turaco),True,IPR003929,domain,,909,277,364,CONTINUOUS
A0A093EI11,Calcium-activated potassium channel subunit alpha-1,641,N339_02013,240206,Pterocles gutturalis,Pterocles gutturalis (yellow-throated sandgrouse),True,IPR003929,domain,,641,277,364,CONTINUOUS
A0A093FGQ3,RCK N-terminal domain-containing protein,1030,N341_04954,56313,Tyto alba,Tyto alba (Barn owl),True,IPR003929,domain,,1030,326,420,CONTINUOUS
A0A093FL27,BK channel,808,N341_02459,56313,Tyto alba,Tyto alba (Barn owl),True,IPR003929,domain,,808,378,459,CONTINUOUS
A0A093GE02,Calcium-activated potassium channel subunit alpha-1,1054,N307_06049,118200,Dryobates pubescens,Dryobates pubescens (Downy woodpecker),True,IPR003929,domain,,1054,422,509,CONTINUOUS
A0A093GJ00,RCK N-terminal domain-containing protein,1105,N307_10833,118200,Dryobates pubescens,Dryobates pubescens (Downy woodpecker),True,IPR003929,domain,,1105,401,495,CONTINUOUS
A0A093GVL7,RCK N-terminal domain-containing protein,1200,N307_04863,118200,Dryobates pubescens,Dryobates pubescens (Downy woodpecker),True,IPR003929,domain,,1200,483,577,CONTINUOUS
A0A093HLR7,Calcium-activated potassium channel subunit alpha-1,1054,N308_11009,441894,Struthio camelus australis,Struthio camelus australis,True,IPR003929,domain,,1054,422,509,CONTINUOUS
A0A093J0D9,Calcium-activated potassium channel subunit alpha-1,678,N326_11825,54383,Eurypyga helias,Eurypyga helias (Sunbittern),True,IPR003929,domain,,678,277,364,CONTINUOUS
A0A093J896,RCK N-terminal domain-containing protein,736,N326_01863,54383,Eurypyga helias,Eurypyga helias (Sunbittern),True,IPR003929,domain,,736,340,434,CONTINUOUS
A0A093JIS2,RCK N-terminal domain-containing protein,1102,N308_05753,441894,Struthio camelus australis,Struthio camelus australis,True,IPR003929,domain,,1102,401,495,CONTINUOUS
A0A093NT97,BK channel,1015,AS28_11707,9238,Pygoscelis adeliae,Pygoscelis adeliae (Adelie penguin),True,IPR003929,domain,,1015,378,459,CONTINUOUS
A0A093P029,Calcium-activated potassium channel subunit alpha-1,1054,AS28_03197,9238,Pygoscelis adeliae,Pygoscelis adeliae (Adelie penguin),True,IPR003929,domain,,1054,422,509,CONTINUOUS
A0A093P8L0,RCK N-terminal domain-containing protein,1114,AS28_11200,9238,Pygoscelis adeliae,Pygoscelis adeliae (Adelie penguin),True,IPR003929,domain,,1114,401,495,CONTINUOUS
A0A093QP71,BK channel,1058,N305_09388,328815,Manacus vitellinus,Manacus vitellinus (golden-collared manakin),True,IPR003929,domain,,1058,426,513,CONTINUOUS
A0A093QZX2,RCK N-terminal domain-containing protein,1044,N336_08526,9209,Phalacrocorax carbo,Phalacrocorax carbo (Great cormorant),True,IPR003929,domain,,1044,340,434,CONTINUOUS
A0A093R407,RCK N-terminal domain-containing protein,1119,AS28_01075,9238,Pygoscelis adeliae,Pygoscelis adeliae (Adelie penguin),True,IPR003929,domain,,1119,522,577,CONTINUOUS
A0A093SLI5,RCK N-terminal domain-containing protein,1105,N305_13443,328815,Manacus vitellinus,Manacus vitellinus (golden-collared manakin),True,IPR003929,domain,,1105,401,495,CONTINUOUS
A0A094L264,RCK N-terminal domain-containing protein,1105,N321_09155,279965,Antrostomus carolinensis,Antrostomus carolinensis (Chuck-will's-widow),True,IPR003929,domain,,1105,401,495,CONTINUOUS
A0A094L689,RCK N-terminal domain-containing protein,1058,N321_12694,279965,Antrostomus carolinensis,Antrostomus carolinensis (Chuck-will's-widow),True,IPR003929,domain,,1058,420,512,CONTINUOUS
A0A096LVT0,RCK N-terminal domain-containing protein,1160,,48698,Poecilia formosa,Poecilia formosa (Amazon molly),True,IPR003929,domain,,1160,424,518,CONTINUOUS
A0A096LZG1,RCK N-terminal domain-containing protein,1229,,48698,Poecilia formosa,Poecilia formosa (Amazon molly),True,IPR003929,domain,,1229,456,551,CONTINUOUS
A0A096MGA3,Calcium-activated potassium channel subunit alpha-1,1192,,48698,Poecilia formosa,Poecilia formosa (Amazon molly),True,IPR003929,domain,,1192,483,570,CONTINUOUS
A0A096N0X1,Potassium channel subfamily U member 1,1149,,9555,Papio anubis,Papio anubis (Olive baboon),True,IPR003929,domain,,1149,470,557,CONTINUOUS
A0A096NF90,RCK N-terminal domain-containing protein,1108,,9555,Papio anubis,Papio anubis (Olive baboon),True,IPR003929,domain,,1108,432,526,CONTINUOUS
A0A096P4I3,Calcium-activated potassium channel subunit alpha-1,1235,,9555,Papio anubis,Papio anubis (Olive baboon),True,IPR003929,domain,,1235,543,630,CONTINUOUS
A0A099Z6Y1,RCK N-terminal domain-containing protein,639,N309_14220,94827,Tinamus guttatus,Tinamus guttatus (White-throated tinamou),False,IPR003929,domain,,639,473,567,CONTINUOUS
A0A099ZA16,Calcium-activated potassium channel subunit alpha-1,998,N309_02550,94827,Tinamus guttatus,Tinamus guttatus (White-throated tinamou),True,IPR003929,domain,,998,366,453,CONTINUOUS
