protein_accession,protein_name,protein_length,gene,organism_taxid,organism_name,organism_fullname,in_alphafold,interpro_accession,entry_type,entry_integrated,interpro_protein_length,fragment_start,fragment_end,fragment_status
A0A017S5M2,tRNA (guanine(9)-N1)-methyltransferase,416,EURHEDRAFT_415928,1388766,Aspergillus ruber (strain CBS 135680),Aspergillus ruber (strain CBS 135680),True,IPR038459,homologous_superfamily,,416,137,359,CONTINUOUS
A0A022QI84,tRNA (guanine(9)-N(1))-methyltransferase,414,MIMGU_mgv1a007223mg,4155,Erythranthe guttata,Erythranthe guttata (Yellow monkey flower),True,IPR038459,homologous_superfamily,,414,151,346,CONTINUOUS
A0A022Y1B9,tRNA (guanine(9)-N1)-methyltransferase,381,H105_02265,1215331,Trichophyton soudanense CBS 452.61,Trichophyton soudanense CBS 452.61,True,IPR038459,homologous_superfamily,,381,140,353,CONTINUOUS
A0A023B074,tRNA (guanine(9)-N(1))-methyltransferase,325,GNI_141110,110365,Gregarina niphandrodes,Gregarina niphandrodes (Septate eugregarine),True,IPR038459,homologous_superfamily,,325,59,258,CONTINUOUS
A0A023B4R6,Uncharacterized protein,355,GNI_098910,110365,Gregarina niphandrodes,Gregarina niphandrodes (Septate eugregarine),True,IPR038459,homologous_superfamily,,355,66,339,CONTINUOUS
A0A023G1Y1,RNA (guanine-9-)-methyltransferase domain-containing protein 1,426,,251391,Amblyomma parvum,Amblyomma parvum (South American tick),True,IPR038459,homologous_superfamily,,426,203,398,CONTINUOUS
A0A023GDX3,SAM-dependent MTase TRM10-type domain-containing protein,272,,251400,Amblyomma triste,Amblyomma triste (Neotropical tick),True,IPR038459,homologous_superfamily,,272,202,272,CONTINUOUS
A0A023GKN4,tRNA (guanine(9)-N(1))-methyltransferase,320,,251400,Amblyomma triste,Amblyomma triste (Neotropical tick),True,IPR038459,homologous_superfamily,,320,106,296,CONTINUOUS
A0A024FXX2,tRNA (guanine(9)-N(1))-methyltransferase,475,BN9_001390,65357,Albugo candida,Albugo candida,True,IPR038459,homologous_superfamily,,475,27,215,CONTINUOUS
A0A024GI43,tRNA (guanine(9)-N(1))-methyltransferase,279,BN9_075010,65357,Albugo candida,Albugo candida,True,IPR038459,homologous_superfamily,,279,59,274,CONTINUOUS
A0A024GIH4,tRNA (guanine(9)-N(1))-methyltransferase,318,BN9_075030,65357,Albugo candida,Albugo candida,True,IPR038459,homologous_superfamily,,318,98,313,CONTINUOUS
A0A024GIN9,tRNA (guanine(9)-N(1))-methyltransferase,263,BN9_075040,65357,Albugo candida,Albugo candida,True,IPR038459,homologous_superfamily,,263,59,258,CONTINUOUS
A0A024GJQ3,tRNA (guanine(9)-N(1))-methyltransferase,302,BN9_075020,65357,Albugo candida,Albugo candida,True,IPR038459,homologous_superfamily,,302,98,297,CONTINUOUS
A0A026W9T4,RNA (guanine-9-)-methyltransferase domain-containing protein 1,473,X777_08569,2015173,Ooceraea biroi,Ooceraea biroi (Clonal raider ant),True,IPR038459,homologous_superfamily,,473,204,398,CONTINUOUS
A0A026X3W1,tRNA (guanine(9)-N(1))-methyltransferase,334,X777_07491,2015173,Ooceraea biroi,Ooceraea biroi (Clonal raider ant),True,IPR038459,homologous_superfamily,,334,86,277,CONTINUOUS
A0A031LMJ0,SAM-dependent MTase TRM10-type domain-containing protein,306,CM19_08345,1160895,Candidatus Acidianus copahuensis,Candidatus Acidianus copahuensis,True,IPR038459,homologous_superfamily,,306,83,250,CONTINUOUS
A0A058ZDI6,tRNA (guanine(9)-N(1))-methyltransferase,479,H696_01386,691883,Fonticula alba,Fonticula alba (Slime mold),True,IPR038459,homologous_superfamily,,479,124,427,CONTINUOUS
A0A059JFG9,tRNA (guanine(9)-N1)-methyltransferase,426,H109_01588,1215338,Trichophyton interdigitale (strain MR816),Trichophyton interdigitale (strain MR816),True,IPR038459,homologous_superfamily,,426,140,353,CONTINUOUS
A0A060RZG2,tRNA (guanine(9)-N(1))-methyltransferase,324,PRCDC_1117500,5854,Plasmodium reichenowi,Plasmodium reichenowi,True,IPR038459,homologous_superfamily,,324,93,287,CONTINUOUS
A0A060S249,tRNA (guanine(9)-N1)-methyltransferase,424,BN946_scf184760.g3,5643,Pycnoporus cinnabarinus,Pycnoporus cinnabarinus (Cinnabar-red polypore),True,IPR038459,homologous_superfamily,,424,97,343,CONTINUOUS
A0A060WVP2,tRNA methyltransferase 10 homolog A,310,,8022,Oncorhynchus mykiss,Oncorhynchus mykiss (Rainbow trout),True,IPR038459,homologous_superfamily,,310,82,274,CONTINUOUS
A0A061B7D3,tRNA (guanine(9)-N1)-methyltransferase,304,BON22_0851,36022,Cyberlindnera fabianii,Cyberlindnera fabianii (Yeast),True,IPR038459,homologous_superfamily,,304,78,273,CONTINUOUS
A0A061D496,tRNA (guanine(9)-N(1))-methyltransferase,317,BBBOND_0200240,5866,Babesia bigemina,Babesia bigemina,True,IPR038459,homologous_superfamily,,317,111,307,CONTINUOUS
A0A061DDS2,tRNA (guanine(9)-N(1))-methyltransferase,203,BBBOND_0304240,5866,Babesia bigemina,Babesia bigemina,True,IPR038459,homologous_superfamily,,203,8,202,CONTINUOUS
A0A061GGC3,tRNA (guanine(9)-N(1))-methyltransferase,323,TCM_030392,3641,Theobroma cacao,Theobroma cacao (Cacao),True,IPR038459,homologous_superfamily,,323,92,286,CONTINUOUS
A0A061IZN7,tRNA (guanine(9)-N(1))-methyltransferase,327,TRSC58_04961,429131,Trypanosoma rangeli SC58,Trypanosoma rangeli SC58,True,IPR038459,homologous_superfamily,,327,82,286,CONTINUOUS
A0A063C043,tRNA (guanine(9)-N1)-methyltransferase,403,UV8b_01399,1159556,Ustilaginoidea virens,Ustilaginoidea virens (Rice false smut fungus),True,IPR038459,homologous_superfamily,,403,101,337,CONTINUOUS
A0A066VU36,tRNA (guanine(9)-N1)-methyltransferase,452,K437DRAFT_275258,1037660,Tilletiaria anomala (strain ATCC 24038 / CBS 436.72 / UBC 951),Tilletiaria anomala (strain ATCC 24038 / CBS 436.72 / UBC 951),True,IPR038459,homologous_superfamily,,452,117,390,CONTINUOUS
A0A066X9Q2,tRNA (guanine(9)-N1)-methyltransferase,467,CSUB01_09102,1173701,Colletotrichum sublineola,Colletotrichum sublineola (Sorghum anthracnose fungus),True,IPR038459,homologous_superfamily,,467,154,398,CONTINUOUS
A0A067BJ29,tRNA (guanine(9)-N(1))-methyltransferase,279,SPRG_16203,695850,Saprolegnia parasitica (strain CBS 223.65),Saprolegnia parasitica (strain CBS 223.65),True,IPR038459,homologous_superfamily,,279,76,272,CONTINUOUS
A0A067BSF1,tRNA (guanine(9)-N(1))-methyltransferase,134,SPRG_17414,695850,Saprolegnia parasitica (strain CBS 223.65),Saprolegnia parasitica (strain CBS 223.65),True,IPR038459,homologous_superfamily,,134,79,134,CONTINUOUS
A0A067CVZ0,tRNA (guanine(9)-N(1))-methyltransferase,296,SPRG_04160,695850,Saprolegnia parasitica (strain CBS 223.65),Saprolegnia parasitica (strain CBS 223.65),True,IPR038459,homologous_superfamily,,296,96,290,CONTINUOUS
A0A067CXH5,tRNA (guanine(9)-N(1))-methyltransferase,230,SPRG_03814,695850,Saprolegnia parasitica (strain CBS 223.65),Saprolegnia parasitica (strain CBS 223.65),True,IPR038459,homologous_superfamily,,230,45,162,CONTINUOUS
A0A067GT00,tRNA (guanine(9)-N(1))-methyltransferase,328,CISIN_1g020292mg,2711,Citrus sinensis,Citrus sinensis (Sweet orange),True,IPR038459,homologous_superfamily,,328,95,290,CONTINUOUS
A0A067KUI9,tRNA (guanine(9)-N(1))-methyltransferase,369,JCGZ_08957,180498,Jatropha curcas,Jatropha curcas (Barbados nut),True,IPR038459,homologous_superfamily,,369,137,332,CONTINUOUS
A0A067LZK1,tRNA (guanine(9)-N1)-methyltransferase,359,BOTBODRAFT_37566,930990,Botryobasidium botryosum (strain FD-172 SS1),Botryobasidium botryosum (strain FD-172 SS1),True,IPR038459,homologous_superfamily,,359,95,314,CONTINUOUS
A0A067QKT6,tRNA (guanine(9)-N1)-methyltransferase,381,JAAARDRAFT_118062,933084,Jaapia argillacea MUCL 33604,Jaapia argillacea MUCL 33604,True,IPR038459,homologous_superfamily,,381,78,311,CONTINUOUS
A0A067QXJ0,tRNA (guanine(9)-N(1))-methyltransferase,332,L798_09940,136037,Zootermopsis nevadensis,Zootermopsis nevadensis (Dampwood termite),True,IPR038459,homologous_superfamily,,332,109,301,CONTINUOUS
A0A067R264,RNA (guanine-9-)-methyltransferase domain-containing protein 1,420,L798_14266,136037,Zootermopsis nevadensis,Zootermopsis nevadensis (Dampwood termite),True,IPR038459,homologous_superfamily,,420,193,388,CONTINUOUS
A0A067TYF3,tRNA (guanine(9)-N1)-methyltransferase,366,GALMADRAFT_236718,685588,Galerina marginata (strain CBS 339.88),Galerina marginata (strain CBS 339.88),True,IPR038459,homologous_superfamily,,366,80,332,CONTINUOUS
A0A068S8S0,tRNA (guanine(9)-N1)-methyltransferase,362,LCOR_09617.1,1263082,Lichtheimia corymbifera JMRC:FSU:9682,Lichtheimia corymbifera JMRC:FSU:9682,True,IPR038459,homologous_superfamily,,362,100,286,CONTINUOUS
A0A068U7P1,tRNA (guanine(9)-N(1))-methyltransferase,323,GSCOC_T00017963001,49390,Coffea canephora,Coffea canephora (Robusta coffee),True,IPR038459,homologous_superfamily,,323,92,287,CONTINUOUS
A0A068Y283,RNA (guanine-9-)-methyltransferase domain-containing protein 1,383,,6211,Echinococcus multilocularis,Echinococcus multilocularis (Fox tapeworm),True,IPR038459,homologous_superfamily,,383,159,365,CONTINUOUS
A0A068Y3C1,tRNA (guanine(9)-N(1))-methyltransferase,346,EmuJ_000375600,6211,Echinococcus multilocularis,Echinococcus multilocularis (Fox tapeworm),True,IPR038459,homologous_superfamily,,346,103,343,CONTINUOUS
A0A068YDW5,SAM-dependent MTase TRM10-type domain-containing protein,264,EmuJ_000811500,6211,Echinococcus multilocularis,Echinococcus multilocularis (Fox tapeworm),True,IPR038459,homologous_superfamily,,264,54,256,CONTINUOUS
A0A069DYI4,tRNA (guanine(9)-N(1))-methyltransferase,298,,65343,Panstrongylus megistus,Panstrongylus megistus,True,IPR038459,homologous_superfamily,,298,86,279,CONTINUOUS
A0A072PSX4,tRNA (guanine(9)-N1)-methyltransferase,511,A1O9_00800,1182545,Exophiala aquamarina CBS 119918,Exophiala aquamarina CBS 119918,True,IPR038459,homologous_superfamily,,511,148,437,CONTINUOUS
A0A074SRX5,tRNA (guanine(9)-N1)-methyltransferase,426,V565_041170,1423351,Rhizoctonia solani 123E,Rhizoctonia solani 123E,True,IPR038459,homologous_superfamily,,426,85,366,CONTINUOUS
A0A074VTR4,tRNA (guanine(9)-N1)-methyltransferase,388,M437DRAFT_49786,1043003,Aureobasidium melanogenum (strain CBS 110374),Aureobasidium melanogenum (strain CBS 110374),True,IPR038459,homologous_superfamily,,388,108,332,CONTINUOUS
A0A074WI11,tRNA (guanine(9)-N1)-methyltransferase,328,M436DRAFT_14373,1043004,Aureobasidium namibiae CBS 147.97,Aureobasidium namibiae CBS 147.97,True,IPR038459,homologous_superfamily,,328,82,311,CONTINUOUS
A0A074XG89,tRNA (guanine(9)-N1)-methyltransferase,317,M438DRAFT_241854,1043002,Aureobasidium pullulans EXF-150,Aureobasidium pullulans EXF-150,True,IPR038459,homologous_superfamily,,317,56,270,CONTINUOUS
A0A074YD35,tRNA (guanine(9)-N1)-methyltransferase,513,AUEXF2481DRAFT_43447,1043005,Aureobasidium subglaciale (strain EXF-2481),Aureobasidium subglaciale (strain EXF-2481),True,IPR038459,homologous_superfamily,,513,153,451,CONTINUOUS
A0A074Z1R9,tRNA (guanine(9)-N(1))-methyltransferase,852,T265_15212,6198,Opisthorchis viverrini,Opisthorchis viverrini (Southeast Asian liver fluke),True,IPR038459,homologous_superfamily,,852,627,846,CONTINUOUS
A0A074ZJA6,Uncharacterized protein,258,T265_06770,6198,Opisthorchis viverrini,Opisthorchis viverrini (Southeast Asian liver fluke),True,IPR038459,homologous_superfamily,,258,55,254,CONTINUOUS
A0A074ZMU1,RNA (guanine-9-)-methyltransferase domain-containing protein 1,947,T265_04553,6198,Opisthorchis viverrini,Opisthorchis viverrini (Southeast Asian liver fluke),True,IPR038459,homologous_superfamily,,947,529,733,CONTINUOUS
A0A075ATU9,tRNA (guanine(9)-N1)-methyltransferase,617,O9G_000458,988480,Rozella allomycis (strain CSF55),Rozella allomycis (strain CSF55),True,IPR038459,homologous_superfamily,,617,5,173,CONTINUOUS
A0A075LUV1,SAM-dependent MTase TRM10-type domain-containing protein,375,PAP_07635,1343739,Palaeococcus pacificus DY20341,Palaeococcus pacificus DY20341,True,IPR038459,homologous_superfamily,,375,90,279,CONTINUOUS
A0A077ZFT0,RNA (guanine-9-)-methyltransferase domain-containing protein 1,893,TTRE_0000698301,36087,Trichuris trichiura,Trichuris trichiura (Whipworm),True,IPR038459,homologous_superfamily,,893,670,865,CONTINUOUS
A0A077ZJD8,SAM-dependent MTase TRM10-type domain-containing protein,992,TTRE_0000698401,36087,Trichuris trichiura,Trichuris trichiura (Whipworm),True,IPR038459,homologous_superfamily,,992,782,973,CONTINUOUS
A0A077ZQ13,tRNA (guanine(9)-N(1))-methyltransferase,318,Contig15333.g16347,5949,Stylonychia lemnae,Stylonychia lemnae (Ciliate),True,IPR038459,homologous_superfamily,,318,104,300,CONTINUOUS
A0A078A4X9,tRNA (guanine(9)-N(1))-methyltransferase,264,Contig7787.g8300,5949,Stylonychia lemnae,Stylonychia lemnae (Ciliate),True,IPR038459,homologous_superfamily,,264,91,250,CONTINUOUS
A0A078FX39,tRNA (guanine(9)-N(1))-methyltransferase,348,BnaA06g35330D,3708,Brassica napus,Brassica napus (Rape),True,IPR038459,homologous_superfamily,,348,105,300,CONTINUOUS
A0A078GKP2,tRNA (guanine(9)-N(1))-methyltransferase,345,BnaC09g20360D,3708,Brassica napus,Brassica napus (Rape),True,IPR038459,homologous_superfamily,,345,108,303,CONTINUOUS
A0A078HUQ0,tRNA (guanine(9)-N(1))-methyltransferase,344,BnaA09g18430D,3708,Brassica napus,Brassica napus (Rape),True,IPR038459,homologous_superfamily,,344,107,302,CONTINUOUS
A0A081CN84,tRNA (guanine(9)-N1)-methyltransferase,434,PAN0_042d6364,84753,Moesziomyces antarcticus,Moesziomyces antarcticus (Yeast),True,IPR038459,homologous_superfamily,,434,91,399,CONTINUOUS
A0A084ARM1,tRNA (guanine(9)-N1)-methyltransferase,407,S7711_02158,1280523,Stachybotrys chartarum (strain CBS 109288 / IBT 7711),Stachybotrys chartarum (strain CBS 109288 / IBT 7711) (Toxic black mold),True,IPR038459,homologous_superfamily,,407,99,335,CONTINUOUS
A0A084QSC6,tRNA (guanine(9)-N1)-methyltransferase,409,S40285_02327,1283841,Stachybotrys chlorohalonatus (strain IBT 40285),Stachybotrys chlorohalonatus (strain IBT 40285),True,IPR038459,homologous_superfamily,,409,103,338,CONTINUOUS
A0A084VQ64,tRNA (guanine(9)-N(1))-methyltransferase,368,,74873,Anopheles sinensis,Anopheles sinensis (Mosquito),True,IPR038459,homologous_superfamily,,368,2,190,CONTINUOUS
A0A084VQ64,tRNA (guanine(9)-N(1))-methyltransferase,368,,74873,Anopheles sinensis,Anopheles sinensis (Mosquito),True,IPR038459,homologous_superfamily,,368,191,351,CONTINUOUS
A0A084VQ65,tRNA (guanine(9)-N(1))-methyltransferase,306,,74873,Anopheles sinensis,Anopheles sinensis (Mosquito),True,IPR038459,homologous_superfamily,,306,87,282,CONTINUOUS
A0A084WER7,RNA (guanine-9-)-methyltransferase domain-containing protein 1,339,,74873,Anopheles sinensis,Anopheles sinensis (Mosquito),True,IPR038459,homologous_superfamily,,339,107,301,CONTINUOUS
A0A085MC81,RNA (guanine-9-)-methyltransferase domain-containing protein 1,977,M513_04261,68888,Trichuris suis,Trichuris suis (pig whipworm),True,IPR038459,homologous_superfamily,,977,754,949,CONTINUOUS
A0A086J0H5,tRNA (guanine(9)-N1)-methyltransferase,344,NESG_01621,1913371,Nematocida ausubeli (strain ATCC PRA-371 / ERTm2),Nematocida ausubeli (strain ATCC PRA-371 / ERTm2) (Nematode killer fungus),True,IPR038459,homologous_superfamily,,344,28,321,CONTINUOUS
A0A086SUY9,tRNA (guanine(9)-N1)-methyltransferase,396,ACRE_083710,857340,Hapsidospora chrysogenum (strain ATCC 11550 / CBS 779.69 / DSM 880 / IAM 14645 / JCM 23072 / IMI 49137),Hapsidospora chrysogenum (strain ATCC 11550 / CBS 779.69 / DSM 880 / IAM 14645 / JCM 23072 / IMI 49137),True,IPR038459,homologous_superfamily,,396,119,352,CONTINUOUS
A0A087GNA1,tRNA (guanine(9)-N(1))-methyltransferase,339,AALP_Aa6g101400,50452,Arabis alpina,Arabis alpina (Alpine rock-cress),True,IPR038459,homologous_superfamily,,339,93,288,CONTINUOUS
A0A087QIT4,tRNA (guanine(9)-N(1))-methyltransferase,127,AS27_05093,9233,Aptenodytes forsteri,Aptenodytes forsteri (Emperor penguin),True,IPR038459,homologous_superfamily,,127,3,122,CONTINUOUS
A0A087QLC1,tRNA methyltransferase 10 homolog C,331,AS27_13077,9233,Aptenodytes forsteri,Aptenodytes forsteri (Emperor penguin),True,IPR038459,homologous_superfamily,,331,131,323,CONTINUOUS
A0A087QR08,tRNA methyltransferase 10 homolog A,301,AS27_15572,9233,Aptenodytes forsteri,Aptenodytes forsteri (Emperor penguin),True,IPR038459,homologous_superfamily,,301,79,275,CONTINUOUS
A0A087SRW9,tRNA (guanine(9)-N(1))-methyltransferase,248,F751_3280,3075,Auxenochlorella protothecoides,Auxenochlorella protothecoides (Green microalga),True,IPR038459,homologous_superfamily,,248,89,240,CONTINUOUS
A0A087T7Q0,SAM-dependent MTase TRM10-type domain-containing protein,517,X975_04518,407821,Stegodyphus mimosarum,Stegodyphus mimosarum (African social velvet spider),True,IPR038459,homologous_superfamily,,517,363,486,CONTINUOUS
A0A087TKP3,RNA (guanine-9-)-methyltransferase domain-containing protein 1,387,X975_00063,407821,Stegodyphus mimosarum,Stegodyphus mimosarum (African social velvet spider),True,IPR038459,homologous_superfamily,,387,196,387,CONTINUOUS
A0A087U5N3,tRNA (guanine(9)-N(1))-methyltransferase,303,X975_21785,407821,Stegodyphus mimosarum,Stegodyphus mimosarum (African social velvet spider),True,IPR038459,homologous_superfamily,,303,64,256,CONTINUOUS
A0A087UJD9,RNA (guanine-9-)-methyltransferase domain-containing protein 1,374,X975_14568,407821,Stegodyphus mimosarum,Stegodyphus mimosarum (African social velvet spider),True,IPR038459,homologous_superfamily,,374,183,374,CONTINUOUS
A0A087V1T2,SAM-dependent MTase TRM10-type domain-containing protein,101,X975_07241,407821,Stegodyphus mimosarum,Stegodyphus mimosarum (African social velvet spider),True,IPR038459,homologous_superfamily,,101,1,101,CONTINUOUS
A0A087VAV0,tRNA methyltransferase 10 homolog A,301,N312_13196,100784,Balearica regulorum gibbericeps,Balearica regulorum gibbericeps (East African grey crowned-crane),True,IPR038459,homologous_superfamily,,301,80,275,CONTINUOUS
A0A087VF76,tRNA (guanine(9)-N(1))-methyltransferase,124,N312_12931,100784,Balearica regulorum gibbericeps,Balearica regulorum gibbericeps (East African grey crowned-crane),True,IPR038459,homologous_superfamily,,124,1,119,CONTINUOUS
A0A087XAG7,tRNA methyltransferase 10 homolog A,310,,48698,Poecilia formosa,Poecilia formosa (Amazon molly),True,IPR038459,homologous_superfamily,,310,80,271,CONTINUOUS
A0A087XHR9,tRNA methyltransferase 10 homolog B,315,,48698,Poecilia formosa,Poecilia formosa (Amazon molly),True,IPR038459,homologous_superfamily,,315,98,299,CONTINUOUS
A0A087XTW9,tRNA methyltransferase 10 homolog C,407,,48698,Poecilia formosa,Poecilia formosa (Amazon molly),True,IPR038459,homologous_superfamily,,407,201,390,CONTINUOUS
A0A088RYZ0,tRNA (guanine(9)-N(1))-methyltransferase,382,LPMP_303030,5679,Leishmania panamensis,Leishmania panamensis,True,IPR038459,homologous_superfamily,,382,123,330,CONTINUOUS
A0A090KYA5,SAM-dependent MTase TRM10-type domain-containing protein,353,SRAE_1000068900,34506,Strongyloides ratti,Strongyloides ratti (Parasitic roundworm),True,IPR038459,homologous_superfamily,,353,114,316,CONTINUOUS
A0A090L196,SAM-dependent MTase TRM10-type domain-containing protein,334,SRAE_1000016800,34506,Strongyloides ratti,Strongyloides ratti (Parasitic roundworm),True,IPR038459,homologous_superfamily,,334,104,298,CONTINUOUS
A0A090L391,U6 snRNA-associated Sm-like protein LSm5,373,SRAE_1000251600,34506,Strongyloides ratti,Strongyloides ratti (Parasitic roundworm),True,IPR038459,homologous_superfamily,,373,77,267,CONTINUOUS
A0A090L7U8,Uncharacterized protein,460,SRAE_2000048300,34506,Strongyloides ratti,Strongyloides ratti (Parasitic roundworm),True,IPR038459,homologous_superfamily,,460,175,388,CONTINUOUS
A0A090L7V2,tRNA (guanine(9)-N(1))-methyltransferase,252,SRAE_2000055600,34506,Strongyloides ratti,Strongyloides ratti (Parasitic roundworm),True,IPR038459,homologous_superfamily,,252,56,242,CONTINUOUS
A0A090M1Q3,tRNA (guanine(9)-N(1))-methyltransferase,674,OT_ostta05g04260,70448,Ostreococcus tauri,Ostreococcus tauri (Marine green alga),True,IPR038459,homologous_superfamily,,674,464,657,CONTINUOUS
A0A090M4W6,tRNA (guanine(9)-N(1))-methyltransferase,254,OT_ostta10g00410,70448,Ostreococcus tauri,Ostreococcus tauri (Marine green alga),True,IPR038459,homologous_superfamily,,254,19,222,CONTINUOUS
A0A090MW38,RNA (guanine-9-)-methyltransferase domain-containing protein 1,661,SRAE_1000164500,34506,Strongyloides ratti,Strongyloides ratti (Parasitic roundworm),True,IPR038459,homologous_superfamily,,661,423,624,CONTINUOUS
A0A090XAB5,tRNA (guanine(9)-N(1))-methyltransferase,232,,34613,Ixodes ricinus,Ixodes ricinus (Common tick),True,IPR038459,homologous_superfamily,,232,64,230,CONTINUOUS
A0A091DYM7,FERM and PDZ domain-containing protein 1,1830,H920_03278,885580,Fukomys damarensis,Fukomys damarensis (Damaraland mole rat),False,IPR038459,homologous_superfamily,,1830,1623,1822,CONTINUOUS
A0A091DZV4,PEST proteolytic signal-containing nuclear protein,491,H920_01992,885580,Fukomys damarensis,Fukomys damarensis (Damaraland mole rat),True,IPR038459,homologous_superfamily,,491,154,241,CONTINUOUS
A0A091E359,tRNA methyltransferase 10 homolog A,326,H920_01457,885580,Fukomys damarensis,Fukomys damarensis (Damaraland mole rat),True,IPR038459,homologous_superfamily,,326,81,277,CONTINUOUS
A0A091EWD1,tRNA methyltransferase 10 homolog A,301,N302_04213,85066,Corvus brachyrhynchos,Corvus brachyrhynchos (American crow),True,IPR038459,homologous_superfamily,,301,80,275,CONTINUOUS
A0A091FKZ8,tRNA (guanine(9)-N(1))-methyltransferase,140,N302_01090,85066,Corvus brachyrhynchos,Corvus brachyrhynchos (American crow),True,IPR038459,homologous_superfamily,,140,1,131,CONTINUOUS
A0A091FNC2,tRNA methyltransferase 10 homolog C,330,N303_14133,55661,Cuculus canorus,Cuculus canorus (Common cuckoo),True,IPR038459,homologous_superfamily,,330,126,323,CONTINUOUS
A0A091FUM3,tRNA methyltransferase 10 homolog A,165,N303_03470,55661,Cuculus canorus,Cuculus canorus (Common cuckoo),True,IPR038459,homologous_superfamily,,165,1,139,CONTINUOUS
A0A091G719,tRNA (guanine(9)-N(1))-methyltransferase,122,N303_04864,55661,Cuculus canorus,Cuculus canorus (Common cuckoo),True,IPR038459,homologous_superfamily,,122,1,117,CONTINUOUS
A0A091GUN3,tRNA (guanine(9)-N(1))-methyltransferase,124,N320_01677,175836,Buceros rhinoceros silvestris,Buceros rhinoceros silvestris,True,IPR038459,homologous_superfamily,,124,1,119,CONTINUOUS
A0A091HNA3,tRNA methyltransferase 10 homolog A,301,N320_02785,175836,Buceros rhinoceros silvestris,Buceros rhinoceros silvestris,True,IPR038459,homologous_superfamily,,301,80,275,CONTINUOUS
A0A091I9S2,tRNA (guanine(9)-N(1))-methyltransferase,128,N300_02165,9244,Calypte anna,Calypte anna (Anna's hummingbird),True,IPR038459,homologous_superfamily,,128,1,119,CONTINUOUS
A0A091IBF5,tRNA methyltransferase 10 homolog C,327,N300_15584,9244,Calypte anna,Calypte anna (Anna's hummingbird),True,IPR038459,homologous_superfamily,,327,128,319,CONTINUOUS
A0A091IYC8,tRNA methyltransferase 10 homolog A,301,Z169_14873,188379,Egretta garzetta,Egretta garzetta (Little egret),True,IPR038459,homologous_superfamily,,301,80,275,CONTINUOUS
A0A091JH05,tRNA (guanine(9)-N(1))-methyltransferase,124,Z169_06356,188379,Egretta garzetta,Egretta garzetta (Little egret),True,IPR038459,homologous_superfamily,,124,1,119,CONTINUOUS
A0A091K297,tRNA methyltransferase 10 homolog A,299,N325_07650,57412,Colius striatus,Colius striatus (Speckled mousebird),True,IPR038459,homologous_superfamily,,299,80,275,CONTINUOUS
A0A091K4T6,tRNA methyltransferase 10 homolog C,331,Z169_08884,188379,Egretta garzetta,Egretta garzetta (Little egret),True,IPR038459,homologous_superfamily,,331,127,323,CONTINUOUS
A0A091K6V5,tRNA methyltransferase 10 homolog C,322,N325_08304,57412,Colius striatus,Colius striatus (Speckled mousebird),True,IPR038459,homologous_superfamily,,322,118,314,CONTINUOUS
