protein_accession,protein_name,protein_length,gene,organism_taxid,organism_name,organism_fullname,in_alphafold,interpro_accession,entry_type,entry_integrated,interpro_protein_length,fragment_start,fragment_end,fragment_status
A0A099D0Y5,Lantibiotic dehydratase,1028,IL38_22355,414996,Actinopolyspora erythraea,Actinopolyspora erythraea,True,IPR006827,domain,,1028,50,692,CONTINUOUS
A0A0A3IW09,Lantibiotic dehydratase,1021,CD32_00885,1220589,Lysinibacillus odysseyi 34hs-1 = NBRC 100172,Lysinibacillus odysseyi 34hs-1 = NBRC 100172,True,IPR006827,domain,,1021,42,682,CONTINUOUS
A0A0B2B2E9,Lantibiotic dehydratase N-terminal domain-containing protein,765,CLV56_3597,1348852,Mumia flava,Mumia flava,True,IPR006827,domain,,765,78,372,CONTINUOUS
A0A0B4DDS8,Lantibiotic dehydratase N-terminal domain-containing protein,734,RM51_02500,363331,Chryseobacterium taiwanense,Chryseobacterium taiwanense,True,IPR006827,domain,,734,44,698,CONTINUOUS
A0A0B4U9U4,Lanthionine synthetase B-like protein,1014,,1428,Bacillus thuringiensis,Bacillus thuringiensis,True,IPR006827,domain,,1014,35,671,CONTINUOUS
A0A0B5IJZ9,Lantibiotic dehydratase N-terminal domain-containing protein,854,SVTN_26430,362257,Streptomyces vietnamensis,Streptomyces vietnamensis,True,IPR006827,domain,,854,117,574,CONTINUOUS
A0A0C1DEC4,Lantibiotic dehydratase,1005,OC25_17825,1069985,Pedobacter kyungheensis,Pedobacter kyungheensis,True,IPR006827,domain,,1005,40,167,CONTINUOUS
A0A0C1DEC4,Lantibiotic dehydratase,1005,OC25_17825,1069985,Pedobacter kyungheensis,Pedobacter kyungheensis,True,IPR006827,domain,,1005,268,668,CONTINUOUS
A0A0C1DGE6,Lantibiotic dehydratase,933,OC25_03005,1069985,Pedobacter kyungheensis,Pedobacter kyungheensis,True,IPR006827,domain,,933,27,224,CONTINUOUS
A0A0C1DGE6,Lantibiotic dehydratase,933,OC25_03005,1069985,Pedobacter kyungheensis,Pedobacter kyungheensis,True,IPR006827,domain,,933,248,603,CONTINUOUS
A0A0C1FCX8,Lantibiotic dehydratase N-terminal domain-containing protein,136,OC25_23750,1069985,Pedobacter kyungheensis,Pedobacter kyungheensis,True,IPR006827,domain,,136,38,133,CONTINUOUS
A0A0C2JG06,Lantibiotic dehydratase N-terminal domain-containing protein,898,LP52_02740,183763,Streptomonospora alba,Streptomonospora alba,True,IPR006827,domain,,898,148,808,CONTINUOUS
A0A0D0F8M7,Uncharacterized protein,997,TH53_05685,1503925,Pedobacter lusitanus,Pedobacter lusitanus,True,IPR006827,domain,,997,36,647,CONTINUOUS
A0A0D0FXZ9,Thiopeptide-type bacteriocin biosynthesis domain-containing protein,1050,TH53_09765,1503925,Pedobacter lusitanus,Pedobacter lusitanus,True,IPR006827,domain,,1050,47,684,CONTINUOUS
A0A0D0FY19,Thiopeptide-type bacteriocin biosynthesis domain-containing protein,1035,TH53_09075,1503925,Pedobacter lusitanus,Pedobacter lusitanus,True,IPR006827,domain,,1035,28,678,CONTINUOUS
A0A0D0G0F1,Uncharacterized protein,843,TH53_04405,1503925,Pedobacter lusitanus,Pedobacter lusitanus,True,IPR006827,domain,,843,4,486,CONTINUOUS
A0A0D0GGV0,Lantibiotic dehydratase N-terminal domain-containing protein,773,TH53_14315,1503925,Pedobacter lusitanus,Pedobacter lusitanus,True,IPR006827,domain,,773,33,224,CONTINUOUS
A0A0D0GGV0,Lantibiotic dehydratase N-terminal domain-containing protein,773,TH53_14315,1503925,Pedobacter lusitanus,Pedobacter lusitanus,True,IPR006827,domain,,773,271,599,CONTINUOUS
A0A0D0GHJ4,Lantibiotic dehydratase N-terminal domain-containing protein,903,TH53_13335,1503925,Pedobacter lusitanus,Pedobacter lusitanus,True,IPR006827,domain,,903,141,819,CONTINUOUS
A0A0D0GMN8,Thiopeptide-type bacteriocin biosynthesis domain-containing protein,1047,TH53_09115,1503925,Pedobacter lusitanus,Pedobacter lusitanus,True,IPR006827,domain,,1047,40,688,CONTINUOUS
A0A0D0GQ24,Lantibiotic dehydratase N-terminal domain-containing protein,215,TH53_04410,1503925,Pedobacter lusitanus,Pedobacter lusitanus,True,IPR006827,domain,,215,37,204,CONTINUOUS
A0A0D0PQL6,Lantibiotic dehydratase,1035,TR51_27250,2064,Kitasatospora griseola,Kitasatospora griseola,True,IPR006827,domain,,1035,44,694,CONTINUOUS
A0A0D0PRZ6,Lantibiotic dehydratase N-terminal domain-containing protein,780,TR51_30800,2064,Kitasatospora griseola,Kitasatospora griseola,True,IPR006827,domain,,780,92,522,CONTINUOUS
A0A0D0SFR0,Uncharacterized protein,986,SGA02_24460,1293,Staphylococcus gallinarum,Staphylococcus gallinarum,True,IPR006827,domain,,986,42,665,CONTINUOUS
A0A0D0UTV7,Lantibiotic dehydratase N-terminal domain-containing protein,769,TK50_28620,686309,Micromonospora haikouensis,Micromonospora haikouensis,True,IPR006827,domain,,769,75,529,CONTINUOUS
A0A0D0UTV7,Lantibiotic dehydratase N-terminal domain-containing protein,769,TK50_28620,686309,Micromonospora haikouensis,Micromonospora haikouensis,True,IPR006827,domain,,769,633,712,CONTINUOUS
A0A0D0WTC6,Lantibiotic dehydratase N-terminal domain-containing protein,766,TK50_28615,686309,Micromonospora haikouensis,Micromonospora haikouensis,True,IPR006827,domain,,766,71,606,CONTINUOUS
A0A0D0WTC6,Lantibiotic dehydratase N-terminal domain-containing protein,766,TK50_28615,686309,Micromonospora haikouensis,Micromonospora haikouensis,True,IPR006827,domain,,766,630,708,CONTINUOUS
A0A0D7CJX3,Lantibiotic dehydratase,1094,SNA_23465,1240678,Streptomyces natalensis ATCC 27448,Streptomyces natalensis ATCC 27448,True,IPR006827,domain,,1094,65,737,CONTINUOUS
A0A0E3UYA9,Lantibiotic dehydratase,1027,PKOR_15840,400092,Pontibacter korlensis,Pontibacter korlensis,True,IPR006827,domain,,1027,32,673,CONTINUOUS
A0A0E3X640,Lantibiotic dehydratase,996,nshB,1337,Streptococcus hyointestinalis,Streptococcus hyointestinalis,True,IPR006827,domain,,996,39,663,CONTINUOUS
A0A0E3ZV00,Lantibiotic dehydratase,1013,SD10_14005,1379870,Spirosoma radiotolerans,Spirosoma radiotolerans,True,IPR006827,domain,,1013,47,675,CONTINUOUS
A0A0E4A0M8,Lantibiotic dehydratase,1041,SD10_28260,1379870,Spirosoma radiotolerans,Spirosoma radiotolerans,True,IPR006827,domain,,1041,44,688,CONTINUOUS
A0A0F0HB13,Lantibiotic dehydratase N-terminal domain-containing protein,727,UK23_04675,68170,Lentzea aerocolonigenes,Lentzea aerocolonigenes (Lechevalieria aerocolonigenes),True,IPR006827,domain,,727,140,372,CONTINUOUS
A0A0F0HB13,Lantibiotic dehydratase N-terminal domain-containing protein,727,UK23_04675,68170,Lentzea aerocolonigenes,Lentzea aerocolonigenes (Lechevalieria aerocolonigenes),True,IPR006827,domain,,727,617,690,CONTINUOUS
A0A0F2T937,Lantibiotic dehydratase,984,VM95_25565,359131,Streptomyces rubellomurinus (strain ATCC 31215),Streptomyces rubellomurinus (strain ATCC 31215),True,IPR006827,domain,,984,6,653,CONTINUOUS
A0A0F2THJ4,Lantibiotic dehydratase,1014,VM95_11490,359131,Streptomyces rubellomurinus (strain ATCC 31215),Streptomyces rubellomurinus (strain ATCC 31215),True,IPR006827,domain,,1014,42,689,CONTINUOUS
A0A0F2TI85,Lantibiotic dehydratase N-terminal domain-containing protein,751,VM95_10305,359131,Streptomyces rubellomurinus (strain ATCC 31215),Streptomyces rubellomurinus (strain ATCC 31215),True,IPR006827,domain,,751,57,589,CONTINUOUS
A0A0F4M2N5,Lantibiotic dehydratase,980,LDX53_06175,1218494,Lactobacillus helsingborgensis,Lactobacillus helsingborgensis,True,IPR006827,domain,,980,48,657,CONTINUOUS
A0A0F4QTS7,Lantibiotic dehydratase,1048,TW77_06215,43658,Pseudoalteromonas rubra,Pseudoalteromonas rubra,True,IPR006827,domain,,1048,43,692,CONTINUOUS
A0A0F4QUU0,Lantibiotic dehydratase N-terminal domain-containing protein,854,TW77_06040,43658,Pseudoalteromonas rubra,Pseudoalteromonas rubra,True,IPR006827,domain,,854,163,493,CONTINUOUS
A0A0F7CQ23,Lantibiotic dehydratase N-terminal domain-containing protein,885,SXIM_42770,408015,Streptomyces xiamenensis,Streptomyces xiamenensis,True,IPR006827,domain,,885,145,819,CONTINUOUS
A0A0F7FNN3,Lantibiotic dehydratase domain-containing protein,948,SXIM_01800,408015,Streptomyces xiamenensis,Streptomyces xiamenensis,True,IPR006827,domain,,948,48,634,CONTINUOUS
A0A0F7FY70,C terminus superfamily lantibiotic dehydratase,1040,SXIM_36750,408015,Streptomyces xiamenensis,Streptomyces xiamenensis,True,IPR006827,domain,,1040,52,697,CONTINUOUS
A0A0G3BSZ2,Lanthionine biosynthesis protein LanB,1086,AAW51_2959,413882,Caldimonas brevitalea,Caldimonas brevitalea,True,IPR006827,domain,,1086,74,733,CONTINUOUS
A0A0H2XJF2,Lantibiotic epidermin biosynthesis protein EpiB,997,epiB,367830,Staphylococcus aureus (strain USA300),Staphylococcus aureus (strain USA300),True,IPR006827,domain,,997,40,674,CONTINUOUS
A0A0H4WPJ5,Lantibiotic dehydratase N-terminal domain-containing protein,765,A176_002343,1297742,Pseudomyxococcus hansupus,Pseudomyxococcus hansupus,True,IPR006827,domain,,765,116,421,CONTINUOUS
A0A0H4WZ15,Lanthionine biosynthesis protein LanB,1099,A176_005603,1297742,Pseudomyxococcus hansupus,Pseudomyxococcus hansupus,True,IPR006827,domain,,1099,82,738,CONTINUOUS
A0A0J6XGR3,Lantibiotic dehydratase N-terminal domain-containing protein,783,ACS04_32535,66430,Streptomyces roseus,Streptomyces roseus,True,IPR006827,domain,,783,83,607,CONTINUOUS
A0A0J6XGR3,Lantibiotic dehydratase N-terminal domain-containing protein,783,ACS04_32535,66430,Streptomyces roseus,Streptomyces roseus,True,IPR006827,domain,,783,631,716,CONTINUOUS
A0A0J6XL61,Lantibiotic dehydratase N-terminal domain-containing protein,909,ACS04_26085,66430,Streptomyces roseus,Streptomyces roseus,True,IPR006827,domain,,909,148,430,CONTINUOUS
A0A0J6XL61,Lantibiotic dehydratase N-terminal domain-containing protein,909,ACS04_26085,66430,Streptomyces roseus,Streptomyces roseus,True,IPR006827,domain,,909,562,825,CONTINUOUS
A0A0J7A950,Lantibiotic dehydratase N-terminal domain-containing protein,766,ACS04_32515,66430,Streptomyces roseus,Streptomyces roseus,True,IPR006827,domain,,766,83,375,CONTINUOUS
A0A0J7A950,Lantibiotic dehydratase N-terminal domain-containing protein,766,ACS04_32515,66430,Streptomyces roseus,Streptomyces roseus,True,IPR006827,domain,,766,638,716,CONTINUOUS
A0A0J7L161,Lantibiotic dehydratase,1036,ACM46_13555,558151,Chryseobacterium angstadtii,Chryseobacterium angstadtii,True,IPR006827,domain,,1036,46,693,CONTINUOUS
A0A0J7L6T6,Lantibiotic dehydratase N-terminal domain-containing protein,886,ACM46_11080,558151,Chryseobacterium angstadtii,Chryseobacterium angstadtii,True,IPR006827,domain,,886,144,810,CONTINUOUS
A0A0J7LC24,Lantibiotic dehydratase N-terminal domain-containing protein,744,ACM46_02805,558151,Chryseobacterium angstadtii,Chryseobacterium angstadtii,True,IPR006827,domain,,744,43,699,CONTINUOUS
A0A0K1EJE7,Lantibiotic dehydratase N-terminal domain-containing protein,851,CMC5_051420,52,Chondromyces crocatus,Chondromyces crocatus,True,IPR006827,domain,,851,157,404,CONTINUOUS
A0A0K1QDR7,Lanthionine biosynthesis protein LanB,986,AKJ09_10455,1391654,Labilithrix luteola,Labilithrix luteola,True,IPR006827,domain,,986,40,647,CONTINUOUS
A0A0K8PE99,Lantibiotic dehydratase domain protein,1019,SAZU_0801,146537,Streptomyces azureus,Streptomyces azureus,True,IPR006827,domain,,1019,50,691,CONTINUOUS
A0A0K8PZY6,Lantibiotic dehydratase N-terminal domain-containing protein,868,SAZU_8169,146537,Streptomyces azureus,Streptomyces azureus,True,IPR006827,domain,,868,147,769,CONTINUOUS
A0A0K8Q0K3,Lantibiotic dehydratase N-terminal domain-containing protein,886,SAZU_8160,146537,Streptomyces azureus,Streptomyces azureus,True,IPR006827,domain,,886,147,406,CONTINUOUS
A0A0K8Q0K3,Lantibiotic dehydratase N-terminal domain-containing protein,886,SAZU_8160,146537,Streptomyces azureus,Streptomyces azureus,True,IPR006827,domain,,886,671,787,CONTINUOUS
A0A0K9XFC3,Lantibiotic dehydratase,980,AC230_15650,1678637,Streptomyces caatingaensis,Streptomyces caatingaensis,True,IPR006827,domain,,980,41,666,CONTINUOUS
A0A0K9XIC9,Lantibiotic dehydratase,1032,AC230_06605,1678637,Streptomyces caatingaensis,Streptomyces caatingaensis,True,IPR006827,domain,,1032,48,697,CONTINUOUS
A0A0L8V555,Lantibiotic dehydratase N-terminal domain-containing protein,757,NC99_38870,1409788,Sunxiuqinia dokdonensis,Sunxiuqinia dokdonensis,True,IPR006827,domain,,757,56,710,CONTINUOUS
A0A0M0G5I7,Lantibiotic dehydratase N-terminal domain-containing protein,820,AF331_14090,189381,Rossellomorea marisflavi,Rossellomorea marisflavi,True,IPR006827,domain,,820,126,447,CONTINUOUS
A0A0M0LGH1,Lantibiotic dehydratase,1017,AMD00_17370,263475,Viridibacillus arvi,Viridibacillus arvi,True,IPR006827,domain,,1017,44,697,CONTINUOUS
A0A0M0LLG7,Lantibiotic dehydratase N-terminal domain-containing protein,945,AMD00_05240,263475,Viridibacillus arvi,Viridibacillus arvi,True,IPR006827,domain,,945,49,145,CONTINUOUS
A0A0M0LLG7,Lantibiotic dehydratase N-terminal domain-containing protein,945,AMD00_05240,263475,Viridibacillus arvi,Viridibacillus arvi,True,IPR006827,domain,,945,470,617,CONTINUOUS
A0A0M2V4Z9,Lantibiotic dehydratase,1043,WG68_08310,336831,Arsukibacterium ikkense,Arsukibacterium ikkense,True,IPR006827,domain,,1043,44,688,CONTINUOUS
A0A0M3RS35,Lantibiotic dehydratase,1047,GW570_15120,1874630,Clavibacter capsici,Clavibacter capsici,True,IPR006827,domain,,1047,46,681,CONTINUOUS
A0A0M8QLD8,Lantibiotic dehydratase N-terminal domain-containing protein,652,ADK41_08070,36816,Streptomyces caelestis,Streptomyces caelestis,True,IPR006827,domain,,652,24,221,CONTINUOUS
A0A0M8QLD8,Lantibiotic dehydratase N-terminal domain-containing protein,652,ADK41_08070,36816,Streptomyces caelestis,Streptomyces caelestis,True,IPR006827,domain,,652,230,611,CONTINUOUS
A0A0N0E4V8,Lantibiotic dehydratase N-terminal domain-containing protein,764,PF66_01736,53407,Pseudomonas asplenii,Pseudomonas asplenii,True,IPR006827,domain,,764,76,533,CONTINUOUS
A0A0N0E4V8,Lantibiotic dehydratase N-terminal domain-containing protein,764,PF66_01736,53407,Pseudomonas asplenii,Pseudomonas asplenii,True,IPR006827,domain,,764,628,708,CONTINUOUS
A0A0N0GVU9,Lantibiotic dehydratase,1070,ADL29_34030,66876,Streptomyces chattanoogensis,Streptomyces chattanoogensis,True,IPR006827,domain,,1070,54,719,CONTINUOUS
A0A0N0GX54,Lantibiotic dehydratase,1091,ADL29_27665,66876,Streptomyces chattanoogensis,Streptomyces chattanoogensis,True,IPR006827,domain,,1091,44,697,CONTINUOUS
A0A0N0ITT8,Lantibiotic dehydratase,985,AOB46_21940,253,Chryseobacterium indologenes,Chryseobacterium indologenes,True,IPR006827,domain,,985,30,668,CONTINUOUS
A0A0N1JZV9,Lantibiotic dehydratase,992,ADL29_03795,66876,Streptomyces chattanoogensis,Streptomyces chattanoogensis,True,IPR006827,domain,,992,4,635,CONTINUOUS
A0A0N7YLF9,Putative lanthionine biosynthesis protein,1030,TPA0598_04_03350,1546107,Streptomyces lydicamycinicus,Streptomyces lydicamycinicus,True,IPR006827,domain,,1030,56,703,CONTINUOUS
A0A0N8GT56,Lantibiotic dehydratase N-terminal domain-containing protein,896,SE18_03185,70996,Herpetosiphon geysericola,Herpetosiphon geysericola,True,IPR006827,domain,,896,157,817,CONTINUOUS
A0A0N9HWV3,Lantibiotic dehydratase,949,AOZ06_04945,860235,Kibdelosporangium phytohabitans,Kibdelosporangium phytohabitans,True,IPR006827,domain,,949,49,692,CONTINUOUS
A0A0N9HYF1,Lantibiotic dehydratase,966,AOZ06_40720,860235,Kibdelosporangium phytohabitans,Kibdelosporangium phytohabitans,True,IPR006827,domain,,966,4,631,CONTINUOUS
A0A0N9I177,Lantibiotic dehydratase,974,AOZ06_15790,860235,Kibdelosporangium phytohabitans,Kibdelosporangium phytohabitans,True,IPR006827,domain,,974,4,643,CONTINUOUS
A0A0N9I1J3,Lantibiotic dehydratase,1021,AOZ06_16525,860235,Kibdelosporangium phytohabitans,Kibdelosporangium phytohabitans,True,IPR006827,domain,,1021,50,689,CONTINUOUS
A0A0P4R4K0,Lantibiotic dehydratase N-terminal domain-containing protein,122,TPA0598_03_01270,1546107,Streptomyces lydicamycinicus,Streptomyces lydicamycinicus,True,IPR006827,domain,,122,75,117,CONTINUOUS
A0A0P4RCG8,Putative dehydratase,989,TPA0598_07_01080,1546107,Streptomyces lydicamycinicus,Streptomyces lydicamycinicus,True,IPR006827,domain,,989,2,637,CONTINUOUS
A0A0P7BN26,Lantibiotic dehydratase,993,AFM12_08610,1605367,Jiulongibacter sediminis,Jiulongibacter sediminis,True,IPR006827,domain,,993,34,651,CONTINUOUS
A0A0Q0CEY4,Lantibiotic dehydratase N-terminal domain-containing protein,815,RA271_13965,129140,Pseudomonas syringae pv. tagetis,Pseudomonas syringae pv. tagetis,True,IPR006827,domain,,815,127,573,CONTINUOUS
A0A0Q3LUR0,Lantibiotic dehydratase N-terminal domain-containing protein,498,AR438_02400,452084,Chryseobacterium aquaticum,Chryseobacterium aquaticum,True,IPR006827,domain,,498,2,461,CONTINUOUS
A0A0S2K5N6,Lanthionine biosynthesis protein LanB,1059,PP2015_3327,161398,Pseudoalteromonas phenolica,Pseudoalteromonas phenolica,True,IPR006827,domain,,1059,54,702,CONTINUOUS
A0A0S4QIB5,Thiopeptide-type bacteriocin biosynthesis domain-containing protein,1025,Ga0074812_10454,795642,Parafrankia irregularis,Parafrankia irregularis,True,IPR006827,domain,,1025,51,698,CONTINUOUS
A0A0S4QU75,Thiopeptide-type bacteriocin biosynthesis domain-containing protein,1022,Ga0074812_1224,795642,Parafrankia irregularis,Parafrankia irregularis,True,IPR006827,domain,,1022,51,690,CONTINUOUS
A0A0S4QVL3,Lantibiotic dehydratase N-terminal domain-containing protein,781,Ga0074812_13013,795642,Parafrankia irregularis,Parafrankia irregularis,True,IPR006827,domain,,781,85,396,CONTINUOUS
A0A0T5VP84,Lantibiotic dehydratase,932,ASU31_15170,687842,Pedobacter ginsenosidimutans,Pedobacter ginsenosidimutans,True,IPR006827,domain,,932,28,225,CONTINUOUS
A0A0T5VP84,Lantibiotic dehydratase,932,ASU31_15170,687842,Pedobacter ginsenosidimutans,Pedobacter ginsenosidimutans,True,IPR006827,domain,,932,248,603,CONTINUOUS
A0A0U2V0K7,Lanthionine biosynthesis protein,1040,penB,79264,Paenibacillus ehimensis,Paenibacillus ehimensis,True,IPR006827,domain,,1040,34,686,CONTINUOUS
A0A0U2XC00,Lantibiotic dehydratase,1011,ATZ35_03645,118060,Enterococcus rotai,Enterococcus rotai,True,IPR006827,domain,,1011,33,677,CONTINUOUS
A0A0U4BC71,Lantibiotic dehydratase N-terminal domain-containing protein,827,AERYTH_11870,2041,Aeromicrobium erythreum,Aeromicrobium erythreum,True,IPR006827,domain,,827,115,769,CONTINUOUS
A0A0X8X3C7,Uncharacterized protein,1036,MgSA37_03131,1550579,Mucilaginibacter gotjawali,Mucilaginibacter gotjawali,True,IPR006827,domain,,1036,35,668,CONTINUOUS
A0A101NET3,Lantibiotic dehydratase N-terminal domain-containing protein,964,AQI88_35500,67285,Streptomyces cellostaticus,Streptomyces cellostaticus,True,IPR006827,domain,,964,185,467,CONTINUOUS
A0A101NG88,Lantibiotic dehydratase N-terminal domain-containing protein,836,AQI88_30900,67285,Streptomyces cellostaticus,Streptomyces cellostaticus,True,IPR006827,domain,,836,124,770,CONTINUOUS
A0A101NGH1,Lantibiotic dehydratase N-terminal domain-containing protein,783,AQI88_30875,67285,Streptomyces cellostaticus,Streptomyces cellostaticus,True,IPR006827,domain,,783,80,716,CONTINUOUS
