protein_accession,protein_name,protein_length,gene,organism_taxid,organism_name,organism_fullname,in_alphafold,interpro_accession,entry_type,entry_integrated,interpro_protein_length,fragment_start,fragment_end,fragment_status
A0A1G7GQA1,Cadmium carbonic anhydrase repeat-containing protein,295,SAMN04488105_109141,282683,Salipiger thiooxidans,Salipiger thiooxidans,True,IPR018883,family,,295,87,262,CONTINUOUS
A0A1G7P8L1,Cadmium carbonic anhydrase-like repeat protein,288,SAMN05216571_102179,284577,Onishia taeanensis,Onishia taeanensis,True,IPR018883,family,,288,78,255,CONTINUOUS
A0A1G8T7Z6,Cadmium carbonic anhydrase repeat-containing protein,285,SAMN04487993_102842,555512,Salipiger marinus,Salipiger marinus,True,IPR018883,family,,285,77,251,CONTINUOUS
A0A1H5SWY5,Cadmium carbonic anhydrase repeat-containing protein,283,SAMN04488045_0382,373675,Thalassococcus halodurans,Thalassococcus halodurans,True,IPR018883,family,,283,74,252,CONTINUOUS
A0A1H6F9G6,Cadmium carbonic anhydrase repeat protein,288,MBHS_01886,1899563,Candidatus Venteria ishoeyi,Candidatus Venteria ishoeyi,True,IPR018883,family,,288,78,256,CONTINUOUS
A0A1I1KL32,Cadmium carbonic anhydrase repeat-containing protein,285,SAMN02745724_02020,1123010,Pseudoalteromonas denitrificans DSM 6059,Pseudoalteromonas denitrificans DSM 6059,True,IPR018883,family,,285,74,252,CONTINUOUS
A0A1I1LXM6,Cadmium carbonic anhydrase repeat-containing protein,285,SAMN05421762_2172,517719,Pseudooceanicola nitratireducens,Pseudooceanicola nitratireducens,True,IPR018883,family,,285,74,252,CONTINUOUS
A0A1I2D4U9,Cadmium carbonic anhydrase repeat-containing protein,260,SAMN04515678_11570,936889,Roseivivax sediminis,Roseivivax sediminis,True,IPR018883,family,,260,55,227,CONTINUOUS
A0A1I3GC59,Cadmium carbonic anhydrase repeat-containing protein,277,SAMN05216258_10581,1114924,Albimonas pacifica,Albimonas pacifica,True,IPR018883,family,,277,67,244,CONTINUOUS
A0A1I6P2J7,Cadmium carbonic anhydrase repeat-containing protein,316,SAMN04488050_101271,311180,Alloyangia pacifica,Alloyangia pacifica,True,IPR018883,family,,316,109,283,CONTINUOUS
A0A1J5TUQ4,Cadmium carbonic anhydrase,289,THERMOS_1151,2360,Bathymodiolus thermophilus thioautotrophic gill symbiont,Bathymodiolus thermophilus thioautotrophic gill symbiont,True,IPR018883,family,,289,79,256,CONTINUOUS
A0A1L3I611,Uncharacterized protein,288,PhaeoP97_02092,1844006,Phaeobacter porticola,Phaeobacter porticola,True,IPR018883,family,,288,77,255,CONTINUOUS
A0A1L8CKP7,Cadmium carbonic anhydrase,297,MMIC_P0420,1921010,Mariprofundus micogutta,Mariprofundus micogutta,True,IPR018883,family,,297,86,265,CONTINUOUS
A0A1M4MVA5,Putative secreted protein,286,KARMA_0394,393278,Donghicola eburneus,Donghicola eburneus,True,IPR018883,family,,286,76,253,CONTINUOUS
A0A1M4MX71,Calcium carbonic anhydrase,260,KARMA_1331,393278,Donghicola eburneus,Donghicola eburneus,True,IPR018883,family,,260,53,228,CONTINUOUS
A0A1M4SRU2,Cadmium carbonic anhydrase repeat-containing protein,288,SAMN02745753_00106,1122206,Marinomonas polaris DSM 16579,Marinomonas polaris DSM 16579,True,IPR018883,family,,288,74,252,CONTINUOUS
A0A1M5Z5J9,Cadmium carbonic anhydrase repeat-containing protein,282,SAMN02745129_4691,299255,Ferrimonas marina,Ferrimonas marina,True,IPR018883,family,,282,72,248,CONTINUOUS
A0A1M7DPW7,Cadmium carbonic anhydrase repeat-containing protein,285,SAMN05443432_1039,1155722,Roseovarius litoreus,Roseovarius litoreus,True,IPR018883,family,,285,75,252,CONTINUOUS
A0A1M7GS86,Cadmium carbonic anhydrase repeat-containing protein,267,SAMN05444272_1996,735517,Roseibium suaedae,Roseibium suaedae,True,IPR018883,family,,267,57,234,CONTINUOUS
A0A1N7IWJ6,Cadmium carbonic anhydrase repeat-containing protein,288,SAMN05421760_101227,619304,Neptunomonas antarctica,Neptunomonas antarctica,True,IPR018883,family,,288,78,254,CONTINUOUS
A0A1N7JI91,Cadmium carbonic anhydrase repeat-containing protein,285,SAMN05421686_10223,484498,Thalassolituus maritimus,Thalassolituus maritimus,True,IPR018883,family,,285,76,253,CONTINUOUS
A0A1N7MAR0,Cadmium carbonic anhydrase repeat-containing protein,301,SAMN05421580_105223,453582,Rhodobacter aestuarii,Rhodobacter aestuarii,True,IPR018883,family,,301,92,269,CONTINUOUS
A0A1P8UZE2,Cadmium carbonic anhydrase repeat-containing protein,285,Ga0080574_TMP4417,1250539,Salipiger abyssi,Salipiger abyssi,True,IPR018883,family,,285,78,252,CONTINUOUS
A0A1Q9CW16,Uncharacterized protein,869,AK812_SmicGene31718,2951,Symbiodinium microadriaticum,Symbiodinium microadriaticum (Dinoflagellate),True,IPR018883,family,,869,17,210,CONTINUOUS
A0A1Q9CW16,Uncharacterized protein,869,AK812_SmicGene31718,2951,Symbiodinium microadriaticum,Symbiodinium microadriaticum (Dinoflagellate),True,IPR018883,family,,869,344,530,CONTINUOUS
A0A1Q9CW16,Uncharacterized protein,869,AK812_SmicGene31718,2951,Symbiodinium microadriaticum,Symbiodinium microadriaticum (Dinoflagellate),True,IPR018883,family,,869,626,819,CONTINUOUS
A0A1Q9D410,Uncharacterized protein,376,AK812_SmicGene28620,2951,Symbiodinium microadriaticum,Symbiodinium microadriaticum (Dinoflagellate),True,IPR018883,family,,376,151,333,CONTINUOUS
A0A1Q9DL12,Uncharacterized protein,296,AK812_SmicGene21973,2951,Symbiodinium microadriaticum,Symbiodinium microadriaticum (Dinoflagellate),True,IPR018883,family,,296,134,253,CONTINUOUS
A0A1Q9DL31,E3 ubiquitin-protein ligase HERC2,1216,AK812_SmicGene21974,2951,Symbiodinium microadriaticum,Symbiodinium microadriaticum (Dinoflagellate),True,IPR018883,family,,1216,134,253,CONTINUOUS
A0A1Q9DSV6,Uncharacterized protein,444,AK812_SmicGene19326,2951,Symbiodinium microadriaticum,Symbiodinium microadriaticum (Dinoflagellate),True,IPR018883,family,,444,211,398,CONTINUOUS
A0A1R4B4D1,Cadmium carbonic anhydrase repeat protein,289,VPAL9027_01741,1918946,Vibrio palustris,Vibrio palustris,True,IPR018883,family,,289,78,256,CONTINUOUS
A0A1S1MND3,Cadmium carbonic anhydrase,283,BET10_00620,1859457,Pseudoalteromonas amylolytica,Pseudoalteromonas amylolytica,True,IPR018883,family,,283,77,250,CONTINUOUS
A0A1S6HQS0,Uncharacterized protein,285,Sps_02745,225848,Shewanella psychrophila,Shewanella psychrophila,True,IPR018883,family,,285,75,252,CONTINUOUS
A0A1T4W5S3,Cadmium carbonic anhydrase repeat-containing protein,285,SAMN02745132_04755,1121868,Enterovibrio nigricans DSM 22720,Enterovibrio nigricans DSM 22720,True,IPR018883,family,,285,74,251,CONTINUOUS
A0A1W1Z9Z7,Cadmium carbonic anhydrase repeat-containing protein,267,SAMN06297251_102275,937218,Fulvimarina manganoxydans,Fulvimarina manganoxydans,True,IPR018883,family,,267,58,234,CONTINUOUS
A0A1Y0CV22,Cadmium carbonic anhydrase,278,CBP12_02705,1903694,Oceanisphaera avium,Oceanisphaera avium,True,IPR018883,family,,278,72,245,CONTINUOUS
A0A1Y0D296,Cadmium carbonic anhydrase,294,CBP31_00785,1416627,Oceanisphaera profunda,Oceanisphaera profunda,True,IPR018883,family,,294,84,261,CONTINUOUS
A0A1Y2K408,Cadmium carbonic anhydrase,290,MAIT1_02512,1434232,Magnetofaba australis IT-1,Magnetofaba australis IT-1,True,IPR018883,family,,290,81,259,CONTINUOUS
A0A1Y5S412,Cadmium carbonic anhydrase repeat protein,270,OCH7691_00999,745714,Oceanibacterium hippocampi,Oceanibacterium hippocampi,True,IPR018883,family,,270,63,238,CONTINUOUS
A0A1Y5TJ40,Cadmium carbonic anhydrase,287,PAM7971_03437,658057,Pacificibacter marinus,Pacificibacter marinus,True,IPR018883,family,,287,77,255,CONTINUOUS
A0A1Y5TU44,Cadmium carbonic anhydrase repeat protein,291,TRL7639_04323,1200284,Falsiruegeria litorea R37,Falsiruegeria litorea R37,True,IPR018883,family,,291,80,258,CONTINUOUS
A0A1Y6CF06,Cadmium carbonic anhydrase repeat-containing protein,257,SAMN06296036_11932,1513793,Pseudobacteriovorax antillogorgiicola,Pseudobacteriovorax antillogorgiicola,True,IPR018883,family,,257,57,225,CONTINUOUS
A0A222FHA2,Cadmium carbonic anhydrase,285,CHH28_07005,1249553,Bacterioplanes sanyensis,Bacterioplanes sanyensis,True,IPR018883,family,,285,77,253,CONTINUOUS
A0A222GAW0,Cadmium carbonic anhydrase,285,B5D82_14285,1967665,Cognaticolwellia beringensis,Cognaticolwellia beringensis,True,IPR018883,family,,285,75,253,CONTINUOUS
A0A233RDF1,Cadmium carbonic anhydrase,285,B6S08_13080,84158,Oceanimonas doudoroffii,Oceanimonas doudoroffii,True,IPR018883,family,,285,75,252,CONTINUOUS
A0A238JJR4,Cadmium carbonic anhydrase,289,COL8621_00086,1524263,Actibacterium lipolyticum,Actibacterium lipolyticum,True,IPR018883,family,,289,79,256,CONTINUOUS
A0A238KEQ0,Cadmium carbonic anhydrase repeat protein,283,PEV8663_02233,696760,Pelagimonas varians,Pelagimonas varians,True,IPR018883,family,,283,76,251,CONTINUOUS
A0A238YK89,Cadmium carbonic anhydrase repeat-containing protein,264,SAMN06265370_11753,1608407,Puniceibacterium sediminis,Puniceibacterium sediminis,True,IPR018883,family,,264,56,231,CONTINUOUS
A0A285PDA5,Cadmium carbonic anhydrase repeat-containing protein,283,SAMN06265368_2283,372072,Cohaesibacter gelatinilyticus,Cohaesibacter gelatinilyticus,True,IPR018883,family,,283,75,251,CONTINUOUS
A0A2A5JR16,Cadmium carbonic anhydrase,259,CEX98_10665,43662,Pseudoalteromonas piscicida,Pseudoalteromonas piscicida,True,IPR018883,family,,259,54,226,CONTINUOUS
A0A2G8RB38,Cadmium carbonic anhydrase,264,P775_19540,1206336,Puniceibacterium antarcticum,Puniceibacterium antarcticum,True,IPR018883,family,,264,57,231,CONTINUOUS
A0A2I7LWT3,Cadmium carbonic anhydrase,288,PhaeoP66_01231,221822,Phaeobacter inhibens,Phaeobacter inhibens,True,IPR018883,family,,288,77,255,CONTINUOUS
A0A2K8KPA8,Cadmium carbonic anhydrase,289,REIFOR_00721,1336806,Reinekea forsetii,Reinekea forsetii,True,IPR018883,family,,289,79,256,CONTINUOUS
A0A2K8KYW1,Cadmium carbonic anhydrase repeat-containing protein,293,Ga0123461_1765,1921086,Mariprofundus aestuarium,Mariprofundus aestuarium,True,IPR018883,family,,293,83,260,CONTINUOUS
A0A2K8L2J7,Cadmium carbonic anhydrase repeat-containing protein,293,Ga0123462_0647,1921087,Mariprofundus ferrinatatus,Mariprofundus ferrinatatus,True,IPR018883,family,,293,84,261,CONTINUOUS
A0A2K9LHM4,Cadmium carbonic anhydrase,284,Kalk_00465,1917421,Ketobacter alkanivorans,Ketobacter alkanivorans,True,IPR018883,family,,284,74,252,CONTINUOUS
A0A2N3L1I0,Cadmium carbonic anhydrase,283,COO92_19865,744227,Thalassospira lohafexi,Thalassospira lohafexi,True,IPR018883,family,,283,75,251,CONTINUOUS
A0A2N5Y243,Cadmium carbonic anhydrase,284,CWI75_11925,1905677,Kineobactrum sediminis,Kineobactrum sediminis,True,IPR018883,family,,284,74,251,CONTINUOUS
A0A2R8C3F0,Cadmium carbonic anhydrase,257,TRM7615_00427,1200281,Falsiruegeria mediterranea M17,Falsiruegeria mediterranea M17,True,IPR018883,family,,257,50,224,CONTINUOUS
A0A2S3V3W1,Cadmium carbonic anhydrase,286,CLV41_1011036,281252,Roseibium marinum,Roseibium marinum,True,IPR018883,family,,286,77,253,CONTINUOUS
A0A2S7VPT1,Cadmium carbonic anhydrase,286,BTO10_02220,170679,Vibrio chagasii,Vibrio chagasii,True,IPR018883,family,,286,76,253,CONTINUOUS
A0A2T0VYJ5,Cadmium carbonic anhydrase-like repeat protein,285,CLV80_106176,1435347,Yoonia maritima,Yoonia maritima,True,IPR018883,family,,285,75,252,CONTINUOUS
A0A2T0WID3,Cadmium carbonic anhydrase-like repeat protein,287,CLV74_11254,1652492,Donghicola tyrosinivorans,Donghicola tyrosinivorans,True,IPR018883,family,,287,77,254,CONTINUOUS
A0A2T3JBQ7,Cadmium carbonic anhydrase,273,CTM96_20450,659,Photobacterium phosphoreum,Photobacterium phosphoreum,True,IPR018883,family,,273,70,241,CONTINUOUS
A0A2T6B2K7,Cadmium carbonic anhydrase-like repeat protein,261,C8N44_105151,1267769,Allosediminivita pacifica,Allosediminivita pacifica,True,IPR018883,family,,261,54,228,CONTINUOUS
A0A2T7UYQ4,Cadmium carbonic anhydrase,271,DDE23_00065,404875,Pararhodobacter aggregans,Pararhodobacter aggregans,True,IPR018883,family,,271,62,238,CONTINUOUS
A0A2U2C7N3,Cadmium carbonic anhydrase,279,C4N9_14685,2184063,Pararhodobacter marinus,Pararhodobacter marinus,True,IPR018883,family,,279,69,246,CONTINUOUS
A0A2V4NVW8,Cadmium carbonic anhydrase,278,DI396_01895,2200892,Litorivita pollutaquae,Litorivita pollutaquae,True,IPR018883,family,,278,57,235,CONTINUOUS
A0A317CE19,Cadmium carbonic anhydrase,276,DKW60_12600,1247513,Leucothrix pacifica,Leucothrix pacifica,True,IPR018883,family,,276,65,242,CONTINUOUS
A0A317PYP8,Cadmium carbonic anhydrase-like repeat protein,285,DET45_1263,519453,Pseudidiomarina maritima,Pseudidiomarina maritima,True,IPR018883,family,,285,75,252,CONTINUOUS
A0A318V7A3,Cadmium carbonic anhydrase-like repeat protein,286,DFP75_102573,491949,Marinomonas alcarazii,Marinomonas alcarazii,True,IPR018883,family,,286,74,252,CONTINUOUS
A0A327YRR2,Cadmium carbonic anhydrase-like repeat protein,294,ATI53_1002206,568098,Salipiger aestuarii,Salipiger aestuarii,True,IPR018883,family,,294,87,260,CONTINUOUS
A0A367X9F0,Cadmium carbonic anhydrase,274,TH30_03625,502049,Thalassospira profundimaris,Thalassospira profundimaris,True,IPR018883,family,,274,66,242,CONTINUOUS
A0A368USP3,Cadmium carbonic anhydrase-like repeat protein,285,DFO81_10836,502365,Pseudidiomarina tainanensis,Pseudidiomarina tainanensis,True,IPR018883,family,,285,75,252,CONTINUOUS
A0A379C9V9,Uncharacterized protein,288,NCTC12872_00410,146806,Phocoenobacter uteri,Phocoenobacter uteri,True,IPR018883,family,,288,79,256,CONTINUOUS
A0A399J9X3,Cadmium carbonic anhydrase,207,DL237_01720,2211117,Pseudooceanicola sediminis,Pseudooceanicola sediminis,True,IPR018883,family,,207,1,174,CONTINUOUS
A0A399R781,Cadmium carbonic anhydrase,274,D1223_15215,2305467,Henriciella mobilis,Henriciella mobilis,True,IPR018883,family,,274,70,241,CONTINUOUS
A0A399R9T2,Cadmium carbonic anhydrase,275,D1223_17740,2305467,Henriciella mobilis,Henriciella mobilis,True,IPR018883,family,,275,71,242,CONTINUOUS
A0A3A6QYE1,Cadmium carbonic anhydrase,281,DZ860_02440,2302434,Vibrio sinensis,Vibrio sinensis,True,IPR018883,family,,281,76,249,CONTINUOUS
A0A3N5XXH8,Cadmium carbonic anhydrase,284,DRW07_16610,2259342,Alteromonas sediminis,Alteromonas sediminis,True,IPR018883,family,,284,75,252,CONTINUOUS
A0A3T0N7H5,Cadmium carbonic anhydrase,265,EBB79_20105,2483033,Parasedimentitalea marina,Parasedimentitalea marina,True,IPR018883,family,,265,57,231,CONTINUOUS
A0A418SDM0,Cadmium carbonic anhydrase repeat protein,301,PSAL_006390,1537215,Pseudooceanicola algae,Pseudooceanicola algae,True,IPR018883,family,,301,93,268,CONTINUOUS
A0A430KMD2,Cadmium carbonic anhydrase,298,EH243_16160,2490544,Amphritea opalescens,Amphritea opalescens,True,IPR018883,family,,298,88,265,CONTINUOUS
A0A432D2Y3,Cadmium carbonic anhydrase,282,EJ063_05535,2496559,Vibrio aquaticus,Vibrio aquaticus,True,IPR018883,family,,282,72,250,CONTINUOUS
A0A448ZPF4,Carbonic anhydrase,432,PSNMU_V1.4_AUG-EV-PASAV3_0109370,183589,Pseudo-nitzschia multistriata,Pseudo-nitzschia multistriata,True,IPR018883,family,,432,123,353,CONTINUOUS
A0A4Q0YV57,Uncharacterized protein,284,CS022_13435,1278244,Veronia nyctiphanis,Veronia nyctiphanis,True,IPR018883,family,,284,74,252,CONTINUOUS
A0A4R3PQN2,Cadmium carbonic anhydrase-like repeat protein,286,VCR4J5_780197,246167,Vibrio crassostreae,Vibrio crassostreae,True,IPR018883,family,,286,76,253,CONTINUOUS
A0A4R6MD10,Cadmium carbonic anhydrase-like repeat protein,281,DFP79_0415,491947,Marinomonas balearica,Marinomonas balearica,True,IPR018883,family,,281,71,249,CONTINUOUS
A0A4R6XEX3,Cadmium carbonic anhydrase-like repeat protein,285,C8D85_0997,28254,Marinomonas communis,Marinomonas communis,True,IPR018883,family,,285,76,253,CONTINUOUS
A0A4V0ZG89,Cadmium carbonic anhydrase,283,EMK97_12400,718192,Litorilituus sediminis,Litorilituus sediminis,True,IPR018883,family,,283,74,252,CONTINUOUS
A0A4V5NVC8,Cadmium carbonic anhydrase repeat-containing protein,287,FCL40_09440,2569538,Ferrimonas sediminicola,Ferrimonas sediminicola,True,IPR018883,family,,287,76,254,CONTINUOUS
A0A4Y8RV32,Cadmium carbonic anhydrase,268,E3C22_02235,2558362,Jiella endophytica,Jiella endophytica,True,IPR018883,family,,268,45,220,CONTINUOUS
A0A4Z0LUQ5,Cadmium carbonic anhydrase,286,E4634_20510,2562682,Mangrovimicrobium sediminis,Mangrovimicrobium sediminis,True,IPR018883,family,,286,77,254,CONTINUOUS
A0A511QDL3,Cadmium carbonic anhydrase,279,VSA01S_15020,1219064,Vibrio sagamiensis NBRC 104589,Vibrio sagamiensis NBRC 104589,True,IPR018883,family,,279,77,247,CONTINUOUS
A0A545T6W0,Cadmium carbonic anhydrase,283,FLL45_15975,1712262,Aliikangiella marina,Aliikangiella marina,True,IPR018883,family,,283,77,251,CONTINUOUS
A0A545TRT5,Cadmium carbonic anhydrase,289,FKG95_14715,2591009,Denitrobaculum tricleocarpae,Denitrobaculum tricleocarpae,True,IPR018883,family,,289,78,256,CONTINUOUS
A0A545U8G7,Cadmium carbonic anhydrase,262,FKG94_02155,2591008,Exilibacterium tricleocarpae,Exilibacterium tricleocarpae,True,IPR018883,family,,262,56,230,CONTINUOUS
A0A545UCK1,Cadmium carbonic anhydrase,278,FLL46_15440,2592383,Aliikangiella coralliicola,Aliikangiella coralliicola,True,IPR018883,family,,278,69,246,CONTINUOUS
A0A553JV98,Cadmium carbonic anhydrase,287,FN961_01780,25,Shewanella hanedai,Shewanella hanedai,True,IPR018883,family,,287,77,255,CONTINUOUS
A0A562T9J6,Cadmium carbonic anhydrase-like repeat protein,262,JM93_01279,150831,Roseibium hamelinense,Roseibium hamelinense,True,IPR018883,family,,262,56,229,CONTINUOUS
A0A5C6QCI3,Cadmium carbonic anhydrase,283,ESZ36_15795,89401,Colwellia demingiae,Colwellia demingiae,True,IPR018883,family,,283,75,252,CONTINUOUS
A0A5E8GWY8,Cadmium carbonic anhydrase,262,SADFL11_779,244592,Roseibium alexandrii (strain DSM 17067 / NCIMB 14079 / DFL-11),Roseibium alexandrii (strain DSM 17067 / NCIMB 14079 / DFL-11),True,IPR018883,family,,262,57,229,CONTINUOUS
A0A5M6IEN9,Cadmium carbonic anhydrase,268,F1188_05275,140057,Roseospira marina,Roseospira marina,True,IPR018883,family,,268,61,236,CONTINUOUS
A0A5M9P3B3,Cadmium carbonic anhydrase,286,F4W18_05550,296199,Vibrio gigantis,Vibrio gigantis,True,IPR018883,family,,286,76,253,CONTINUOUS
A0A5P1RBS2,Cadmium carbonic anhydrase,286,F0U83_08410,1031538,Neptunomonas concharum,Neptunomonas concharum,True,IPR018883,family,,286,78,256,CONTINUOUS
A0A5R9GKY7,Cadmium carbonic anhydrase,299,FEF65_11930,2528639,Mariprofundus erugo,Mariprofundus erugo,True,IPR018883,family,,299,86,267,CONTINUOUS
A0A5S3V758,Cadmium carbonic anhydrase,259,CWC20_11160,43654,Pseudoalteromonas aurantia,Pseudoalteromonas aurantia,True,IPR018883,family,,259,54,227,CONTINUOUS
A0A5S3XM84,Cadmium carbonic anhydrase,259,CWB97_19935,43655,Pseudoalteromonas citrea,Pseudoalteromonas citrea,True,IPR018883,family,,259,54,227,CONTINUOUS
A0A640VQP1,Cadmium carbonic anhydrase,331,So717_17450,2602289,Roseobacter cerasinus,Roseobacter cerasinus,True,IPR018883,family,,331,122,299,CONTINUOUS
