protein_accession,protein_name,protein_length,gene,organism_taxid,organism_name,organism_fullname,in_alphafold,interpro_accession,entry_type,entry_integrated,interpro_protein_length,fragment_start,fragment_end,fragment_status
A0A023D661,tRNA (guanine-N(1)-)-methyltransferase,257,trmD,1231351,Acidomonas methanolica NBRC 104435,Acidomonas methanolica NBRC 104435,True,IPR002649,family,,257,1,257,CONTINUOUS
A0A023DC38,tRNA (guanine-N(1)-)-methyltransferase,245,trmD,1220594,Parageobacillus caldoxylosilyticus NBRC 107762,Parageobacillus caldoxylosilyticus NBRC 107762,True,IPR002649,family,,245,1,245,CONTINUOUS
A0A023DXF8,tRNA (guanine-N(1)-)-methyltransferase,219,trmD,1427503,Holospora elegans E1,Holospora elegans E1,True,IPR002649,family,,219,1,219,CONTINUOUS
A0A023WVD1,tRNA (guanine-N(1)-)-methyltransferase,250,trmD,316,Stutzerimonas stutzeri,Stutzerimonas stutzeri,True,IPR002649,family,,250,1,250,CONTINUOUS
A0A023X3V6,tRNA (guanine-N(1)-)-methyltransferase,259,trmD,42256,Rubrobacter radiotolerans,Rubrobacter radiotolerans,True,IPR002649,family,,259,1,259,CONTINUOUS
A0A024E9G8,tRNA (guanine-N(1)-)-methyltransferase,243,trmD,1147786,Pseudomonas mandelii JR-1,Pseudomonas mandelii JR-1,True,IPR002649,family,,243,1,243,CONTINUOUS
A0A024H1W4,tRNA (guanine-N(1)-)-methyltransferase,270,trmD,861266,Pseudarthrobacter siccitolerans,Pseudarthrobacter siccitolerans,True,IPR002649,family,,270,1,270,CONTINUOUS
A0A024HCZ1,tRNA (guanine-N(1)-)-methyltransferase,247,trmD,1301098,Pseudomonas knackmussii (strain DSM 6978 / CCUG 54928 / LMG 23759 / B13),Pseudomonas knackmussii (strain DSM 6978 / CCUG 54928 / LMG 23759 / B13),True,IPR002649,family,,247,1,247,CONTINUOUS
A0A024JX94,tRNA (guanine-N(1)-)-methyltransferase,231,trmD,47839,Mycobacterium triplex,Mycobacterium triplex,True,IPR002649,family,,231,1,231,CONTINUOUS
A0A024LQ08,tRNA (guanine-N(1)-)-methyltransferase,232,trmD_2,165694,Bartonella schoenbuchensis,Bartonella schoenbuchensis,True,IPR002649,family,,232,1,232,CONTINUOUS
A0A024P2R9,tRNA (guanine-N(1)-)-methyltransferase,243,trmD,195088,Halobacillus karajensis,Halobacillus karajensis,True,IPR002649,family,,243,1,243,CONTINUOUS
A0A024QD13,tRNA (guanine-N(1)-)-methyltransferase,244,trmD,1462526,Virgibacillus massiliensis,Virgibacillus massiliensis,True,IPR002649,family,,244,1,244,CONTINUOUS
A0A031G021,tRNA (guanine-N(1)-)-methyltransferase,236,trmD,273677,Microbacterium oleivorans,Microbacterium oleivorans,True,IPR002649,family,,236,1,236,CONTINUOUS
A0A031K5G7,tRNA (guanine-N(1)-)-methyltransferase,248,trmD,158500,Novosphingobium resinovorum,Novosphingobium resinovorum,True,IPR002649,family,,248,1,248,CONTINUOUS
A0A031WCU8,tRNA (guanine-N(1)-)-methyltransferase,231,trmD,1496,Clostridioides difficile,Clostridioides difficile,True,IPR002649,family,,231,1,231,CONTINUOUS
A0A037ZF10,tRNA (guanine-N(1)-)-methyltransferase,268,trmD,1454373,Actibacterium mucosum KCTC 23349,Actibacterium mucosum KCTC 23349,True,IPR002649,family,,268,1,268,CONTINUOUS
A0A045K8N4,tRNA (guanine-N(1)-)-methyltransferase,230,trmD,1773,Mycobacterium tuberculosis,Mycobacterium tuberculosis,True,IPR002649,family,,230,1,230,CONTINUOUS
A0A051U5V1,tRNA (guanine-N(1)-)-methyltransferase,235,trmD,1324261,Mycobacterium [tuberculosis] TKK-01-0051,Mycobacterium [tuberculosis] TKK-01-0051,True,IPR002649,family,,235,1,235,CONTINUOUS
A0A058ZJG1,tRNA (guanine-N(1)-)-methyltransferase,267,trmD,1461693,Actibacterium atlanticum,Actibacterium atlanticum,True,IPR002649,family,,267,1,267,CONTINUOUS
A0A059EA14,tRNA (guanine-N(1)-)-methyltransferase,241,trmD,1280948,Hyphomonas atlantica,Hyphomonas atlantica,True,IPR002649,family,,241,1,241,CONTINUOUS
A0A059FDC4,tRNA (guanine-N(1)-)-methyltransferase,241,trmD,1280952,Hyphomonas jannaschiana VP2,Hyphomonas jannaschiana VP2,True,IPR002649,family,,241,1,241,CONTINUOUS
A0A059FMQ5,tRNA (guanine-N(1)-)-methyltransferase,241,trmD,1280950,Hyphomonas johnsonii MHS-2,Hyphomonas johnsonii MHS-2,True,IPR002649,family,,241,1,241,CONTINUOUS
A0A059FW02,tRNA (guanine-N(1)-)-methyltransferase,251,trmD,1280951,Hyphomonas hirschiana VP5,Hyphomonas hirschiana VP5,True,IPR002649,family,,251,1,251,CONTINUOUS
A0A059G696,tRNA (guanine-N(1)-)-methyltransferase,244,trmD,1280953,Hyphomonas oceanitis SCH89,Hyphomonas oceanitis SCH89,True,IPR002649,family,,244,1,244,CONTINUOUS
A0A059KPN6,tRNA (guanine-N(1)-)-methyltransferase,254,trmD,1286631,Sphaerotilus natans subsp. natans DSM 6575,Sphaerotilus natans subsp. natans DSM 6575,True,IPR002649,family,,254,1,254,CONTINUOUS
A0A059L531,tRNA (guanine-N(1)-)-methyltransferase,257,trmD,1419583,Pseudomonas mandelii PD30,Pseudomonas mandelii PD30,True,IPR002649,family,,257,1,257,CONTINUOUS
A0A059MS61,tRNA (guanine-N(1)-)-methyltransferase,233,trmD,191292,Rhodococcus aetherivorans,Rhodococcus aetherivorans,True,IPR002649,family,,233,1,233,CONTINUOUS
A0A059USU3,tRNA (guanine-N(1)-)-methyltransferase,250,trmD,303,Pseudomonas putida,Pseudomonas putida,True,IPR002649,family,,250,1,250,CONTINUOUS
A0A059WEA2,tRNA (guanine-N(1)-)-methyltransferase,269,trmD,1971,Streptomyces noursei,Streptomyces noursei,True,IPR002649,family,,269,1,269,CONTINUOUS
A0A059XR15,tRNA (guanine-N(1)-)-methyltransferase,227,trmD,2113,Mycoplasmopsis californica,Mycoplasmopsis californica,True,IPR002649,family,,227,1,227,CONTINUOUS
A0A059XTI4,tRNA (guanine-N(1)-)-methyltransferase,241,trmD,1441628,Leptospirillum ferriphilum YSK,Leptospirillum ferriphilum YSK,True,IPR002649,family,,241,1,241,CONTINUOUS
A0A059Y978,tRNA (guanine-N(1)-)-methyltransferase,227,trmD,1316930,Mycoplasmopsis bovis CQ-W70,Mycoplasmopsis bovis CQ-W70,True,IPR002649,family,,227,1,227,CONTINUOUS
A0A059ZN77,tRNA (guanine-N(1)-)-methyltransferase,241,trmD,637389,Acidithiobacillus caldus (strain ATCC 51756 / DSM 8584 / KU),Acidithiobacillus caldus (strain ATCC 51756 / DSM 8584 / KU),True,IPR002649,family,,241,1,241,CONTINUOUS
A0A060BC92,tRNA (guanine-N(1)-)-methyltransferase,253,trmD,213554,Halomonas campaniensis,Halomonas campaniensis,True,IPR002649,family,,253,1,253,CONTINUOUS
A0A060H7D2,tRNA (guanine-N(1)-)-methyltransferase,261,trmD,155920,Xylella fastidiosa subsp. sandyi Ann-1,Xylella fastidiosa subsp. sandyi Ann-1,True,IPR002649,family,,261,1,261,CONTINUOUS
A0A060I628,tRNA (guanine-N(1)-)-methyltransferase,233,trmD,1432050,Rhizobium etli bv. mimosae str. IE4771,Rhizobium etli bv. mimosae str. IE4771,True,IPR002649,family,,233,1,233,CONTINUOUS
A0A060JFJ1,tRNA (guanine-N(1)-)-methyltransferase,228,trmD,529884,Rhodoluna lacicola,Rhodoluna lacicola,True,IPR002649,family,,228,1,228,CONTINUOUS
A0A060LYK2,tRNA (guanine-N(1)-)-methyltransferase,245,trmD,1246626,Shouchella lehensis G1,Shouchella lehensis G1,True,IPR002649,family,,245,1,245,CONTINUOUS
A0A060NI79,tRNA (guanine-N(1)-)-methyltransferase,247,trmD,1458425,Serpentinimonas raichei,Serpentinimonas raichei,True,IPR002649,family,,247,1,247,CONTINUOUS
A0A060NU53,tRNA (guanine-N(1)-)-methyltransferase,261,trmD,1458426,Serpentinimonas maccroryi,Serpentinimonas maccroryi,True,IPR002649,family,,261,1,261,CONTINUOUS
A0A060PNU5,tRNA (guanine-N(1)-)-methyltransferase,229,trmD,1426844,Helicobacter pylori NY40,Helicobacter pylori NY40,True,IPR002649,family,,229,1,229,CONTINUOUS
A0A060QK19,tRNA (guanine-N(1)-)-methyltransferase,233,trmD,91915,Asaia bogorensis,Asaia bogorensis,True,IPR002649,family,,233,1,233,CONTINUOUS
A0A060R9K0,tRNA (guanine-N(1)-)-methyltransferase,224,trmD,1433126,Mucinivorans hirudinis,Mucinivorans hirudinis,True,IPR002649,family,,224,1,224,CONTINUOUS
A0A060UQE4,tRNA (guanine-N(1)-)-methyltransferase,247,trmD,160808,Acidithiobacillus ferrivorans,Acidithiobacillus ferrivorans,True,IPR002649,family,,247,1,247,CONTINUOUS
A0A060ZKC2,tRNA (guanine-N(1)-)-methyltransferase,292,trmD,576784,Streptomyces iranensis,Streptomyces iranensis,True,IPR002649,family,,292,1,292,CONTINUOUS
A0A061A918,tRNA (guanine-N(1)-)-methyltransferase,243,trmD,35623,Acholeplasma oculi,Acholeplasma oculi,True,IPR002649,family,,243,1,243,CONTINUOUS
A0A061C795,tRNA (guanine-N(1)-)-methyltransferase,243,trmD,29397,Lactobacillus delbrueckii subsp. lactis,Lactobacillus delbrueckii subsp. lactis,True,IPR002649,family,,243,1,243,CONTINUOUS
A0A061JFW6,tRNA (guanine-N(1)-)-methyltransferase,219,trmD,1321371,Holospora undulata HU1,Holospora undulata HU1,True,IPR002649,family,,219,1,219,CONTINUOUS
A0A061JL77,tRNA (guanine-N(1)-)-methyltransferase,250,trmD,1218352,Stutzerimonas stutzeri KOS6,Stutzerimonas stutzeri KOS6,True,IPR002649,family,,250,1,250,CONTINUOUS
A0A061SS38,tRNA (guanine-N(1)-)-methyltransferase,262,trmD,83219,Sulfitobacter mediterraneus,Sulfitobacter mediterraneus,True,IPR002649,family,,262,1,262,CONTINUOUS
A0A062II53,tRNA (guanine-N(1)-)-methyltransferase,246,trmD,1310697,Acinetobacter baumannii 21072,Acinetobacter baumannii 21072,True,IPR002649,family,,246,1,246,CONTINUOUS
A0A062TUQ6,tRNA (guanine-N(1)-)-methyltransferase,241,trmD,1280941,Hyphomonas pacifica,Hyphomonas pacifica,True,IPR002649,family,,241,1,241,CONTINUOUS
A0A062UI79,tRNA (guanine-N(1)-)-methyltransferase,241,trmD,1280946,Hyphomonas beringensis,Hyphomonas beringensis,True,IPR002649,family,,241,1,241,CONTINUOUS
A0A062URH0,tRNA (guanine-N(1)-)-methyltransferase,244,trmD,1280947,Hyphomonas chukchiensis,Hyphomonas chukchiensis,True,IPR002649,family,,244,1,244,CONTINUOUS
A0A062V8U2,tRNA (guanine-N(1)-)-methyltransferase,251,trmD,1280954,Hyphomonas polymorpha PS728,Hyphomonas polymorpha PS728,True,IPR002649,family,,251,1,251,CONTINUOUS
A0A062XYD5,tRNA (guanine-N(1)-)-methyltransferase,254,trmD,1312852,Thermoanaerobaculum aquaticum,Thermoanaerobaculum aquaticum,True,IPR002649,family,,254,1,254,CONTINUOUS
A0A063KKL6,tRNA (guanine-N(1)-)-methyltransferase,255,trmD,1872678,Pseudoalteromonas fuliginea,Pseudoalteromonas fuliginea,True,IPR002649,family,,255,1,255,CONTINUOUS
A0A063Y3R1,tRNA (guanine-N(1)-)-methyltransferase,249,trmD,267850,Nitrincola lacisaponensis,Nitrincola lacisaponensis,True,IPR002649,family,,249,1,249,CONTINUOUS
A0A063Y803,tRNA (guanine-N(1)-)-methyltransferase,225,trmD,29559,Metamycoplasma hyosynoviae,Metamycoplasma hyosynoviae,True,IPR002649,family,,225,1,225,CONTINUOUS
A0A064C3E1,tRNA (guanine-N(1)-)-methyltransferase,239,trmD,1313,Streptococcus pneumoniae,Streptococcus pneumoniae,True,IPR002649,family,,239,1,239,CONTINUOUS
A0A064CH15,tRNA (guanine-N(1)-)-methyltransferase,236,trmD,1440774,Mycolicibacterium aromaticivorans JS19b1 = JCM 16368,Mycolicibacterium aromaticivorans JS19b1 = JCM 16368,True,IPR002649,family,,236,1,236,CONTINUOUS
A0A066RY31,tRNA (guanine-N(1)-)-methyltransferase,249,trmD,1654360,Photobacterium galatheae,Photobacterium galatheae,True,IPR002649,family,,249,1,249,CONTINUOUS
A0A066SWZ6,tRNA (guanine-N(1)-)-methyltransferase,255,trmD,562,Escherichia coli,Escherichia coli,True,IPR002649,family,,255,1,255,CONTINUOUS
A0A066UAL3,tRNA (guanine-N(1)-)-methyltransferase,259,trmD,287986,Amycolatopsis rifamycinica,Amycolatopsis rifamycinica,True,IPR002649,family,,259,1,259,CONTINUOUS
A0A066UL03,tRNA (guanine-N(1)-)-methyltransferase,253,trmD,743974,Moraxella bovoculi 237,Moraxella bovoculi 237,True,IPR002649,family,,253,1,253,CONTINUOUS
A0A066UZP7,tRNA (guanine-N(1)-)-methyltransferase,246,trmD,212667,Vibrio fortis,Vibrio fortis,True,IPR002649,family,,246,1,246,CONTINUOUS
A0A066WQK8,tRNA (guanine-N(1)-)-methyltransferase,226,trmD,1492738,Flavobacterium seoulense,Flavobacterium seoulense,True,IPR002649,family,,226,1,226,CONTINUOUS
A0A066YYD0,tRNA (guanine-N(1)-)-methyltransferase,275,trmD,1348663,Kitasatospora cheerisanensis KCTC 2395,Kitasatospora cheerisanensis KCTC 2395,True,IPR002649,family,,275,1,275,CONTINUOUS
A0A066ZYY3,tRNA (guanine-N(1)-)-methyltransferase,233,trmD,28885,Hydrogenovibrio marinus,Hydrogenovibrio marinus,True,IPR002649,family,,233,1,233,CONTINUOUS
A0A067WGP7,tRNA (guanine-N(1)-)-methyltransferase,232,trmD,1134510,Bartonella koehlerae C-29,Bartonella koehlerae C-29,True,IPR002649,family,,232,1,232,CONTINUOUS
A0A067Z3J2,tRNA (guanine-N(1)-)-methyltransferase,234,trmD,1288313,Gluconobacter oxydans DSM 3504,Gluconobacter oxydans DSM 3504,True,IPR002649,family,,234,1,234,CONTINUOUS
A0A068NCR5,tRNA (guanine-N(1)-)-methyltransferase,244,trmD,1396,Bacillus cereus,Bacillus cereus,True,IPR002649,family,,244,1,244,CONTINUOUS
A0A068NYD8,tRNA (guanine-N(1)-)-methyltransferase,178,trmD,661478,Fimbriimonas ginsengisoli Gsoil 348,Fimbriimonas ginsengisoli Gsoil 348,True,IPR002649,family,,178,1,178,CONTINUOUS
A0A068QPF2,tRNA (guanine-N(1)-)-methyltransferase,250,trmD,351671,Xenorhabdus doucetiae,Xenorhabdus doucetiae,True,IPR002649,family,,250,1,250,CONTINUOUS
A0A068R7M7,tRNA (guanine-N(1)-)-methyltransferase,250,trmD,1354304,Xenorhabdus poinarii G6,Xenorhabdus poinarii G6,True,IPR002649,family,,250,1,250,CONTINUOUS
A0A068RBY1,tRNA (guanine-N(1)-)-methyltransferase,255,trmD,1347341,Serratia symbiotica SCt-VLC,Serratia symbiotica SCt-VLC,True,IPR002649,family,,255,1,255,CONTINUOUS
A0A068SUP8,tRNA (guanine-N(1)-)-methyltransferase,231,trmD,1028800,Neorhizobium galegae bv. orientalis str. HAMBI 540,Neorhizobium galegae bv. orientalis str. HAMBI 540,True,IPR002649,family,,231,1,231,CONTINUOUS
A0A068TC63,tRNA (guanine-N(1)-)-methyltransferase,228,trmD,1028801,Neorhizobium galegae bv. officinalis bv. officinalis str. HAMBI 1141,Neorhizobium galegae bv. officinalis bv. officinalis str. HAMBI 1141,True,IPR002649,family,,228,1,228,CONTINUOUS
A0A068VNS5,tRNA (guanine-N(1)-)-methyltransferase,264,trmD,66712,Propionibacterium freudenreichii subsp. freudenreichii,Propionibacterium freudenreichii subsp. freudenreichii,True,IPR002649,family,,264,1,264,CONTINUOUS
A0A068Z9Y8,tRNA (guanine-N(1)-)-methyltransferase,255,trmD,138074,Serratia symbiotica,Serratia symbiotica,True,IPR002649,family,,255,1,255,CONTINUOUS
A0A069BA44,tRNA (guanine-N(1)-)-methyltransferase,264,trmD,28450,Burkholderia pseudomallei,Burkholderia pseudomallei,True,IPR002649,family,,264,1,264,CONTINUOUS
A0A069CW72,tRNA (guanine-N(1)-)-methyltransferase,245,trmD,1329250,Weissella oryzae (strain DSM 25784 / JCM 18191 / LMG 30913 / SG25),Weissella oryzae (strain DSM 25784 / JCM 18191 / LMG 30913 / SG25),True,IPR002649,family,,245,1,245,CONTINUOUS
A0A069CYN1,tRNA (guanine-N(1)-)-methyltransferase,143,JCM15093_416,1121097,Bacteroides graminisolvens DSM 19988 = JCM 15093,Bacteroides graminisolvens DSM 19988 = JCM 15093,True,IPR002649,family,,143,1,142,CONTINUOUS
A0A069CZ35,tRNA methyltransferase TRMD/TRM10-type domain-containing protein,66,JCM15093_415,1121097,Bacteroides graminisolvens DSM 19988 = JCM 15093,Bacteroides graminisolvens DSM 19988 = JCM 15093,True,IPR002649,family,,66,1,66,CONTINUOUS
A0A069E3R5,tRNA (guanine-N(1)-)-methyltransferase,241,trmD,1280949,Hyphomonas adhaerens MHS-3,Hyphomonas adhaerens MHS-3,True,IPR002649,family,,241,1,241,CONTINUOUS
A0A069PBW4,tRNA (guanine-N(1)-)-methyltransferase,256,trmD,1071679,Caballeronia grimmiae,Caballeronia grimmiae,True,IPR002649,family,,256,1,256,CONTINUOUS
A0A069PCB6,tRNA (guanine-N(1)-)-methyltransferase,256,trmD,60547,Caballeronia glathei,Caballeronia glathei,True,IPR002649,family,,256,1,256,CONTINUOUS
A0A069QLC0,tRNA (guanine-N(1)-)-methyltransferase,228,trmD,1122985,Hoylesella loescheii DSM 19665 = JCM 12249 = ATCC 15930,Hoylesella loescheii DSM 19665 = JCM 12249 = ATCC 15930,True,IPR002649,family,,228,1,228,CONTINUOUS
A0A069RAT2,tRNA (guanine-N(1)-)-methyltransferase,230,trmD,1121324,Peptoclostridium litorale DSM 5388,Peptoclostridium litorale DSM 5388,True,IPR002649,family,,230,1,230,CONTINUOUS
A0A069S494,tRNA (guanine-N(1)-)-methyltransferase,222,trmD,1339352,Phocaeicola vulgatus str. 3975 RP4,Phocaeicola vulgatus str. 3975 RP4,True,IPR002649,family,,222,1,222,CONTINUOUS
A0A070A3B7,tRNA (guanine-N(1)-)-methyltransferase,352,trmD,83560,Chlamydia muridarum,Chlamydia muridarum,True,IPR002649,family,,352,1,352,CONTINUOUS
A0A071MI89,tRNA (guanine-N(1)-)-methyltransferase,264,trmD,95486,Burkholderia cenocepacia,Burkholderia cenocepacia,True,IPR002649,family,,264,1,264,CONTINUOUS
A0A072NDD1,tRNA (guanine-N(1)-)-methyltransferase,248,trmD,1137280,Marinobacter nitratireducens,Marinobacter nitratireducens,True,IPR002649,family,,248,1,248,CONTINUOUS
A0A072NRJ5,tRNA (guanine-N(1)-)-methyltransferase,242,trmD,1348973,Schinkia azotoformans MEV2011,Schinkia azotoformans MEV2011,True,IPR002649,family,,242,1,242,CONTINUOUS
A0A072RIJ1,tRNA (guanine-N(1)-)-methyltransferase,232,trmD,1293911,Bartonella bacilliformis Ver097,Bartonella bacilliformis Ver097,True,IPR002649,family,,232,1,232,CONTINUOUS
A0A072ZPS1,tRNA (guanine-N(1)-)-methyltransferase,252,trmD,287,Pseudomonas aeruginosa,Pseudomonas aeruginosa,True,IPR002649,family,,252,1,252,CONTINUOUS
A0A072ZYA4,tRNA (guanine-N(1)-)-methyltransferase,262,trmD,305,Ralstonia solanacearum,Ralstonia solanacearum,True,IPR002649,family,,262,1,262,CONTINUOUS
A0A073B5S6,tRNA (guanine-N(1)-)-methyltransferase,271,trmD,28042,Saccharopolyspora rectivirgula,Saccharopolyspora rectivirgula,True,IPR002649,family,,271,1,271,CONTINUOUS
A0A073CL28,tRNA (guanine-N(1)-)-methyltransferase,234,trmD,388467,Planktothrix agardhii (strain NIVA-CYA 126/8),Planktothrix agardhii (strain NIVA-CYA 126/8),True,IPR002649,family,,234,1,234,CONTINUOUS
A0A073ITS3,tRNA (guanine-N(1)-)-methyltransferase,417,trmD,2754,Synergistes jonesii,Synergistes jonesii,True,IPR002649,family,,417,1,297,CONTINUOUS
A0A073IZE5,tRNA (guanine-N(1)-)-methyltransferase,262,trmD,1402135,Pseudosulfitobacter pseudonitzschiae,Pseudosulfitobacter pseudonitzschiae,True,IPR002649,family,,262,1,262,CONTINUOUS
A0A073IZY3,tRNA (guanine-N(1)-)-methyltransferase,265,trmD,1300350,Sulfitobacter donghicola DSW-25 = KCTC 12864 = JCM 14565,Sulfitobacter donghicola DSW-25 = KCTC 12864 = JCM 14565,True,IPR002649,family,,265,1,265,CONTINUOUS
A0A073JMM6,tRNA (guanine-N(1)-)-methyltransferase,252,trmD,1598,Limosilactobacillus reuteri,Limosilactobacillus reuteri,True,IPR002649,family,,252,1,252,CONTINUOUS
A0A073K2R1,tRNA (guanine-N(1)-)-methyltransferase,244,trmD,574376,Bacillus manliponensis,Bacillus manliponensis,True,IPR002649,family,,244,1,244,CONTINUOUS
A0A073KER1,tRNA (guanine-N(1)-)-methyltransferase,244,trmD,574375,Bacillus gaemokensis,Bacillus gaemokensis,True,IPR002649,family,,244,1,244,CONTINUOUS
A0A073KPH6,tRNA (guanine-N(1)-)-methyltransferase,248,trmD,332186,Shewanella xiamenensis,Shewanella xiamenensis,True,IPR002649,family,,248,1,248,CONTINUOUS
