protein_accession	protein_name	protein_length	gene	organism_taxid	organism_name	organism_fullname	in_alphafold	interpro_accession	entry_type	entry_integrated	interpro_protein_length	fragment_start	fragment_end	fragment_status	protein_group
A0A0E3WU89	Archaeal S-adenosylmethionine synthetase	410	MSLAZ_2514	1434111	Methanosarcina lacustris Z-7289	Methanosarcina lacustris Z-7289	True	IPR027790	family		410.0	1.0	410.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0E3WXA9	S-adenosylmethionine synthase	398	mat	1434107	Methanosarcina barkeri 3	Methanosarcina barkeri 3	True	IPR027790	family		398.0	3.0	398.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0E3WY42	Archaeal S-adenosylmethionine synthetase	410	MSBR3_1581	1434107	Methanosarcina barkeri 3	Methanosarcina barkeri 3	True	IPR027790	family		410.0	1.0	410.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0F7CL83	S-adenosylmethionine synthetase	407	MA03_06445	1550241	Infirmifilum uzonense	Infirmifilum uzonense	True	IPR027790	family		407.0	4.0	406.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0F7ICA8	S-adenosylmethionine synthase	399	mat	113653	Geoglobus ahangari	Geoglobus ahangari	True	IPR027790	family		399.0	1.0	399.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0F7PDW0	S-adenosylmethionine synthetase	385	metK	1604004	Halanaeroarchaeum sulfurireducens	Halanaeroarchaeum sulfurireducens	True	IPR027790	family		385.0	5.0	384.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0F7PEN8	S-adenosylmethionine synthase	401	mat	1604004	Halanaeroarchaeum sulfurireducens	Halanaeroarchaeum sulfurireducens	True	IPR027790	family		401.0	4.0	401.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0F8AYG2	S-adenosylmethionine synthase	400	mat	2248	Halorubrum saccharovorum	Halorubrum saccharovorum	True	IPR027790	family		400.0	3.0	400.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0F8HN65	S-adenosylmethionine synthetase	410	DU47_08170	2209	Methanosarcina mazei	Methanosarcina mazei	True	IPR027790	family		410.0	1.0	410.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0F8KK97	S-adenosylmethionine synthase	398	mat	2209	Methanosarcina mazei	Methanosarcina mazei	True	IPR027790	family		398.0	3.0	398.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0H1QXH1	S-adenosylmethionine synthetase	400	SZ63_11905	1550566	Methanoculleus sediminis	Methanoculleus sediminis	True	IPR027790	family		400.0	3.0	400.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0K9XIF6	Methionine adenosyltransferase	416	AC230_10925	1678637	Streptomyces caatingaensis	Streptomyces caatingaensis	True	IPR027790	family		416.0	25.0	410.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0M2UWD5	S-adenosylmethionine synthase	322	BROFUL_02480	380242	Candidatus Brocadia fulgida	Candidatus Brocadia fulgida	True	IPR027790	family		322.0	2.0	321.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0M5IZ75	S-adenosylmethionine synthetase	197	metK-2	1603606	Desulfuromonas soudanensis	Desulfuromonas soudanensis	True	IPR027790	family		197.0	16.0	197.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0M8QRN3	S-adenosylmethionine synthetase	398	ADK41_12890	36816	Streptomyces caelestis	Streptomyces caelestis	True	IPR027790	family		398.0	8.0	391.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0M9AJD8	S-adenosylmethionine synthase	400	mat	1705562	Haloarcula rubripromontorii	Haloarcula rubripromontorii	True	IPR027790	family		400.0	4.0	400.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0M9AR87	S-adenosylmethionine synthase	400	mat	1765655	Halorubrum tropicale	Halorubrum tropicale	True	IPR027790	family		400.0	3.0	400.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0P7GRM9	S-adenosylmethionine synthase	404	mat	699431	Halolamina pelagica	Halolamina pelagica	True	IPR027790	family		404.0	3.0	404.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0Q0RIE9	S-adenosylmethionine synthase	398	mat	312540	Acidiplasma cupricumulans	Acidiplasma cupricumulans	True	IPR027790	family		398.0	3.0	398.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0Q0VQV7	S-adenosylmethionine synthase	398	mat	507754	Acidiplasma aeolicum	Acidiplasma aeolicum	True	IPR027790	family		398.0	3.0	398.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0Q2M574	S-adenosylmethionine synthase	405	mat	277988	Thermococcus thioreducens	Thermococcus thioreducens	True	IPR027790	family		405.0	6.0	405.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0S2TCU2	S-adenosylmethionine synthase	401	Tel_07270	1748243	Candidatus Tenderia electrophaga	Candidatus Tenderia electrophaga	True	IPR027790	family		401.0	1.0	401.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0S4KMN7	ATP--methionine S-adenosyltransferase	404	metK	1715989	Candidatus Nitrospira inopinata	Candidatus Nitrospira inopinata	True	IPR027790	family		404.0	11.0	404.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0S4R219	S-adenosylmethionine synthetase	414	Ga0074812_1644	795642	Parafrankia irregularis	Parafrankia irregularis	True	IPR027790	family		414.0	14.0	138.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0S4R219	S-adenosylmethionine synthetase	414	Ga0074812_1644	795642	Parafrankia irregularis	Parafrankia irregularis	True	IPR027790	family		414.0	171.0	411.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0T5Z6D3	Archaeal S-adenosylmethionine synthetase	401	Ga0074115_1565	54398	endosymbiont of Ridgeia piscesae	endosymbiont of Ridgeia piscesae	True	IPR027790	family		401.0	2.0	401.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0U3FHR0	S-adenosylmethionine synthetase	401	EYM_01110	940295	Ignicoccus islandicus DSM 13165	Ignicoccus islandicus DSM 13165	True	IPR027790	family		401.0	1.0	401.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0U5H342	S-adenosylmethionine synthase	406	mat	1407499	Halobacterium hubeiense	Halobacterium hubeiense	True	IPR027790	family		406.0	4.0	405.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0V8RX90	S-adenosylmethionine synthase	409	mat	2309	Pyrodictium occultum	Pyrodictium occultum	True	IPR027790	family		409.0	3.0	409.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0W1RCZ7	S-adenosylmethionine synthase	401	mat	1514971	Haloprofundus marisrubri	Haloprofundus marisrubri	True	IPR027790	family		401.0	4.0	401.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0W1SN30	S-adenosylmethionine synthetase	385	AUR66_13430	1544718	Haloferax profundi	Haloferax profundi	True	IPR027790	family		385.0	4.0	361.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0W1SWB2	S-adenosylmethionine synthase	402	mat	1544718	Haloferax profundi	Haloferax profundi	True	IPR027790	family		402.0	4.0	402.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0W7WRW9	Methionine adenosyltransferase	416	AT728_33115	1765722	Streptomyces silvensis	Streptomyces silvensis	True	IPR027790	family		416.0	23.0	411.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A0X1KL74	S-adenosylmethionine synthase	405	mat	1432656	Thermococcus guaymasensis DSM 11113	Thermococcus guaymasensis DSM 11113	True	IPR027790	family		405.0	6.0	405.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A100XWH9	S-adenosylmethionine synthase	405	mat	227598	Thermococcus celericrescens	Thermococcus celericrescens	True	IPR027790	family		405.0	6.0	405.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A101JMY7	S-adenosylmethionine synthetase	401	ASB62_05065	1092	Chlorobium limicola	Chlorobium limicola	True	IPR027790	family		401.0	1.0	399.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A101PU23	S-adenosylmethionine synthetase	408	AQJ11_37955	1903	Streptomyces corchorusii	Streptomyces corchorusii (Streptomyces chibaensis)	True	IPR027790	family		408.0	16.0	361.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A124HGZ8	Methionine adenosyltransferase	416	AQI95_09415	67386	Streptomyces yokosukanensis	Streptomyces yokosukanensis	True	IPR027790	family		416.0	24.0	411.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A126R381	S-adenosylmethionine synthase	401	mat	294671	Methanobrevibacter olleyae	Methanobrevibacter olleyae	True	IPR027790	family		401.0	1.0	400.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A127BAJ5	S-adenosylmethionine synthase	401	mat	1609559	Pyrococcus kukulkanii	Pyrococcus kukulkanii	True	IPR027790	family		401.0	3.0	401.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A133U8A6	S-adenosylmethionine synthetase	399	AKJ61_00690	1698260	candidate division MSBL1 archaeon SCGC-AAA259B11	candidate division MSBL1 archaeon SCGC-AAA259B11	True	IPR027790	family		399.0	4.0	399.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A133U975	S-adenosylmethionine synthetase	398	AKJ57_03935	1698259	candidate division MSBL1 archaeon SCGC-AAA259A05	candidate division MSBL1 archaeon SCGC-AAA259A05	True	IPR027790	family		398.0	4.0	398.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A133UNC1	S-adenosylmethionine synthetase	398	AKJ65_01080	1698264	candidate division MSBL1 archaeon SCGC-AAA259E19	candidate division MSBL1 archaeon SCGC-AAA259E19	True	IPR027790	family		398.0	4.0	398.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A133V6W6	S-adenosylmethionine synthetase	400	AKJ43_02335	1698273	candidate division MSBL1 archaeon SCGC-AAA261D19	candidate division MSBL1 archaeon SCGC-AAA261D19	True	IPR027790	family		400.0	4.0	400.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A133VIZ7	S-adenosylmethionine synthetase	398	AKJ52_02265	1698281	candidate division MSBL1 archaeon SCGC-AAA382C18	candidate division MSBL1 archaeon SCGC-AAA382C18	True	IPR027790	family		398.0	3.0	398.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A142CTC4	S-adenosylmethionine synthase	405	mat	53952	Thermococcus peptonophilus	Thermococcus peptonophilus	True	IPR027790	family		405.0	6.0	405.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A147KGJ2	Methionine adenosyltransferase	416	AC529_12380	665004	Thermobifida cellulosilytica TB100	Thermobifida cellulosilytica TB100	True	IPR027790	family		416.0	21.0	411.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A151AHP5	S-adenosylmethionine synthase	401	mat	1008153	Halalkalicoccus paucihalophilus	Halalkalicoccus paucihalophilus	True	IPR027790	family		401.0	4.0	401.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A162FQU8	S-adenosylmethionine synthase	401	mat	66851	Methanobrevibacter oralis	Methanobrevibacter oralis	True	IPR027790	family		401.0	1.0	401.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A166A5M2	S-adenosylmethionine synthase	409	mat	49547	Methanobrevibacter curvatus	Methanobrevibacter curvatus	True	IPR027790	family		409.0	3.0	408.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A166CG29	S-adenosylmethionine synthase	401	mat	55758	Methanobrevibacter filiformis	Methanobrevibacter filiformis	True	IPR027790	family		401.0	1.0	400.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A166D2U9	S-adenosylmethionine synthase	401	mat	47311	Methanobrevibacter cuticularis	Methanobrevibacter cuticularis	True	IPR027790	family		401.0	1.0	400.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A170SZW6	S-adenosylmethionine synthase	401	mat	54262	Thermococcus chitonophagus	Thermococcus chitonophagus	True	IPR027790	family		401.0	3.0	401.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A172WIH0	S-adenosylmethionine synthase	405	mat	1712654	Thermococcus piezophilus	Thermococcus piezophilus	True	IPR027790	family		405.0	6.0	405.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A176YBG7	S-adenosylmethionine synthase	397	AYJ54_31910	1505087	Bradyrhizobium centrolobii	Bradyrhizobium centrolobii	True	IPR027790	family		397.0	11.0	397.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A176YN84	S-adenosylmethionine synthase	397	AYJ54_16735	1505087	Bradyrhizobium centrolobii	Bradyrhizobium centrolobii	True	IPR027790	family		397.0	11.0	397.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A177E6P8	S-adenosylmethionine synthase	395	TH606_06860	1795632	Thermodesulfatator autotrophicus	Thermodesulfatator autotrophicus	True	IPR027790	family		395.0	2.0	392.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1B1YXQ2	S-adenosylmethionine synthetase	394	PG2T_06765	1810504	Immundisolibacter cernigliae	Immundisolibacter cernigliae	True	IPR027790	family		394.0	20.0	394.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1C0TZ44	S-adenosylmethionine synthetase	399	Ppb6_04036	2805096	Photorhabdus australis subsp. thailandensis	Photorhabdus australis subsp. thailandensis	True	IPR027790	family		399.0	7.0	398.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1C5IML5	Methionine adenosyltransferase	409	GA0070560_1142	47864	Micromonospora halophytica	Micromonospora halophytica	True	IPR027790	family		409.0	10.0	366.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1C5IQ65	Methionine adenosyltransferase	408	GA0070213_106349	745366	Micromonospora humi	Micromonospora humi	True	IPR027790	family		408.0	7.0	366.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1C6RRP4	Methionine adenosyltransferase	416	GA0074694_2836	47866	Micromonospora inyonensis	Micromonospora inyonensis	True	IPR027790	family		416.0	12.0	395.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1C6RUT3	Methionine adenosyltransferase	396	GA0074692_0994	145854	Micromonospora pallida	Micromonospora pallida	True	IPR027790	family		396.0	7.0	360.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1D3L586	S-adenosylmethionine synthase	401	mat	118062	Methanobacterium congolense	Methanobacterium congolense	True	IPR027790	family		401.0	1.0	400.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1D8D9D1	S-adenosylmethionine synthetase	404	BIU88_08460	274537	Chlorobaculum limnaeum	Chlorobaculum limnaeum	True	IPR027790	family		404.0	5.0	404.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1E5KU92	S-adenosylmethionine synthetase	403	BCR26_04200	762845	Enterococcus rivorum	Enterococcus rivorum	True	IPR027790	family		403.0	2.0	398.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1F2P7A2	S-adenosylmethionine synthase	398	mat	1838285	Candidatus Syntropharchaeum caldarium	Candidatus Syntropharchaeum caldarium	True	IPR027790	family		398.0	1.0	398.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1G6MM97	S-adenosylmethionine synthase	401	mat	392421	Natrinema hispanicum	Natrinema hispanicum	True	IPR027790	family		401.0	4.0	401.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1G6Q2R0	S-adenosylmethionine synthetase	386	SAMN04488694_105126	392421	Natrinema hispanicum	Natrinema hispanicum	True	IPR027790	family		386.0	5.0	385.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1G7NRV1	S-adenosylmethionine synthase	400	mat	660518	Halorientalis regularis	Halorientalis regularis	True	IPR027790	family		400.0	4.0	399.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1G7SBY7	S-adenosylmethionine synthase	400	mat	261291	Halorubrum xinjiangense	Halorubrum xinjiangense	True	IPR027790	family		400.0	3.0	400.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1G8S703	S-adenosylmethionine synthase	401	mat	890420	Halovenus aranensis	Halovenus aranensis	True	IPR027790	family		401.0	4.0	401.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1G8T5M1	S-adenosylmethionine synthetase	426	SAMN05421850_1174	490829	Lutimaribacter saemankumensis	Lutimaribacter saemankumensis	True	IPR027790	family		426.0	4.0	396.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1G8XZP7	Methionine adenosyltransferase	400	SAMN04488571_102136	2200	Methanoculleus thermophilus	Methanoculleus thermophilus	True	IPR027790	family		400.0	3.0	400.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1G9A298	S-adenosylmethionine synthase	401	mat	1095776	Natronorubrum texcoconense	Natronorubrum texcoconense	True	IPR027790	family		401.0	4.0	401.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1G9WC19	S-adenosylmethionine synthase	410	mat	660521	Halogranum gelatinilyticum	Halogranum gelatinilyticum	True	IPR027790	family		410.0	4.0	410.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1G9WFM6	Methionine adenosyltransferase	404	SAMN04489726_3568	211114	Allokutzneria albata	Allokutzneria albata	True	IPR027790	family		404.0	7.0	380.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1G9YVN4	S-adenosylmethionine synthase	406	mat	996166	Haloarchaeobius iranensis	Haloarchaeobius iranensis	True	IPR027790	family		406.0	4.0	406.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1H1AFU5	S-adenosylmethionine synthase	401	mat	1236180	Halopelagius longus	Halopelagius longus	True	IPR027790	family		401.0	4.0	401.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1H1J4X9	S-adenosylmethionine synthase	401	mat	1095778	Natronobacterium texcoconense	Natronobacterium texcoconense	True	IPR027790	family		401.0	4.0	401.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1H1ZIL0	Methionine adenosyltransferase	394	SAMN05216221_4276	1392877	Pseudomonas oryzae	Pseudomonas oryzae	True	IPR027790	family		394.0	17.0	392.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1H3CRS9	S-adenosylmethionine synthase	401	mat	660517	Halobellus clavatus	Halobellus clavatus	True	IPR027790	family		401.0	4.0	401.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1H3H2R5	S-adenosylmethionine synthase	400	mat	1048396	Halopenitus persicus	Halopenitus persicus	True	IPR027790	family		400.0	3.0	400.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1H3N4G5	Methionine adenosyltransferase	385	SAMN05444412_10392	336829	Rhodonellum ikkaensis	Rhodonellum ikkaensis	False	IPR027790	family		385.0	7.0	381.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1H3WEN5	S-adenosylmethionine synthase	408	mat	555874	Haloplanus vescus	Haloplanus vescus	True	IPR027790	family		408.0	4.0	407.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1H5UVT9	Methionine adenosyltransferase	386	SAMN04488133_0748	699433	Halobellus limi	Halobellus limi	True	IPR027790	family		386.0	7.0	386.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1H5YYV6	S-adenosylmethionine synthase	401	mat	699433	Halobellus limi	Halobellus limi	True	IPR027790	family		401.0	4.0	401.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1H6EAH0	Methionine adenosyltransferase	408	SAMN05216223_13146	310779	Actinacidiphila yanglinensis	Actinacidiphila yanglinensis	True	IPR027790	family		408.0	17.0	330.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1H6FLG7	S-adenosylmethionine synthase	401	mat	640943	Natronorubrum sediminis	Natronorubrum sediminis	True	IPR027790	family		401.0	4.0	401.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1H6I9C7	S-adenosylmethionine synthase	400	mat	1267564	Halopenitus malekzadehii	Halopenitus malekzadehii	True	IPR027790	family		400.0	3.0	400.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1H6RCR6	S-adenosylmethionine synthase	400	mat	1073996	Halohasta litchfieldiae	Halohasta litchfieldiae	True	IPR027790	family		400.0	3.0	400.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
A0A1H7WDW0	Methionine adenosyltransferase	400	SAMN04489760_106102	43775	Syntrophus gentianae	Syntrophus gentianae	True	IPR027790	family		400.0	2.0	400.0	CONTINUOUS	S_adenosylmethionine_synthetase_archaea
