protein_accession	protein_name	protein_length	gene	organism_taxid	organism_name	organism_fullname	in_alphafold	interpro_accession	entry_type	entry_integrated	interpro_protein_length	fragment_start	fragment_end	fragment_status	protein_group
A0A017TGS4	Uncharacterized protein	936	CAP_6838	1192034	Chondromyces apiculatus (strain DSM 436 / NBRC 100084 / Cm a2)	Chondromyces apiculatus (strain DSM 436 / NBRC 100084 / Cm a2)	True	IPR013694	domain		936	22	150	CONTINUOUS	VIT_domain
A0A059F0N3	VIT domain-containing protein	150	H312_01888	1288291	Anncaliia algerae PRA339	Anncaliia algerae PRA339	True	IPR013694	domain		150	28	150	CONTINUOUS	VIT_domain
A0A059F3Y7	VIT domain-containing protein	253	H312_00470	1288291	Anncaliia algerae PRA339	Anncaliia algerae PRA339	True	IPR013694	domain		253	28	160	CONTINUOUS	VIT_domain
A0A059FSW5	Transmembrane protein	741	HJO_00295	1280950	Hyphomonas johnsonii MHS-2	Hyphomonas johnsonii MHS-2	True	IPR013694	domain		741	57	185	CONTINUOUS	VIT_domain
A0A059G9L7	Transmembrane protein	742	HOC_07228	1280953	Hyphomonas oceanitis SCH89	Hyphomonas oceanitis SCH89	True	IPR013694	domain		742	57	185	CONTINUOUS	VIT_domain
A0A059JJA6	VWFA domain-containing protein	1019	H109_00512	1215338	Trichophyton interdigitale (strain MR816)	Trichophyton interdigitale (strain MR816)	True	IPR013694	domain		1019	61	190	CONTINUOUS	VIT_domain
A0A059KGD4	VWA domain-containing protein	707	X805_39520	1286631	Sphaerotilus natans subsp. natans DSM 6575	Sphaerotilus natans subsp. natans DSM 6575	True	IPR013694	domain		707	1	116	CONTINUOUS	VIT_domain
A0A062UNS2	Marine proteobacterial sortase target protein	742	HY30_03990	1280947	Hyphomonas chukchiensis	Hyphomonas chukchiensis	True	IPR013694	domain		742	57	185	CONTINUOUS	VIT_domain
A0A062UXW1	PGF-CTERM archaeal protein-sorting signal	657	ANME2D_01866	1392998	Candidatus Methanoperedens nitratireducens	Candidatus Methanoperedens nitratireducens	True	IPR013694	domain		657	8	135	CONTINUOUS	VIT_domain
A0A062XTJ4	VWA domain-containing protein	835	EG19_01015	1312852	Thermoanaerobaculum aquaticum	Thermoanaerobaculum aquaticum	True	IPR013694	domain		835	7	135	CONTINUOUS	VIT_domain
A0A066RSG5	VWA domain-containing protein	655	EA58_00600	1654360	Photobacterium galatheae	Photobacterium galatheae	True	IPR013694	domain		655	1	122	CONTINUOUS	VIT_domain
A0A066XYA7	Putative vault protein inter-alpha-trypsin	1077	CSUB01_09963	1173701	Colletotrichum sublineola	Colletotrichum sublineola (Sorghum anthracnose fungus)	True	IPR013694	domain		1077	18	151	CONTINUOUS	VIT_domain
A0A067PFY6	VIT domain-containing protein	860	JAAARDRAFT_698313	933084	Jaapia argillacea MUCL 33604	Jaapia argillacea MUCL 33604	True	IPR013694	domain		860	1	135	CONTINUOUS	VIT_domain
A0A067PIS1	VIT domain-containing protein	932	JAAARDRAFT_197188	933084	Jaapia argillacea MUCL 33604	Jaapia argillacea MUCL 33604	True	IPR013694	domain		932	8	138	CONTINUOUS	VIT_domain
A0A067SL75	VWFA domain-containing protein	957	GALMADRAFT_143511	685588	Galerina marginata (strain CBS 339.88)	Galerina marginata (strain CBS 339.88)	True	IPR013694	domain		957	7	138	CONTINUOUS	VIT_domain
A0A067SNW6	VIT domain-containing protein	815	GALMADRAFT_142939	685588	Galerina marginata (strain CBS 339.88)	Galerina marginata (strain CBS 339.88)	True	IPR013694	domain		815	3	138	CONTINUOUS	VIT_domain
A0A067SQU5	VWFA domain-containing protein	313	GALMADRAFT_214797	685588	Galerina marginata (strain CBS 339.88)	Galerina marginata (strain CBS 339.88)	True	IPR013694	domain		313	13	86	CONTINUOUS	VIT_domain
A0A067SW44	VWFA domain-containing protein	767	GALMADRAFT_144419	685588	Galerina marginata (strain CBS 339.88)	Galerina marginata (strain CBS 339.88)	True	IPR013694	domain		767	25	155	CONTINUOUS	VIT_domain
A0A067SY58	VIT domain-containing protein	1134	GALMADRAFT_776428	685588	Galerina marginata (strain CBS 339.88)	Galerina marginata (strain CBS 339.88)	True	IPR013694	domain		1134	3	138	CONTINUOUS	VIT_domain
A0A068NT08	Vault protein inter-alpha-trypsin	760	OP10G_1396	661478	Fimbriimonas ginsengisoli Gsoil 348	Fimbriimonas ginsengisoli Gsoil 348	True	IPR013694	domain		760	24	152	CONTINUOUS	VIT_domain
A0A068Y018	von Willebrand factor A domain containing protein	812	EmuJ_001168700	6211	Echinococcus multilocularis	Echinococcus multilocularis (Fox tapeworm)	True	IPR013694	domain		812	1	131	CONTINUOUS	VIT_domain
A0A068YP28	von Willebrand factor A domain containing protein	654	EmuJ_001158300	6211	Echinococcus multilocularis	Echinococcus multilocularis (Fox tapeworm)	True	IPR013694	domain		654	1	128	CONTINUOUS	VIT_domain
A0A069DVF3	Putative inter-alpha-trypsin inhibitor heavy chain h4-like protein	629		65343	Panstrongylus megistus	Panstrongylus megistus	True	IPR013694	domain		629	1	87	CONTINUOUS	VIT_domain
A0A072N1T9	Inter-alpha-trypsin inhibitor domain protein	709	D777_02875	1137280	Marinobacter nitratireducens	Marinobacter nitratireducens	True	IPR013694	domain		709	61	189	CONTINUOUS	VIT_domain
A0A072P4Z2	Uncharacterized protein	1309	A1O9_08838	1182545	Exophiala aquamarina CBS 119918	Exophiala aquamarina CBS 119918	False	IPR013694	domain		1309	17	148	CONTINUOUS	VIT_domain
A0A073CJE1	Trypsin	835	A19Y_3652	388467	Planktothrix agardhii (strain NIVA-CYA 126/8)	Planktothrix agardhii (strain NIVA-CYA 126/8)	True	IPR013694	domain		835	62	191	CONTINUOUS	VIT_domain
A0A073CL79	VIT domain-containing protein	939	A19Y_3965	388467	Planktothrix agardhii (strain NIVA-CYA 126/8)	Planktothrix agardhii (strain NIVA-CYA 126/8)	True	IPR013694	domain		939	393	526	CONTINUOUS	VIT_domain
A0A074MA34	Marine proteobacterial sortase target protein	745	EH31_09375	1044	Erythrobacter longus	Erythrobacter longus	True	IPR013694	domain		745	63	191	CONTINUOUS	VIT_domain
A0A074W3L0	VIT-domain-containing protein	881	M437DRAFT_36355	1043003	Aureobasidium melanogenum (strain CBS 110374)	Aureobasidium melanogenum (strain CBS 110374)	True	IPR013694	domain		881	7	138	CONTINUOUS	VIT_domain
A0A074X3L4	VIT-domain-containing protein	922	M438DRAFT_350452	1043002	Aureobasidium pullulans EXF-150	Aureobasidium pullulans EXF-150	True	IPR013694	domain		922	10	139	CONTINUOUS	VIT_domain
A0A074X404	VIT-domain-containing protein	880	M436DRAFT_56301	1043004	Aureobasidium namibiae CBS 147.97	Aureobasidium namibiae CBS 147.97	True	IPR013694	domain		880	8	137	CONTINUOUS	VIT_domain
A0A074YN94	VIT domain-containing protein	920	AUEXF2481DRAFT_676012	1043005	Aureobasidium subglaciale (strain EXF-2481)	Aureobasidium subglaciale (strain EXF-2481)	True	IPR013694	domain		920	9	138	CONTINUOUS	VIT_domain
A0A074ZDH0	VIT domain-containing protein	445	T265_15140	6198	Opisthorchis viverrini	Opisthorchis viverrini (Southeast Asian liver fluke)	True	IPR013694	domain		445	23	152	CONTINUOUS	VIT_domain
A0A075AEV5	von Willebrand factor type A domain protein	888	T265_05795	6198	Opisthorchis viverrini	Opisthorchis viverrini (Southeast Asian liver fluke)	True	IPR013694	domain		888	1	129	CONTINUOUS	VIT_domain
A0A076FFR2	Inter-alpha-trypsin inhibitor	866		565004	Paracyclopina nana	Paracyclopina nana (Marine copepod)	True	IPR013694	domain		866	30	159	CONTINUOUS	VIT_domain
A0A077ZR06	Uncharacterized protein	925	Contig17793.g855	5949	Stylonychia lemnae	Stylonychia lemnae (Ciliate)	True	IPR013694	domain		925	14	149	CONTINUOUS	VIT_domain
A0A077ZRW8	Uncharacterized protein	835	Contig9134.g9773	5949	Stylonychia lemnae	Stylonychia lemnae (Ciliate)	True	IPR013694	domain		835	1	105	CONTINUOUS	VIT_domain
A0A077ZSP0	Uncharacterized protein	923	Contig10893.g11645	5949	Stylonychia lemnae	Stylonychia lemnae (Ciliate)	True	IPR013694	domain		923	1	123	CONTINUOUS	VIT_domain
A0A077ZV90	Uncharacterized protein	865	Contig10893.g11646	5949	Stylonychia lemnae	Stylonychia lemnae (Ciliate)	True	IPR013694	domain		865	9	139	CONTINUOUS	VIT_domain
A0A077ZY94	VIT domain-containing protein	963	Contig12719.g13571	5949	Stylonychia lemnae	Stylonychia lemnae (Ciliate)	True	IPR013694	domain		963	1	87	CONTINUOUS	VIT_domain
A0A077ZYB5	Uncharacterized protein	786	Contig8832.g9433	5949	Stylonychia lemnae	Stylonychia lemnae (Ciliate)	True	IPR013694	domain		786	11	140	CONTINUOUS	VIT_domain
A0A077ZZ37	Uncharacterized protein	867	Contig10752.g11501	5949	Stylonychia lemnae	Stylonychia lemnae (Ciliate)	True	IPR013694	domain		867	11	140	CONTINUOUS	VIT_domain
A0A078A2P3	Uncharacterized protein	921	Contig17417.g18527	5949	Stylonychia lemnae	Stylonychia lemnae (Ciliate)	True	IPR013694	domain		921	9	139	CONTINUOUS	VIT_domain
A0A078A5H5	von willebrand factor a domain-containing protein 5a-like	927	Contig3503.g3743	5949	Stylonychia lemnae	Stylonychia lemnae (Ciliate)	True	IPR013694	domain		927	16	151	CONTINUOUS	VIT_domain
A0A078A9J3	Uncharacterized protein	746	Contig6930.g7423	5949	Stylonychia lemnae	Stylonychia lemnae (Ciliate)	True	IPR013694	domain		746	1	129	CONTINUOUS	VIT_domain
A0A078AN56	VIT domain-containing protein	237	Contig4441.g4738	5949	Stylonychia lemnae	Stylonychia lemnae (Ciliate)	True	IPR013694	domain		237	35	165	CONTINUOUS	VIT_domain
A0A078APD0	Uncharacterized protein	529	Contig151.g180	5949	Stylonychia lemnae	Stylonychia lemnae (Ciliate)	True	IPR013694	domain		529	45	175	CONTINUOUS	VIT_domain
A0A078AXB6	VIT domain-containing protein	217	Contig18658.g19820	5949	Stylonychia lemnae	Stylonychia lemnae (Ciliate)	True	IPR013694	domain		217	15	145	CONTINUOUS	VIT_domain
A0A078AYU3	VIT domain-containing protein	141	Contig13414.g14321	5949	Stylonychia lemnae	Stylonychia lemnae (Ciliate)	True	IPR013694	domain		141	41	141	CONTINUOUS	VIT_domain
A0A078B8M3	von willebrand factor type a domain containing protein	925	Contig12668.g13518	5949	Stylonychia lemnae	Stylonychia lemnae (Ciliate)	True	IPR013694	domain		925	15	150	CONTINUOUS	VIT_domain
A0A078BBK6	Uncharacterized protein	920	Contig2261.g2425	5949	Stylonychia lemnae	Stylonychia lemnae (Ciliate)	True	IPR013694	domain		920	9	139	CONTINUOUS	VIT_domain
A0A078BC58	VIT domain-containing protein	350	Contig2266.g2432	5949	Stylonychia lemnae	Stylonychia lemnae (Ciliate)	True	IPR013694	domain		350	1	87	CONTINUOUS	VIT_domain
A0A080M827	VIT domain-containing protein	807	AW06_001757	2954383	Candidatus Accumulibacter cognatus	Candidatus Accumulibacter cognatus	True	IPR013694	domain		807	281	410	CONTINUOUS	VIT_domain
A0A080MGB3	VIT domain-containing protein	967	AW06_002706	2954383	Candidatus Accumulibacter cognatus	Candidatus Accumulibacter cognatus	True	IPR013694	domain		967	34	162	CONTINUOUS	VIT_domain
A0A081BCU9	Vault protein inter-alpha-trypsin subunit	769	M2A_2366	1333998	Tepidicaulis marinus	Tepidicaulis marinus	True	IPR013694	domain		769	70	198	CONTINUOUS	VIT_domain
A0A081BNS9	von Willebrand factor type A like domain	790	U14_03292	1499966	Candidatus Moduliflexus flocculans	Candidatus Moduliflexus flocculans	True	IPR013694	domain		790	40	168	CONTINUOUS	VIT_domain
A0A081C8T3	Vault protein inter-alpha-trypsin domain protein	851	U27_00886	1499967	Vecturithrix granuli	Vecturithrix granuli	True	IPR013694	domain		851	124	252	CONTINUOUS	VIT_domain
A0A084AVJ5	VIT domain-containing protein	956	S7711_08396	1280523	Stachybotrys chartarum (strain CBS 109288 / IBT 7711)	Stachybotrys chartarum (strain CBS 109288 / IBT 7711) (Toxic black mold)	True	IPR013694	domain		956	14	146	CONTINUOUS	VIT_domain
A0A084B5I5	VWFA domain-containing protein	1346	S7711_04404	1280523	Stachybotrys chartarum (strain CBS 109288 / IBT 7711)	Stachybotrys chartarum (strain CBS 109288 / IBT 7711) (Toxic black mold)	False	IPR013694	domain		1346	72	202	CONTINUOUS	VIT_domain
A0A084G4M7	Uncharacterized protein	1490	SAPIO_CDS6151	563466	Pseudallescheria apiosperma	Pseudallescheria apiosperma	False	IPR013694	domain		1490	60	190	CONTINUOUS	VIT_domain
A0A084Q854	VIT domain-containing protein	185	S40285_09603	1283841	Stachybotrys chlorohalonatus (strain IBT 40285)	Stachybotrys chlorohalonatus (strain IBT 40285)	True	IPR013694	domain		185	1	93	CONTINUOUS	VIT_domain
A0A084Q9Z1	VIT domain-containing protein	956	S40285_06326	1283841	Stachybotrys chlorohalonatus (strain IBT 40285)	Stachybotrys chlorohalonatus (strain IBT 40285)	True	IPR013694	domain		956	14	146	CONTINUOUS	VIT_domain
A0A084QZV8	VIT domain-containing protein	1343	S40285_05675	1283841	Stachybotrys chlorohalonatus (strain IBT 40285)	Stachybotrys chlorohalonatus (strain IBT 40285)	False	IPR013694	domain		1343	72	202	CONTINUOUS	VIT_domain
A0A085WS16	Inter-alpha-trypsin inhibitor domain protein	771	DB31_5521	394096	Hyalangium minutum	Hyalangium minutum	True	IPR013694	domain		771	21	149	CONTINUOUS	VIT_domain
A0A085WTY9	Inter-alpha-trypsin inhibitor domain protein	874	DB31_3282	394096	Hyalangium minutum	Hyalangium minutum	True	IPR013694	domain		874	7	135	CONTINUOUS	VIT_domain
A0A085WU40	VIT domain-containing protein	1190	DB31_3333	394096	Hyalangium minutum	Hyalangium minutum	True	IPR013694	domain		1190	221	393	CONTINUOUS	VIT_domain
A0A085WVV7	VIT domain-containing protein	1206	DB31_0081	394096	Hyalangium minutum	Hyalangium minutum	True	IPR013694	domain		1206	22	149	CONTINUOUS	VIT_domain
A0A085WWJ9	VIT domain-containing protein	788	DB31_0323	394096	Hyalangium minutum	Hyalangium minutum	True	IPR013694	domain		788	260	390	CONTINUOUS	VIT_domain
A0A085Z9H5	VIT domain-containing protein	950	IX39_10860	236814	Chryseobacterium formosense	Chryseobacterium formosense	True	IPR013694	domain		950	19	147	CONTINUOUS	VIT_domain
A0A085ZKJ5	VIT domain-containing protein	1079	IW19_05205	362418	Flavobacterium reichenbachii	Flavobacterium reichenbachii	True	IPR013694	domain		1079	32	160	CONTINUOUS	VIT_domain
A0A085ZPX8	VIT domain-containing protein	830	IW19_13670	362418	Flavobacterium reichenbachii	Flavobacterium reichenbachii	True	IPR013694	domain		830	324	455	CONTINUOUS	VIT_domain
A0A086SWV9	von Willebrand factor A domain-containing protein 5A-like protein	921	ACRE_076860	857340	Hapsidospora chrysogenum (strain ATCC 11550 / CBS 779.69 / DSM 880 / IAM 14645 / JCM 23072 / IMI 49137)	Hapsidospora chrysogenum (strain ATCC 11550 / CBS 779.69 / DSM 880 / IAM 14645 / JCM 23072 / IMI 49137)	True	IPR013694	domain		921	6	138	CONTINUOUS	VIT_domain
A0A087MJ95	Marine proteobacterial sortase target protein	670	N788_11925	1121014	Arenimonas donghaensis DSM 18148 = HO3-R19	Arenimonas donghaensis DSM 18148 = HO3-R19	True	IPR013694	domain		670	43	171	CONTINUOUS	VIT_domain
A0A087QMI5	Inter-alpha-trypsin inhibitor heavy chain H2	887	AS27_03777	9233	Aptenodytes forsteri	Aptenodytes forsteri (Emperor penguin)	True	IPR013694	domain		887	1	125	CONTINUOUS	VIT_domain
A0A087QT89	Inter-alpha-trypsin inhibitor heavy chain H4	576	AS27_11567	9233	Aptenodytes forsteri	Aptenodytes forsteri (Emperor penguin)	True	IPR013694	domain		576	1	116	CONTINUOUS	VIT_domain
A0A087VD94	Inter-alpha-trypsin inhibitor heavy chain H2	887	N312_01074	100784	Balearica regulorum gibbericeps	Balearica regulorum gibbericeps (East African grey crowned-crane)	True	IPR013694	domain		887	1	125	CONTINUOUS	VIT_domain
A0A087VQK7	VIT domain-containing protein	216	N312_01888	100784	Balearica regulorum gibbericeps	Balearica regulorum gibbericeps (East African grey crowned-crane)	True	IPR013694	domain		216	12	142	CONTINUOUS	VIT_domain
A0A087X3A8	Inter-alpha-trypsin inhibitor heavy chain family member 6	1189		48698	Poecilia formosa	Poecilia formosa (Amazon molly)	True	IPR013694	domain		1189	35	164	CONTINUOUS	VIT_domain
A0A087X8Z0	Poly [ADP-ribose] polymerase	1739		48698	Poecilia formosa	Poecilia formosa (Amazon molly)	False	IPR013694	domain		1739	606	734	CONTINUOUS	VIT_domain
A0A087XBE0	Inter-alpha-trypsin inhibitor heavy chain H3	920		48698	Poecilia formosa	Poecilia formosa (Amazon molly)	True	IPR013694	domain		920	45	174	CONTINUOUS	VIT_domain
A0A087XEC5	VIT domain-containing protein	651		48698	Poecilia formosa	Poecilia formosa (Amazon molly)	False	IPR013694	domain		651	1	133	CONTINUOUS	VIT_domain
A0A087XIM7	VWFA domain-containing protein	1391		48698	Poecilia formosa	Poecilia formosa (Amazon molly)	False	IPR013694	domain		1391	3	78	CONTINUOUS	VIT_domain
A0A087XNW0	von Willebrand factor A domain containing 5B1	1265		48698	Poecilia formosa	Poecilia formosa (Amazon molly)	True	IPR013694	domain		1265	1	140	CONTINUOUS	VIT_domain
A0A087XR90	VIT domain-containing protein	570		48698	Poecilia formosa	Poecilia formosa (Amazon molly)	False	IPR013694	domain		570	1	133	CONTINUOUS	VIT_domain
A0A087XS08	von Willebrand factor A domain containing 5A	801		48698	Poecilia formosa	Poecilia formosa (Amazon molly)	True	IPR013694	domain		801	1	131	CONTINUOUS	VIT_domain
A0A087Y5N8	Inter-alpha-trypsin inhibitor heavy chain 2	942		48698	Poecilia formosa	Poecilia formosa (Amazon molly)	True	IPR013694	domain		942	49	178	CONTINUOUS	VIT_domain
A0A087YLD7	Inter-alpha-trypsin inhibitor heavy chain 3b, tandem duplicate 2	848		48698	Poecilia formosa	Poecilia formosa (Amazon molly)	True	IPR013694	domain		848	1	115	CONTINUOUS	VIT_domain
A0A089P067	Marine proteobacterial sortase target protein	730	MOC_5871	693986	Methylobacterium oryzae CBMB20	Methylobacterium oryzae CBMB20	True	IPR013694	domain		730	45	173	CONTINUOUS	VIT_domain
A0A090ALM5	NAD(+) ADP-ribosyltransferase	855	THII_2435	40754	Thioploca ingrica	Thioploca ingrica	True	IPR013694	domain		855	41	169	CONTINUOUS	VIT_domain
A0A091ATH9	Marine proteobacterial sortase target protein	671	N790_11440	1384054	Arenimonas malthae CC-JY-1	Arenimonas malthae CC-JY-1	True	IPR013694	domain		671	43	171	CONTINUOUS	VIT_domain
A0A091ATY3	VIT domain-containing protein	983	N789_10300	1121015	Arenimonas oryziterrae DSM 21050 = YC6267	Arenimonas oryziterrae DSM 21050 = YC6267	True	IPR013694	domain		983	25	153	CONTINUOUS	VIT_domain
A0A091BKQ3	Marine proteobacterial sortase target protein	698	P873_03655	1121013	Arenimonas composti TR7-09 = DSM 18010	Arenimonas composti TR7-09 = DSM 18010	True	IPR013694	domain		698	50	178	CONTINUOUS	VIT_domain
A0A091BVC1	Marine proteobacterial sortase target protein	677	N787_06160	1384056	Arenimonas metalli CF5-1	Arenimonas metalli CF5-1	True	IPR013694	domain		677	55	183	CONTINUOUS	VIT_domain
A0A091D2J7	Inter-alpha-trypsin inhibitor heavy chain H1	910	H920_13393	885580	Fukomys damarensis	Fukomys damarensis (Damaraland mole rat)	True	IPR013694	domain		910	36	165	CONTINUOUS	VIT_domain
A0A091D4Q8	Inter-alpha-trypsin inhibitor heavy chain H4	899	H920_13391	885580	Fukomys damarensis	Fukomys damarensis (Damaraland mole rat)	True	IPR013694	domain		899	20	149	CONTINUOUS	VIT_domain
A0A091DFC1	Poly [ADP-ribose] polymerase	1728	H920_09418	885580	Fukomys damarensis	Fukomys damarensis (Damaraland mole rat)	False	IPR013694	domain		1728	606	734	CONTINUOUS	VIT_domain
A0A091DMZ2	von Willebrand factor A domain-containing protein 5B1	1217	H920_06028	885580	Fukomys damarensis	Fukomys damarensis (Damaraland mole rat)	True	IPR013694	domain		1217	1	149	CONTINUOUS	VIT_domain
A0A091DQU7	Inter-alpha-trypsin inhibitor heavy chain H5	922	H920_04088	885580	Fukomys damarensis	Fukomys damarensis (Damaraland mole rat)	True	IPR013694	domain		922	8	134	CONTINUOUS	VIT_domain
A0A091DR02	Inter-alpha-trypsin inhibitor heavy chain H3	881	H920_13392	885580	Fukomys damarensis	Fukomys damarensis (Damaraland mole rat)	True	IPR013694	domain		881	21	150	CONTINUOUS	VIT_domain
A0A091DVJ8	Inter-alpha-trypsin inhibitor heavy chain H2	936	H920_04087	885580	Fukomys damarensis	Fukomys damarensis (Damaraland mole rat)	True	IPR013694	domain		936	57	186	CONTINUOUS	VIT_domain
A0A091DZV0	von Willebrand factor A domain-containing protein 5A	780	H920_02628	885580	Fukomys damarensis	Fukomys damarensis (Damaraland mole rat)	True	IPR013694	domain		780	5	135	CONTINUOUS	VIT_domain
A0A091ECG8	VIT domain-containing protein	85	N302_03756	85066	Corvus brachyrhynchos	Corvus brachyrhynchos (American crow)	True	IPR013694	domain		85	1	85	CONTINUOUS	VIT_domain
A0A091ENN4	Inter-alpha-trypsin inhibitor heavy chain H4	575	N302_10099	85066	Corvus brachyrhynchos	Corvus brachyrhynchos (American crow)	True	IPR013694	domain		575	1	115	CONTINUOUS	VIT_domain
A0A091F0J0	Inter-alpha-trypsin inhibitor heavy chain H2	881	N302_08419	85066	Corvus brachyrhynchos	Corvus brachyrhynchos (American crow)	True	IPR013694	domain		881	1	125	CONTINUOUS	VIT_domain
A0A091F7W6	Inter-alpha-trypsin inhibitor heavy chain H3	868	N302_10100	85066	Corvus brachyrhynchos	Corvus brachyrhynchos (American crow)	True	IPR013694	domain		868	1	119	CONTINUOUS	VIT_domain
A0A091FLK9	Inter-alpha-trypsin inhibitor heavy chain H2	888	N303_08249	55661	Cuculus canorus	Cuculus canorus (Common cuckoo)	True	IPR013694	domain		888	1	125	CONTINUOUS	VIT_domain
A0A091FNH0	VIT domain-containing protein	222	N303_12541	55661	Cuculus canorus	Cuculus canorus (Common cuckoo)	True	IPR013694	domain		222	16	146	CONTINUOUS	VIT_domain
A0A091G4P2	von Willebrand factor A domain-containing protein 5B1	1216	N303_02630	55661	Cuculus canorus	Cuculus canorus (Common cuckoo)	True	IPR013694	domain		1216	1	137	CONTINUOUS	VIT_domain
A0A091GM49	Inter-alpha-trypsin inhibitor heavy chain H4	576	N303_08648	55661	Cuculus canorus	Cuculus canorus (Common cuckoo)	True	IPR013694	domain		576	1	116	CONTINUOUS	VIT_domain
A0A091H7Z7	Inter-alpha-trypsin inhibitor heavy chain H3	873	N303_08649	55661	Cuculus canorus	Cuculus canorus (Common cuckoo)	True	IPR013694	domain		873	1	119	CONTINUOUS	VIT_domain
A0A091HAV5	VIT domain-containing protein	220	N320_01166	175836	Buceros rhinoceros silvestris	Buceros rhinoceros silvestris	True	IPR013694	domain		220	16	145	CONTINUOUS	VIT_domain
A0A091HB90	Inter-alpha-trypsin inhibitor heavy chain H2	886	N320_11533	175836	Buceros rhinoceros silvestris	Buceros rhinoceros silvestris	True	IPR013694	domain		886	1	124	CONTINUOUS	VIT_domain
