protein_accession,protein_name,protein_length,gene,organism_taxid,organism_name,organism_fullname,in_alphafold,interpro_accession,entry_type,entry_integrated,interpro_protein_length,fragment_start,fragment_end,fragment_status
A0A023ESR9,S-adenosylmethionine synthase,404,,7160,Aedes albopictus,Aedes albopictus (Asian tiger mosquito),True,IPR022628,domain,,404,26,123,CONTINUOUS
A0A023F8X8,S-adenosylmethionine synthase,404,,30076,Triatoma infestans,Triatoma infestans (Assassin bug),True,IPR022628,domain,,404,26,123,CONTINUOUS
A0A023FPE9,S-adenosylmethionine synthase,460,,34607,Amblyomma cajennense,Amblyomma cajennense (Cayenne tick),False,IPR022628,domain,,460,83,180,CONTINUOUS
A0A023FZK9,S-adenosylmethionine synthase,426,,251391,Amblyomma parvum,Amblyomma parvum (South American tick),True,IPR022628,domain,,426,49,146,CONTINUOUS
A0A023G8T0,S-adenosylmethionine synthase,430,,251400,Amblyomma triste,Amblyomma triste (Neotropical tick),False,IPR022628,domain,,430,53,150,CONTINUOUS
A0A023GLJ2,S-adenosylmethionine synthase,366,,251400,Amblyomma triste,Amblyomma triste (Neotropical tick),True,IPR022628,domain,,366,3,85,CONTINUOUS
A0A023J8I0,methionine adenosyltransferase,314,,679715,Guzmania wittmackii x Guzmania lingulata,Guzmania wittmackii x Guzmania lingulata,True,IPR022628,domain,,314,7,104,CONTINUOUS
A0A023J8Y2,methionine adenosyltransferase,361,,679715,Guzmania wittmackii x Guzmania lingulata,Guzmania wittmackii x Guzmania lingulata,True,IPR022628,domain,,361,7,104,CONTINUOUS
A0A023Q230,S-adenosylmethionine synthase,396,SAMS,676074,Saccharum hybrid cultivar ROC22,Saccharum hybrid cultivar ROC22,True,IPR022628,domain,,396,7,104,CONTINUOUS
A0A023X426,S-adenosylmethionine synthase,401,metK,42256,Rubrobacter radiotolerans,Rubrobacter radiotolerans,True,IPR022628,domain,,401,14,111,CONTINUOUS
A0A023ZRY4,S-adenosylmethionine synthase,390,,175792,Tachysurus vachellii,Tachysurus vachellii (Darkbarbel catfish),True,IPR022628,domain,,390,13,110,CONTINUOUS
A0A024E0Z3,S-adenosylmethionine synthase,390,TVAG_243700,5722,Trichomonas vaginalis,Trichomonas vaginalis,True,IPR022628,domain,,390,5,100,CONTINUOUS
A0A024G3F7,S-adenosylmethionine synthase,395,BN9_016180,65357,Albugo candida,Albugo candida,True,IPR022628,domain,,395,15,112,CONTINUOUS
A0A024H2R3,S-adenosylmethionine synthase,411,metK,861266,Pseudarthrobacter siccitolerans,Pseudarthrobacter siccitolerans,True,IPR022628,domain,,411,20,115,CONTINUOUS
A0A024HPW7,S-adenosylmethionine synthase,396,metK,1301098,Pseudomonas knackmussii (strain DSM 6978 / CCUG 54928 / LMG 23759 / B13),Pseudomonas knackmussii (strain DSM 6978 / CCUG 54928 / LMG 23759 / B13),True,IPR022628,domain,,396,6,101,CONTINUOUS
A0A024JXH9,S-adenosylmethionine synthase,403,metK,47839,Mycobacterium triplex,Mycobacterium triplex,True,IPR022628,domain,,403,7,106,CONTINUOUS
A0A024P9X2,S-adenosylmethionine synthase,398,metK,195088,Halobacillus karajensis,Halobacillus karajensis,True,IPR022628,domain,,398,6,103,CONTINUOUS
A0A024QBC7,S-adenosylmethionine synthase,400,metK,61016,Virgibacillus salexigens,Virgibacillus salexigens,True,IPR022628,domain,,400,6,103,CONTINUOUS
A0A026X012,S-adenosylmethionine synthase,476,X777_07771,2015173,Ooceraea biroi,Ooceraea biroi (Clonal raider ant),True,IPR022628,domain,,476,26,123,CONTINUOUS
A0A031FYX5,S-adenosylmethionine synthase,397,metK,273677,Microbacterium oleivorans,Microbacterium oleivorans,True,IPR022628,domain,,397,6,101,CONTINUOUS
A0A031MGA8,S-adenosylmethionine synthase,396,metK,653930,Halopseudomonas bauzanensis,Halopseudomonas bauzanensis,True,IPR022628,domain,,396,6,102,CONTINUOUS
A0A034VY08,S-adenosylmethionine synthase,409,LOC105230754,27457,Bactrocera dorsalis,Bactrocera dorsalis (Oriental fruit fly),True,IPR022628,domain,,409,31,128,CONTINUOUS
A0A037ZIM4,S-adenosylmethionine synthase,388,metK,1454373,Actibacterium mucosum KCTC 23349,Actibacterium mucosum KCTC 23349,True,IPR022628,domain,,388,5,103,CONTINUOUS
A0A044U0Q7,S-adenosylmethionine synthase,424,,6282,Onchocerca volvulus,Onchocerca volvulus,True,IPR022628,domain,,424,21,118,CONTINUOUS
A0A051TWU4,S-adenosylmethionine synthase,403,metK,1324261,Mycobacterium [tuberculosis] TKK-01-0051,Mycobacterium [tuberculosis] TKK-01-0051,True,IPR022628,domain,,403,7,106,CONTINUOUS
A0A051U411,S-adenosylmethionine synthase,403,metK,1324261,Mycobacterium [tuberculosis] TKK-01-0051,Mycobacterium [tuberculosis] TKK-01-0051,True,IPR022628,domain,,403,7,106,CONTINUOUS
A0A058Z5Z0,S-adenosylmethionine synthase,384,H696_03928,691883,Fonticula alba,Fonticula alba (Slime mold),True,IPR022628,domain,,384,6,103,CONTINUOUS
A0A058ZL69,S-adenosylmethionine synthase,393,metK,1461693,Actibacterium atlanticum,Actibacterium atlanticum,True,IPR022628,domain,,393,5,108,CONTINUOUS
A0A059DWQ2,S-adenosylmethionine synthase,393,metK,1280948,Hyphomonas atlantica corrig.,Hyphomonas atlantica corrig.,True,IPR022628,domain,,393,7,105,CONTINUOUS
A0A059FAD5,S-adenosylmethionine synthase,393,metK,1280950,Hyphomonas johnsonii MHS-2,Hyphomonas johnsonii MHS-2,True,IPR022628,domain,,393,6,105,CONTINUOUS
A0A059FFD0,S-adenosylmethionine synthase,393,metK,1280952,Hyphomonas jannaschiana VP2,Hyphomonas jannaschiana VP2,True,IPR022628,domain,,393,7,106,CONTINUOUS
A0A059G0S4,S-adenosylmethionine synthase,393,metK,1280951,Hyphomonas hirschiana VP5,Hyphomonas hirschiana VP5,True,IPR022628,domain,,393,7,106,CONTINUOUS
A0A059G1F6,S-adenosylmethionine synthase,393,metK,1280953,Hyphomonas oceanitis SCH89,Hyphomonas oceanitis SCH89,True,IPR022628,domain,,393,6,106,CONTINUOUS
A0A059JBZ9,S-adenosylmethionine synthase,390,H109_02799,1215338,Trichophyton interdigitale (strain MR816),Trichophyton interdigitale (strain MR816),True,IPR022628,domain,,390,12,110,CONTINUOUS
A0A059KNM1,S-adenosylmethionine synthase,393,metK,1286631,Sphaerotilus natans subsp. natans DSM 6575,Sphaerotilus natans subsp. natans DSM 6575,True,IPR022628,domain,,393,5,101,CONTINUOUS
A0A059MQS9,S-adenosylmethionine synthase,404,metK,191292,Rhodococcus aetherivorans,Rhodococcus aetherivorans,True,IPR022628,domain,,404,8,104,CONTINUOUS
A0A059XRH7,S-adenosylmethionine synthase,380,metK,2113,Mycoplasmopsis californica,Mycoplasmopsis californica,True,IPR022628,domain,,380,5,95,CONTINUOUS
A0A059XY54,S-adenosylmethionine synthase,385,metK,1441628,Leptospirillum ferriphilum YSK,Leptospirillum ferriphilum YSK,True,IPR022628,domain,,385,6,103,CONTINUOUS
A0A059ZRI9,S-adenosylmethionine synthase,389,metK,637389,Acidithiobacillus caldus (strain ATCC 51756 / DSM 8584 / KU),Acidithiobacillus caldus (strain ATCC 51756 / DSM 8584 / KU),True,IPR022628,domain,,389,4,102,CONTINUOUS
A0A060DG36,S-adenosylmethionine synthase,389,metK,2970906,Azospirillum argentinense,Azospirillum argentinense,True,IPR022628,domain,,389,5,104,CONTINUOUS
A0A060HM19,Methionine adenosyltransferase,380,metK,926571,Nitrososphaera viennensis EN76,Nitrososphaera viennensis EN76,True,IPR022628,domain,,380,5,102,CONTINUOUS
A0A060JHM4,S-adenosylmethionine synthase,396,metK,529884,Rhodoluna lacicola,Rhodoluna lacicola,True,IPR022628,domain,,396,6,102,CONTINUOUS
A0A060M479,S-adenosylmethionine synthase,399,metK,1246626,Shouchella lehensis G1,Shouchella lehensis G1,True,IPR022628,domain,,399,8,105,CONTINUOUS
A0A060N2G6,S-adenosylmethionine synthase,397,,5759,Entamoeba histolytica,Entamoeba histolytica,True,IPR022628,domain,,397,5,101,CONTINUOUS
A0A060NMG5,S-adenosylmethionine synthase,393,metK,1458425,Serpentinimonas raichei,Serpentinimonas raichei,True,IPR022628,domain,,393,5,101,CONTINUOUS
A0A060NZ07,S-adenosylmethionine synthase,396,metK,1458426,Serpentinimonas maccroryi,Serpentinimonas maccroryi,True,IPR022628,domain,,396,8,104,CONTINUOUS
A0A060R6E4,S-adenosylmethionine synthase,427,metK,1433126,Mucinivorans hirudinis,Mucinivorans hirudinis,True,IPR022628,domain,,427,4,101,CONTINUOUS
A0A060RB38,S-adenosylmethionine synthase,403,metK,1433126,Mucinivorans hirudinis,Mucinivorans hirudinis,True,IPR022628,domain,,403,3,100,CONTINUOUS
A0A060RSE9,S-adenosylmethionine synthase,402,SAMS,5854,Plasmodium reichenowi,Plasmodium reichenowi,True,IPR022628,domain,,402,10,108,CONTINUOUS
A0A060SPG4,S-adenosylmethionine synthase,396,BN946_scf184781.g9,5643,Pycnoporus cinnabarinus,Pycnoporus cinnabarinus (Cinnabar-red polypore),True,IPR022628,domain,,396,20,117,CONTINUOUS
A0A060UQP7,S-adenosylmethionine synthase,389,metK,160808,Acidithiobacillus ferrivorans,Acidithiobacillus ferrivorans,True,IPR022628,domain,,389,5,102,CONTINUOUS
A0A060W1P4,S-adenosylmethionine synthase,395,mat2aa,8022,Oncorhynchus mykiss,Oncorhynchus mykiss (Rainbow trout),True,IPR022628,domain,,395,18,115,CONTINUOUS
A0A060WGW8,S-adenosylmethionine synthase,396,LOC110525708,8022,Oncorhynchus mykiss,Oncorhynchus mykiss (Rainbow trout),True,IPR022628,domain,,396,19,116,CONTINUOUS
A0A060XBP0,S-adenosylmethionine synthase,396,LOC110536081,8022,Oncorhynchus mykiss,Oncorhynchus mykiss (Rainbow trout),True,IPR022628,domain,,396,19,116,CONTINUOUS
A0A060XNJ7,S-adenosylmethionine synthase,388,,8022,Oncorhynchus mykiss,Oncorhynchus mykiss (Rainbow trout),True,IPR022628,domain,,388,11,108,CONTINUOUS
A0A060ZP41,S-adenosylmethionine synthase,402,metK,576784,Streptomyces iranensis,Streptomyces iranensis,True,IPR022628,domain,,402,4,101,CONTINUOUS
A0A061AAS2,Methionine adenosyltransferase,371,metK1,35623,Acholeplasma oculi,Acholeplasma oculi,True,IPR022628,domain,,371,2,82,CONTINUOUS
A0A061ABG4,S-adenosylmethionine synthase,386,metK2,35623,Acholeplasma oculi,Acholeplasma oculi,True,IPR022628,domain,,386,3,102,CONTINUOUS
A0A061BBP8,S-adenosylmethionine synthase,385,BON22_3931,36022,Cyberlindnera fabianii,Cyberlindnera fabianii (Yeast),True,IPR022628,domain,,385,8,105,CONTINUOUS
A0A061DDI6,S-adenosylmethionine synthase,421,BBBOND_0313510,5866,Babesia bigemina,Babesia bigemina,True,IPR022628,domain,,421,16,114,CONTINUOUS
A0A061DSN1,S-adenosylmethionine synthase,393,TCM_004913,3641,Theobroma cacao,Theobroma cacao (Cacao),True,IPR022628,domain,,393,4,101,CONTINUOUS
A0A061EPV7,S-adenosylmethionine synthase,498,TCM_021477,3641,Theobroma cacao,Theobroma cacao (Cacao),True,IPR022628,domain,,498,109,206,CONTINUOUS
A0A061ESX4,S-adenosylmethionine synthase,390,TCM_022268,3641,Theobroma cacao,Theobroma cacao (Cacao),True,IPR022628,domain,,390,4,101,CONTINUOUS
A0A061F4C7,S-adenosylmethionine synthase,393,TCM_026823,3641,Theobroma cacao,Theobroma cacao (Cacao),True,IPR022628,domain,,393,4,101,CONTINUOUS
A0A061J150,S-adenosylmethionine synthase,373,TRSC58_04280,429131,Trypanosoma rangeli SC58,Trypanosoma rangeli SC58,True,IPR022628,domain,,373,6,103,CONTINUOUS
A0A061STF2,S-adenosylmethionine synthase,393,metK,83219,Sulfitobacter mediterraneus,Sulfitobacter mediterraneus,True,IPR022628,domain,,393,5,108,CONTINUOUS
A0A062TQC6,S-adenosylmethionine synthase,393,metK,1280941,Hyphomonas pacifica,Hyphomonas pacifica,True,IPR022628,domain,,393,7,106,CONTINUOUS
A0A062UK17,S-adenosylmethionine synthase,393,metK,1280947,Hyphomonas chukchiensis,Hyphomonas chukchiensis,True,IPR022628,domain,,393,6,106,CONTINUOUS
A0A062ULR3,S-adenosylmethionine synthase,391,metK,1280946,Hyphomonas beringensis,Hyphomonas beringensis,True,IPR022628,domain,,391,4,104,CONTINUOUS
A0A062VQQ0,S-adenosylmethionine synthase,393,metK,1280954,Hyphomonas polymorpha PS728,Hyphomonas polymorpha PS728,True,IPR022628,domain,,393,7,106,CONTINUOUS
A0A062XSJ1,S-adenosylmethionine synthase,408,metK,1312852,Thermoanaerobaculum aquaticum,Thermoanaerobaculum aquaticum,True,IPR022628,domain,,408,8,118,CONTINUOUS
A0A063BV51,S-adenosylmethionine synthase,394,UV8b_02098,1159556,Ustilaginoidea virens,Ustilaginoidea virens (Rice false smut fungus),True,IPR022628,domain,,394,16,113,CONTINUOUS
A0A063Y4S4,S-adenosylmethionine synthase,406,metK,267850,Nitrincola lacisaponensis,Nitrincola lacisaponensis,True,IPR022628,domain,,406,6,101,CONTINUOUS
A0A064CA99,S-adenosylmethionine synthase,402,metK,1440774,Mycolicibacterium aromaticivorans JS19b1 = JCM 16368,Mycolicibacterium aromaticivorans JS19b1 = JCM 16368,True,IPR022628,domain,,402,6,105,CONTINUOUS
A0A066RYD4,S-adenosylmethionine synthase,384,metK,1654360,Photobacterium galatheae,Photobacterium galatheae,True,IPR022628,domain,,384,4,101,CONTINUOUS
A0A066U433,S-adenosylmethionine synthase,400,metK,287986,Amycolatopsis rifamycinica,Amycolatopsis rifamycinica,True,IPR022628,domain,,400,7,104,CONTINUOUS
A0A066U536,S-adenosylmethionine synthase,393,metK,287986,Amycolatopsis rifamycinica,Amycolatopsis rifamycinica,True,IPR022628,domain,,393,1,97,CONTINUOUS
A0A066UM40,S-adenosylmethionine synthase,388,metK,743974,Moraxella bovoculi 237,Moraxella bovoculi 237,True,IPR022628,domain,,388,5,101,CONTINUOUS
A0A066UZQ8,S-adenosylmethionine synthase,384,metK,212667,Vibrio fortis,Vibrio fortis,True,IPR022628,domain,,384,4,101,CONTINUOUS
A0A066V9J7,S-adenosylmethionine synthetase N-terminal domain-containing protein,122,K437DRAFT_277002,1037660,Tilletiaria anomala (strain ATCC 24038 / CBS 436.72 / UBC 951),Tilletiaria anomala (strain ATCC 24038 / CBS 436.72 / UBC 951),True,IPR022628,domain,,122,16,113,CONTINUOUS
A0A066WRW1,S-adenosylmethionine synthase,416,metK,1492738,Flavobacterium seoulense,Flavobacterium seoulense,True,IPR022628,domain,,416,3,100,CONTINUOUS
A0A066XNI3,S-adenosylmethionine synthase,400,CSUB01_07751,1173701,Colletotrichum sublineola,Colletotrichum sublineola (Sorghum anthracnose fungus),True,IPR022628,domain,,400,21,119,CONTINUOUS
A0A066Z3T5,S-adenosylmethionine synthase,403,metK,1348663,Kitasatospora cheerisanensis KCTC 2395,Kitasatospora cheerisanensis KCTC 2395,True,IPR022628,domain,,403,4,101,CONTINUOUS
A0A067A037,S-adenosylmethionine synthase,385,metK,28885,Hydrogenovibrio marinus,Hydrogenovibrio marinus,True,IPR022628,domain,,385,4,101,CONTINUOUS
A0A067BKI0,S-adenosylmethionine synthase,385,metK,1481663,Vibrio metoecus,Vibrio metoecus,True,IPR022628,domain,,385,5,102,CONTINUOUS
A0A067CZS4,S-adenosylmethionine synthase,375,SPRG_03249,695850,Saprolegnia parasitica (strain CBS 223.65),Saprolegnia parasitica (strain CBS 223.65),True,IPR022628,domain,,375,12,92,CONTINUOUS
A0A067D8G1,S-adenosylmethionine synthase,393,CISIN_1g044516mg,2711,Citrus sinensis,Citrus sinensis (Sweet orange),True,IPR022628,domain,,393,4,101,CONTINUOUS
A0A067DBR7,methionine adenosyltransferase,200,CISIN_1g044843mg,2711,Citrus sinensis,Citrus sinensis (Sweet orange),True,IPR022628,domain,,200,4,101,CONTINUOUS
A0A067EYP8,S-adenosylmethionine synthase,391,CISIN_1g045474mg,2711,Citrus sinensis,Citrus sinensis (Sweet orange),True,IPR022628,domain,,391,4,101,CONTINUOUS
A0A067FXP2,methionine adenosyltransferase,200,CISIN_1g045358mg,2711,Citrus sinensis,Citrus sinensis (Sweet orange),True,IPR022628,domain,,200,4,101,CONTINUOUS
A0A067H499,S-adenosylmethionine synthase,399,CISIN_1g015873mg,2711,Citrus sinensis,Citrus sinensis (Sweet orange),True,IPR022628,domain,,399,10,107,CONTINUOUS
A0A067H4R0,S-adenosylmethionine synthase,381,CISIN_1g015873mg,2711,Citrus sinensis,Citrus sinensis (Sweet orange),True,IPR022628,domain,,381,4,101,CONTINUOUS
A0A067HFP2,S-adenosylmethionine synthase,387,CISIN_1g015873mg,2711,Citrus sinensis,Citrus sinensis (Sweet orange),True,IPR022628,domain,,387,10,107,CONTINUOUS
A0A067HG06,S-adenosylmethionine synthase,393,CISIN_1g015873mg,2711,Citrus sinensis,Citrus sinensis (Sweet orange),True,IPR022628,domain,,393,4,101,CONTINUOUS
A0A067JUX7,S-adenosylmethionine synthase,393,JCGZ_23177,180498,Jatropha curcas,Jatropha curcas (Barbados nut),True,IPR022628,domain,,393,4,101,CONTINUOUS
A0A067JVJ5,S-adenosylmethionine synthase,413,JCGZ_19076,180498,Jatropha curcas,Jatropha curcas (Barbados nut),True,IPR022628,domain,,413,4,101,CONTINUOUS
A0A067JWS1,S-adenosylmethionine synthase,392,JCGZ_14093,180498,Jatropha curcas,Jatropha curcas (Barbados nut),True,IPR022628,domain,,392,4,101,CONTINUOUS
A0A067L6C8,S-adenosylmethionine synthase,391,JCGZ_05449,180498,Jatropha curcas,Jatropha curcas (Barbados nut),True,IPR022628,domain,,391,4,101,CONTINUOUS
A0A067LV81,S-adenosylmethionine synthase,390,BOTBODRAFT_38939,930990,Botryobasidium botryosum (strain FD-172 SS1),Botryobasidium botryosum (strain FD-172 SS1),True,IPR022628,domain,,390,14,111,CONTINUOUS
A0A067Q470,S-adenosylmethionine synthase,394,JAAARDRAFT_31914,933084,Jaapia argillacea MUCL 33604,Jaapia argillacea MUCL 33604,True,IPR022628,domain,,394,18,115,CONTINUOUS
A0A067R1V0,S-adenosylmethionine synthase,413,L798_10325,136037,Zootermopsis nevadensis,Zootermopsis nevadensis (Dampwood termite),True,IPR022628,domain,,413,48,133,CONTINUOUS
A0A067SRM7,S-adenosylmethionine synthase,393,GALMADRAFT_251343,685588,Galerina marginata (strain CBS 339.88),Galerina marginata (strain CBS 339.88),True,IPR022628,domain,,393,17,114,CONTINUOUS
A0A067W6X1,Methionine adenosyltransferase,422,O9A_00513,1134510,Bartonella koehlerae C-29,Bartonella koehlerae C-29,True,IPR022628,domain,,422,6,129,CONTINUOUS
A0A067XH96,S-adenosylmethionine synthase,745,sam2,870730,Pichia angusta,Pichia angusta (Yeast),True,IPR022628,domain,,745,374,465,CONTINUOUS
A0A068NM94,S-adenosylmethionine synthase,374,metK,661478,Fimbriimonas ginsengisoli Gsoil 348,Fimbriimonas ginsengisoli Gsoil 348,True,IPR022628,domain,,374,3,99,CONTINUOUS
A0A068QV10,S-adenosylmethionine synthase,384,metK,351671,Xenorhabdus doucetiae,Xenorhabdus doucetiae,True,IPR022628,domain,,384,4,101,CONTINUOUS
A0A068R082,S-adenosylmethionine synthase,384,metK,1354304,Xenorhabdus poinarii G6,Xenorhabdus poinarii G6,True,IPR022628,domain,,384,4,101,CONTINUOUS
A0A068SKG7,Methionine adenosyltransferase,419,RG540_CH00460,1028800,Neorhizobium galegae bv. orientalis str. HAMBI 540,Neorhizobium galegae bv. orientalis str. HAMBI 540,True,IPR022628,domain,,419,5,121,CONTINUOUS
A0A068TS06,S-adenosylmethionine synthase,393,GSCOC_T00025601001,49390,Coffea canephora,Coffea canephora (Robusta coffee),True,IPR022628,domain,,393,4,101,CONTINUOUS
A0A068UET8,S-adenosylmethionine synthase,390,GSCOC_T00023748001,49390,Coffea canephora,Coffea canephora (Robusta coffee),True,IPR022628,domain,,390,4,101,CONTINUOUS
A0A068UV79,S-adenosylmethionine synthetase N-terminal domain-containing protein,37,GSCOC_T00036039001,49390,Coffea canephora,Coffea canephora (Robusta coffee),True,IPR022628,domain,,37,4,37,CONTINUOUS
A0A069CUQ9,S-adenosylmethionine synthase,399,metK,1329250,Weissella oryzae (strain DSM 25784 / JCM 18191 / LMG 30913 / SG25),Weissella oryzae (strain DSM 25784 / JCM 18191 / LMG 30913 / SG25),True,IPR022628,domain,,399,5,102,CONTINUOUS
A0A069D0V2,S-adenosylmethionine synthase,472,metK,1121097,Bacteroides graminisolvens DSM 19988 = JCM 15093,Bacteroides graminisolvens DSM 19988 = JCM 15093,True,IPR022628,domain,,472,45,142,CONTINUOUS
A0A069DYW6,S-adenosylmethionine synthase,404,,65343,Panstrongylus megistus,Panstrongylus megistus,True,IPR022628,domain,,404,26,123,CONTINUOUS
A0A069E6J6,S-adenosylmethionine synthase,393,metK,1280949,Hyphomonas adhaerens MHS-3,Hyphomonas adhaerens MHS-3,True,IPR022628,domain,,393,7,106,CONTINUOUS
