protein_accession	protein_name	protein_length	gene	organism_taxid	organism_name	organism_fullname	in_alphafold	interpro_accession	entry_type	entry_integrated	interpro_protein_length	fragment_start	fragment_end	fragment_status	protein_group
A0A017SB14	Small oligopeptide transporter, OPT family	773	EURHEDRAFT_516148	1388766	Aspergillus ruber (strain CBS 135680)	Aspergillus ruber (strain CBS 135680)	True	IPR004813	family		773	56	732	CONTINUOUS	Oligopeptide_transporter
A0A017SNA3	Oligopeptide transporter	742	EURHEDRAFT_544629	1388766	Aspergillus ruber (strain CBS 135680)	Aspergillus ruber (strain CBS 135680)	True	IPR004813	family		742	38	705	CONTINUOUS	Oligopeptide_transporter
A0A017SPT4	OPT oligopeptide transporter	786	EURHEDRAFT_528499	1388766	Aspergillus ruber (strain CBS 135680)	Aspergillus ruber (strain CBS 135680)	True	IPR004813	family		786	125	750	CONTINUOUS	Oligopeptide_transporter
A0A017SRL3	OPT superfamily oligopeptide transporter	726	EURHEDRAFT_527545	1388766	Aspergillus ruber (strain CBS 135680)	Aspergillus ruber (strain CBS 135680)	True	IPR004813	family		726	87	684	CONTINUOUS	Oligopeptide_transporter
A0A017SXD2	Oligopeptide transporter, OPT family	671	CAP_8033	1192034	Chondromyces apiculatus (strain DSM 436 / NBRC 100084 / Cm a2)	Chondromyces apiculatus (strain DSM 436 / NBRC 100084 / Cm a2)	True	IPR004813	family		671	34	645	CONTINUOUS	Oligopeptide_transporter
A0A017T378	Putative integral membrane protein	601	CAP_5636	1192034	Chondromyces apiculatus (strain DSM 436 / NBRC 100084 / Cm a2)	Chondromyces apiculatus (strain DSM 436 / NBRC 100084 / Cm a2)	True	IPR004813	family		601	9	138	CONTINUOUS	Oligopeptide_transporter
A0A017T378	Putative integral membrane protein	601	CAP_5636	1192034	Chondromyces apiculatus (strain DSM 436 / NBRC 100084 / Cm a2)	Chondromyces apiculatus (strain DSM 436 / NBRC 100084 / Cm a2)	True	IPR004813	family		601	269	591	CONTINUOUS	Oligopeptide_transporter
A0A017T6E4	Oligopeptide transporter, OPT family	803	CAP_4634	1192034	Chondromyces apiculatus (strain DSM 436 / NBRC 100084 / Cm a2)	Chondromyces apiculatus (strain DSM 436 / NBRC 100084 / Cm a2)	True	IPR004813	family		803	64	557	CONTINUOUS	Oligopeptide_transporter
A0A017T6E4	Oligopeptide transporter, OPT family	803	CAP_4634	1192034	Chondromyces apiculatus (strain DSM 436 / NBRC 100084 / Cm a2)	Chondromyces apiculatus (strain DSM 436 / NBRC 100084 / Cm a2)	True	IPR004813	family		803	702	793	CONTINUOUS	Oligopeptide_transporter
A0A017TDF1	Oligopeptide transporter, OPT family	621	CAP_1542	1192034	Chondromyces apiculatus (strain DSM 436 / NBRC 100084 / Cm a2)	Chondromyces apiculatus (strain DSM 436 / NBRC 100084 / Cm a2)	True	IPR004813	family		621	39	614	CONTINUOUS	Oligopeptide_transporter
A0A017TG64	Oligopeptide transporter, OPT family	788	CAP_8674	1192034	Chondromyces apiculatus (strain DSM 436 / NBRC 100084 / Cm a2)	Chondromyces apiculatus (strain DSM 436 / NBRC 100084 / Cm a2)	True	IPR004813	family		788	37	517	CONTINUOUS	Oligopeptide_transporter
A0A017TG64	Oligopeptide transporter, OPT family	788	CAP_8674	1192034	Chondromyces apiculatus (strain DSM 436 / NBRC 100084 / Cm a2)	Chondromyces apiculatus (strain DSM 436 / NBRC 100084 / Cm a2)	True	IPR004813	family		788	618	731	CONTINUOUS	Oligopeptide_transporter
A0A022PF09	OPT family oligopeptide transporter	547	BA1DRAFT_02683	2805098	Photorhabdus aegyptia	Photorhabdus aegyptia	True	IPR004813	family		547	25	246	CONTINUOUS	Oligopeptide_transporter
A0A022PF09	OPT family oligopeptide transporter	547	BA1DRAFT_02683	2805098	Photorhabdus aegyptia	Photorhabdus aegyptia	True	IPR004813	family		547	286	534	CONTINUOUS	Oligopeptide_transporter
A0A022PPX2	Oligopeptide transporter 4	569	MIMGU_mgv1a0036351mg	4155	Erythranthe guttata	Erythranthe guttata (Yellow monkey flower)	True	IPR004813	family		569	1	534	CONTINUOUS	Oligopeptide_transporter
A0A022PUN3	Uncharacterized protein	233	MIMGU_mgv1a019025mg	4155	Erythranthe guttata	Erythranthe guttata (Yellow monkey flower)	True	IPR004813	family		233	21	198	CONTINUOUS	Oligopeptide_transporter
A0A022PV60	Uncharacterized protein	671	MIMGU_mgv1a002464mg	4155	Erythranthe guttata	Erythranthe guttata (Yellow monkey flower)	True	IPR004813	family		671	34	652	CONTINUOUS	Oligopeptide_transporter
A0A022PVG4	Oligopeptide transporter OPT family protein	130	MIMGU_mgv1a025659mg	4155	Erythranthe guttata	Erythranthe guttata (Yellow monkey flower)	True	IPR004813	family		130	2	104	CONTINUOUS	Oligopeptide_transporter
A0A022PXD9	Oligopeptide transporter 7	707	MIMGU_mgv1a023929mg	4155	Erythranthe guttata	Erythranthe guttata (Yellow monkey flower)	True	IPR004813	family		707	3	672	CONTINUOUS	Oligopeptide_transporter
A0A022PXE7	Uncharacterized protein	735	MIMGU_mgv1a026700mg	4155	Erythranthe guttata	Erythranthe guttata (Yellow monkey flower)	True	IPR004813	family		735	22	700	CONTINUOUS	Oligopeptide_transporter
A0A022QDF3	Uncharacterized protein	138	MIMGU_mgv1a018719mg	4155	Erythranthe guttata	Erythranthe guttata (Yellow monkey flower)	True	IPR004813	family		138	55	137	CONTINUOUS	Oligopeptide_transporter
A0A022QEI2	Metal-nicotianamine transporter YSL7	695	MIMGU_mgv1a002252mg	4155	Erythranthe guttata	Erythranthe guttata (Yellow monkey flower)	True	IPR004813	family		695	48	668	CONTINUOUS	Oligopeptide_transporter
A0A022QFZ6	Uncharacterized protein	653	MIMGU_mgv1a002615mg	4155	Erythranthe guttata	Erythranthe guttata (Yellow monkey flower)	True	IPR004813	family		653	2	615	CONTINUOUS	Oligopeptide_transporter
A0A022QGM2	Uncharacterized protein	557	MIMGU_mgv1a003894mg	4155	Erythranthe guttata	Erythranthe guttata (Yellow monkey flower)	True	IPR004813	family		557	20	529	CONTINUOUS	Oligopeptide_transporter
A0A022QGN6	Metal-nicotianamine transporter YSL7	681	MIMGU_mgv1a019282mg	4155	Erythranthe guttata	Erythranthe guttata (Yellow monkey flower)	True	IPR004813	family		681	37	655	CONTINUOUS	Oligopeptide_transporter
A0A022QME6	Oligopeptide transporter 3	745	MIMGU_mgv1a001879mg	4155	Erythranthe guttata	Erythranthe guttata (Yellow monkey flower)	True	IPR004813	family		745	31	709	CONTINUOUS	Oligopeptide_transporter
A0A022QSY1	Oligopeptide transporter 7	707	MIMGU_mgv1a002159mg	4155	Erythranthe guttata	Erythranthe guttata (Yellow monkey flower)	True	IPR004813	family		707	3	672	CONTINUOUS	Oligopeptide_transporter
A0A022QW75	Metal-nicotianamine transporter YSL6	722	MIMGU_mgv1a002047mg	4155	Erythranthe guttata	Erythranthe guttata (Yellow monkey flower)	True	IPR004813	family		722	85	703	CONTINUOUS	Oligopeptide_transporter
A0A022QXZ5	Oligopeptide transporter OPT family	141	MIMGU_mgv1a0023122mg	4155	Erythranthe guttata	Erythranthe guttata (Yellow monkey flower)	True	IPR004813	family		141	10	103	CONTINUOUS	Oligopeptide_transporter
A0A022R180	Uncharacterized protein	744	MIMGU_mgv1a024635mg	4155	Erythranthe guttata	Erythranthe guttata (Yellow monkey flower)	True	IPR004813	family		744	38	707	CONTINUOUS	Oligopeptide_transporter
A0A022R1N0	Oligopeptide transporter 7	548	MIMGU_mgv1a0023121mg	4155	Erythranthe guttata	Erythranthe guttata (Yellow monkey flower)	True	IPR004813	family		548	44	548	CONTINUOUS	Oligopeptide_transporter
A0A022R278	Uncharacterized protein	727	MIMGU_mgv1a002007mg	4155	Erythranthe guttata	Erythranthe guttata (Yellow monkey flower)	True	IPR004813	family		727	14	690	CONTINUOUS	Oligopeptide_transporter
A0A022R9P4	Uncharacterized protein	681	MIMGU_mgv1a023798mg	4155	Erythranthe guttata	Erythranthe guttata (Yellow monkey flower)	True	IPR004813	family		681	36	331	CONTINUOUS	Oligopeptide_transporter
A0A022R9P4	Uncharacterized protein	681	MIMGU_mgv1a023798mg	4155	Erythranthe guttata	Erythranthe guttata (Yellow monkey flower)	True	IPR004813	family		681	335	645	CONTINUOUS	Oligopeptide_transporter
A0A022RJS5	Uncharacterized protein	676	MIMGU_mgv1a002430mg	4155	Erythranthe guttata	Erythranthe guttata (Yellow monkey flower)	True	IPR004813	family		676	42	660	CONTINUOUS	Oligopeptide_transporter
A0A022RKK1	Metal-nicotianamine transporter YSL7	673	MIMGU_mgv1a002450mg	4155	Erythranthe guttata	Erythranthe guttata (Yellow monkey flower)	True	IPR004813	family		673	28	648	CONTINUOUS	Oligopeptide_transporter
A0A022RV09	Uncharacterized protein	425	MIMGU_mgv1a0029011mg	4155	Erythranthe guttata	Erythranthe guttata (Yellow monkey flower)	True	IPR004813	family		425	1	425	CONTINUOUS	Oligopeptide_transporter
A0A022RXP8	Oligopeptide transporter	205	MIMGU_mgv1a0020141mg	4155	Erythranthe guttata	Erythranthe guttata (Yellow monkey flower)	True	IPR004813	family		205	1	169	CONTINUOUS	Oligopeptide_transporter
A0A022RXW6	Oligopeptide transporter OPT family	202	MIMGU_mgv1a0029012mg	4155	Erythranthe guttata	Erythranthe guttata (Yellow monkey flower)	True	IPR004813	family		202	1	167	CONTINUOUS	Oligopeptide_transporter
A0A022RZ55	Uncharacterized protein	521	MIMGU_mgv1a0020142mg	4155	Erythranthe guttata	Erythranthe guttata (Yellow monkey flower)	True	IPR004813	family		521	16	521	CONTINUOUS	Oligopeptide_transporter
A0A022S1Z9	Uncharacterized protein	666	MIMGU_mgv1a002502mg	4155	Erythranthe guttata	Erythranthe guttata (Yellow monkey flower)	True	IPR004813	family		666	32	647	CONTINUOUS	Oligopeptide_transporter
A0A022XG95	OPT family oligopeptide transporter	759	H105_08179	1215331	Trichophyton soudanense CBS 452.61	Trichophyton soudanense CBS 452.61	True	IPR004813	family		759	35	752	CONTINUOUS	Oligopeptide_transporter
A0A022XKK9	OPT family oligopeptide transporter	761	H105_06660	1215331	Trichophyton soudanense CBS 452.61	Trichophyton soudanense CBS 452.61	True	IPR004813	family		761	81	740	CONTINUOUS	Oligopeptide_transporter
A0A022XKV2	OPT family small oligopeptide transporter	814	H105_06869	1215331	Trichophyton soudanense CBS 452.61	Trichophyton soudanense CBS 452.61	True	IPR004813	family		814	100	773	CONTINUOUS	Oligopeptide_transporter
A0A023B9L8	OPT oligopeptide transporter	754	GNI_050040	110365	Gregarina niphandrodes	Gregarina niphandrodes (Septate eugregarine)	True	IPR004813	family		754	54	655	CONTINUOUS	Oligopeptide_transporter
A0A023D4F3	Oligopeptide transporter	658	Amme_040_026	1231351	Acidomonas methanolica NBRC 104435	Acidomonas methanolica NBRC 104435	True	IPR004813	family		658	10	599	CONTINUOUS	Oligopeptide_transporter
A0A023WZP6	TIGR00733: oligopeptide transporter, OPT family	698	RradSPS_0409	42256	Rubrobacter radiotolerans	Rubrobacter radiotolerans	True	IPR004813	family		698	24	650	CONTINUOUS	Oligopeptide_transporter
A0A024HP36	Putative oligopeptide transporter	674	PKB_5106	1301098	Pseudomonas knackmussii (strain DSM 6978 / CCUG 54928 / LMG 23759 / B13)	Pseudomonas knackmussii (strain DSM 6978 / CCUG 54928 / LMG 23759 / B13)	True	IPR004813	family		674	7	630	CONTINUOUS	Oligopeptide_transporter
A0A058ZTR7	Uncharacterized protein	445	EUGRSUZ_L01683	71139	Eucalyptus grandis	Eucalyptus grandis (Flooded gum)	True	IPR004813	family		445	30	413	CONTINUOUS	Oligopeptide_transporter
A0A058ZUP2	Oligopeptide transporter 7	761	EUGRSUZ_L00780	71139	Eucalyptus grandis	Eucalyptus grandis (Flooded gum)	True	IPR004813	family		761	47	719	CONTINUOUS	Oligopeptide_transporter
A0A058ZUQ6	Oligopeptide transporter 7	621	EUGRSUZ_L00776	71139	Eucalyptus grandis	Eucalyptus grandis (Flooded gum)	True	IPR004813	family		621	5	586	CONTINUOUS	Oligopeptide_transporter
A0A059J3E6	OPT family oligopeptide transporter	762	H109_05782	1215338	Trichophyton interdigitale (strain MR816)	Trichophyton interdigitale (strain MR816)	True	IPR004813	family		762	37	755	CONTINUOUS	Oligopeptide_transporter
A0A059J5W7	OPT family small oligopeptide transporter	816	H109_04868	1215338	Trichophyton interdigitale (strain MR816)	Trichophyton interdigitale (strain MR816)	True	IPR004813	family		816	102	775	CONTINUOUS	Oligopeptide_transporter
A0A059J6J2	OPT family oligopeptide transporter	779	H109_04704	1215338	Trichophyton interdigitale (strain MR816)	Trichophyton interdigitale (strain MR816)	True	IPR004813	family		779	102	758	CONTINUOUS	Oligopeptide_transporter
A0A060R7V8	Oligopeptide transporter, OPT family	651	BN938_1369	1433126	Mucinivorans hirudinis	Mucinivorans hirudinis	True	IPR004813	family		651	32	612	CONTINUOUS	Oligopeptide_transporter
A0A060S1I5	OPT oligopeptide transporter	773	BN946_scf184938.g7	5643	Pycnoporus cinnabarinus	Pycnoporus cinnabarinus (Cinnabar-red polypore)	True	IPR004813	family		773	73	744	CONTINUOUS	Oligopeptide_transporter
A0A060S9D3	Uncharacterized protein	768	BN946_scf184844.g126	5643	Pycnoporus cinnabarinus	Pycnoporus cinnabarinus (Cinnabar-red polypore)	True	IPR004813	family		768	100	746	CONTINUOUS	Oligopeptide_transporter
A0A060SC30	OPT oligopeptide transporter	800	BN946_scf184923.g6	5643	Pycnoporus cinnabarinus	Pycnoporus cinnabarinus (Cinnabar-red polypore)	True	IPR004813	family		800	87	755	CONTINUOUS	Oligopeptide_transporter
A0A060SCG3	Uncharacterized protein	764	BN946_scf184940.g38	5643	Pycnoporus cinnabarinus	Pycnoporus cinnabarinus (Cinnabar-red polypore)	True	IPR004813	family		764	96	177	CONTINUOUS	Oligopeptide_transporter
A0A060SCG3	Uncharacterized protein	764	BN946_scf184940.g38	5643	Pycnoporus cinnabarinus	Pycnoporus cinnabarinus (Cinnabar-red polypore)	True	IPR004813	family		764	177	733	CONTINUOUS	Oligopeptide_transporter
A0A060SIA1	OPT oligopeptide transporter	719	BN946_scf185016.g53	5643	Pycnoporus cinnabarinus	Pycnoporus cinnabarinus (Cinnabar-red polypore)	True	IPR004813	family		719	74	690	CONTINUOUS	Oligopeptide_transporter
A0A060SMM7	OPT oligopeptide transporter	768	BN946_scf185039.g3	5643	Pycnoporus cinnabarinus	Pycnoporus cinnabarinus (Cinnabar-red polypore)	True	IPR004813	family		768	57	723	CONTINUOUS	Oligopeptide_transporter
A0A060SMZ8	OPT oligopeptide transporter	816	BN946_scf184672.g15	5643	Pycnoporus cinnabarinus	Pycnoporus cinnabarinus (Cinnabar-red polypore)	True	IPR004813	family		816	110	777	CONTINUOUS	Oligopeptide_transporter
A0A060SN06	OPT oligopeptide transporter	761	BN946_scf185014.g94	5643	Pycnoporus cinnabarinus	Pycnoporus cinnabarinus (Cinnabar-red polypore)	True	IPR004813	family		761	73	732	CONTINUOUS	Oligopeptide_transporter
A0A060SNM8	Uncharacterized protein	186	BN946_scf185039.g2	5643	Pycnoporus cinnabarinus	Pycnoporus cinnabarinus (Cinnabar-red polypore)	True	IPR004813	family		186	13	184	CONTINUOUS	Oligopeptide_transporter
A0A060SPH4	Oligopeptide transporter	653	BN946_scf184839.g8	5643	Pycnoporus cinnabarinus	Pycnoporus cinnabarinus (Cinnabar-red polypore)	True	IPR004813	family		653	10	632	CONTINUOUS	Oligopeptide_transporter
A0A060SR29	OPT oligopeptide transporter	572	BN946_scf184978.g19	5643	Pycnoporus cinnabarinus	Pycnoporus cinnabarinus (Cinnabar-red polypore)	True	IPR004813	family		572	82	538	CONTINUOUS	Oligopeptide_transporter
A0A060SSZ9	Uncharacterized protein	917	BN946_scf184912.g14	5643	Pycnoporus cinnabarinus	Pycnoporus cinnabarinus (Cinnabar-red polypore)	True	IPR004813	family		917	205	860	CONTINUOUS	Oligopeptide_transporter
A0A060SZW2	OPT oligopeptide transporter	765	BN946_scf184684.g2	5643	Pycnoporus cinnabarinus	Pycnoporus cinnabarinus (Cinnabar-red polypore)	True	IPR004813	family		765	54	720	CONTINUOUS	Oligopeptide_transporter
A0A060ZJV9	Oligopeptide transporter (OPT) family protein	563	J2Z30_001915	576784	Streptomyces iranensis	Streptomyces iranensis	True	IPR004813	family		563	27	237	CONTINUOUS	Oligopeptide_transporter
A0A060ZJV9	Oligopeptide transporter (OPT) family protein	563	J2Z30_001915	576784	Streptomyces iranensis	Streptomyces iranensis	True	IPR004813	family		563	281	554	CONTINUOUS	Oligopeptide_transporter
A0A061AVR1	Oligopeptide transporter 2	912	BON22_0064	36022	Cyberlindnera fabianii	Cyberlindnera fabianii (Yeast)	True	IPR004813	family		912	168	865	CONTINUOUS	Oligopeptide_transporter
A0A061DFC3	Oligopeptide transporter 7 isoform 1	741	TCM_000190	3641	Theobroma cacao	Theobroma cacao (Cacao)	True	IPR004813	family		741	44	717	CONTINUOUS	Oligopeptide_transporter
A0A061DFQ6	Oligopeptide transporter 7 isoform 3	546	TCM_000190	3641	Theobroma cacao	Theobroma cacao (Cacao)	True	IPR004813	family		546	17	522	CONTINUOUS	Oligopeptide_transporter
A0A061E2Q3	Oligopeptide transporter 4	941	TCM_007319	3641	Theobroma cacao	Theobroma cacao (Cacao)	True	IPR004813	family		941	35	180	CONTINUOUS	Oligopeptide_transporter
A0A061E2Q3	Oligopeptide transporter 4	941	TCM_007319	3641	Theobroma cacao	Theobroma cacao (Cacao)	True	IPR004813	family		941	229	906	CONTINUOUS	Oligopeptide_transporter
A0A061E3I9	YELLOW STRIPE like 7	694	TCM_007749	3641	Theobroma cacao	Theobroma cacao (Cacao)	True	IPR004813	family		694	41	666	CONTINUOUS	Oligopeptide_transporter
A0A061EDY5	YELLOW STRIPE like 6	670	TCM_017257	3641	Theobroma cacao	Theobroma cacao (Cacao)	True	IPR004813	family		670	31	651	CONTINUOUS	Oligopeptide_transporter
A0A061EYX0	YELLOW STRIPE like 5	689	TCM_025227	3641	Theobroma cacao	Theobroma cacao (Cacao)	True	IPR004813	family		689	45	662	CONTINUOUS	Oligopeptide_transporter
A0A061F3P3	Oligopeptide transporter 5	753	TCM_030598	3641	Theobroma cacao	Theobroma cacao (Cacao)	True	IPR004813	family		753	35	716	CONTINUOUS	Oligopeptide_transporter
A0A061F4K3	Oligopeptide transporter 5	751	TCM_030600	3641	Theobroma cacao	Theobroma cacao (Cacao)	True	IPR004813	family		751	33	713	CONTINUOUS	Oligopeptide_transporter
A0A061FEP1	Oligopeptide transporter 4	752	TCM_034558	3641	Theobroma cacao	Theobroma cacao (Cacao)	True	IPR004813	family		752	31	714	CONTINUOUS	Oligopeptide_transporter
A0A061FLZ6	Oligopeptide transporter 2	738	TCM_034556	3641	Theobroma cacao	Theobroma cacao (Cacao)	True	IPR004813	family		738	25	702	CONTINUOUS	Oligopeptide_transporter
A0A061G1B8	Oligopeptide transporter 1 isoform 3	547	TCM_015466	3641	Theobroma cacao	Theobroma cacao (Cacao)	True	IPR004813	family		547	2	512	CONTINUOUS	Oligopeptide_transporter
A0A061G291	YELLOW STRIPE like 3 isoform 1	668	TCM_015480	3641	Theobroma cacao	Theobroma cacao (Cacao)	True	IPR004813	family		668	34	651	CONTINUOUS	Oligopeptide_transporter
A0A061G2N3	Oligopeptide transporter 1 isoform 1	732	TCM_015466	3641	Theobroma cacao	Theobroma cacao (Cacao)	True	IPR004813	family		732	23	697	CONTINUOUS	Oligopeptide_transporter
A0A061G3D2	YELLOW STRIPE like 3 isoform 2	668	TCM_015480	3641	Theobroma cacao	Theobroma cacao (Cacao)	True	IPR004813	family		668	34	651	CONTINUOUS	Oligopeptide_transporter
A0A061G3D8	Oligopeptide transporter 7 isoform 2	501	TCM_015669	3641	Theobroma cacao	Theobroma cacao (Cacao)	True	IPR004813	family		501	1	466	CONTINUOUS	Oligopeptide_transporter
A0A061G3Y3	YELLOW STRIPE like 1 isoform 3	554	TCM_015656	3641	Theobroma cacao	Theobroma cacao (Cacao)	True	IPR004813	family		554	31	264	CONTINUOUS	Oligopeptide_transporter
A0A061G3Y3	YELLOW STRIPE like 1 isoform 3	554	TCM_015656	3641	Theobroma cacao	Theobroma cacao (Cacao)	True	IPR004813	family		554	266	539	CONTINUOUS	Oligopeptide_transporter
A0A061G405	Oligopeptide transporter 7 isoform 1	762	TCM_015669	3641	Theobroma cacao	Theobroma cacao (Cacao)	True	IPR004813	family		762	55	727	CONTINUOUS	Oligopeptide_transporter
A0A061G9C4	Oligopeptide transporter 1 isoform 2	613	TCM_015466	3641	Theobroma cacao	Theobroma cacao (Cacao)	True	IPR004813	family		613	23	295	CONTINUOUS	Oligopeptide_transporter
A0A061G9C4	Oligopeptide transporter 1 isoform 2	613	TCM_015466	3641	Theobroma cacao	Theobroma cacao (Cacao)	True	IPR004813	family		613	324	578	CONTINUOUS	Oligopeptide_transporter
A0A061GA24	YELLOW STRIPE like 1 isoform 1	664	TCM_015656	3641	Theobroma cacao	Theobroma cacao (Cacao)	True	IPR004813	family		664	30	649	CONTINUOUS	Oligopeptide_transporter
