protein_accession,protein_name,protein_length,gene,organism_taxid,organism_name,organism_fullname,in_alphafold,interpro_accession,entry_type,entry_integrated,interpro_protein_length,fragment_start,fragment_end,fragment_status
A0A023EV03,Putative rnase l inhibitor abc superfamily,561,,7160,Aedes albopictus,Aedes albopictus (Asian tiger mosquito),True,IPR007209,domain,,561,6,36,CONTINUOUS
A0A023F1X6,Putative ribosome bioproteinsis protein tsr3,249,,30076,Triatoma infestans,Triatoma infestans (Assassin bug),True,IPR007209,domain,,249,53,86,CONTINUOUS
A0A023FK65,Putative rnase l inhibitor abc superfamily,610,,34607,Amblyomma cajennense,Amblyomma cajennense (Cayenne tick),False,IPR007209,domain,,610,8,38,CONTINUOUS
A0A023GC05,Putative rnase l inhibitor abc superfamily,615,,251400,Amblyomma triste,Amblyomma triste (Neotropical tick),True,IPR007209,domain,,615,8,38,CONTINUOUS
A0A023GCZ0,Putative rnase l inhibitor abc superfamily,580,,251400,Amblyomma triste,Amblyomma triste (Neotropical tick),True,IPR007209,domain,,580,8,38,CONTINUOUS
A0A023GES7,18S rRNA aminocarboxypropyltransferase,280,,251400,Amblyomma triste,Amblyomma triste (Neotropical tick),True,IPR007209,domain,,280,56,88,CONTINUOUS
A0A024GM96,ABC transporter E family member 2,843,BN9_088770,65357,Albugo candida,Albugo candida,True,IPR007209,domain,,843,6,35,CONTINUOUS
A0A024GQX0,18S rRNA aminocarboxypropyltransferase,330,BN9_103820,65357,Albugo candida,Albugo candida,True,IPR007209,domain,,330,39,72,CONTINUOUS
A0A026VWC4,ABC transporter domain-containing protein,599,X777_16690,2015173,Ooceraea biroi,Ooceraea biroi (Clonal raider ant),True,IPR007209,domain,,599,14,44,CONTINUOUS
A0A026WXS9,18S rRNA aminocarboxypropyltransferase,262,X777_14577,2015173,Ooceraea biroi,Ooceraea biroi (Clonal raider ant),True,IPR007209,domain,,262,54,86,CONTINUOUS
A0A031LJU7,16S rRNA aminocarboxypropyltransferase,170,CM19_09435,1160895,Candidatus Acidianus copahuensis,Candidatus Acidianus copahuensis,True,IPR007209,domain,,170,1,31,CONTINUOUS
A0A031LLN8,ATPase,599,CM19_09390,1160895,Candidatus Acidianus copahuensis,Candidatus Acidianus copahuensis,True,IPR007209,domain,,599,1,32,CONTINUOUS
A0A034VE03,Protein Pixie,611,LOC105225023,27457,Bactrocera dorsalis,Bactrocera dorsalis (Oriental fruit fly),True,IPR007209,domain,,611,14,44,CONTINUOUS
A0A034WTA6,18S rRNA aminocarboxypropyltransferase,271,LOC105226585,27457,Bactrocera dorsalis,Bactrocera dorsalis (Oriental fruit fly),True,IPR007209,domain,,271,65,98,CONTINUOUS
A0A058Z1Z3,ABC transporter E family member 2,603,H696_05075,691883,Fonticula alba,Fonticula alba (Slime mold),True,IPR007209,domain,,603,5,35,CONTINUOUS
A0A058Z598,18S rRNA aminocarboxypropyltransferase,261,H696_03868,691883,Fonticula alba,Fonticula alba (Slime mold),True,IPR007209,domain,,261,105,138,CONTINUOUS
A0A059EYL1,18S rRNA aminocarboxypropyltransferase,170,TSR3,1288291,Anncaliia algerae PRA339,Anncaliia algerae PRA339,True,IPR007209,domain,,170,6,25,CONTINUOUS
A0A059F2L5,ABC transporter E family member 2,597,H312_01081,1288291,Anncaliia algerae PRA339,Anncaliia algerae PRA339,True,IPR007209,domain,,597,7,37,CONTINUOUS
A0A059JD03,Translation initiation factor RLI1,678,H109_02827,1215338,Trichophyton interdigitale (strain MR816),Trichophyton interdigitale (strain MR816),True,IPR007209,domain,,678,6,36,CONTINUOUS
A0A059JIJ1,18S rRNA aminocarboxypropyltransferase,374,TSR3,1215338,Trichophyton interdigitale (strain MR816),Trichophyton interdigitale (strain MR816),True,IPR007209,domain,,374,40,67,CONTINUOUS
A0A060HHF1,ABC transporter-related RNase L inhibitor,605,NVIE_017610,926571,Nitrososphaera viennensis EN76,Nitrososphaera viennensis EN76,True,IPR007209,domain,,605,11,40,CONTINUOUS
A0A060RY98,"RNAse L inhibitor protein, putative",619,PRCDC_1367100,5854,Plasmodium reichenowi,Plasmodium reichenowi,True,IPR007209,domain,,619,21,50,CONTINUOUS
A0A060S9T1,Translation initiation factor RLI1,601,BN946_scf184830.g13,5643,Pycnoporus cinnabarinus,Pycnoporus cinnabarinus (Cinnabar-red polypore),True,IPR007209,domain,,601,6,36,CONTINUOUS
A0A060SN65,18S rRNA aminocarboxypropyltransferase,222,TSR3,5643,Pycnoporus cinnabarinus,Pycnoporus cinnabarinus (Cinnabar-red polypore),True,IPR007209,domain,,222,1,31,CONTINUOUS
A0A060VV59,18S rRNA aminocarboxypropyltransferase,305,tsr3,8022,Oncorhynchus mykiss,Oncorhynchus mykiss (Rainbow trout),True,IPR007209,domain,,305,59,92,CONTINUOUS
A0A060XYG0,ATP-binding cassette sub-family E member 1,599,ABCE1,8022,Oncorhynchus mykiss,Oncorhynchus mykiss (Rainbow trout),True,IPR007209,domain,,599,6,36,CONTINUOUS
A0A060YAB9,ATP-binding cassette sub-family E member 1,599,LOC110497365,8022,Oncorhynchus mykiss,Oncorhynchus mykiss (Rainbow trout),True,IPR007209,domain,,599,6,36,CONTINUOUS
A0A061DBS2,"ABC transporter, ATP-binding domain containing protein, putative",615,BBBOND_0313150,5866,Babesia bigemina,Babesia bigemina,True,IPR007209,domain,,615,21,50,CONTINUOUS
A0A061DD06,18S rRNA aminocarboxypropyltransferase,267,BBBOND_0309120,5866,Babesia bigemina,Babesia bigemina,True,IPR007209,domain,,267,74,107,CONTINUOUS
A0A061DIB2,18S rRNA aminocarboxypropyltransferase,261,TCM_001191,3641,Theobroma cacao,Theobroma cacao (Cacao),True,IPR007209,domain,,261,48,79,CONTINUOUS
A0A061G7H5,RNAse l inhibitor protein 2 isoform 1,605,TCM_016698,3641,Theobroma cacao,Theobroma cacao (Cacao),True,IPR007209,domain,,605,6,36,CONTINUOUS
A0A061GE91,RNAse l inhibitor protein 2 isoform 2,515,TCM_016698,3641,Theobroma cacao,Theobroma cacao (Cacao),True,IPR007209,domain,,515,6,36,CONTINUOUS
A0A061J863,Ribonuclease L inhibitor,646,TRSC58_00662,429131,Trypanosoma rangeli SC58,Trypanosoma rangeli SC58,True,IPR007209,domain,,646,15,45,CONTINUOUS
A0A061JBI0,18S rRNA aminocarboxypropyltransferase,266,TRSC58_00533,429131,Trypanosoma rangeli SC58,Trypanosoma rangeli SC58,True,IPR007209,domain,,266,37,68,CONTINUOUS
A0A062V0L7,16S rRNA aminocarboxypropyltransferase,177,ANME2D_01122,1392998,Candidatus Methanoperedens nitratireducens,Candidatus Methanoperedens nitratireducens,True,IPR007209,domain,,177,14,47,CONTINUOUS
A0A062VB03,"Putative ATPase, Rnase L inhibitor (RLI) like protein",592,ANME2D_01325,1392998,Candidatus Methanoperedens nitratireducens,Candidatus Methanoperedens nitratireducens,True,IPR007209,domain,,592,4,34,CONTINUOUS
A0A066WL57,18S rRNA aminocarboxypropyltransferase,304,TSR3,1037660,Tilletiaria anomala (strain ATCC 24038 / CBS 436.72 / UBC 951),Tilletiaria anomala (strain ATCC 24038 / CBS 436.72 / UBC 951),True,IPR007209,domain,,304,105,138,CONTINUOUS
A0A066XS25,18S rRNA aminocarboxypropyltransferase,391,TSR3,1173701,Colletotrichum sublineola,Colletotrichum sublineola (Sorghum anthracnose fungus),True,IPR007209,domain,,391,43,76,CONTINUOUS
A0A066XVR4,Translation initiation factor RLI1,608,CSUB01_01384,1173701,Colletotrichum sublineola,Colletotrichum sublineola (Sorghum anthracnose fungus),True,IPR007209,domain,,608,6,36,CONTINUOUS
A0A067CD51,18S rRNA aminocarboxypropyltransferase,408,SPRG_10246,695850,Saprolegnia parasitica (strain CBS 223.65),Saprolegnia parasitica (strain CBS 223.65),True,IPR007209,domain,,408,65,93,CONTINUOUS
A0A067CTT6,ABC transporter E family member 2,628,SPRG_02356,695850,Saprolegnia parasitica (strain CBS 223.65),Saprolegnia parasitica (strain CBS 223.65),True,IPR007209,domain,,628,6,36,CONTINUOUS
A0A067FY53,ABC transporter E family member 2,605,CISIN_1g040300mg,2711,Citrus sinensis,Citrus sinensis (Sweet orange),True,IPR007209,domain,,605,6,36,CONTINUOUS
A0A067LC57,ABC transporter E family member 2,605,JCGZ_01863,180498,Jatropha curcas,Jatropha curcas (Barbados nut),True,IPR007209,domain,,605,6,36,CONTINUOUS
A0A067LYE1,18S rRNA aminocarboxypropyltransferase,247,TSR3,930990,Botryobasidium botryosum (strain FD-172 SS1),Botryobasidium botryosum (strain FD-172 SS1),True,IPR007209,domain,,247,27,61,CONTINUOUS
A0A067PSQ3,18S rRNA aminocarboxypropyltransferase,313,TSR3,933084,Jaapia argillacea MUCL 33604,Jaapia argillacea MUCL 33604,True,IPR007209,domain,,313,76,109,CONTINUOUS
A0A067RBS1,18S rRNA aminocarboxypropyltransferase,261,L798_05203,136037,Zootermopsis nevadensis,Zootermopsis nevadensis (Dampwood termite),True,IPR007209,domain,,261,58,91,CONTINUOUS
A0A067RHQ4,ATP-binding cassette sub-family E member 1,590,L798_05293,136037,Zootermopsis nevadensis,Zootermopsis nevadensis (Dampwood termite),False,IPR007209,domain,,590,14,44,CONTINUOUS
A0A067TKM9,18S rRNA aminocarboxypropyltransferase,317,TSR3,685588,Galerina marginata (strain CBS 339.88),Galerina marginata (strain CBS 339.88),True,IPR007209,domain,,317,90,123,CONTINUOUS
A0A068RXT2,Translation initiation factor RLI1,599,LCOR_05664.1,1263082,Lichtheimia corymbifera JMRC:FSU:9682,Lichtheimia corymbifera JMRC:FSU:9682,True,IPR007209,domain,,599,6,36,CONTINUOUS
A0A068S863,18S rRNA aminocarboxypropyltransferase,277,TSR3,1263082,Lichtheimia corymbifera JMRC:FSU:9682,Lichtheimia corymbifera JMRC:FSU:9682,True,IPR007209,domain,,277,25,59,CONTINUOUS
A0A068UHY8,ABC transporter E family member 2,606,GSCOC_T00024381001,49390,Coffea canephora,Coffea canephora (Robusta coffee),True,IPR007209,domain,,606,7,37,CONTINUOUS
A0A068VM92,18S rRNA aminocarboxypropyltransferase,295,GSCOC_T00013028001,49390,Coffea canephora,Coffea canephora (Robusta coffee),True,IPR007209,domain,,295,61,88,CONTINUOUS
A0A068Y3F0,18S rRNA aminocarboxypropyltransferase,585,EmuJ_000379200,6211,Echinococcus multilocularis,Echinococcus multilocularis (Fox tapeworm),True,IPR007209,domain,,585,66,94,CONTINUOUS
A0A068YE03,ATP binding cassette sub family E,604,EmuJ_001052900,6211,Echinococcus multilocularis,Echinococcus multilocularis (Fox tapeworm),True,IPR007209,domain,,604,11,41,CONTINUOUS
A0A069DPH5,Putative ribosome bioproteinsis protein tsr3,209,,65343,Panstrongylus megistus,Panstrongylus megistus,True,IPR007209,domain,,209,13,46,CONTINUOUS
A0A069DW03,Putative rnase l inhibitor abc superfamily protein,608,,65343,Panstrongylus megistus,Panstrongylus megistus,True,IPR007209,domain,,608,14,44,CONTINUOUS
A0A072P3B3,18S rRNA aminocarboxypropyltransferase,386,TSR3,1182545,Exophiala aquamarina CBS 119918,Exophiala aquamarina CBS 119918,True,IPR007209,domain,,386,43,76,CONTINUOUS
A0A072URT6,RNase L inhibitor ABC domain protein,600,MTR_4g007890,3880,Medicago truncatula,Medicago truncatula (Barrel medic),True,IPR007209,domain,,600,2,32,CONTINUOUS
A0A072VEJ0,"RNase L inhibitor ABC superfamily protein, putative",607,MTR_1g025075,3880,Medicago truncatula,Medicago truncatula (Barrel medic),True,IPR007209,domain,,607,7,37,CONTINUOUS
A0A074SBM4,Translation initiation factor RLI1,601,V565_010110,1423351,Rhizoctonia solani 123E,Rhizoctonia solani 123E,True,IPR007209,domain,,601,7,37,CONTINUOUS
A0A074WBZ0,18S rRNA aminocarboxypropyltransferase,392,TSR3,1043003,Aureobasidium melanogenum (strain CBS 110374),Aureobasidium melanogenum (strain CBS 110374),True,IPR007209,domain,,392,45,78,CONTINUOUS
A0A074X5M6,DUF367-domain-containing protein,372,M436DRAFT_16009,1043004,Aureobasidium namibiae CBS 147.97,Aureobasidium namibiae CBS 147.97,True,IPR007209,domain,,372,45,78,CONTINUOUS
A0A074XG98,18S rRNA aminocarboxypropyltransferase,390,TSR3,1043002,Aureobasidium pullulans EXF-150,Aureobasidium pullulans EXF-150,True,IPR007209,domain,,390,45,78,CONTINUOUS
A0A074YWI9,18S rRNA aminocarboxypropyltransferase,393,TSR3,1043005,Aureobasidium subglaciale (strain EXF-2481),Aureobasidium subglaciale (strain EXF-2481),True,IPR007209,domain,,393,45,78,CONTINUOUS
A0A075APE4,Translation initiation factor RLI1,604,O9G_004721,988480,Rozella allomycis (strain CSF55),Rozella allomycis (strain CSF55),True,IPR007209,domain,,604,6,36,CONTINUOUS
A0A075AQF3,18S rRNA aminocarboxypropyltransferase,212,TSR3,988480,Rozella allomycis (strain CSF55),Rozella allomycis (strain CSF55),True,IPR007209,domain,,212,4,36,CONTINUOUS
A0A075MPG6,"Putative ATPase, Rnase L inhibitor (RLI) like protein",605,NTE_00607,1459636,Candidatus Nitrososphaera evergladensis SR1,Candidatus Nitrososphaera evergladensis SR1,True,IPR007209,domain,,605,11,40,CONTINUOUS
A0A076LKE5,16S rRNA aminocarboxypropyltransferase,169,JH146_1192,1301915,Methanocaldococcus bathoardescens,Methanocaldococcus bathoardescens,True,IPR007209,domain,,169,3,35,CONTINUOUS
A0A077TRB5,"ABC transporter E family member 1, putative",619,PCHAS_1143600,31271,Plasmodium chabaudi chabaudi,Plasmodium chabaudi chabaudi,True,IPR007209,domain,,619,21,50,CONTINUOUS
A0A077Z7U5,18S rRNA aminocarboxypropyltransferase,254,TTRE_0000395101,36087,Trichuris trichiura,Trichuris trichiura (Whipworm),True,IPR007209,domain,,254,59,91,CONTINUOUS
A0A077Z8D0,tryptophan--tRNA ligase,1008,TTRE_0000416201,36087,Trichuris trichiura,Trichuris trichiura (Whipworm),True,IPR007209,domain,,1008,16,46,CONTINUOUS
A0A077ZLE3,18S rRNA aminocarboxypropyltransferase,234,TTRE_0000958401,36087,Trichuris trichiura,Trichuris trichiura (Whipworm),True,IPR007209,domain,,234,44,73,CONTINUOUS
A0A078A8E6,18S rRNA aminocarboxypropyltransferase,991,Contig12792.g13645,5949,Stylonychia lemnae,Stylonychia lemnae (Ciliate),True,IPR007209,domain,,991,31,57,CONTINUOUS
A0A078AVZ2,Abc transporter e family member 2-like,647,Contig10247.g10935,5949,Stylonychia lemnae,Stylonychia lemnae (Ciliate),True,IPR007209,domain,,647,8,37,CONTINUOUS
A0A078F852,ABC transporter domain-containing protein,595,BnaC03g63120D,3708,Brassica napus,Brassica napus (Rape),True,IPR007209,domain,,595,6,36,CONTINUOUS
A0A078GAA3,18S rRNA aminocarboxypropyltransferase,296,BnaC09g46640D,3708,Brassica napus,Brassica napus (Rape),True,IPR007209,domain,,296,48,78,CONTINUOUS
A0A078J2K1,RNase L inhibitor RLI-like possible metal-binding domain-containing protein,132,BnaC01g44640D,3708,Brassica napus,Brassica napus (Rape),True,IPR007209,domain,,132,70,92,CONTINUOUS
A0A078J9P9,BnaA01g37290D protein,603,BnaA01g37290D,3708,Brassica napus,Brassica napus (Rape),True,IPR007209,domain,,603,6,36,CONTINUOUS
A0A080WM27,Translation initiation factor RLI1,604,TERG_05254,559305,Trichophyton rubrum (strain ATCC MYA-4607 / CBS 118892),Trichophyton rubrum (strain ATCC MYA-4607 / CBS 118892) (Athlete's foot fungus),True,IPR007209,domain,,604,6,36,CONTINUOUS
A0A081CD88,Translation initiation factor RLI1,606,PAN0_006c2848,84753,Moesziomyces antarcticus,Moesziomyces antarcticus (Yeast),True,IPR007209,domain,,606,10,40,CONTINUOUS
A0A081ESX6,16S rRNA aminocarboxypropyltransferase,167,FK85_13390,2248,Halorubrum saccharovorum,Halorubrum saccharovorum,True,IPR007209,domain,,167,1,34,CONTINUOUS
A0A081EW42,ATPase,606,FK85_21575,2248,Halorubrum saccharovorum,Halorubrum saccharovorum,True,IPR007209,domain,,606,6,35,CONTINUOUS
A0A081RNM7,16S rRNA aminocarboxypropyltransferase,163,AAA799N04_00715,1502293,Marine Group I thaumarchaeote SCGC AAA799-N04,Marine Group I thaumarchaeote SCGC AAA799-N04,True,IPR007209,domain,,163,1,31,CONTINUOUS
A0A081RPP1,Energy-coupling factor transport system ATP-binding protein,595,AAA799N04_00307,1502293,Marine Group I thaumarchaeote SCGC AAA799-N04,Marine Group I thaumarchaeote SCGC AAA799-N04,True,IPR007209,domain,,595,4,32,CONTINUOUS
A0A081S5Q1,16S rRNA aminocarboxypropyltransferase,163,AAA799E16_01001,1502292,Marine Group I thaumarchaeote SCGC AAA799-E16,Marine Group I thaumarchaeote SCGC AAA799-E16,True,IPR007209,domain,,163,1,31,CONTINUOUS
A0A081S827,Energy-coupling factor transport system ATP-binding protein,595,AAA799E16_00010,1502292,Marine Group I thaumarchaeote SCGC AAA799-E16,Marine Group I thaumarchaeote SCGC AAA799-E16,True,IPR007209,domain,,595,4,32,CONTINUOUS
A0A084ARN9,18S rRNA aminocarboxypropyltransferase,408,TSR3,1280523,Stachybotrys chartarum (strain CBS 109288 / IBT 7711),Stachybotrys chartarum (strain CBS 109288 / IBT 7711) (Toxic black mold),True,IPR007209,domain,,408,48,81,CONTINUOUS
A0A084AZA3,Translation initiation factor RLI1,657,S7711_02235,1280523,Stachybotrys chartarum (strain CBS 109288 / IBT 7711),Stachybotrys chartarum (strain CBS 109288 / IBT 7711) (Toxic black mold),True,IPR007209,domain,,657,6,36,CONTINUOUS
A0A084GBD3,Translation initiation factor RLI1,607,SAPIO_CDS3689,563466,Pseudallescheria apiosperma,Pseudallescheria apiosperma,True,IPR007209,domain,,607,6,36,CONTINUOUS
A0A084QF24,Translation initiation factor RLI1,671,S40285_05691,1283841,Stachybotrys chlorohalonatus (strain IBT 40285),Stachybotrys chlorohalonatus (strain IBT 40285),True,IPR007209,domain,,671,6,36,CONTINUOUS
A0A084QSF0,18S rRNA aminocarboxypropyltransferase,405,TSR3,1283841,Stachybotrys chlorohalonatus (strain IBT 40285),Stachybotrys chlorohalonatus (strain IBT 40285),True,IPR007209,domain,,405,48,81,CONTINUOUS
A0A084VXE5,Uncharacterized protein,609,,74873,Anopheles sinensis,Anopheles sinensis (Mosquito),True,IPR007209,domain,,609,14,44,CONTINUOUS
A0A085MG62,Tryptophanyl-tRNA synthetase,1424,M513_02986,68888,Trichuris suis,Trichuris suis (pig whipworm),False,IPR007209,domain,,1424,16,46,CONTINUOUS
A0A085MJK7,18S rRNA aminocarboxypropyltransferase,235,M513_01506,68888,Trichuris suis,Trichuris suis (pig whipworm),True,IPR007209,domain,,235,42,74,CONTINUOUS
A0A086J0M1,Uncharacterized protein,605,NESG_01668,1913371,Nematocida ausubeli (strain ATCC PRA-371 / ERTm2),Nematocida ausubeli (strain ATCC PRA-371 / ERTm2) (Nematode killer fungus),True,IPR007209,domain,,605,8,38,CONTINUOUS
A0A086T343,18S rRNA aminocarboxypropyltransferase,407,TSR3,857340,Hapsidospora chrysogenum (strain ATCC 11550 / CBS 779.69 / DSM 880 / IAM 14645 / JCM 23072 / IMI 49137),Hapsidospora chrysogenum (strain ATCC 11550 / CBS 779.69 / DSM 880 / IAM 14645 / JCM 23072 / IMI 49137),True,IPR007209,domain,,407,48,81,CONTINUOUS
A0A086TEW6,Translation initiation factor RLI1,608,ACRE_011390,857340,Hapsidospora chrysogenum (strain ATCC 11550 / CBS 779.69 / DSM 880 / IAM 14645 / JCM 23072 / IMI 49137),Hapsidospora chrysogenum (strain ATCC 11550 / CBS 779.69 / DSM 880 / IAM 14645 / JCM 23072 / IMI 49137),True,IPR007209,domain,,608,6,36,CONTINUOUS
A0A087G600,18S rRNA aminocarboxypropyltransferase,292,AALP_Aa8g094800,50452,Arabis alpina,Arabis alpina (Alpine rock-cress),True,IPR007209,domain,,292,49,79,CONTINUOUS
A0A087H962,ABC transporter domain-containing protein,551,AALP_Aa3g144000,50452,Arabis alpina,Arabis alpina (Alpine rock-cress),True,IPR007209,domain,,551,12,42,CONTINUOUS
A0A087R412,ATP-binding cassette sub-family E member 1,610,AS27_05762,9233,Aptenodytes forsteri,Aptenodytes forsteri (Emperor penguin),True,IPR007209,domain,,610,17,47,CONTINUOUS
A0A087RGB6,Ribosome biogenesis protein TSR3,252,AS27_12401,9233,Aptenodytes forsteri,Aptenodytes forsteri (Emperor penguin),True,IPR007209,domain,,252,8,40,CONTINUOUS
A0A087RSX2,16S rRNA aminocarboxypropyltransferase,163,AAA799D11_00618,1502291,Marine Group I thaumarchaeote SCGC AAA799-D11,Marine Group I thaumarchaeote SCGC AAA799-D11,True,IPR007209,domain,,163,1,31,CONTINUOUS
A0A087RV82,Energy-coupling factor transport system ATP-binding protein,595,AAA799D11_00193,1502291,Marine Group I thaumarchaeote SCGC AAA799-D11,Marine Group I thaumarchaeote SCGC AAA799-D11,True,IPR007209,domain,,595,4,32,CONTINUOUS
A0A087RYH2,16S rRNA aminocarboxypropyltransferase,163,SCCGRSA3_01061,1503183,Marine Group I thaumarchaeote SCGC RSA3,Marine Group I thaumarchaeote SCGC RSA3,True,IPR007209,domain,,163,1,31,CONTINUOUS
A0A087RZM0,NAD(P)H-hydrate epimerase,271,nnrE,1502295,Marine Group I thaumarchaeote SCGC AAA799-P11,Marine Group I thaumarchaeote SCGC AAA799-P11,True,IPR007209,domain,,271,4,32,CONTINUOUS
A0A087RZR1,16S rRNA aminocarboxypropyltransferase,157,AAA799P11_00817,1502295,Marine Group I thaumarchaeote SCGC AAA799-P11,Marine Group I thaumarchaeote SCGC AAA799-P11,True,IPR007209,domain,,157,4,25,CONTINUOUS
A0A087S101,Energy-coupling factor transport system ATP-binding protein,595,SCCGRSA3_00563,1503183,Marine Group I thaumarchaeote SCGC RSA3,Marine Group I thaumarchaeote SCGC RSA3,True,IPR007209,domain,,595,4,32,CONTINUOUS
A0A087S8P7,Energy-coupling factor transport system ATP-binding protein,595,AAA799B03_00246,1502289,Marine Group I thaumarchaeote SCGC AAA799-B03,Marine Group I thaumarchaeote SCGC AAA799-B03,True,IPR007209,domain,,595,4,32,CONTINUOUS
A0A087SAS7,ABC transporter E family member 2,631,F751_5540,3075,Auxenochlorella protothecoides,Auxenochlorella protothecoides (Green microalga),True,IPR007209,domain,,631,17,47,CONTINUOUS
A0A087SHR6,18S rRNA aminocarboxypropyltransferase,248,F751_3950,3075,Auxenochlorella protothecoides,Auxenochlorella protothecoides (Green microalga),True,IPR007209,domain,,248,1,29,CONTINUOUS
A0A087UQ21,ATP-binding cassette sub-family E member 1,601,X975_02354,407821,Stegodyphus mimosarum,Stegodyphus mimosarum (African social velvet spider),True,IPR007209,domain,,601,8,38,CONTINUOUS
A0A087UWZ2,Putative ribosome biogenesis protein,261,X975_07829,407821,Stegodyphus mimosarum,Stegodyphus mimosarum (African social velvet spider),True,IPR007209,domain,,261,63,96,CONTINUOUS
A0A087YB82,18S rRNA aminocarboxypropyltransferase,293,,48698,Poecilia formosa,Poecilia formosa (Amazon molly),True,IPR007209,domain,,293,59,92,CONTINUOUS
A0A087YBF8,18S rRNA aminocarboxypropyltransferase,284,,48698,Poecilia formosa,Poecilia formosa (Amazon molly),True,IPR007209,domain,,284,59,92,CONTINUOUS
A0A087YBH3,18S rRNA aminocarboxypropyltransferase,291,,48698,Poecilia formosa,Poecilia formosa (Amazon molly),True,IPR007209,domain,,291,59,92,CONTINUOUS
A0A088RQQ2,"ABC transporter, putative",659,ABCE1,5679,Leishmania panamensis,Leishmania panamensis,True,IPR007209,domain,,659,14,44,CONTINUOUS
A0A088SH07,18S rRNA aminocarboxypropyltransferase,293,LPMP_322080,5679,Leishmania panamensis,Leishmania panamensis,True,IPR007209,domain,,293,43,75,CONTINUOUS
A0A090C9I4,Translation initiation factor RLI1,606,,515849,Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383),Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383) (Pleurage anserina),True,IPR007209,domain,,606,6,36,CONTINUOUS
