protein_accession,protein_name,protein_length,gene,organism_taxid,organism_name,organism_fullname,in_alphafold,interpro_accession,entry_type,entry_integrated,interpro_protein_length,fragment_start,fragment_end,fragment_status
A0A0D6JPS1,S-adenosylmethionine synthase,402,mat,1476858,Haloferax massiliensis,Haloferax massiliensis,True,IPR027790,family,,402,4,402,CONTINUOUS
A0A0E3KZ69,S-adenosylmethionine synthase,398,mat,523844,Methanosarcina thermophila (strain ATCC 43570 / DSM 1825 / OCM 12 / VKM B-1830 / TM-1),Methanosarcina thermophila (strain ATCC 43570 / DSM 1825 / OCM 12 / VKM B-1830 / TM-1),True,IPR027790,family,,398,3,398,CONTINUOUS
A0A0E3NBF7,Archaeal S-adenosylmethionine synthetase,410,MSTHT_1330,523844,Methanosarcina thermophila (strain ATCC 43570 / DSM 1825 / OCM 12 / VKM B-1830 / TM-1),Methanosarcina thermophila (strain ATCC 43570 / DSM 1825 / OCM 12 / VKM B-1830 / TM-1),True,IPR027790,family,,410,1,410,CONTINUOUS
A0A0E3P0W8,S-adenosylmethionine synthase,398,mat,1434120,Methanosarcina siciliae T4/M,Methanosarcina siciliae T4/M,True,IPR027790,family,,398,3,398,CONTINUOUS
A0A0E3P4R7,Archaeal S-adenosylmethionine synthetase,410,MSSIT_0853,1434120,Methanosarcina siciliae T4/M,Methanosarcina siciliae T4/M,True,IPR027790,family,,410,1,410,CONTINUOUS
A0A0E3Q435,Methionine adenosyltransferase,415,MSVAZ_0766,1434123,Methanosarcina vacuolata Z-761,Methanosarcina vacuolata Z-761,True,IPR027790,family,,415,7,415,CONTINUOUS
A0A0E3Q7H6,S-adenosylmethionine synthase,398,mat,1434123,Methanosarcina vacuolata Z-761,Methanosarcina vacuolata Z-761,True,IPR027790,family,,398,3,398,CONTINUOUS
A0A0E3QRJ4,Archaeal S-adenosylmethionine synthetase,410,MSBRM_0816,1434108,Methanosarcina barkeri MS,Methanosarcina barkeri MS,True,IPR027790,family,,410,1,410,CONTINUOUS
A0A0E3QRS9,S-adenosylmethionine synthase,398,mat,1434108,Methanosarcina barkeri MS,Methanosarcina barkeri MS,True,IPR027790,family,,398,3,398,CONTINUOUS
A0A0E3S2T8,S-adenosylmethionine synthase,398,mat,1434111,Methanosarcina lacustris Z-7289,Methanosarcina lacustris Z-7289,True,IPR027790,family,,398,3,398,CONTINUOUS
A0A0E3SFB8,Archaeal S-adenosylmethionine synthetase,410,MSHOH_3273,1434110,Methanosarcina horonobensis HB-1 = JCM 15518,Methanosarcina horonobensis HB-1 = JCM 15518,True,IPR027790,family,,410,1,410,CONTINUOUS
A0A0E3SGV2,S-adenosylmethionine synthase,398,mat,1434110,Methanosarcina horonobensis HB-1 = JCM 15518,Methanosarcina horonobensis HB-1 = JCM 15518,True,IPR027790,family,,398,3,398,CONTINUOUS
A0A0E3ST22,S-adenosylmethionine synthase,401,mat,1434104,Methanococcoides methylutens MM1,Methanococcoides methylutens MM1,True,IPR027790,family,,401,3,400,CONTINUOUS
A0A0E3WU89,Archaeal S-adenosylmethionine synthetase,410,MSLAZ_2514,1434111,Methanosarcina lacustris Z-7289,Methanosarcina lacustris Z-7289,True,IPR027790,family,,410,1,410,CONTINUOUS
A0A0E3WXA9,S-adenosylmethionine synthase,398,mat,1434107,Methanosarcina barkeri 3,Methanosarcina barkeri 3,True,IPR027790,family,,398,3,398,CONTINUOUS
A0A0E3WY42,Archaeal S-adenosylmethionine synthetase,410,MSBR3_1581,1434107,Methanosarcina barkeri 3,Methanosarcina barkeri 3,True,IPR027790,family,,410,1,410,CONTINUOUS
A0A0F7CL83,S-adenosylmethionine synthetase,407,MA03_06445,1550241,Infirmifilum uzonense,Infirmifilum uzonense,True,IPR027790,family,,407,4,406,CONTINUOUS
A0A0F7ICA8,S-adenosylmethionine synthase,399,mat,113653,Geoglobus ahangari,Geoglobus ahangari,True,IPR027790,family,,399,1,399,CONTINUOUS
A0A0F7PDW0,S-adenosylmethionine synthetase,385,metK,1604004,Halanaeroarchaeum sulfurireducens,Halanaeroarchaeum sulfurireducens,True,IPR027790,family,,385,5,384,CONTINUOUS
A0A0F7PEN8,S-adenosylmethionine synthase,401,mat,1604004,Halanaeroarchaeum sulfurireducens,Halanaeroarchaeum sulfurireducens,True,IPR027790,family,,401,4,401,CONTINUOUS
A0A0F8AYG2,S-adenosylmethionine synthase,400,mat,2248,Halorubrum saccharovorum,Halorubrum saccharovorum,True,IPR027790,family,,400,3,400,CONTINUOUS
A0A0F8HN65,S-adenosylmethionine synthetase,410,DU47_08170,2209,Methanosarcina mazei,Methanosarcina mazei,True,IPR027790,family,,410,1,410,CONTINUOUS
A0A0F8KK97,S-adenosylmethionine synthase,398,mat,2209,Methanosarcina mazei,Methanosarcina mazei,True,IPR027790,family,,398,3,398,CONTINUOUS
A0A0H1QXH1,S-adenosylmethionine synthetase,400,SZ63_11905,1550566,Methanoculleus sediminis,Methanoculleus sediminis,True,IPR027790,family,,400,3,400,CONTINUOUS
A0A0K9XIF6,Methionine adenosyltransferase,416,AC230_10925,1678637,Streptomyces caatingaensis,Streptomyces caatingaensis,True,IPR027790,family,,416,25,410,CONTINUOUS
A0A0M2UWD5,S-adenosylmethionine synthase,322,BROFUL_02480,380242,Candidatus Brocadia fulgida,Candidatus Brocadia fulgida,True,IPR027790,family,,322,2,321,CONTINUOUS
A0A0M5IZ75,S-adenosylmethionine synthetase,197,metK-2,1603606,Desulfuromonas soudanensis,Desulfuromonas soudanensis,True,IPR027790,family,,197,16,197,CONTINUOUS
A0A0M8QRN3,S-adenosylmethionine synthetase,398,ADK41_12890,36816,Streptomyces caelestis,Streptomyces caelestis,True,IPR027790,family,,398,8,391,CONTINUOUS
A0A0M9AJD8,S-adenosylmethionine synthase,400,mat,1705562,Haloarcula rubripromontorii,Haloarcula rubripromontorii,True,IPR027790,family,,400,4,400,CONTINUOUS
A0A0M9AR87,S-adenosylmethionine synthase,400,mat,1765655,Halorubrum tropicale,Halorubrum tropicale,True,IPR027790,family,,400,3,400,CONTINUOUS
A0A0P7GRM9,S-adenosylmethionine synthase,404,mat,699431,Halolamina pelagica,Halolamina pelagica,True,IPR027790,family,,404,3,404,CONTINUOUS
A0A0Q0RIE9,S-adenosylmethionine synthase,398,mat,312540,Acidiplasma cupricumulans,Acidiplasma cupricumulans,True,IPR027790,family,,398,3,398,CONTINUOUS
A0A0Q0VQV7,S-adenosylmethionine synthase,398,mat,507754,Acidiplasma aeolicum,Acidiplasma aeolicum,True,IPR027790,family,,398,3,398,CONTINUOUS
A0A0Q2M574,S-adenosylmethionine synthase,405,mat,277988,Thermococcus thioreducens,Thermococcus thioreducens,True,IPR027790,family,,405,6,405,CONTINUOUS
A0A0S2TCU2,S-adenosylmethionine synthase,401,Tel_07270,1748243,Candidatus Tenderia electrophaga,Candidatus Tenderia electrophaga,True,IPR027790,family,,401,1,401,CONTINUOUS
A0A0S4KMN7,ATP--methionine S-adenosyltransferase,404,metK,1715989,Candidatus Nitrospira inopinata,Candidatus Nitrospira inopinata,True,IPR027790,family,,404,11,404,CONTINUOUS
A0A0S4R219,S-adenosylmethionine synthetase,414,Ga0074812_1644,795642,Parafrankia irregularis,Parafrankia irregularis,True,IPR027790,family,,414,14,138,CONTINUOUS
A0A0S4R219,S-adenosylmethionine synthetase,414,Ga0074812_1644,795642,Parafrankia irregularis,Parafrankia irregularis,True,IPR027790,family,,414,171,411,CONTINUOUS
A0A0T5Z6D3,Archaeal S-adenosylmethionine synthetase,401,Ga0074115_1565,54398,endosymbiont of Ridgeia piscesae,endosymbiont of Ridgeia piscesae,True,IPR027790,family,,401,2,401,CONTINUOUS
A0A0U3FHR0,S-adenosylmethionine synthetase,401,EYM_01110,940295,Ignicoccus islandicus DSM 13165,Ignicoccus islandicus DSM 13165,True,IPR027790,family,,401,1,401,CONTINUOUS
A0A0U5H342,S-adenosylmethionine synthase,406,mat,1407499,Halobacterium hubeiense,Halobacterium hubeiense,True,IPR027790,family,,406,4,405,CONTINUOUS
A0A0V8RX90,S-adenosylmethionine synthase,409,mat,2309,Pyrodictium occultum,Pyrodictium occultum,True,IPR027790,family,,409,3,409,CONTINUOUS
A0A0W1RCZ7,S-adenosylmethionine synthase,401,mat,1514971,Haloprofundus marisrubri,Haloprofundus marisrubri,True,IPR027790,family,,401,4,401,CONTINUOUS
A0A0W1SN30,S-adenosylmethionine synthetase,385,AUR66_13430,1544718,Haloferax profundi,Haloferax profundi,True,IPR027790,family,,385,4,361,CONTINUOUS
A0A0W1SWB2,S-adenosylmethionine synthase,402,mat,1544718,Haloferax profundi,Haloferax profundi,True,IPR027790,family,,402,4,402,CONTINUOUS
A0A0W7WRW9,Methionine adenosyltransferase,416,AT728_33115,1765722,Streptomyces silvensis,Streptomyces silvensis,True,IPR027790,family,,416,23,411,CONTINUOUS
A0A0X1KL74,S-adenosylmethionine synthase,405,mat,1432656,Thermococcus guaymasensis DSM 11113,Thermococcus guaymasensis DSM 11113,True,IPR027790,family,,405,6,405,CONTINUOUS
A0A100XWH9,S-adenosylmethionine synthase,405,mat,227598,Thermococcus celericrescens,Thermococcus celericrescens,True,IPR027790,family,,405,6,405,CONTINUOUS
A0A101JMY7,S-adenosylmethionine synthetase,401,ASB62_05065,1092,Chlorobium limicola,Chlorobium limicola,True,IPR027790,family,,401,1,399,CONTINUOUS
A0A101PU23,S-adenosylmethionine synthetase,408,AQJ11_37955,1903,Streptomyces corchorusii,Streptomyces corchorusii (Streptomyces chibaensis),True,IPR027790,family,,408,16,361,CONTINUOUS
A0A124HGZ8,Methionine adenosyltransferase,416,AQI95_09415,67386,Streptomyces yokosukanensis,Streptomyces yokosukanensis,True,IPR027790,family,,416,24,411,CONTINUOUS
A0A126R381,S-adenosylmethionine synthase,401,mat,294671,Methanobrevibacter olleyae,Methanobrevibacter olleyae,True,IPR027790,family,,401,1,400,CONTINUOUS
A0A127BAJ5,S-adenosylmethionine synthase,401,mat,1609559,Pyrococcus kukulkanii,Pyrococcus kukulkanii,True,IPR027790,family,,401,3,401,CONTINUOUS
A0A133U8A6,S-adenosylmethionine synthetase,399,AKJ61_00690,1698260,candidate division MSBL1 archaeon SCGC-AAA259B11,candidate division MSBL1 archaeon SCGC-AAA259B11,True,IPR027790,family,,399,4,399,CONTINUOUS
A0A133U975,S-adenosylmethionine synthetase,398,AKJ57_03935,1698259,candidate division MSBL1 archaeon SCGC-AAA259A05,candidate division MSBL1 archaeon SCGC-AAA259A05,True,IPR027790,family,,398,4,398,CONTINUOUS
A0A133UNC1,S-adenosylmethionine synthetase,398,AKJ65_01080,1698264,candidate division MSBL1 archaeon SCGC-AAA259E19,candidate division MSBL1 archaeon SCGC-AAA259E19,True,IPR027790,family,,398,4,398,CONTINUOUS
A0A133V6W6,S-adenosylmethionine synthetase,400,AKJ43_02335,1698273,candidate division MSBL1 archaeon SCGC-AAA261D19,candidate division MSBL1 archaeon SCGC-AAA261D19,True,IPR027790,family,,400,4,400,CONTINUOUS
A0A133VIZ7,S-adenosylmethionine synthetase,398,AKJ52_02265,1698281,candidate division MSBL1 archaeon SCGC-AAA382C18,candidate division MSBL1 archaeon SCGC-AAA382C18,True,IPR027790,family,,398,3,398,CONTINUOUS
A0A142CTC4,S-adenosylmethionine synthase,405,mat,53952,Thermococcus peptonophilus,Thermococcus peptonophilus,True,IPR027790,family,,405,6,405,CONTINUOUS
A0A147KGJ2,Methionine adenosyltransferase,416,AC529_12380,665004,Thermobifida cellulosilytica TB100,Thermobifida cellulosilytica TB100,True,IPR027790,family,,416,21,411,CONTINUOUS
A0A151AHP5,S-adenosylmethionine synthase,401,mat,1008153,Halalkalicoccus paucihalophilus,Halalkalicoccus paucihalophilus,True,IPR027790,family,,401,4,401,CONTINUOUS
A0A162FQU8,S-adenosylmethionine synthase,401,mat,66851,Methanobrevibacter oralis,Methanobrevibacter oralis,True,IPR027790,family,,401,1,401,CONTINUOUS
A0A166A5M2,S-adenosylmethionine synthase,409,mat,49547,Methanobrevibacter curvatus,Methanobrevibacter curvatus,True,IPR027790,family,,409,3,408,CONTINUOUS
A0A166CG29,S-adenosylmethionine synthase,401,mat,55758,Methanobrevibacter filiformis,Methanobrevibacter filiformis,True,IPR027790,family,,401,1,400,CONTINUOUS
A0A166D2U9,S-adenosylmethionine synthase,401,mat,47311,Methanobrevibacter cuticularis,Methanobrevibacter cuticularis,True,IPR027790,family,,401,1,400,CONTINUOUS
A0A170SZW6,S-adenosylmethionine synthase,401,mat,54262,Thermococcus chitonophagus,Thermococcus chitonophagus,True,IPR027790,family,,401,3,401,CONTINUOUS
A0A172WIH0,S-adenosylmethionine synthase,405,mat,1712654,Thermococcus piezophilus,Thermococcus piezophilus,True,IPR027790,family,,405,6,405,CONTINUOUS
A0A176YBG7,S-adenosylmethionine synthase,397,AYJ54_31910,1505087,Bradyrhizobium centrolobii,Bradyrhizobium centrolobii,True,IPR027790,family,,397,11,397,CONTINUOUS
A0A176YN84,S-adenosylmethionine synthase,397,AYJ54_16735,1505087,Bradyrhizobium centrolobii,Bradyrhizobium centrolobii,True,IPR027790,family,,397,11,397,CONTINUOUS
A0A177E6P8,S-adenosylmethionine synthase,395,TH606_06860,1795632,Thermodesulfatator autotrophicus,Thermodesulfatator autotrophicus,True,IPR027790,family,,395,2,392,CONTINUOUS
A0A1B1YXQ2,S-adenosylmethionine synthetase,394,PG2T_06765,1810504,Immundisolibacter cernigliae,Immundisolibacter cernigliae,True,IPR027790,family,,394,20,394,CONTINUOUS
A0A1C0TZ44,S-adenosylmethionine synthetase,399,Ppb6_04036,2805096,Photorhabdus australis subsp. thailandensis,Photorhabdus australis subsp. thailandensis,True,IPR027790,family,,399,7,398,CONTINUOUS
A0A1C5IML5,Methionine adenosyltransferase,409,GA0070560_1142,47864,Micromonospora halophytica,Micromonospora halophytica,True,IPR027790,family,,409,10,366,CONTINUOUS
A0A1C5IQ65,Methionine adenosyltransferase,408,GA0070213_106349,745366,Micromonospora humi,Micromonospora humi,True,IPR027790,family,,408,7,366,CONTINUOUS
A0A1C6RRP4,Methionine adenosyltransferase,416,GA0074694_2836,47866,Micromonospora inyonensis,Micromonospora inyonensis,True,IPR027790,family,,416,12,395,CONTINUOUS
A0A1C6RUT3,Methionine adenosyltransferase,396,GA0074692_0994,145854,Micromonospora pallida,Micromonospora pallida,True,IPR027790,family,,396,7,360,CONTINUOUS
A0A1D3L586,S-adenosylmethionine synthase,401,mat,118062,Methanobacterium congolense,Methanobacterium congolense,True,IPR027790,family,,401,1,400,CONTINUOUS
A0A1D8D9D1,S-adenosylmethionine synthetase,404,BIU88_08460,274537,Chlorobaculum limnaeum,Chlorobaculum limnaeum,True,IPR027790,family,,404,5,404,CONTINUOUS
A0A1E5KU92,S-adenosylmethionine synthetase,403,BCR26_04200,762845,Enterococcus rivorum,Enterococcus rivorum,True,IPR027790,family,,403,2,398,CONTINUOUS
A0A1F2P7A2,S-adenosylmethionine synthase,398,mat,1838285,Candidatus Syntropharchaeum caldarium,Candidatus Syntropharchaeum caldarium,True,IPR027790,family,,398,1,398,CONTINUOUS
A0A1G6MM97,S-adenosylmethionine synthase,401,mat,392421,Natrinema hispanicum,Natrinema hispanicum,True,IPR027790,family,,401,4,401,CONTINUOUS
A0A1G6Q2R0,S-adenosylmethionine synthetase,386,SAMN04488694_105126,392421,Natrinema hispanicum,Natrinema hispanicum,True,IPR027790,family,,386,5,385,CONTINUOUS
A0A1G7NRV1,S-adenosylmethionine synthase,400,mat,660518,Halorientalis regularis,Halorientalis regularis,True,IPR027790,family,,400,4,399,CONTINUOUS
A0A1G7SBY7,S-adenosylmethionine synthase,400,mat,261291,Halorubrum xinjiangense,Halorubrum xinjiangense,True,IPR027790,family,,400,3,400,CONTINUOUS
A0A1G8S703,S-adenosylmethionine synthase,401,mat,890420,Halovenus aranensis,Halovenus aranensis,True,IPR027790,family,,401,4,401,CONTINUOUS
A0A1G8T5M1,S-adenosylmethionine synthetase,426,SAMN05421850_1174,490829,Lutimaribacter saemankumensis,Lutimaribacter saemankumensis,True,IPR027790,family,,426,4,396,CONTINUOUS
A0A1G8XZP7,Methionine adenosyltransferase,400,SAMN04488571_102136,2200,Methanoculleus thermophilus,Methanoculleus thermophilus,True,IPR027790,family,,400,3,400,CONTINUOUS
A0A1G9A298,S-adenosylmethionine synthase,401,mat,1095776,Natronorubrum texcoconense,Natronorubrum texcoconense,True,IPR027790,family,,401,4,401,CONTINUOUS
A0A1G9WC19,S-adenosylmethionine synthase,410,mat,660521,Halogranum gelatinilyticum,Halogranum gelatinilyticum,True,IPR027790,family,,410,4,410,CONTINUOUS
A0A1G9WFM6,Methionine adenosyltransferase,404,SAMN04489726_3568,211114,Allokutzneria albata,Allokutzneria albata,True,IPR027790,family,,404,7,380,CONTINUOUS
A0A1G9YVN4,S-adenosylmethionine synthase,406,mat,996166,Haloarchaeobius iranensis,Haloarchaeobius iranensis,True,IPR027790,family,,406,4,406,CONTINUOUS
A0A1H1AFU5,S-adenosylmethionine synthase,401,mat,1236180,Halopelagius longus,Halopelagius longus,True,IPR027790,family,,401,4,401,CONTINUOUS
A0A1H1J4X9,S-adenosylmethionine synthase,401,mat,1095778,Natronobacterium texcoconense,Natronobacterium texcoconense,True,IPR027790,family,,401,4,401,CONTINUOUS
A0A1H1ZIL0,Methionine adenosyltransferase,394,SAMN05216221_4276,1392877,Pseudomonas oryzae,Pseudomonas oryzae,True,IPR027790,family,,394,17,392,CONTINUOUS
A0A1H3CRS9,S-adenosylmethionine synthase,401,mat,660517,Halobellus clavatus,Halobellus clavatus,True,IPR027790,family,,401,4,401,CONTINUOUS
A0A1H3H2R5,S-adenosylmethionine synthase,400,mat,1048396,Halopenitus persicus,Halopenitus persicus,True,IPR027790,family,,400,3,400,CONTINUOUS
A0A1H3N4G5,Methionine adenosyltransferase,385,SAMN05444412_10392,336829,Rhodonellum ikkaensis,Rhodonellum ikkaensis,False,IPR027790,family,,385,7,381,CONTINUOUS
A0A1H3WEN5,S-adenosylmethionine synthase,408,mat,555874,Haloplanus vescus,Haloplanus vescus,True,IPR027790,family,,408,4,407,CONTINUOUS
A0A1H5UVT9,Methionine adenosyltransferase,386,SAMN04488133_0748,699433,Halobellus limi,Halobellus limi,True,IPR027790,family,,386,7,386,CONTINUOUS
A0A1H5YYV6,S-adenosylmethionine synthase,401,mat,699433,Halobellus limi,Halobellus limi,True,IPR027790,family,,401,4,401,CONTINUOUS
A0A1H6EAH0,Methionine adenosyltransferase,408,SAMN05216223_13146,310779,Actinacidiphila yanglinensis,Actinacidiphila yanglinensis,True,IPR027790,family,,408,17,330,CONTINUOUS
A0A1H6FLG7,S-adenosylmethionine synthase,401,mat,640943,Natronorubrum sediminis,Natronorubrum sediminis,True,IPR027790,family,,401,4,401,CONTINUOUS
A0A1H6I9C7,S-adenosylmethionine synthase,400,mat,1267564,Halopenitus malekzadehii,Halopenitus malekzadehii,True,IPR027790,family,,400,3,400,CONTINUOUS
A0A1H6RCR6,S-adenosylmethionine synthase,400,mat,1073996,Halohasta litchfieldiae,Halohasta litchfieldiae,True,IPR027790,family,,400,3,400,CONTINUOUS
A0A1H7WDW0,Methionine adenosyltransferase,400,SAMN04489760_106102,43775,Syntrophus gentianae,Syntrophus gentianae,True,IPR027790,family,,400,2,400,CONTINUOUS
A0A1H8MWI4,Methionine adenosyltransferase,389,SAMN04487948_101138,660520,Halogranum amylolyticum,Halogranum amylolyticum,True,IPR027790,family,,389,8,388,CONTINUOUS
A0A1H8T8M8,S-adenosylmethionine synthase,410,mat,660520,Halogranum amylolyticum,Halogranum amylolyticum,True,IPR027790,family,,410,4,410,CONTINUOUS
A0A1H8TVL7,Methionine adenosyltransferase,416,SAMN05216267_105912,310780,Actinacidiphila rubida,Actinacidiphila rubida,True,IPR027790,family,,416,25,411,CONTINUOUS
A0A1H8V967,S-adenosylmethionine synthase,400,mat,1367881,Halorientalis persicus,Halorientalis persicus,True,IPR027790,family,,400,4,399,CONTINUOUS
A0A1H9F8M2,S-adenosylmethionine synthase,401,mat,1186196,Natrinema salaciae,Natrinema salaciae,True,IPR027790,family,,401,4,401,CONTINUOUS
A0A1H9XT45,S-adenosylmethionine synthetase,415,SAMN04487818_1275,155974,Actinokineospora terrae,Actinokineospora terrae,True,IPR027790,family,,415,21,412,CONTINUOUS
A0A1H9Y864,S-adenosylmethionine synthase,401,mat,1353158,Methanococcoides vulcani,Methanococcoides vulcani,True,IPR027790,family,,401,2,400,CONTINUOUS
A0A1I0ML24,S-adenosylmethionine synthase,406,mat,355548,Halobacterium jilantaiense,Halobacterium jilantaiense,True,IPR027790,family,,406,4,406,CONTINUOUS
A0A1I0N2Q4,S-adenosylmethionine synthase,401,mat,1202768,Natrinema salifodinae,Natrinema salifodinae,True,IPR027790,family,,401,4,401,CONTINUOUS
A0A1I1FMF7,S-adenosylmethionine synthase,401,mat,148448,Natronobacterium haloterrestre,Natronobacterium haloterrestre,True,IPR027790,family,,401,4,401,CONTINUOUS
A0A1I1KKU0,S-adenosylmethionine synthetase,416,SAMN05421773_104282,910347,Streptomyces aidingensis,Streptomyces aidingensis,True,IPR027790,family,,416,24,411,CONTINUOUS
A0A1I1PXI1,S-adenosylmethionine synthetase,401,SAMN05660831_00845,1123397,Thiohalospira halophila DSM 15071,Thiohalospira halophila DSM 15071,True,IPR027790,family,,401,9,394,CONTINUOUS
A0A1I2UQP1,S-adenosylmethionine synthase,401,mat,553467,Halopelagius inordinatus,Halopelagius inordinatus,True,IPR027790,family,,401,4,401,CONTINUOUS
A0A1I3B1H7,S-adenosylmethionine synthase,400,mat,387340,Halorubrum aquaticum,Halorubrum aquaticum,True,IPR027790,family,,400,3,400,CONTINUOUS
A0A1I4FVR7,Methionine adenosyltransferase,412,SAMN05216275_1727,324952,Streptosporangium canum,Streptosporangium canum,True,IPR027790,family,,412,11,137,CONTINUOUS
A0A1I4FVR7,Methionine adenosyltransferase,412,SAMN05216275_1727,324952,Streptosporangium canum,Streptosporangium canum,True,IPR027790,family,,412,170,401,CONTINUOUS
A0A1I4I494,S-adenosylmethionine synthase,410,mat,553466,Halogranum rubrum,Halogranum rubrum,True,IPR027790,family,,410,4,410,CONTINUOUS
A0A1I4R8J4,S-adenosylmethionine synthase,398,mat,487685,Methanolobus profundi,Methanolobus profundi,True,IPR027790,family,,398,3,397,CONTINUOUS
A0A1I4TSY1,Methionine adenosyltransferase,404,SAMN04488696_2444,487685,Methanolobus profundi,Methanolobus profundi,True,IPR027790,family,,404,1,404,CONTINUOUS
A0A1I5MWK4,S-adenosylmethionine synthase,404,mat,699431,Halolamina pelagica,Halolamina pelagica,True,IPR027790,family,,404,3,404,CONTINUOUS
A0A1I6H9K7,S-adenosylmethionine synthase,400,mat,35743,Halorubrum sodomense,Halorubrum sodomense,True,IPR027790,family,,400,3,400,CONTINUOUS
A0A1I6IGU8,Methionine adenosyltransferase,386,SAMN04487947_3218,553469,Halogeometricum rufum,Halogeometricum rufum,True,IPR027790,family,,386,6,386,CONTINUOUS
A0A1I6IQK8,S-adenosylmethionine synthase,401,mat,555875,Halogeometricum limi,Halogeometricum limi,True,IPR027790,family,,401,4,401,CONTINUOUS
A0A1I6IXI8,S-adenosylmethionine synthase,401,mat,553469,Halogeometricum rufum,Halogeometricum rufum,True,IPR027790,family,,401,4,401,CONTINUOUS
A0A1I6LVM6,S-adenosylmethionine synthase,400,mat,767519,Halomicrobium zhouii,Halomicrobium zhouii,True,IPR027790,family,,400,4,400,CONTINUOUS
A0A1I6QUF0,S-adenosylmethionine synthase,401,mat,619731,Halostagnicola kamekurae,Halostagnicola kamekurae,True,IPR027790,family,,401,4,401,CONTINUOUS
A0A1J1AB79,S-adenosylmethionine synthase,401,metK,1873524,Halodesulfurarchaeum formicicum,Halodesulfurarchaeum formicicum,True,IPR027790,family,,401,4,401,CONTINUOUS
A0A1L3GF22,S-adenosylmethionine synthetase,400,A7E75_05575,29542,Syntrophotalea acetylenica,Syntrophotalea acetylenica,True,IPR027790,family,,400,2,400,CONTINUOUS
A0A1L3Q299,S-adenosylmethionine synthase,399,mat,2177,Methanohalophilus halophilus,Methanohalophilus halophilus,True,IPR027790,family,,399,1,396,CONTINUOUS
A0A1L9C322,S-adenosylmethionine synthase,399,mat,523843,Methanohalophilus portucalensis FDF-1,Methanohalophilus portucalensis FDF-1,True,IPR027790,family,,399,1,398,CONTINUOUS
A0A1M5RL94,S-adenosylmethionine synthase,404,mat,43928,Halobaculum gomorrense,Halobaculum gomorrense,True,IPR027790,family,,404,1,404,CONTINUOUS
A0A1M6SE29,S-adenosylmethionine synthetase,399,SAMN05444391_0998,381751,Thermocrinis minervae,Thermocrinis minervae,True,IPR027790,family,,399,1,398,CONTINUOUS
A0A1M7CWF1,Methionine adenosyltransferase,405,SAMN05444414_1312,1054996,Roseovarius marisflavi,Roseovarius marisflavi,True,IPR027790,family,,405,4,397,CONTINUOUS
A0A1N5RYP3,S-adenosylmethionine synthetase,400,CPM_0006,1673428,Cuniculiplasma divulgatum,Cuniculiplasma divulgatum,True,IPR027790,family,,400,3,400,CONTINUOUS
A0A1N6XND3,S-adenosylmethionine synthase,401,mat,588898,Natronorubrum daqingense,Natronorubrum daqingense,True,IPR027790,family,,401,4,401,CONTINUOUS
