protein_accession,protein_name,protein_length,gene,organism_taxid,organism_name,organism_fullname,in_alphafold,interpro_accession,entry_type,entry_integrated,interpro_protein_length,fragment_start,fragment_end,fragment_status
A0A0F7PEN8,S-adenosylmethionine synthase,401,mat,1604004,Halanaeroarchaeum sulfurireducens,Halanaeroarchaeum sulfurireducens,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A0F8AYG2,S-adenosylmethionine synthase,400,mat,2248,Halorubrum saccharovorum,Halorubrum saccharovorum,True,IPR002795,family,,400,2,400,CONTINUOUS
A0A0F8KK97,S-adenosylmethionine synthase,398,mat,2209,Methanosarcina mazei,Methanosarcina mazei,True,IPR002795,family,,398,2,398,CONTINUOUS
A0A0M9AJD8,S-adenosylmethionine synthase,400,mat,1705562,Haloarcula rubripromontorii,Haloarcula rubripromontorii,True,IPR002795,family,,400,3,400,CONTINUOUS
A0A0M9AR87,S-adenosylmethionine synthase,400,mat,1765655,Halorubrum tropicale,Halorubrum tropicale,True,IPR002795,family,,400,2,400,CONTINUOUS
A0A0P7GRM9,S-adenosylmethionine synthase,404,mat,699431,Halolamina pelagica,Halolamina pelagica,True,IPR002795,family,,404,2,404,CONTINUOUS
A0A0Q0RIE9,S-adenosylmethionine synthase,398,mat,312540,Acidiplasma cupricumulans,Acidiplasma cupricumulans,True,IPR002795,family,,398,2,398,CONTINUOUS
A0A0Q0VQV7,S-adenosylmethionine synthase,398,mat,507754,Acidiplasma aeolicum,Acidiplasma aeolicum,True,IPR002795,family,,398,2,398,CONTINUOUS
A0A0Q2M574,S-adenosylmethionine synthase,405,mat,277988,Thermococcus thioreducens,Thermococcus thioreducens,True,IPR002795,family,,405,5,405,CONTINUOUS
A0A0U5H342,S-adenosylmethionine synthase,406,mat,1407499,Halobacterium hubeiense,Halobacterium hubeiense,True,IPR002795,family,,406,3,406,CONTINUOUS
A0A0V8RX90,S-adenosylmethionine synthase,409,mat,2309,Pyrodictium occultum,Pyrodictium occultum,True,IPR002795,family,,409,2,409,CONTINUOUS
A0A0W1RCZ7,S-adenosylmethionine synthase,401,mat,1514971,Haloprofundus marisrubri,Haloprofundus marisrubri,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A0W1SWB2,S-adenosylmethionine synthase,402,mat,1544718,Haloferax profundi,Haloferax profundi,True,IPR002795,family,,402,3,402,CONTINUOUS
A0A0X1KL74,S-adenosylmethionine synthase,405,mat,1432656,Thermococcus guaymasensis DSM 11113,Thermococcus guaymasensis DSM 11113,True,IPR002795,family,,405,5,405,CONTINUOUS
A0A100XWH9,S-adenosylmethionine synthase,405,mat,227598,Thermococcus celericrescens,Thermococcus celericrescens,True,IPR002795,family,,405,5,405,CONTINUOUS
A0A126R381,S-adenosylmethionine synthase,401,mat,294671,Methanobrevibacter olleyae,Methanobrevibacter olleyae,True,IPR002795,family,,401,1,401,CONTINUOUS
A0A127BAJ5,S-adenosylmethionine synthase,401,mat,1609559,Pyrococcus kukulkanii,Pyrococcus kukulkanii,True,IPR002795,family,,401,2,401,CONTINUOUS
A0A142CTC4,S-adenosylmethionine synthase,405,mat,53952,Thermococcus peptonophilus,Thermococcus peptonophilus,True,IPR002795,family,,405,5,405,CONTINUOUS
A0A151AHP5,S-adenosylmethionine synthase,401,mat,1008153,Halalkalicoccus paucihalophilus,Halalkalicoccus paucihalophilus,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A162FQU8,S-adenosylmethionine synthase,401,mat,66851,Methanobrevibacter oralis,Methanobrevibacter oralis,True,IPR002795,family,,401,1,401,CONTINUOUS
A0A166A5M2,S-adenosylmethionine synthase,409,mat,49547,Methanobrevibacter curvatus,Methanobrevibacter curvatus,True,IPR002795,family,,409,2,409,CONTINUOUS
A0A166CG29,S-adenosylmethionine synthase,401,mat,55758,Methanobrevibacter filiformis,Methanobrevibacter filiformis,True,IPR002795,family,,401,1,401,CONTINUOUS
A0A166D2U9,S-adenosylmethionine synthase,401,mat,47311,Methanobrevibacter cuticularis,Methanobrevibacter cuticularis,True,IPR002795,family,,401,1,401,CONTINUOUS
A0A170SZW6,S-adenosylmethionine synthase,401,mat,54262,Thermococcus chitonophagus,Thermococcus chitonophagus,True,IPR002795,family,,401,2,401,CONTINUOUS
A0A172WIH0,S-adenosylmethionine synthase,405,mat,1712654,Thermococcus piezophilus,Thermococcus piezophilus,True,IPR002795,family,,405,5,405,CONTINUOUS
A0A1D3L586,S-adenosylmethionine synthase,401,mat,118062,Methanobacterium congolense,Methanobacterium congolense,True,IPR002795,family,,401,1,401,CONTINUOUS
A0A1F2P7A2,S-adenosylmethionine synthase,398,mat,1838285,Candidatus Syntropharchaeum caldarium,Candidatus Syntropharchaeum caldarium,True,IPR002795,family,,398,1,398,CONTINUOUS
A0A1G6MM97,S-adenosylmethionine synthase,401,mat,392421,Natrinema hispanicum,Natrinema hispanicum,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A1G7NRV1,S-adenosylmethionine synthase,400,mat,660518,Halorientalis regularis,Halorientalis regularis,True,IPR002795,family,,400,3,400,CONTINUOUS
A0A1G7SBY7,S-adenosylmethionine synthase,400,mat,261291,Halorubrum xinjiangense,Halorubrum xinjiangense,True,IPR002795,family,,400,2,400,CONTINUOUS
A0A1G8S703,S-adenosylmethionine synthase,401,mat,890420,Halovenus aranensis,Halovenus aranensis,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A1G9A298,S-adenosylmethionine synthase,401,mat,1095776,Natronorubrum texcoconense,Natronorubrum texcoconense,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A1G9WC19,S-adenosylmethionine synthase,410,mat,660521,Halogranum gelatinilyticum,Halogranum gelatinilyticum,True,IPR002795,family,,410,3,410,CONTINUOUS
A0A1G9YVN4,S-adenosylmethionine synthase,406,mat,996166,Haloarchaeobius iranensis,Haloarchaeobius iranensis,True,IPR002795,family,,406,3,406,CONTINUOUS
A0A1H1AFU5,S-adenosylmethionine synthase,401,mat,1236180,Halopelagius longus,Halopelagius longus,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A1H1J4X9,S-adenosylmethionine synthase,401,mat,1095778,Natronobacterium texcoconense,Natronobacterium texcoconense,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A1H3CRS9,S-adenosylmethionine synthase,401,mat,660517,Halobellus clavatus,Halobellus clavatus,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A1H3H2R5,S-adenosylmethionine synthase,400,mat,1048396,Halopenitus persicus,Halopenitus persicus,True,IPR002795,family,,400,2,400,CONTINUOUS
A0A1H3WEN5,S-adenosylmethionine synthase,408,mat,555874,Haloplanus vescus,Haloplanus vescus,True,IPR002795,family,,408,3,408,CONTINUOUS
A0A1H5YYV6,S-adenosylmethionine synthase,401,mat,699433,Halobellus limi,Halobellus limi,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A1H6FLG7,S-adenosylmethionine synthase,401,mat,640943,Natronorubrum sediminis,Natronorubrum sediminis,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A1H6I9C7,S-adenosylmethionine synthase,400,mat,1267564,Halopenitus malekzadehii,Halopenitus malekzadehii,True,IPR002795,family,,400,2,400,CONTINUOUS
A0A1H6RCR6,S-adenosylmethionine synthase,400,mat,1073996,Halohasta litchfieldiae,Halohasta litchfieldiae,True,IPR002795,family,,400,2,400,CONTINUOUS
A0A1H8T8M8,S-adenosylmethionine synthase,410,mat,660520,Halogranum amylolyticum,Halogranum amylolyticum,True,IPR002795,family,,410,3,410,CONTINUOUS
A0A1H8V967,S-adenosylmethionine synthase,400,mat,1367881,Halorientalis persicus,Halorientalis persicus,True,IPR002795,family,,400,3,400,CONTINUOUS
A0A1H9F8M2,S-adenosylmethionine synthase,401,mat,1186196,Natrinema salaciae,Natrinema salaciae,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A1H9Y864,S-adenosylmethionine synthase,401,mat,1353158,Methanococcoides vulcani,Methanococcoides vulcani,True,IPR002795,family,,401,2,401,CONTINUOUS
A0A1I0ML24,S-adenosylmethionine synthase,406,mat,355548,Halobacterium jilantaiense,Halobacterium jilantaiense,True,IPR002795,family,,406,3,406,CONTINUOUS
A0A1I0N2Q4,S-adenosylmethionine synthase,401,mat,1202768,Natrinema salifodinae,Natrinema salifodinae,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A1I1FMF7,S-adenosylmethionine synthase,401,mat,148448,Natronobacterium haloterrestre,Natronobacterium haloterrestre,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A1I2UQP1,S-adenosylmethionine synthase,401,mat,553467,Halopelagius inordinatus,Halopelagius inordinatus,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A1I3B1H7,S-adenosylmethionine synthase,400,mat,387340,Halorubrum aquaticum,Halorubrum aquaticum,True,IPR002795,family,,400,2,400,CONTINUOUS
A0A1I4I494,S-adenosylmethionine synthase,410,mat,553466,Halogranum rubrum,Halogranum rubrum,True,IPR002795,family,,410,3,410,CONTINUOUS
A0A1I4R8J4,S-adenosylmethionine synthase,398,mat,487685,Methanolobus profundi,Methanolobus profundi,True,IPR002795,family,,398,2,398,CONTINUOUS
A0A1I5MWK4,S-adenosylmethionine synthase,404,mat,699431,Halolamina pelagica,Halolamina pelagica,True,IPR002795,family,,404,2,404,CONTINUOUS
A0A1I6H9K7,S-adenosylmethionine synthase,400,mat,35743,Halorubrum sodomense,Halorubrum sodomense,True,IPR002795,family,,400,2,400,CONTINUOUS
A0A1I6IQK8,S-adenosylmethionine synthase,401,mat,555875,Halogeometricum limi,Halogeometricum limi,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A1I6IXI8,S-adenosylmethionine synthase,401,mat,553469,Halogeometricum rufum,Halogeometricum rufum,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A1I6LVM6,S-adenosylmethionine synthase,400,mat,767519,Halomicrobium zhouii,Halomicrobium zhouii,True,IPR002795,family,,400,3,400,CONTINUOUS
A0A1I6QUF0,S-adenosylmethionine synthase,401,mat,619731,Halostagnicola kamekurae,Halostagnicola kamekurae,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A1J1AB79,S-adenosylmethionine synthase,401,metK,1873524,Halodesulfurarchaeum formicicum,Halodesulfurarchaeum formicicum,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A1L3Q299,S-adenosylmethionine synthase,399,mat,2177,Methanohalophilus halophilus,Methanohalophilus halophilus,True,IPR002795,family,,399,1,399,CONTINUOUS
A0A1L9C322,S-adenosylmethionine synthase,399,mat,523843,Methanohalophilus portucalensis FDF-1,Methanohalophilus portucalensis FDF-1,True,IPR002795,family,,399,1,399,CONTINUOUS
A0A1M5RL94,S-adenosylmethionine synthase,404,mat,43928,Halobaculum gomorrense,Halobaculum gomorrense,True,IPR002795,family,,404,1,404,CONTINUOUS
A0A1N6XND3,S-adenosylmethionine synthase,401,mat,588898,Natronorubrum daqingense,Natronorubrum daqingense,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A1N6YJH1,S-adenosylmethionine synthase,399,mat,553468,Haladaptatus litoreus,Haladaptatus litoreus,True,IPR002795,family,,399,3,399,CONTINUOUS
A0A1N7ELC5,S-adenosylmethionine synthase,401,mat,308853,Natronorubrum thiooxidans,Natronorubrum thiooxidans,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A1S8AWH3,S-adenosylmethionine synthase,401,mat,301967,Natrinema saccharevitans,Natrinema saccharevitans,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A1V6N3Y3,S-adenosylmethionine synthase,401,mat,1300164,Methanobrevibacter arboriphilus JCM 13429 = DSM 1125,Methanobrevibacter arboriphilus JCM 13429 = DSM 1125,True,IPR002795,family,,401,1,401,CONTINUOUS
A0A202EDC1,S-adenosylmethionine synthase,401,mat,253108,Natronolimnobius baerhuensis,Natronolimnobius baerhuensis,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A211YMJ5,S-adenosylmethionine synthase,409,mat,1273541,Pyrodictium delaneyi,Pyrodictium delaneyi,True,IPR002795,family,,409,2,409,CONTINUOUS
A0A218P0K1,S-adenosylmethionine synthase,405,mat,1293037,Thermococcus celer (strain ATCC 35543 / DSM 2476 / JCM 8558 / Vu 13),Thermococcus celer (strain ATCC 35543 / DSM 2476 / JCM 8558 / Vu 13),True,IPR002795,family,,405,5,405,CONTINUOUS
A0A218P893,S-adenosylmethionine synthase,405,mat,71998,Thermococcus pacificus,Thermococcus pacificus,True,IPR002795,family,,405,5,405,CONTINUOUS
A0A238WM91,S-adenosylmethionine synthase,400,mat,63740,Halorubrum vacuolatum,Halorubrum vacuolatum,True,IPR002795,family,,400,2,400,CONTINUOUS
A0A256IRY6,S-adenosylmethionine synthase,400,mat,1383851,Halorubrum halodurans,Halorubrum halodurans,True,IPR002795,family,,400,2,400,CONTINUOUS
A0A256JRI3,S-adenosylmethionine synthase,400,mat,337243,Halorubrum ezzemoulense,Halorubrum ezzemoulense,True,IPR002795,family,,400,2,400,CONTINUOUS
A0A284VSC4,S-adenosylmethionine synthase,398,mat,1392998,Candidatus Methanoperedens nitratireducens,Candidatus Methanoperedens nitratireducens,True,IPR002795,family,,398,2,398,CONTINUOUS
A0A285G6G5,S-adenosylmethionine synthase,399,mat,51203,Methanohalophilus euhalobius,Methanohalophilus euhalobius,True,IPR002795,family,,399,1,399,CONTINUOUS
A0A285NBD2,S-adenosylmethionine synthase,401,mat,558529,Natronoarchaeum philippinense,Natronoarchaeum philippinense,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A2A2FJ00,S-adenosylmethionine synthase,400,mat,2032630,Halorubrum salipaludis,Halorubrum salipaludis,True,IPR002795,family,,400,2,400,CONTINUOUS
A0A2A2H178,S-adenosylmethionine synthase,410,mat,2161,Methanobacterium bryantii,Methanobacterium bryantii,True,IPR002795,family,,410,2,410,CONTINUOUS
A0A2A2HFZ0,S-adenosylmethionine synthase,407,mat,1077256,Methanosphaera cuniculi,Methanosphaera cuniculi,True,IPR002795,family,,407,1,407,CONTINUOUS
A0A2A2HWN1,S-adenosylmethionine synthase,398,mat,1036679,Methanosarcina spelaei,Methanosarcina spelaei,True,IPR002795,family,,398,2,398,CONTINUOUS
A0A2A5QVD5,S-adenosylmethionine synthase,401,mat,373386,Natrinema ejinorense,Natrinema ejinorense,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A2G1WKA7,S-adenosylmethionine synthase,400,mat,1383844,Halorubrum persicum,Halorubrum persicum,True,IPR002795,family,,400,2,400,CONTINUOUS
A0A2H4VRW8,S-adenosylmethionine synthase,401,mat,59277,Methanobacterium subterraneum,Methanobacterium subterraneum,True,IPR002795,family,,401,1,401,CONTINUOUS
A0A2H4ZYR0,S-adenosylmethionine synthase,400,mat,1932004,Haloarcula taiwanensis,Haloarcula taiwanensis,True,IPR002795,family,,400,3,400,CONTINUOUS
A0A2I8VJ84,S-adenosylmethionine synthase,405,mat,755307,Salinigranum rubrum,Salinigranum rubrum,True,IPR002795,family,,405,3,405,CONTINUOUS
A0A2P4NVI9,S-adenosylmethionine synthase,402,mat,1544719,Haloferax marisrubri,Haloferax marisrubri,True,IPR002795,family,,402,3,402,CONTINUOUS
A0A2R4X1K5,S-adenosylmethionine synthase,400,mat,1679096,Halococcoides cellulosivorans,Halococcoides cellulosivorans,True,IPR002795,family,,400,3,400,CONTINUOUS
A0A2V2N2X8,S-adenosylmethionine synthase,400,mat,668570,Methanospirillum lacunae,Methanospirillum lacunae,True,IPR002795,family,,400,2,400,CONTINUOUS
A0A2V2N5B8,S-adenosylmethionine synthase,400,mat,1277351,Methanospirillum stamsii,Methanospirillum stamsii,True,IPR002795,family,,400,2,400,CONTINUOUS
A0A2Z2HW65,S-adenosylmethionine synthase,401,mat,745377,Natrarchaeobaculum aegyptiacum,Natrarchaeobaculum aegyptiacum,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A2Z2M792,S-adenosylmethionine synthase,405,mat,71997,Thermococcus gorgonarius,Thermococcus gorgonarius,True,IPR002795,family,,405,5,405,CONTINUOUS
A0A2Z2MAM6,S-adenosylmethionine synthase,405,mat,49899,Thermococcus profundus,Thermococcus profundus,True,IPR002795,family,,405,5,405,CONTINUOUS
A0A2Z2MEY9,S-adenosylmethionine synthase,405,mat,54077,Thermococcus barossii,Thermococcus barossii,True,IPR002795,family,,405,5,405,CONTINUOUS
A0A2Z2MN64,S-adenosylmethionine synthase,405,mat,72803,Thermococcus siculi,Thermococcus siculi,True,IPR002795,family,,405,5,405,CONTINUOUS
A0A2Z2N3I2,S-adenosylmethionine synthase,405,mat,187880,Thermococcus radiotolerans,Thermococcus radiotolerans,True,IPR002795,family,,405,5,405,CONTINUOUS
A0A328PAB3,S-adenosylmethionine synthase,401,mat,680118,Methanothermobacter tenebrarum,Methanothermobacter tenebrarum,True,IPR002795,family,,401,1,401,CONTINUOUS
A0A343TMQ2,S-adenosylmethionine synthase,403,metK2,2055893,Halalkaliarchaeum desulfuricum,Halalkaliarchaeum desulfuricum,True,IPR002795,family,,403,5,403,CONTINUOUS
A0A345E3M3,S-adenosylmethionine synthase,406,mat,1547898,Haloplanus rubicundus,Haloplanus rubicundus,True,IPR002795,family,,406,3,406,CONTINUOUS
A0A346PFH0,S-adenosylmethionine synthase,401,mat,2044521,Natrarchaeobaculum sulfurireducens,Natrarchaeobaculum sulfurireducens,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A348B2S3,S-adenosylmethionine synthase,404,mat,1670455,Sulfodiicoccus acidiphilus,Sulfodiicoccus acidiphilus,True,IPR002795,family,,404,1,404,CONTINUOUS
A0A366M8X3,S-adenosylmethionine synthase,401,mat,2006182,Candidatus Methanobinarius endosymbioticus,Candidatus Methanobinarius endosymbioticus,True,IPR002795,family,,401,1,401,CONTINUOUS
A0A368N967,S-adenosylmethionine synthase,406,mat,1126245,Haloplanus salinus,Haloplanus salinus,True,IPR002795,family,,406,3,406,CONTINUOUS
A0A371NDR0,S-adenosylmethionine synthase,401,mat,49339,Methanothermobacter defluvii,Methanothermobacter defluvii,True,IPR002795,family,,401,1,401,CONTINUOUS
A0A3A6PZ11,S-adenosylmethionine synthase,400,mat,2216978,Halonotius aquaticus,Halonotius aquaticus,True,IPR002795,family,,400,2,400,CONTINUOUS
A0A3A6Q011,S-adenosylmethionine synthase,400,mat,268735,Halonotius pteroides,Halonotius pteroides,True,IPR002795,family,,400,2,400,CONTINUOUS
A0A3G8QSK4,S-adenosylmethionine synthase,406,mat,660522,Haloplanus aerogenes,Haloplanus aerogenes,True,IPR002795,family,,406,3,406,CONTINUOUS
A0A3N6LTK5,S-adenosylmethionine synthase,401,mat,1679083,Natrarchaeobius chitinivorans,Natrarchaeobius chitinivorans,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A3N6MY42,S-adenosylmethionine synthase,401,mat,3455743,Natrarchaeobius oligotrophus,Natrarchaeobius oligotrophus,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A3N6P166,S-adenosylmethionine synthase,401,mat,1679091,Natrarchaeobius halalkaliphilus,Natrarchaeobius halalkaliphilus,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A3P3RJF1,S-adenosylmethionine synthase,401,mat,1785090,Halocatena pleomorpha,Halocatena pleomorpha,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A401HQ07,S-adenosylmethionine synthase,404,mat,2082189,Methanofervidicoccus abyssi,Methanofervidicoccus abyssi,True,IPR002795,family,,404,1,404,CONTINUOUS
A0A419WP89,S-adenosylmethionine synthase,401,mat,148449,Halopiger aswanensis,Halopiger aswanensis,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A484F3P7,S-adenosylmethionine synthase,402,mat,91560,Methanimicrococcus blatticola,Methanimicrococcus blatticola,True,IPR002795,family,,402,3,402,CONTINUOUS
A0A495R6P2,S-adenosylmethionine synthase,400,mat,182779,Haloarcula quadrata,Haloarcula quadrata,True,IPR002795,family,,400,3,400,CONTINUOUS
A0A498L7Y8,S-adenosylmethionine synthase,400,mat,2479928,Halorientalis pallida,Halorientalis pallida,True,IPR002795,family,,400,3,400,CONTINUOUS
A0A4C2EPB4,S-adenosylmethionine synthase,400,mat,2509225,Haloarcula mannanilytica,Haloarcula mannanilytica,True,IPR002795,family,,400,3,400,CONTINUOUS
A0A4C2EVF8,S-adenosylmethionine synthase,663,mat,2509225,Haloarcula mannanilytica,Haloarcula mannanilytica,True,IPR002795,family,,663,266,663,CONTINUOUS
A0A4D6HDT6,S-adenosylmethionine synthase,400,mat,1457250,Halapricum salinum,Halapricum salinum,True,IPR002795,family,,400,3,400,CONTINUOUS
A0A4E0PTP9,S-adenosylmethionine synthase,398,mat,2052935,Methanolobus halotolerans,Methanolobus halotolerans,True,IPR002795,family,,398,2,398,CONTINUOUS
A0A4P9TG53,S-adenosylmethionine synthase,401,mat,69527,Natrinema pallidum,Natrinema pallidum,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A4S3TLA4,S-adenosylmethionine synthase,401,mat,2419781,Salinadaptatus halalkaliphilus,Salinadaptatus halalkaliphilus,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A4U5JG70,S-adenosylmethionine synthase,401,mat,2217661,Natronomonas salsuginis,Natronomonas salsuginis,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A4Y5SM52,S-adenosylmethionine synthase,405,mat,2586643,Thermococcus indicus,Thermococcus indicus,True,IPR002795,family,,405,5,405,CONTINUOUS
A0A521BZ17,S-adenosylmethionine synthase,400,mat,413815,Halorubrum cibi,Halorubrum cibi,True,IPR002795,family,,400,2,400,CONTINUOUS
A0A544QKK7,S-adenosylmethionine synthase,400,mat,2511997,Halonotius roseus,Halonotius roseus,True,IPR002795,family,,400,2,400,CONTINUOUS
A0A554MWZ3,S-adenosylmethionine synthase,401,mat,2234134,Haloglomus irregulare,Haloglomus irregulare,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A5C0SI69,S-adenosylmethionine synthase,405,mat,2598455,Thermococcus aciditolerans,Thermococcus aciditolerans,True,IPR002795,family,,405,5,405,CONTINUOUS
A0A5D5ALM5,S-adenosylmethionine synthase,409,mat,2448032,Natrialba swarupiae,Natrialba swarupiae,True,IPR002795,family,,409,3,409,CONTINUOUS
A0A5N5U6H5,S-adenosylmethionine synthase,410,mat,2212850,Halosegnis rubeus,Halosegnis rubeus,True,IPR002795,family,,410,3,410,CONTINUOUS
A0A5P9P5Y3,S-adenosylmethionine synthase,401,mat,348826,Natronorubrum aibiense,Natronorubrum aibiense,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A650CDL7,S-adenosylmethionine synthase,405,mat,69656,Sulfurisphaera ohwakuensis,Sulfurisphaera ohwakuensis,True,IPR002795,family,,405,1,405,CONTINUOUS
A0A650CLE9,S-adenosylmethionine synthase,404,mat,41675,Stygiolobus azoricus,Stygiolobus azoricus,True,IPR002795,family,,404,1,404,CONTINUOUS
A0A650CWY8,S-adenosylmethionine synthase,403,mat,2283,Acidianus ambivalens,Acidianus ambivalens,True,IPR002795,family,,403,1,403,CONTINUOUS
A0A660HT80,S-adenosylmethionine synthase,398,mat,1715806,Methanosarcina flavescens,Methanosarcina flavescens,True,IPR002795,family,,398,2,398,CONTINUOUS
A0A6A8G231,S-adenosylmethionine synthase,402,mat,2666143,Haloferax marinum,Haloferax marinum,True,IPR002795,family,,402,3,402,CONTINUOUS
A0A6A8GHM3,S-adenosylmethionine synthase,402,mat,2666140,Haloferax litoreum,Haloferax litoreum,True,IPR002795,family,,402,3,402,CONTINUOUS
A0A6A9QEF9,S-adenosylmethionine synthase,403,mat,12915,Acidianus infernus,Acidianus infernus,True,IPR002795,family,,403,1,403,CONTINUOUS
A0A6B0SMI0,S-adenosylmethionine synthase,406,mat,2692200,Halobacterium bonnevillei,Halobacterium bonnevillei,True,IPR002795,family,,406,3,406,CONTINUOUS
A0A6B0SW96,S-adenosylmethionine synthase,404,mat,2073113,Halobaculum saliterrae,Halobaculum saliterrae,True,IPR002795,family,,404,1,404,CONTINUOUS
A0A6B0T5W9,S-adenosylmethionine synthase,400,mat,2692199,Halovenus carboxidivorans,Halovenus carboxidivorans,True,IPR002795,family,,400,3,400,CONTINUOUS
A0A6B0VR00,S-adenosylmethionine synthase,401,mat,2691917,Natronorubrum halalkaliphilum,Natronorubrum halalkaliphilum,True,IPR002795,family,,401,3,401,CONTINUOUS
A0A6B9FDC9,S-adenosylmethionine synthase,406,mat,1816183,Haloplanus rallus,Haloplanus rallus,True,IPR002795,family,,406,3,406,CONTINUOUS
A0A6G1Z3E2,S-adenosylmethionine synthase,402,mat,2666142,Haloferax marinisediminis,Haloferax marinisediminis,True,IPR002795,family,,402,3,402,CONTINUOUS
