protein_accession,protein_name,protein_length,gene,organism_taxid,organism_name,organism_fullname,in_alphafold,interpro_accession,entry_type,entry_integrated,interpro_protein_length,fragment_start,fragment_end,fragment_status
A0A024W8M5,Ribosomal RNA small subunit methyltransferase NEP1,207,PFTANZ_02232,1036725,Plasmodium falciparum Tanzania (2000708),Plasmodium falciparum Tanzania (2000708),True,IPR005304,family,,207,21,206,CONTINUOUS
A0A024WN05,Small subunit rRNA processing factor,448,PFMALIP_03802,1036727,Plasmodium falciparum MaliPS096_E11,Plasmodium falciparum MaliPS096_E11,True,IPR005304,family,,448,177,447,CONTINUOUS
A0A024WSY7,Ribosomal RNA small subunit methyltransferase NEP1,274,PFMALIP_02173,1036727,Plasmodium falciparum MaliPS096_E11,Plasmodium falciparum MaliPS096_E11,True,IPR005304,family,,274,39,273,CONTINUOUS
A0A024X420,Small subunit rRNA processing factor,448,PFMC_03830,5835,Plasmodium falciparum (isolate Camp / Malaysia),Plasmodium falciparum (isolate Camp / Malaysia),True,IPR005304,family,,448,177,447,CONTINUOUS
A0A024X980,Ribosomal RNA small subunit methyltransferase NEP1,274,PFMC_02119,5835,Plasmodium falciparum (isolate Camp / Malaysia),Plasmodium falciparum (isolate Camp / Malaysia),True,IPR005304,family,,274,39,273,CONTINUOUS
A0A026WV26,18S rRNA (pseudouridine-N1)-methyltransferase,211,X777_14390,2015173,Ooceraea biroi,Ooceraea biroi (Clonal raider ant),True,IPR005304,family,,211,3,205,CONTINUOUS
A0A031LMD8,Ribosomal RNA small subunit methyltransferase Nep1,218,nep1,1160895,Candidatus Acidianus copahuensis,Candidatus Acidianus copahuensis,True,IPR005304,family,,218,7,211,CONTINUOUS
A0A034WEK8,18S rRNA (pseudouridine-N1)-methyltransferase,263,NEP1,27457,Bactrocera dorsalis,Bactrocera dorsalis (Oriental fruit fly),True,IPR005304,family,,263,34,262,CONTINUOUS
A0A058Z104,Uncharacterized protein,137,H696_06358,691883,Fonticula alba,Fonticula alba (Slime mold),True,IPR005304,family,,137,2,137,CONTINUOUS
A0A058Z4Y2,Uncharacterized protein,72,H696_04606,691883,Fonticula alba,Fonticula alba (Slime mold),True,IPR005304,family,,72,3,72,CONTINUOUS
A0A059DAN7,Ribosomal RNA small subunit methyltransferase NEP1,288,EUGRSUZ_A00197,71139,Eucalyptus grandis,Eucalyptus grandis (Flooded gum),True,IPR005304,family,,288,50,284,CONTINUOUS
A0A059DJC2,Uncharacterized protein,54,EUGRSUZ_A026111,71139,Eucalyptus grandis,Eucalyptus grandis (Flooded gum),True,IPR005304,family,,54,23,54,CONTINUOUS
A0A059DJC5,Uncharacterized protein,131,EUGRSUZ_A026112,71139,Eucalyptus grandis,Eucalyptus grandis (Flooded gum),True,IPR005304,family,,131,1,49,CONTINUOUS
A0A059DJD4,Uncharacterized protein,131,EUGRSUZ_A026111,71139,Eucalyptus grandis,Eucalyptus grandis (Flooded gum),True,IPR005304,family,,131,49,131,CONTINUOUS
A0A059J0E4,Ribosomal RNA small subunit methyltransferase NEP1,265,H109_06915,1215338,Trichophyton interdigitale (strain MR816),Trichophyton interdigitale (strain MR816),True,IPR005304,family,,265,32,265,CONTINUOUS
A0A059PZ38,Ribosome biogenesis protein,260,SHCRBa_097_O14_F_150,131158,Saccharum hybrid cultivar R570,Saccharum hybrid cultivar R570,True,IPR005304,family,,260,23,259,CONTINUOUS
A0A060HMJ0,Ribosomal RNA small subunit methyltransferase Nep1,227,nep1,926571,Nitrososphaera viennensis EN76,Nitrososphaera viennensis EN76,True,IPR005304,family,,227,2,217,CONTINUOUS
A0A060RRJ3,"Ribosomal RNA small subunit methyltransferase NEP1, putative",259,PRG01_0824400,5854,Plasmodium reichenowi,Plasmodium reichenowi,True,IPR005304,family,,259,38,258,CONTINUOUS
A0A060RVX6,"Small subunit rRNA processing factor, putative",446,PRCDC_1224800,5854,Plasmodium reichenowi,Plasmodium reichenowi,True,IPR005304,family,,446,173,445,CONTINUOUS
A0A060SPU6,uracil phosphoribosyltransferase,444,BN946_scf185011.g44,5643,Pycnoporus cinnabarinus,Pycnoporus cinnabarinus (Cinnabar-red polypore),False,IPR005304,family,,444,222,444,CONTINUOUS
A0A060SWZ1,Ribosomal RNA small subunit methyltransferase NEP1,255,GNLVRS02_ARAD1A09328g,409370,Blastobotrys adeninivorans,Blastobotrys adeninivorans (Yeast),True,IPR005304,family,,255,11,255,CONTINUOUS
A0A060XWG3,18S rRNA (pseudouridine(1248)-N1)-methyltransferase,238,GSONMT00030915001,8022,Oncorhynchus mykiss,Oncorhynchus mykiss (Rainbow trout),True,IPR005304,family,,238,12,238,CONTINUOUS
A0A060Z2M0,EMG1 N1-specific pseudouridine methyltransferase,169,GSONMT00025863001,8022,Oncorhynchus mykiss,Oncorhynchus mykiss (Rainbow trout),True,IPR005304,family,,169,11,131,CONTINUOUS
A0A061AYZ5,Ribosomal RNA small subunit methyltransferase NEP1,253,BON22_1286,36022,Cyberlindnera fabianii,Cyberlindnera fabianii (Yeast),True,IPR005304,family,,253,8,252,CONTINUOUS
A0A061B1K1,Nucleolar essential protein 1,298,RHTO0S_08e00540g,5286,Rhodotorula toruloides,Rhodotorula toruloides (Yeast),True,IPR005304,family,,298,59,298,CONTINUOUS
A0A061D5W4,"Suppressor Mra1 family domain containing protein, putative",200,BBBOND_0205650,5866,Babesia bigemina,Babesia bigemina,True,IPR005304,family,,200,17,194,CONTINUOUS
A0A061D6Z6,Probable ribosomal RNA small subunit methyltransferase mra1,293,BBBOND_0303850,5866,Babesia bigemina,Babesia bigemina,True,IPR005304,family,,293,3,288,CONTINUOUS
A0A061EW24,Nucleolar essential protein-related,309,TCM_024344,3641,Theobroma cacao,Theobroma cacao (Cacao),True,IPR005304,family,,309,44,291,CONTINUOUS
A0A061EWG6,Nucleolar essential protein-related isoform 1,284,TCM_024335,3641,Theobroma cacao,Theobroma cacao (Cacao),True,IPR005304,family,,284,44,284,CONTINUOUS
A0A061F3A1,Nucleolar essential protein-related isoform 3,276,TCM_024335,3641,Theobroma cacao,Theobroma cacao (Cacao),True,IPR005304,family,,276,44,259,CONTINUOUS
A0A061F8A5,Nucleolar essential protein-related isoform 3,284,TCM_032188,3641,Theobroma cacao,Theobroma cacao (Cacao),True,IPR005304,family,,284,43,284,CONTINUOUS
A0A061F9D0,Uncharacterized protein,88,TCM_032248,3641,Theobroma cacao,Theobroma cacao (Cacao),True,IPR005304,family,,88,2,88,CONTINUOUS
A0A061F9L0,Nucleolar essential protein-related isoform 1,324,TCM_032188,3641,Theobroma cacao,Theobroma cacao (Cacao),True,IPR005304,family,,324,86,324,CONTINUOUS
A0A061FAA2,Nucleolar essential-related-like protein,176,TCM_032249,3641,Theobroma cacao,Theobroma cacao (Cacao),True,IPR005304,family,,176,33,152,CONTINUOUS
A0A061FGK2,Nucleolar essential protein-related isoform 2,284,TCM_032188,3641,Theobroma cacao,Theobroma cacao (Cacao),True,IPR005304,family,,284,46,284,CONTINUOUS
A0A061FGQ0,Nucleolar essential protein-related,111,TCM_032251,3641,Theobroma cacao,Theobroma cacao (Cacao),True,IPR005304,family,,111,1,110,CONTINUOUS
A0A061G688,"Nucleolar essential protein-related, putative",313,TCM_016205,3641,Theobroma cacao,Theobroma cacao (Cacao),True,IPR005304,family,,313,100,313,CONTINUOUS
A0A061H0X0,Nep1-domain-containing protein,375,PFL1_06761,1277687,Pseudozyma flocculosa PF-1,Pseudozyma flocculosa PF-1,True,IPR005304,family,,375,119,374,CONTINUOUS
A0A061HP30,Alpha-beta knot fold methyltransferase superfamily protein,251,BGT96224_1787,1268274,Blumeria graminis f. sp. tritici 96224,Blumeria graminis f. sp. tritici 96224,True,IPR005304,family,,251,25,251,CONTINUOUS
A0A061J6F4,EMG1/NEP1 methyltransferase,292,TRSC58_01261,429131,Trypanosoma rangeli SC58,Trypanosoma rangeli SC58,True,IPR005304,family,,292,60,278,CONTINUOUS
A0A061JAU1,Essential for mitotic growth 1,273,TRSC58_01862,429131,Trypanosoma rangeli SC58,Trypanosoma rangeli SC58,True,IPR005304,family,,273,6,265,CONTINUOUS
A0A061S8E0,Essential for mitotic growth 1,231,NEP1,582737,Tetraselmis sp. GSL018,Tetraselmis sp. GSL018,True,IPR005304,family,,231,12,231,CONTINUOUS
A0A066W3A8,Nep1-domain-containing protein,408,K437DRAFT_245733,1037660,Tilletiaria anomala (strain ATCC 24038 / CBS 436.72 / UBC 951),Tilletiaria anomala (strain ATCC 24038 / CBS 436.72 / UBC 951),True,IPR005304,family,,408,118,407,CONTINUOUS
A0A066X147,Putative essential for mitotic growth 1,261,CSUB01_02876,1173701,Colletotrichum sublineola,Colletotrichum sublineola (Sorghum anthracnose fungus),True,IPR005304,family,,261,36,260,CONTINUOUS
A0A067C920,Ribosome biogenesis protein NEP1,213,SPRG_07725,695850,Saprolegnia parasitica (strain CBS 223.65),Saprolegnia parasitica (strain CBS 223.65),True,IPR005304,family,,213,4,213,CONTINUOUS
A0A067FDL2,Ribosomal RNA small subunit methyltransferase nep-1,301,CISIN_1g0221751mg,2711,Citrus sinensis,Citrus sinensis (Sweet orange),True,IPR005304,family,,301,36,252,CONTINUOUS
A0A067FH65,Ribosomal RNA small subunit methyltransferase nep-1,239,CISIN_1g0221751mg,2711,Citrus sinensis,Citrus sinensis (Sweet orange),True,IPR005304,family,,239,36,227,CONTINUOUS
A0A067FPV3,Ribosomal RNA small subunit methyltransferase NEP1,294,CISIN_1g0221751mg,2711,Citrus sinensis,Citrus sinensis (Sweet orange),True,IPR005304,family,,294,36,293,CONTINUOUS
A0A067L159,Ribosomal RNA small subunit methyltransferase NEP1,299,JCGZ_06731,180498,Jatropha curcas,Jatropha curcas (Barbados nut),True,IPR005304,family,,299,59,299,CONTINUOUS
A0A067MEL2,Nep1-domain-containing protein,329,BOTBODRAFT_32995,930990,Botryobasidium botryosum (strain FD-172 SS1),Botryobasidium botryosum (strain FD-172 SS1),True,IPR005304,family,,329,94,329,CONTINUOUS
A0A067NXL7,Nep1-domain-containing protein,240,PLEOSDRAFT_1063626,1137138,Pleurotus ostreatus (strain PC15),Pleurotus ostreatus (strain PC15) (Oyster mushroom),True,IPR005304,family,,240,15,240,CONTINUOUS
A0A067QR16,Nep1-domain-containing protein,377,JAAARDRAFT_146545,933084,Jaapia argillacea MUCL 33604,Jaapia argillacea MUCL 33604,True,IPR005304,family,,377,110,377,CONTINUOUS
A0A067REU3,18S rRNA (pseudouridine-N1)-methyltransferase,236,L798_07846,136037,Zootermopsis nevadensis,Zootermopsis nevadensis (Dampwood termite),True,IPR005304,family,,236,20,235,CONTINUOUS
A0A067T5W8,Nep1-domain-containing protein,242,GALMADRAFT_71196,685588,Galerina marginata (strain CBS 339.88),Galerina marginata (strain CBS 339.88),True,IPR005304,family,,242,13,242,CONTINUOUS
A0A068S0M6,Nucleolar essential protein 1,261,LCOR_06553.1,1263082,Lichtheimia corymbifera JMRC:FSU:9682,Lichtheimia corymbifera JMRC:FSU:9682,True,IPR005304,family,,261,15,261,CONTINUOUS
A0A068UB59,Ribosomal RNA small subunit methyltransferase nep-1,307,GSCOC_T00020870001,49390,Coffea canephora,Coffea canephora (Robusta coffee),True,IPR005304,family,,307,68,307,CONTINUOUS
A0A068UBS6,Ribosomal RNA small subunit methyltransferase NEP1,362,GSCOC_T00020871001,49390,Coffea canephora,Coffea canephora (Robusta coffee),True,IPR005304,family,,362,129,361,CONTINUOUS
A0A068UM51,Ribosomal RNA small subunit methyltransferase NEP1,288,GSCOC_T00028956001,49390,Coffea canephora,Coffea canephora (Robusta coffee),True,IPR005304,family,,288,49,288,CONTINUOUS
A0A068V6P4,Ribosomal RNA small subunit methyltransferase nep-1,307,GSCOC_T00018402001,49390,Coffea canephora,Coffea canephora (Robusta coffee),True,IPR005304,family,,307,69,307,CONTINUOUS
A0A069DR15,18S rRNA (pseudouridine-N1)-methyltransferase,236,,65343,Panstrongylus megistus,Panstrongylus megistus,True,IPR005304,family,,236,6,236,CONTINUOUS
A0A072NW39,Ribosomal RNA small subunit methyltransferase NEP1,258,A1O9_12118,1182545,Exophiala aquamarina CBS 119918,Exophiala aquamarina CBS 119918,True,IPR005304,family,,258,30,258,CONTINUOUS
A0A072UG33,EMG1/NEP1 methyltransferase,239,25495057,3880,Medicago truncatula,Medicago truncatula (Barrel medic),True,IPR005304,family,,239,13,238,CONTINUOUS
A0A072V0N7,Nucleolar essential protein,223,11421258,3880,Medicago truncatula,Medicago truncatula (Barrel medic),True,IPR005304,family,,223,24,210,CONTINUOUS
A0A072VQY9,EMG1/NEP1 methyltransferase,170,MTR_1g112880,3880,Medicago truncatula,Medicago truncatula (Barrel medic),True,IPR005304,family,,170,1,169,CONTINUOUS
A0A074T139,Ribosomal RNA small subunit methyltransferase,332,V565_001790,1423351,Rhizoctonia solani 123E,Rhizoctonia solani 123E,True,IPR005304,family,,332,68,332,CONTINUOUS
A0A074WXF4,Nep1-domain-containing protein,254,M437DRAFT_38192,1043003,Aureobasidium melanogenum (strain CBS 110374),Aureobasidium melanogenum (strain CBS 110374),True,IPR005304,family,,254,32,254,CONTINUOUS
A0A074X3S3,Nep1-domain-containing protein,254,M436DRAFT_56266,1043004,Aureobasidium namibiae CBS 147.97,Aureobasidium namibiae CBS 147.97,True,IPR005304,family,,254,32,254,CONTINUOUS
A0A074Y2J7,Ribosomal RNA small subunit methyltransferase NEP1,254,AUEXF2481DRAFT_69020,1043005,Aureobasidium subglaciale (strain EXF-2481),Aureobasidium subglaciale (strain EXF-2481),True,IPR005304,family,,254,32,254,CONTINUOUS
A0A074YAA5,Nep1-domain-containing protein,254,M438DRAFT_274841,1043002,Aureobasidium pullulans EXF-150,Aureobasidium pullulans EXF-150,True,IPR005304,family,,254,32,254,CONTINUOUS
A0A075A601,Nep1 ribosome biogenesis protein,321,T265_09140,6198,Opisthorchis viverrini,Opisthorchis viverrini (Southeast Asian liver fluke),True,IPR005304,family,,321,94,311,CONTINUOUS
A0A075AWW4,DNA helicase,1219,O9G_002423,988480,Rozella allomycis (strain CSF55),Rozella allomycis (strain CSF55),True,IPR005304,family,,1219,279,457,CONTINUOUS
A0A075FMZ4,Ribosome biogenesis protein (NEP1),90,NEP1,1455903,uncultured marine thaumarchaeote AD1000_25_B10,uncultured marine thaumarchaeote AD1000_25_B10,True,IPR005304,family,,90,6,88,CONTINUOUS
A0A075FSL9,Ribosome biogenesis protein (NEP1),134,NEP1,1455903,uncultured marine thaumarchaeote AD1000_25_B10,uncultured marine thaumarchaeote AD1000_25_B10,True,IPR005304,family,,134,2,130,CONTINUOUS
A0A075FX72,Ribosome biogenesis protein (NEP1),235,NEP1,1455934,uncultured marine thaumarchaeote AD1000_70_G10,uncultured marine thaumarchaeote AD1000_70_G10,True,IPR005304,family,,235,18,229,CONTINUOUS
A0A075G5H5,Ribosomal RNA small subunit methyltransferase Nep1,221,NEP1,1455985,uncultured marine thaumarchaeote KM3_107_D09,uncultured marine thaumarchaeote KM3_107_D09,True,IPR005304,family,,221,1,217,CONTINUOUS
A0A075GET4,Ribosomal RNA small subunit methyltransferase Nep1,221,NEP1,1456023,uncultured marine thaumarchaeote KM3_157_H08,uncultured marine thaumarchaeote KM3_157_H08,True,IPR005304,family,,221,1,217,CONTINUOUS
A0A075GM37,Ribosomal RNA small subunit methyltransferase Nep1,221,NEP1,1456048,uncultured marine thaumarchaeote KM3_172_D05,uncultured marine thaumarchaeote KM3_172_D05,True,IPR005304,family,,221,1,217,CONTINUOUS
A0A075GQX8,Ribosome biogenesis protein (NEP1),174,NEP1,1456047,uncultured marine thaumarchaeote KM3_170_G11,uncultured marine thaumarchaeote KM3_170_G11,True,IPR005304,family,,174,1,170,CONTINUOUS
A0A075GVH8,Ribosome biogenesis protein (NEP1),88,NEP1,1456101,uncultured marine thaumarchaeote KM3_24_H04,uncultured marine thaumarchaeote KM3_24_H04,True,IPR005304,family,,88,4,83,CONTINUOUS
A0A075GXP3,Ribosomal RNA small subunit methyltransferase Nep1,222,NEP1,1456121,uncultured marine thaumarchaeote KM3_31_G08,uncultured marine thaumarchaeote KM3_31_G08,True,IPR005304,family,,222,2,218,CONTINUOUS
A0A075GYZ7,Ribosomal RNA small subunit methyltransferase Nep1,222,NEP1,1456097,uncultured marine thaumarchaeote KM3_203_A01,uncultured marine thaumarchaeote KM3_203_A01,True,IPR005304,family,,222,3,218,CONTINUOUS
A0A075H022,Ribosome biogenesis protein (NEP1),90,NEP1,1456136,uncultured marine thaumarchaeote KM3_36_H05,uncultured marine thaumarchaeote KM3_36_H05,True,IPR005304,family,,90,6,89,CONTINUOUS
A0A075H196,Ribosome biogenesis protein (NEP1),95,NEP1,1456101,uncultured marine thaumarchaeote KM3_24_H04,uncultured marine thaumarchaeote KM3_24_H04,True,IPR005304,family,,95,4,89,CONTINUOUS
A0A075H1L5,Ribosome biogenesis protein (NEP1),184,NEP1,1456103,uncultured marine thaumarchaeote KM3_25_B05,uncultured marine thaumarchaeote KM3_25_B05,True,IPR005304,family,,184,3,184,CONTINUOUS
A0A075H2I0,Ribosome biogenesis protein (NEP1),88,NEP1,1456136,uncultured marine thaumarchaeote KM3_36_H05,uncultured marine thaumarchaeote KM3_36_H05,True,IPR005304,family,,88,4,83,CONTINUOUS
A0A075H3J4,Ribosomal RNA small subunit methyltransferase Nep1,221,NEP1,1456165,uncultured marine thaumarchaeote KM3_47_A04,uncultured marine thaumarchaeote KM3_47_A04,True,IPR005304,family,,221,1,217,CONTINUOUS
A0A075HAC8,Ribosomal RNA small subunit methyltransferase Nep1,221,NEP1,1456164,uncultured marine thaumarchaeote KM3_47_A03,uncultured marine thaumarchaeote KM3_47_A03,True,IPR005304,family,,221,1,217,CONTINUOUS
A0A075HHJ5,Ribosomal RNA small subunit methyltransferase Nep1,224,NEP1,1456260,uncultured marine thaumarchaeote KM3_71_H11,uncultured marine thaumarchaeote KM3_71_H11,True,IPR005304,family,,224,3,220,CONTINUOUS
A0A075LWA5,Ribosomal RNA small subunit methyltransferase Nep1,220,nep1,1343739,Palaeococcus pacificus DY20341,Palaeococcus pacificus DY20341,True,IPR005304,family,,220,2,216,CONTINUOUS
A0A075N0Y4,Ribosomal RNA small subunit methyltransferase Nep1,216,NTE_03110,1459636,Candidatus Nitrososphaera evergladensis SR1,Candidatus Nitrososphaera evergladensis SR1,True,IPR005304,family,,216,17,208,CONTINUOUS
A0A075WEU1,Ribosomal RNA small subunit methyltransferase Nep1,219,nep1,1344584,Archaeoglobus fulgidus DSM 8774,Archaeoglobus fulgidus DSM 8774,True,IPR005304,family,,219,5,212,CONTINUOUS
A0A076LA44,Ribosomal RNA small subunit methyltransferase Nep1,204,nep1,1301915,Methanocaldococcus bathoardescens,Methanocaldococcus bathoardescens,True,IPR005304,family,,204,2,202,CONTINUOUS
A0A077R2I0,Related to EMG1-Protein required for ribosome biogenesis,389,,1398559,Melanopsichium pennsylvanicum 4,Melanopsichium pennsylvanicum 4,True,IPR005304,family,,389,137,388,CONTINUOUS
A0A077TMT0,"Ribosomal RNA small subunit methyltransferase NEP1, putative",231,NEP1,31271,Plasmodium chabaudi chabaudi,Plasmodium chabaudi chabaudi,True,IPR005304,family,,231,12,230,CONTINUOUS
A0A077WIN1,Ribosomal RNA small subunit methyltransferase NEP1,261,LRAMOSA01575,688394,Lichtheimia ramosa,Lichtheimia ramosa,True,IPR005304,family,,261,15,261,CONTINUOUS
A0A077WQF9,Ribosomal RNA small subunit methyltransferase NEP1,271,LRAMOSA10749,688394,Lichtheimia ramosa,Lichtheimia ramosa,True,IPR005304,family,,271,34,271,CONTINUOUS
A0A077Y4L1,"Ribosomal RNA small subunit methyltransferase NEP1, putative",232,PYYM_0709400,5861,Plasmodium yoelii,Plasmodium yoelii,True,IPR005304,family,,232,12,231,CONTINUOUS
A0A077YC72,"Small subunit rRNA processing factor, putative",418,PY17X_1442900,5861,Plasmodium yoelii,Plasmodium yoelii,True,IPR005304,family,,418,156,417,CONTINUOUS
A0A077ZPQ5,18S rRNA (pseudouridine-N1)-methyltransferase,219,TTRE_0000911601,36087,Trichuris trichiura,Trichuris trichiura (Whipworm),True,IPR005304,family,,219,10,219,CONTINUOUS
A0A078A1U4,C2f protein,270,Contig16058.g17110,5949,Stylonychia lemnae,Stylonychia lemnae (Ciliate),True,IPR005304,family,,270,37,269,CONTINUOUS
A0A078ATM1,Nucleolar essential protein 1,271,Contig6324.g6776,5949,Stylonychia lemnae,Stylonychia lemnae (Ciliate),True,IPR005304,family,,271,73,271,CONTINUOUS
A0A080ZPB8,Ribosomal RNA small subunit methyltransferase NEP1,224,F444_14670,1317066,Phytophthora nicotianae P1976,Phytophthora nicotianae P1976,True,IPR005304,family,,224,5,207,CONTINUOUS
A0A080ZPB9,Ribosomal RNA small subunit methyltransferase NEP1,219,F444_14670,1317066,Phytophthora nicotianae P1976,Phytophthora nicotianae P1976,True,IPR005304,family,,219,5,219,CONTINUOUS
A0A081CLP5,Nep1-domain-containing protein,384,PAN0_019c5819,84753,Pseudozyma antarctica,Pseudozyma antarctica (Yeast),True,IPR005304,family,,384,128,383,CONTINUOUS
A0A081IB12,"Ribosomal RNA small subunit methyltransferase NEP1, putative",231,PVVCY_0700910,54757,Plasmodium vinckei vinckei,Plasmodium vinckei vinckei,True,IPR005304,family,,231,13,230,CONTINUOUS
A0A081S7E7,Ribosomal RNA small subunit methyltransferase Nep1,222,nep1,1502292,Marine Group I thaumarchaeote SCGC AAA799-E16,Marine Group I thaumarchaeote SCGC AAA799-E16,True,IPR005304,family,,222,2,218,CONTINUOUS
A0A084AGC4,Ribosomal RNA small subunit methyltransferase NEP1,290,S7711_06382,1280523,Stachybotrys chartarum (strain CBS 109288 / IBT 7711),Stachybotrys chartarum (strain CBS 109288 / IBT 7711) (Toxic black mold),True,IPR005304,family,,290,63,290,CONTINUOUS
A0A084G8F1,rRNA small subunit pseudouridine methyltransferase Nep1,125,SAPIO_CDS4543,563466,Pseudallescheria apiosperma,Pseudallescheria apiosperma,True,IPR005304,family,,125,31,113,CONTINUOUS
A0A084QBJ7,Ribosomal RNA small subunit methyltransferase NEP1,290,S40285_05874,1283841,Stachybotrys chlorohalonatus (strain IBT 40285),Stachybotrys chlorohalonatus (strain IBT 40285),True,IPR005304,family,,290,60,290,CONTINUOUS
