O00487,Ubiquitin C-terminal hydrolase PSMD14,Homo sapiens,IPR000555|IPR050242|IPR037518|IPR056263,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-12193|imex:IM-24272|imex:IM-29278|pubmed:19490896|pubmed:19615732|pubmed:26496610|pubmed:33961781
O14649,Potassium channel subfamily K member 3,Homo sapiens,IPR003280|IPR003092|IPR013099|IPR005406,imex:IM-29540|pubmed:36012204
O14715,RANBP2-like and GRIP domain-containing protein 8,Homo sapiens,IPR032023|IPR000237|IPR011993|IPR000156|IPR045255|IPR011990|IPR019734,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
O14818,Proteasome subunit alpha type-7,Homo sapiens,IPR029055|IPR050115|IPR023332|IPR000426|IPR001353,imex:IM-12193|pubmed:19490896
O14862,Interferon-inducible protein AIM2,Homo sapiens,IPR004020|IPR011029|IPR040205|IPR004021|IPR012340,imex:IM-23523|pubmed:25665578
O14929,Histone acetyltransferase type B catalytic subunit,Homo sapiens,IPR016181|IPR048776|IPR019467|IPR037113|IPR017380|IPR013523,imex:IM-12079|pubmed:19615732
O15294,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,Homo sapiens,IPR037919|IPR029489|IPR011990|IPR019734,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-21659|imex:IM-29278|pubmed:19615732|pubmed:27705803|pubmed:33961781
O15355,Protein phosphatase 1G,Homo sapiens,IPR015655|IPR000222|IPR036457|IPR001932,imex:IM-12079|pubmed:19615732
O15381-5,Isoform 5 of Nuclear valosin-containing protein-like,Homo sapiens,Brak InterPro kodów dla tego białka.,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
O15392,Baculoviral IAP repeat-containing protein 5,Homo sapiens,IPR051190|IPR001370,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
O43242,26S proteasome non-ATPase regulatory subunit 3,Homo sapiens,IPR050756|IPR000717|IPR013586|IPR011990|IPR057985|IPR036390,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-12193|imex:IM-21659|imex:IM-29278|pubmed:19490896|pubmed:19615732|pubmed:27705803|pubmed:33961781
O43318,Mitogen-activated protein kinase kinase kinase 7,Homo sapiens,IPR011009|IPR049637|IPR000719|IPR017441|IPR001245|IPR008271,doi:10.1016/j.molcel.2020.07.001|imex:IM-29257|pubmed:32707033
O43396,Thioredoxin-like protein 1,Homo sapiens,IPR008979|IPR010400|IPR037047|IPR036249|IPR017937|IPR013766,imex:IM-12079|pubmed:19615732
O43791,Speckle-type POZ protein,Homo sapiens,IPR056423|IPR000210|IPR002083|IPR011333|IPR034089|IPR008974,doi:10.1016/j.cell.2022.04.014|imex:IM-29493|pubmed:35512704
O60739,Eukaryotic translation initiation factor 1b,Homo sapiens,IPR001950|IPR036877|IPR005874,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:17353931|pubmed:32814053
O75150,E3 ubiquitin-protein ligase BRE1B,Homo sapiens,IPR058643|IPR058642|IPR013956|IPR018957|IPR001841|IPR013083|IPR017907,imex:IM-24272|pubmed:26496610
O75179,Ankyrin repeat domain-containing protein 17,Homo sapiens,IPR051631|IPR002110|IPR036770|IPR047375|IPR004087|IPR004088|IPR036612,imex:IM-12079|pubmed:19615732
O75317,Ubiquitin carboxyl-terminal hydrolase 12,Homo sapiens,IPR038765|IPR050164|IPR001394|IPR028889|IPR018200,imex:IM-12079|pubmed:19615732
O75832,26S proteasome non-ATPase regulatory subunit 10,Homo sapiens,IPR051637|IPR002110|IPR036770,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-12193|imex:IM-29278|pubmed:19490896|pubmed:19615732|pubmed:33961781
O75940,Survival of motor neuron-related-splicing factor 30,Homo sapiens,IPR010304|IPR002999,imex:IM-30059|pubmed:39251607
O95218,Zinc finger Ran-binding domain-containing protein 2,Homo sapiens,IPR001876|IPR036443|IPR017337,imex:IM-30059|pubmed:39251607
O95600,Krueppel-like factor 8,Homo sapiens,IPR036236|IPR013087,imex:IM-28767|pubmed:35140242
O95777,U6 snRNA-associated Sm-like protein LSm8,Homo sapiens,IPR034103|IPR010920|IPR044642|IPR047575|IPR001163,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
O95789,Zinc finger MYM-type protein 6,Homo sapiens,IPR012337|IPR011017|IPR010507|IPR051284,doi:10.1016/j.cell.2021.04.011|doi:10.1038/nature22366|imex:IM-25778|imex:IM-29278|pubmed:28514442|pubmed:33961781
O96006,E3 SUMO-protein ligase ZBED1,Homo sapiens,IPR008906|IPR012337|IPR052717|IPR003656|IPR036236,imex:IM-23318|pubmed:25416956
P00441,Superoxide dismutase [Cu-Zn],Homo sapiens,IPR036423|IPR024134|IPR018152|IPR001424,doi:10.1016/j.cels.2017.10.010|imex:IM-26363|pubmed:29128334
P00533,Epidermal growth factor receptor,Homo sapiens,IPR006211|IPR006212|IPR032778|IPR009030|IPR011009|IPR000719|IPR017441|IPR000494|IPR036941|IPR050122|IPR001245|IPR049328|IPR008266|IPR020635|IPR016245,doi:10.1016/j.cell.2022.04.014|imex:IM-17166|imex:IM-26434|imex:IM-29493|pubmed:20029029|pubmed:31980649|pubmed:35512704
P01106,Myc proto-oncogene protein,Homo sapiens,IPR011598|IPR036638|IPR003327|IPR050433|IPR002418|IPR012682,imex:IM-28767|pubmed:35140242
P04637,Cellular tumor antigen p53,Homo sapiens,IPR008967|IPR012346|IPR057064|IPR011615|IPR040926|IPR036674|IPR010991|IPR013872|IPR002117,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
P05067,Amyloid-beta precursor protein,Homo sapiens,IPR036669|IPR008155|IPR013803|IPR037071|IPR011178|IPR024329|IPR008154|IPR015849|IPR036454|IPR019745|IPR019543|IPR019744|IPR036176|IPR002223|IPR036880|IPR011993|IPR020901,doi:10.1016/j.celrep.2020.108050|imex:IM-20090|imex:IM-28217|pubmed:16049941|pubmed:32814053
P05067-2,Isoform APP305 of Amyloid-beta precursor protein,Homo sapiens,Brak InterPro kodów dla tego białka.,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
P07910,Heterogeneous nuclear ribonucleoproteins C1/C2,Homo sapiens,IPR017347|IPR012677|IPR035979|IPR000504|IPR051186,imex:IM-30059|pubmed:39251607
P08922,Proto-oncogene tyrosine-protein kinase ROS,Homo sapiens,IPR011042|IPR003961|IPR036116|IPR013783|IPR011009|IPR000033|IPR000719|IPR017441|IPR050122|IPR001245|IPR008266|IPR020635|IPR002011,imex:IM-29494|pubmed:35384245
P09936-2,Isoform 2 of Ubiquitin carboxyl-terminal hydrolase isozyme L1,Homo sapiens,Brak InterPro kodów dla tego białka.,imex:IM-30146|pubmed:37316325
P09936-3,Isoform 3 of Ubiquitin carboxyl-terminal hydrolase isozyme L1,Homo sapiens,Brak InterPro kodów dla tego białka.,imex:IM-30146|pubmed:37316325
P0C1Z6,TCF3 fusion partner,Homo sapiens,IPR056513|IPR033555,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-29278|pubmed:19615732|pubmed:33961781
P0CG47,Polyubiquitin-B,Homo sapiens,IPR000626|IPR029071|IPR019954|IPR019956|IPR050158,imex:IM-16517|mint:MINT-5217955|pubmed:15531586|pubmed:16169070
P0DTC3,ORF3a protein,Severe acute respiratory syndrome coronavirus 2,IPR046446|IPR046445|IPR024407,doi:10.1101/2020.06.17.156455|imex:IM-28109|pmc:PPR177217|pubmed:33845483
P0DTC7,ORF7a protein,Severe acute respiratory syndrome coronavirus 2,IPR044390|IPR014888|IPR044871|IPR036495,doi:10.1101/2020.03.31.019216|imex:IM-27901|pmc:PPR138438|pubmed:32838362
P10242,Transcriptional activator Myb,Homo sapiens,IPR015395|IPR009057|IPR017930|IPR050560|IPR001005|IPR012642,imex:IM-28767|pubmed:35140242
P10636-8,Isoform Tau-F of Microtubule-associated protein tau,Homo sapiens,Brak InterPro kodów dla tego białka.,imex:IM-29773|pubmed:35063084
P11484,Ribosome-associated molecular chaperone SSB1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),IPR043129|IPR018181|IPR029048|IPR029047|IPR013126,pubmed:19536198
P11908,Ribose-phosphate pyrophosphokinase 2,Homo sapiens,IPR000842|IPR029099|IPR029057|IPR000836|IPR005946|IPR037515,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
P13473-2,Isoform LAMP-2B of Lysosome-associated membrane glycoprotein 2,Homo sapiens,Brak InterPro kodów dla tego białka.,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
P13569,Cystic fibrosis transmembrane conductance regulator,Homo sapiens,IPR003593|IPR011527|IPR036640|IPR003439|IPR017871|IPR050173|IPR009147|IPR047082|IPR025837|IPR027417,imex:IM-27204|imex:IM-29540|pubmed:29924966|pubmed:36012204
P14921,Protein C-ets-1,Homo sapiens,IPR045688|IPR000418|IPR046328|IPR003118|IPR013761|IPR041886|IPR016311|IPR036388|IPR036390,imex:IM-28767|pubmed:35140242
P15056,Serine/threonine-protein kinase B-raf,Homo sapiens,IPR046349|IPR020454|IPR011009|IPR002219|IPR000719|IPR017441|IPR003116|IPR001245|IPR008271|IPR051681|IPR029071,doi:10.1016/j.cell.2022.04.014|imex:IM-29493|pubmed:35512704
P15172,Myoblast determination protein 1,Homo sapiens,IPR011598|IPR036638|IPR022032|IPR002546|IPR039704,imex:IM-28767|pubmed:35140242
P15884,Transcription factor 4,Homo sapiens,IPR011598|IPR036638|IPR051098,imex:IM-29810|pubmed:37207277
P16220,Cyclic AMP-responsive element-binding protein 1,Homo sapiens,IPR004827|IPR046347|IPR003102|IPR001630,imex:IM-30532|pubmed:38884001
P17706,Tyrosine-protein phosphatase non-receptor type 2,Homo sapiens,IPR051985|IPR029021|IPR000242|IPR012265|IPR016130|IPR003595|IPR000387,imex:IM-12079|pubmed:19615732
P17980,26S proteasome regulatory subunit 6A,Homo sapiens,IPR050221|IPR003593|IPR041569|IPR003959|IPR003960|IPR012340|IPR027417|IPR032501,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-12193|imex:IM-29278|pubmed:19490896|pubmed:19615732|pubmed:33961781
P18431-3,Isoform SGG39 of Protein kinase shaggy,Drosophila melanogaster,Brak InterPro kodów dla tego białka.,imex:IM-16527|pubmed:25294943
P18846,Cyclic AMP-dependent transcription factor ATF-1,Homo sapiens,IPR004827|IPR046347|IPR003102|IPR001630,imex:IM-30532|pubmed:38884001
P18847,Cyclic AMP-dependent transcription factor ATF-3,Homo sapiens,IPR000837|IPR004827|IPR046347,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
P19013,Keratin, type II cytoskeletal 4,Homo sapiens,IPR018039|IPR039008|IPR032444|IPR003054,imex:IM-12079|pubmed:19615732
P19474,E3 ubiquitin-protein ligase TRIM21,Homo sapiens,IPR001870|IPR043136|IPR003879|IPR013320|IPR006574|IPR035831|IPR003877|IPR050143|IPR003613|IPR000315|IPR020457|IPR018957|IPR001841|IPR013083|IPR017907,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
P20618,Proteasome subunit beta type-1,Homo sapiens,IPR029055|IPR016050|IPR001353|IPR023333,imex:IM-12193|pubmed:19490896
P21580,Tumor necrosis factor alpha-induced protein 3,Homo sapiens,IPR051346|IPR003323|IPR002653,imex:IM-30229|pubmed:30402268
P22314,Ubiquitin-like modifier-activating enzyme 1,Homo sapiens,IPR032420|IPR032418|IPR042302|IPR045886|IPR000594|IPR018965|IPR042449|IPR038252|IPR019572|IPR042063|IPR035985|IPR018075|IPR018074|IPR033127|IPR000011,imex:IM-22822|pubmed:25260751
P23508,Colorectal mutant cancer protein,Homo sapiens,IPR040171|IPR019536,pubmed:17353931
P23769,Endothelial transcription factor GATA-2,Homo sapiens,IPR016374|IPR039355|IPR000679|IPR013088,imex:IM-28767|pubmed:35140242
P24390,ER lumen protein-retaining receptor 1,Homo sapiens,IPR000133,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
P25490,Transcriptional repressor protein YY1,Homo sapiens,IPR017114|IPR036236|IPR013087,doi:10.1016/j.cell.2021.04.011|imex:IM-21659|imex:IM-28767|imex:IM-29278|pubmed:27705803|pubmed:33961781|pubmed:35140242
P25786,Proteasome subunit alpha type-1,Homo sapiens,IPR029055|IPR050115|IPR023332|IPR035144|IPR000426|IPR001353,imex:IM-12193|pubmed:19490896
P25787,Proteasome subunit alpha type-2,Homo sapiens,IPR029055|IPR050115|IPR023332|IPR000426|IPR001353,imex:IM-12193|pubmed:19490896
P25788,Proteasome subunit alpha type-3,Homo sapiens,IPR029055|IPR050115|IPR023332|IPR000426|IPR001353,imex:IM-12193|pubmed:19490896
P25789,Proteasome subunit alpha type-4,Homo sapiens,IPR029055|IPR050115|IPR023332|IPR000426|IPR016050|IPR001353,imex:IM-12193|pubmed:19490896
P26196,Probable ATP-dependent RNA helicase DDX6,Homo sapiens,IPR011545|IPR014001|IPR001650|IPR027417|IPR000629|IPR014014,imex:IM-30059|pubmed:39251607
P26367,Paired box protein Pax-6,Homo sapiens,IPR001356|IPR017970|IPR009057|IPR043182|IPR001523|IPR043565|IPR036388,imex:IM-28767|pubmed:35140242
P28066,Proteasome subunit alpha type-5,Homo sapiens,IPR029055|IPR050115|IPR023332|IPR033812|IPR000426|IPR001353,imex:IM-12193|pubmed:19490896
P28070,Proteasome subunit beta type-4,Homo sapiens,IPR029055|IPR016295|IPR016050|IPR001353|IPR023333,imex:IM-12193|pubmed:19490896
P28072,Proteasome subunit beta type-6,Homo sapiens,IPR029055|IPR000243|IPR016050|IPR001353|IPR023333,imex:IM-12079|pubmed:19615732
P28074,Proteasome subunit beta type-5,Homo sapiens,IPR029055|IPR000243|IPR016050|IPR001353|IPR023333,imex:IM-12079|pubmed:19615732
P29322,Ephrin type-A receptor 8,Homo sapiens,IPR027936|IPR001090|IPR050449|IPR003961|IPR036116|IPR008979|IPR013783|IPR011009|IPR000719|IPR017441|IPR001660|IPR013761|IPR001245|IPR008266|IPR020635|IPR016257|IPR001426,imex:IM-29494|pubmed:35384245
P31314,T-cell leukemia homeobox protein 1,Homo sapiens,IPR001356|IPR020479|IPR017970|IPR009057|IPR042247,imex:IM-28767|pubmed:35140242
P31749,RAC-alpha serine/threonine-protein kinase,Homo sapiens,IPR000961|IPR034676|IPR011009|IPR011993|IPR001849|IPR039026|IPR017892|IPR000719|IPR017441|IPR008271,doi:10.1016/j.cell.2022.04.014|imex:IM-29493|pubmed:35512704
P32519,ETS-related transcription factor Elf-1,Homo sapiens,IPR000418|IPR046328|IPR022084|IPR036388|IPR036390,imex:IM-28767|pubmed:35140242
P33151,Cadherin-5,Homo sapiens,IPR039808|IPR002126|IPR015919|IPR020894|IPR000233|IPR027397,imex:IM-30239|pubmed:39232006
P33416,Heat shock protein 78, mitochondrial,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),IPR003593|IPR003959|IPR019489|IPR001270|IPR018368|IPR028299|IPR041546|IPR050130|IPR027417,pubmed:19536198
P35680,Hepatocyte nuclear factor 1-beta,Homo sapiens,IPR001356|IPR039066|IPR006899|IPR044869|IPR023219|IPR006897|IPR044866|IPR009057|IPR010982,imex:IM-28767|pubmed:35140242
P35998,26S proteasome regulatory subunit 7,Homo sapiens,IPR050221|IPR003593|IPR041569|IPR003959|IPR003960|IPR012340|IPR048723|IPR027417,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-12193|imex:IM-21659|imex:IM-29278|pubmed:19490896|pubmed:19615732|pubmed:27705803|pubmed:33961781
P36507,Dual specificity mitogen-activated protein kinase kinase 2,Homo sapiens,IPR011009|IPR050915|IPR000719|IPR017441|IPR008271,doi:10.1016/j.molcel.2020.07.001|imex:IM-29257|pubmed:32707033
P36957,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial,Homo sapiens,IPR003016|IPR050537|IPR001078|IPR000089|IPR023213|IPR011053|IPR006255,doi:10.1016/j.cels.2017.10.010|imex:IM-26363|pubmed:29128334
P40337,von Hippel-Lindau disease tumor suppressor,Homo sapiens,IPR024048|IPR037139|IPR024053|IPR037140|IPR036208|IPR022772,pubmed:17353931
P41235,Hepatocyte nuclear factor 4-alpha,Homo sapiens,IPR049636|IPR049635|IPR035500|IPR000536|IPR050274|IPR001723|IPR001628|IPR013088,imex:IM-28767|pubmed:35140242
P41970,ETS domain-containing protein Elk-3,Homo sapiens,IPR000418|IPR046328|IPR036388|IPR036390,imex:IM-28767|pubmed:35140242
P43686,26S proteasome regulatory subunit 6B,Homo sapiens,IPR050221|IPR003593|IPR041569|IPR003959|IPR003960|IPR012340|IPR027417|IPR032501,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-12193|imex:IM-21659|imex:IM-29278|pubmed:19490896|pubmed:19615732|pubmed:27705803|pubmed:33961781
P45973,Chromobox protein homolog 5,Homo sapiens,IPR016197|IPR000953|IPR017984|IPR023780|IPR008251|IPR023779|IPR051219,doi:10.15252/msb.20156660|imex:IM-25015|pubmed:27107012
P46527,Cyclin-dependent kinase inhibitor 1B,Homo sapiens,IPR003175|IPR044898,pubmed:12082530
P48039,Melatonin receptor type 1A,Homo sapiens,IPR000276|IPR017452|IPR002278|IPR000025,imex:IM-24624|pubmed:26514267
P48556,26S proteasome non-ATPase regulatory subunit 8,Homo sapiens,IPR006746|IPR033464|IPR000717,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-12193|imex:IM-21659|imex:IM-29278|pubmed:19490896|pubmed:19615732|pubmed:27705803|pubmed:33961781
P49354-3,Isoform 3 of Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,Homo sapiens,Brak InterPro kodów dla tego białka.,imex:IM-30146|pubmed:37316325
P49674,Casein kinase I isoform epsilon,Homo sapiens,IPR050235|IPR011009|IPR000719|IPR017441|IPR008271,imex:IM-24272|pubmed:26496610
P49716,CCAAT/enhancer-binding protein delta,Homo sapiens,IPR004827|IPR046347|IPR031106|IPR016468,imex:IM-30532|pubmed:38884001
P49720,Proteasome subunit beta type-3,Homo sapiens,IPR029055|IPR033811|IPR016050|IPR001353|IPR023333,imex:IM-12079|imex:IM-12193|pubmed:19490896|pubmed:19615732
P49721,Proteasome subunit beta type-2,Homo sapiens,IPR029055|IPR035206|IPR016050|IPR001353|IPR023333,imex:IM-12193|pubmed:19490896
P51571,Translocon-associated protein subunit delta,Homo sapiens,IPR008855,imex:IM-21659|pubmed:27705803
P51610,Host cell factor 1,Homo sapiens,IPR003961|IPR036116|IPR043536|IPR013783|IPR015915|IPR059124,doi:10.1016/j.cell.2021.04.011|imex:IM-11719|imex:IM-12079|imex:IM-21659|imex:IM-29278|pubmed:19615732|pubmed:20360068|pubmed:27705803|pubmed:33961781
P51665,26S proteasome non-ATPase regulatory subunit 7,Homo sapiens,IPR024969|IPR000555|IPR037518|IPR033858,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-12193|imex:IM-21659|imex:IM-29278|pubmed:19490896|pubmed:19615732|pubmed:27705803|pubmed:33961781
P52788,Spermine synthase,Homo sapiens,IPR030374|IPR030373|IPR029063|IPR035246|IPR037163|IPR015576|IPR040900,imex:IM-24272|pubmed:26496610
P53919,H/ACA ribonucleoprotein complex non-core subunit NAF1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),IPR038664|IPR007504|IPR040309|IPR009000,pubmed:14690591
P54578,Ubiquitin carboxyl-terminal hydrolase 14,Homo sapiens,IPR038765|IPR001394|IPR000626|IPR029071|IPR019954|IPR044635|IPR028889|IPR018200,imex:IM-12079|imex:IM-12193|pubmed:19490896|pubmed:19615732
P54727,Lysine-specific demethylase RAD23B,Homo sapiens,IPR004806|IPR041811|IPR006636|IPR015940|IPR009060|IPR000626|IPR029071|IPR015360|IPR036353,imex:IM-12079|pubmed:19615732
P55036,26S proteasome non-ATPase regulatory subunit 4,Homo sapiens,IPR027040|IPR049590|IPR003903|IPR002035|IPR036465,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-12193|imex:IM-21659|imex:IM-29278|pubmed:19490896|pubmed:19615732|pubmed:27705803|pubmed:33961781
P55072,Transitional endoplasmic reticulum ATPase,Homo sapiens,IPR003593|IPR005938|IPR050168|IPR041569|IPR009010|IPR003959|IPR003960|IPR004201|IPR029067|IPR003338|IPR027417,imex:IM-30119|pubmed:37776851
P56537,Eukaryotic translation initiation factor 6,Homo sapiens,IPR002769,pubmed:17353931
P57078,Receptor-interacting serine/threonine-protein kinase 4,Homo sapiens,IPR002110|IPR036770|IPR011009|IPR000719|IPR017441|IPR008271,doi:10.1016/j.molcel.2020.07.001|imex:IM-22750|imex:IM-29257|pubmed:26972000|pubmed:32707033
P60122,RuvB-like 1,Mus musculus,IPR003593|IPR027417|IPR027238|IPR041048|IPR042487|IPR010339,imex:IM-24272|pubmed:26496610
P60484,Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN,Homo sapiens,IPR017361|IPR035892|IPR051281|IPR029021|IPR045101|IPR014020|IPR029023|IPR016130|IPR003595|IPR000387,doi:10.1016/j.cell.2022.04.014|imex:IM-29493|pubmed:35512704
P60842-3,Isoform 3 of Eukaryotic initiation factor 4A-I,Homo sapiens,Brak InterPro kodów dla tego białka.,imex:IM-30146|pubmed:37316325
